Orthogroup	C_amplexicaulis	S_parvula
OG0000069	Caamp.0037s0458, Caamp.1033s0175, Caamp.1036s0372	Sp1g20910
OG0000069	Caamp.0303s0872	Sp5g25560
OG0000069	Caamp.1041s1414, Caamp.1038s0021	Sp6g29370
OG0000070	Caamp.0070s0051	Sp1g24360
OG0000070	Caamp.0003s0030, Caamp.0071s0052	Sp1g38860
OG0000070	Caamp.0071s0053	Sp1g12250
OG0000070	Caamp.1037s1245	Sp7g03310
OG0000071	Caamp.0094s0308	Sp7g33730
OG0000071	Caamp.0026s0646, Caamp.0190s1328	Sp3g29990
OG0000071	Caamp.0105s1058	Sp7g32780
OG0000071	Caamp.0190s0006	Sp1g17860
OG0000071	Caamp.0076s0464, Caamp.0006s0253	Sp5g30980
OG0000071	Caamp.0095s1131, Caamp.0093s0172	Sp3g31210
OG0000072	Caamp.0024s0454, Caamp.0056s0337	Sp7g15310
OG0000072	Caamp.0066s0017	Sp4g12160, Sp4g12090
OG0000072	Caamp.0051s0020	Sp4g12085
OG0000072	Caamp.0051s0018	Sp4g12060
OG0000074	Caamp.0003s0419, Caamp.0190s0795	Sp7g20170
OG0000074	Caamp.0303s1239	Sp2g02520
OG0000074	Caamp.0013s0144, Caamp.0026s0213	Sp3g24090
OG0000074	Caamp.0097s0383, Caamp.0095s0108	Sp7g15090
OG0000074	Caamp.1031s0682, Caamp.0018s0098	SpUn0031_0100, Sp4g27220, Sp5g02600
OG0000077	Caamp.1039s0476	Sp3g10720
OG0000077	Caamp.0040s0176, Caamp.0188s0708	Sp1g14350
OG0000077	Caamp.0214s0178	Sp3g07820
OG0000077	Caamp.0303s1330, Caamp.0011s0040, Caamp.0007s0458, Caamp.0011s0025	Sp2g05640
OG0000077	Caamp.0105s1870	Sp6g40010
OG0000077	Caamp.1039s0308	SpUn0364_0020, SpUn0328_0010
OG0000077	Caamp.0007s0436	Sp6g40020
OG0000079	Caamp.1033s0826, Caamp.0010s0337, Caamp.0097s0142	Sp1g32550, Sp3g24930, Sp6g07630, Sp5g17790, SpUn0004_0250
OG0000080	Caamp.0101s0020	Sp4g11580
OG0000080	Caamp.0097s0212	Sp5g15570
OG0000080	Caamp.1037s0686	Sp6g22520
OG0000080	Caamp.0078s0476	Sp5g08710
OG0000080	Caamp.0095s0870	Sp3g07850
OG0000080	Caamp.0005s0144, Caamp.0097s0208	Sp5g15620
OG0000080	Caamp.1037s0773, Caamp.1040s0414	Sp6g21620
OG0000081	Caamp.0076s0606	Sp2g09620
OG0000081	Caamp.0097s0217, Caamp.0097s0116, Caamp.0097s0127, Caamp.0097s0158, Caamp.0097s0219, Caamp.0097s0119, Caamp.0005s0073, Caamp.0076s0638, Caamp.0026s0278	Sp5g16600, Sp5g16390
OG0000081	Caamp.0303s1249, Caamp.0005s0229	Sp1g34070, SpUn1871_0010
OG0000082	Caamp.0303s0708	Sp6g08490, Sp7g02990, Sp7g10260, Sp1g29910
OG0000082	Caamp.0003s0241	SpUn0117_0030, Sp7g02980, Sp7g25140, Sp4g09020, Sp2g07510, Sp5g12970, Sp3g26190, Sp1g32690, Sp5g18470, Sp2g06740, Sp6g11170, Sp4g06360, Sp7g11310, Sp1g33720, Sp7g11640, Sp5g16050, Sp3g32500, Sp3g25190
OG0000083	Caamp.0058s0111, Caamp.0097s0835	Sp6g18960
OG0000086	Caamp.0024s0060	Sp7g12400
OG0000086	Caamp.0097s0614	Sp3g28520, Sp7g03450
OG0000087	Caamp.1040s0174	Sp6g01970
OG0000087	Caamp.1037s0162, Caamp.0188s1021	Sp1g01620
OG0000087	Caamp.0023s0550	Sp5g00940
OG0000087	Caamp.0052s0136, Caamp.0188s0097	Sp1g07800
OG0000087	Caamp.0011s0092, Caamp.0011s0090, Caamp.0007s0499, Caamp.0007s0494, Caamp.0065s0160, Caamp.1035s1442	Sp2g06570, Sp2g06540
OG0000088	Caamp.0054s0082, Caamp.0102s0644, Caamp.0266s0049, Caamp.0028s0112, Caamp.0026s0005	Sp5g15690
OG0000089	Caamp.0007s0395, Caamp.1033s1004	Sp1g29890
OG0000089	Caamp.0006s0040, Caamp.0064s0149	Sp5g33420
OG0000089	Caamp.0303s0423, Caamp.0214s0747	Sp3g01550
OG0000089	Caamp.0097s0428	Sp7g03570
OG0000090	Caamp.0006s0410, Caamp.0076s0312	Sp5g29320
OG0000090	Caamp.0303s1344, Caamp.0015s0150	Sp2g03700
OG0000090	Caamp.0303s1346, Caamp.0015s0151	Sp2g03720
OG0000090	Caamp.0024s0121, Caamp.0046s0355	Sp1g16560
OG0000090	Caamp.0006s0409	Sp5g29330
OG0000090	Caamp.0076s0313	Sp7g27545, Sp2g05340, Sp7g04140, Sp7g27550, SpUn0329_0010
OG0000092	Caamp.0311s0010, Caamp.0036s0021	Sp5g12490
OG0000096	Caamp.0190s0982	Sp2g09700
OG0000096	Caamp.0076s0649	Sp2g10140
OG0000096	Caamp.0001s0190	Sp2g10070
OG0000096	Caamp.0001s0188	Sp2g09710, Sp2g10090
OG0000096	Caamp.0076s0651	Sp2g10150, Sp2g10160
OG0000097	Caamp.0188s1118	Sp1g00700
OG0000097	Caamp.0190s0681, Caamp.0003s0301	Sp7g21310
OG0000097	Caamp.0018s0173	Sp4g28030
OG0000097	Caamp.0023s0451	Sp5g01970
OG0000097	Caamp.1040s0043	Sp6g00460
OG0000099	Caamp.0002s0105, Caamp.0016s0005	Sp5g21260
OG0000099	Caamp.1036s0189, Caamp.1037s0191	Sp6g27590
OG0000099	Caamp.1039s0973, Caamp.0051s0239	Sp3g15940
OG0000099	Caamp.0097s0279, Caamp.0064s0667	Sp1g35420
OG0000099	Caamp.0097s0820, Caamp.1036s0580	Sp7g04500
OG0000100	Caamp.1037s1764	Sp5g16920, SpUn0001_0800, Sp3g33810, Sp7g04240, Sp6g04560, Sp7g04070, Sp1g29450, Sp1g31030, Sp7g12620, Sp2g06040, Sp5g17950, Sp3g29490, SpUn0431_0020, SpUn0738_0010, Sp6g00200, Sp3g33800, Sp4g11850, Sp4g02440, Sp5g26950, Sp3g29360, Sp1g32350, Sp3g24950, Sp7g05880, Sp7g08950, Sp6g07960, SpUn0002_0800
OG0000102	Caamp.0129s0050	Sp4g05230, Sp5g15340, Sp6g02770, Sp7g06810, Sp1g34970, Sp6g09910, Sp5g15330, Sp5g22230, Sp4g09550, Sp3g29290, Sp7g13120, Sp6g09830, Sp3g27390, Sp6g12310, Sp7g03430, Sp4g03790, Sp6g12280, Sp5g12335, Sp5g18510, Sp5g20970, SpUn1230_0010, SpUn0001_0280, Sp1g34960, Sp5g21390, SpUn0146_0040, Sp5g16930
OG0000111	Caamp.0036s0054, Caamp.0097s0855, Caamp.0002s0023, Caamp.0010s0353	Sp3g26710
OG0000111	Caamp.0009s0031	Sp4g07060, Sp6g10920, Sp7g09020, Sp7g04700, Sp7g06750, Sp3g26410, Sp7g10290, SpUn0001_0740, Sp1g30760, Sp7g06700, Sp7g09840, Sp5g17020, Sp6g12000, SpUn0008_0040, Sp7g08630, Sp3g28640, SpUn0001_0510, Sp7g06680, Sp6g11450, SpUn0135_0030, Sp7g08590
OG0000112	Caamp.0070s0015	Sp1g24800
OG0000112	Caamp.1039s0718, Caamp.0076s1371	Sp3g13260
OG0000112	Caamp.0003s0687	Sp7g15600
OG0000112	Caamp.0105s0426, Caamp.0102s0632	Sp4g16300
OG0000113	Caamp.1033s0589, Caamp.0078s0558	Sp1g25430
OG0000113	Caamp.1033s0588, Caamp.0078s0562, Caamp.0078s0571	Sp1g25420
OG0000113	Caamp.0078s0570	Sp1g25370
OG0000113	Caamp.0078s0559	Sp1g25450, Sp1g25360
OG0000113	Caamp.0078s0561, Caamp.0078s0567, Caamp.0078s0568, Caamp.0078s0572, Caamp.1033s0592, Caamp.0007s0001	Sp1g25440
OG0000114	Caamp.0005s0146, Caamp.0097s0210	Sp5g15590
OG0000114	Caamp.1040s0416, Caamp.1037s0775	Sp6g21600
OG0000114	Caamp.1037s0776, Caamp.1040s0417	Sp6g21590
OG0000114	Caamp.0005s0145	Sp5g15610
OG0000114	Caamp.0003s0101	Sp7g23620
OG0000115	Caamp.1041s0860	Sp5g13400, Sp2g00920
OG0000115	Caamp.0007s0538	Sp2g00800
OG0000115	Caamp.0015s0122	Sp2g00810
OG0000115	Caamp.0015s0156	Sp2g03800
OG0000115	Caamp.0303s1097	Sp2g00780
OG0000117	Caamp.0046s0107	Sp1g40790
OG0000117	Caamp.1039s0597	Sp3g11970
OG0000117	Caamp.0010s0207, Caamp.1039s0268	Sp4g03110
OG0000117	Caamp.0120s0738, Caamp.1035s0670	Sp2g22430
OG0000117	Caamp.1038s0346, Caamp.1041s1088	Sp6g32620
OG0000118	Caamp.0097s0062, Caamp.0014s0035, Caamp.0011s0131, Caamp.0095s0289, Caamp.0029s0059, Caamp.0097s1052, Caamp.0036s0015, Caamp.0097s1001, Caamp.0048s0010, Caamp.0017s0024, Caamp.0010s0331, Caamp.0058s0296, Caamp.0097s1081, Caamp.0097s1024, Caamp.0017s0049, Caamp.0025s0013, Caamp.0019s0118, Caamp.0019s0117, Caamp.0019s0042, Caamp.0012s0024, Caamp.0012s0019, Caamp.0019s0061, Caamp.0048s0021, Caamp.0009s0015	Sp7g09290
OG0000120	Caamp.1040s0782, Caamp.1037s1146	Sp6g17850
OG0000120	Caamp.1040s1106	Sp6g14810
OG0000120	Caamp.1033s0731, Caamp.0007s0121, Caamp.0028s0102, Caamp.0190s0366, Caamp.1038s0313	Sp1g26840, Sp7g24520
OG0000121	Caamp.1040s0971, Caamp.1037s1303	Sp6g16160
OG0000121	Caamp.0053s0001, Caamp.1039s1112, Caamp.0051s0374, Caamp.0303s1152	Sp6g11720
OG0000121	Caamp.0053s0002, Caamp.0064s0507, Caamp.0058s0252	Sp3g17640
OG0000122	Caamp.0204s0003, Caamp.0041s0016, Caamp.0009s0052, Caamp.1040s1418, Caamp.1040s1417, Caamp.0002s0025, Caamp.0047s0016, Caamp.0047s0017	Sp2g06780
OG0000122	Caamp.0118s0012, Caamp.0113s0033, Caamp.0078s0306, Caamp.0013s0121, Caamp.0009s0095, Caamp.0008s0178, Caamp.0140s0002, Caamp.0085s0002, Caamp.0025s0004, Caamp.0130s0008, Caamp.0113s0025, Caamp.0140s0001, Caamp.0121s0002, Caamp.0345s0001, Caamp.0045s0001, Caamp.0161s0003	Sp5g17410
OG0000123	Caamp.0190s1356, Caamp.0026s0609	Sp3g30360
OG0000123	Caamp.0094s0383, Caamp.0105s1043	Sp7g32970
OG0000123	Caamp.0105s1042	Sp7g32960
OG0000123	Caamp.0105s1041	Sp7g32980
OG0000123	Caamp.0190s1355	Sp3g30370
OG0000123	Caamp.0190s1354, Caamp.0026s0610	Sp3g30350
OG0000129	Caamp.0001s0115	Sp7g03745
OG0000129	Caamp.0064s0089	Sp6g10470, Sp4g06690, Sp2g02350, Sp6g06080, Sp7g04630, Sp1g34110, Sp5g28990
OG0000129	Caamp.0090s0042	Sp1g21910, SpUn0001_0970, Sp5g14340, SpUn0003_0140
OG0000131	Caamp.0008s0192, Caamp.0101s0180	SpUn0004_0280, Sp1g31610, Sp2g06090
OG0000132	Caamp.0102s0117, Caamp.1031s0162	SpUn0018_0010, Sp4g21660
OG0000132	Caamp.0078s0554, Caamp.0095s0741	Sp5g07330
OG0000132	Caamp.1038s0126, Caamp.1041s1305	Sp6g30450
OG0000132	Caamp.0078s0555, Caamp.0095s0740	Sp5g07320
OG0000132	Caamp.0102s0318, Caamp.0105s0743	Sp4g19670
OG0000132	Caamp.0095s0883	Sp5g08820
OG0000133	Caamp.1031s0129	Sp4g21310
OG0000133	Caamp.0064s0375, Caamp.0058s0178, Caamp.0064s0371, Caamp.0064s0374, Caamp.0058s0180, Caamp.0159s0011, Caamp.0105s0322	Sp5g07750
OG0000135	Caamp.0190s1225, Caamp.0005s0261, Caamp.0026s0741	Sp3g28690
OG0000135	Caamp.0071s0016, Caamp.0188s0528	Sp1g12430
OG0000135	Caamp.0188s0527	Sp1g12420
OG0000135	Caamp.0188s0530	Sp1g12450, Sp1g12440
OG0000138	Caamp.1041s1487, Caamp.1036s0291	Sp6g28610
OG0000138	Caamp.0120s0321	Sp2g17950
OG0000138	Caamp.0044s0238, Caamp.1041s0891	Sp7g02670
OG0000138	Caamp.1033s0281, Caamp.0037s0570	Sp1g22210
OG0000138	Caamp.0303s0468	Sp3g01120
OG0000141	Caamp.0096s0039	Sp4g01790
OG0000141	Caamp.0064s0811, Caamp.0005s0032, Caamp.1041s0690, Caamp.1039s1154, Caamp.0105s0893, Caamp.0105s0892, Caamp.1037s0481, Caamp.1037s0480	SpUn0137_0045
OG0000146	Caamp.1037s0141, Caamp.1040s0150	Sp6g01690
OG0000146	Caamp.1031s0853, Caamp.0018s0279	Sp4g29070
OG0000146	Caamp.0105s0696, Caamp.0102s0367	Sp4g19160
OG0000146	Caamp.0051s0202, Caamp.1039s0937	Sp3g15570
OG0000147	Caamp.0059s0096	Sp4g00350
OG0000147	Caamp.0046s0471, Caamp.0024s0005	Sp1g17760
OG0000147	Caamp.0006s0266	Sp5g30870
OG0000147	Caamp.1027s0055	Sp7g37030
OG0000148	Caamp.0190s1302, Caamp.0094s0421, Caamp.1027s0068, Caamp.0094s0016, Caamp.0026s0668	Sp7g32500
OG0000148	Caamp.0046s0465, Caamp.0024s0011, Caamp.0076s0442	Sp1g17700, Sp5g30740
OG0000149	Caamp.1033s0315	Sp1g22530
OG0000149	Caamp.0064s0557, Caamp.0002s0370	Sp5g23810
OG0000149	Caamp.0076s1127, Caamp.0120s0040	Sp2g14890
OG0000149	Caamp.0071s0093, Caamp.0188s0460	SpUn0138_0010, Sp1g11730
OG0000150	Caamp.0037s0320	Sp1g38480
OG0000150	Caamp.0053s0155	Sp3g19400
OG0000150	Caamp.0037s0322	Sp4g10470
OG0000150	Caamp.1033s0379	Sp4g11810
OG0000151	Caamp.0005s0352	Sp5g13500
OG0000152	Caamp.1037s0782	Sp6g21520
OG0000152	Caamp.0095s0873, Caamp.0078s0479	Sp5g08740
OG0000152	Caamp.0214s0137, Caamp.0078s0839	Sp3g08250
OG0000152	Caamp.1038s0970, Caamp.0105s1770	Sp6g39230
OG0000152	Caamp.0097s0214	Sp5g15550
OG0000153	Caamp.1040s0636, Caamp.1037s1003	Sp6g19250, Sp6g19260
OG0000153	Caamp.0190s0439, Caamp.0003s0077	Sp7g23830
OG0000153	Caamp.1041s0419, Caamp.0094s0829	Sp7g28170, SpUN0954_0010
OG0000154	Caamp.1039s0832, Caamp.0051s0095	Sp3g14450
OG0000154	Caamp.1041s1950, Caamp.0037s0290	Sp1g38810
OG0000154	Caamp.1041s0757, Caamp.0064s0747	Sp1g36180
OG0000154	Caamp.1039s1072, Caamp.0051s0334	Sp3g16910
OG0000155	Caamp.0046s0080	Sp1g09440, Sp1g05850
OG0000162	Caamp.0003s0519	Sp7g18810
OG0000162	Caamp.0076s0571, Caamp.0001s0256	Sp2g09290
OG0000162	Caamp.0102s0554, Caamp.0105s0512	Sp4g17130
OG0000162	Caamp.1033s0696, Caamp.0007s0088	Sp1g26520
OG0000164	Caamp.0032s0055, Caamp.1037s1732, Caamp.0190s0308, Caamp.0057s0018	Sp5g16870
OG0000164	Caamp.0004s0098, Caamp.0102s0100, Caamp.0009s0008, Caamp.0061s0009, Caamp.1040s0747, Caamp.0105s0766, Caamp.0026s0577, Caamp.1040s1351, Caamp.0087s0005, Caamp.0004s0302, Caamp.0101s0084, Caamp.0097s1042, Caamp.0029s0041, Caamp.0035s0085, Caamp.1037s1697, Caamp.0004s0198	Sp3g27860
OG0000165	Caamp.0102s0337, Caamp.0102s0336, Caamp.0105s0725	Sp4g19490
OG0000165	Caamp.0078s0494, Caamp.0095s0891	Sp5g08920
OG0000165	Caamp.1040s0359, Caamp.1037s0713	Sp6g22230
OG0000166	Caamp.0102s0496, Caamp.0076s0743, Caamp.0094s0146, Caamp.0064s0822	Sp7g11380
OG0000167	Caamp.0102s0917, Caamp.0028s0048	Sp6g08130
OG0000167	Caamp.1033s1048, Caamp.0008s0021	Sp1g30310
OG0000167	Caamp.1033s0102, Caamp.0037s0382	Sp1g20160
OG0000167	Caamp.0076s0130, Caamp.0303s0737	Sp5g27070
OG0000168	Caamp.0026s0685	Sp3g29590
OG0000168	Caamp.1039s0060, Caamp.0059s0061	Sp4g00730
OG0000168	Caamp.0303s1141	Sp7g32340
OG0000169	Caamp.1040s0662	Sp6g18990
OG0000169	Caamp.0120s0093	Sp2g15470
OG0000169	Caamp.1035s1338	Sp2g15450, Sp2g15460
OG0000169	Caamp.1035s1335, Caamp.1035s1333	Sp2g15480
OG0000170	Caamp.1041s0506	Sp7g27230
OG0000170	Caamp.0079s0007	Sp3g33090
OG0000170	Caamp.1041s0507, Caamp.0094s0921	Sp7g27220
OG0000170	Caamp.0079s0008, Caamp.0095s1294	Sp3g33100
OG0000170	Caamp.1037s1091, Caamp.1040s0725	Sp6g18380
OG0000176	Caamp.1039s0430, Caamp.0010s0079	Sp4g04800
OG0000176	Caamp.1038s0312, Caamp.1041s1122	Sp6g32330
OG0000176	Caamp.1035s0696	Sp2g22150
OG0000176	Caamp.0105s1301, Caamp.0094s0642	Sp7g30170
OG0000177	Caamp.0214s0037	Sp3g09390
OG0000177	Caamp.0010s0157, Caamp.0010s0155, Caamp.0010s0150	Sp4g03720
OG0000177	Caamp.1039s0327	Sp4g03630
OG0000179	Caamp.0040s0280, Caamp.0037s0253	Sp1g39310
OG0000179	Caamp.0105s0048, Caamp.1039s0782	Sp3g13890
OG0000179	Caamp.1031s0116, Caamp.0102s0168	Sp4g21200
OG0000179	Caamp.0078s0396	SpUn0962_0010, Sp5g07880
OG0000181	Caamp.0188s0350	Sp1g08720
OG0000181	Caamp.0015s0035, Caamp.0054s0053	Sp2g05090
OG0000181	Caamp.0023s0141, Caamp.0095s0527	Sp5g05110
OG0000181	Caamp.0076s1565, Caamp.1031s0401	Sp4g24110
OG0000183	Caamp.1036s0605	SpUn0035_0040
OG0000183	Caamp.0190s0162, Caamp.1041s1915	Sp1g38380
OG0000184	Caamp.1040s0039, Caamp.1037s0034, Caamp.0013s0122, Caamp.0013s0124, Caamp.0013s0117, Caamp.0013s0115, Caamp.0013s0120	Sp6g22130
OG0000184	Caamp.0085s0142, Caamp.0037s0115, Caamp.0023s0164, Caamp.0052s0564, Caamp.0046s0110, Caamp.0037s0104	Sp1g40760
OG0000185	Caamp.1040s1166, Caamp.1037s1504	Sp6g14200
OG0000185	Caamp.0099s0080	Sp5g06470
OG0000185	Caamp.0099s0079	Sp5g06480
OG0000185	Caamp.1037s1505	Sp6g14190
OG0000185	Caamp.1040s1168	Sp6g14180
OG0000186	Caamp.0076s1347, Caamp.1039s0694	Sp3g13010
OG0000186	Caamp.0040s0205, Caamp.0037s0182	Sp1g40030
OG0000186	Caamp.0064s0131, Caamp.0006s0022	Sp5g33660
OG0000186	Caamp.0024s0254	Sp1g15120
OG0000187	Caamp.1040s1208	Sp4g15360, Sp4g14900
OG0000187	Caamp.0105s0339	Sp4g15390, Sp4g15400
OG0000187	Caamp.0105s0341, Caamp.0013s0333, Caamp.0105s0360	Sp4g15410
OG0000188	Caamp.0044s0158	Sp7g01740
OG0000188	Caamp.0044s0150, Caamp.1041s0173	Sp7g01710
OG0000188	Caamp.0044s0151, Caamp.0044s0152	Sp7g01720
OG0000188	Caamp.0044s0153	Sp7g01730
OG0000189	Caamp.0190s0855	Sp7g19500
OG0000190	Caamp.0076s0191, Caamp.0006s0532	Sp5g27760
OG0000190	Caamp.0078s1211	Sp3g12140
OG0000190	Caamp.0046s0113, Caamp.0037s0109	Sp1g40710
OG0000190	Caamp.0024s0206, Caamp.0046s0270	Sp1g15640
OG0000191	Caamp.0049s0038	Sp6g09200
OG0000193	Caamp.0010s0151	Sp4g03710
OG0000193	Caamp.1039s0342, Caamp.1039s0276	Sp4g03230, Sp4g03220
OG0000194	Caamp.1040s0488, Caamp.1037s0846	Sp6g20830
OG0000194	Caamp.0005s0200, Caamp.0097s0269	Sp5g14910
OG0000194	Caamp.0066s0016, Caamp.0051s0024	Sp4g12130
OG0000194	Caamp.0102s0073, Caamp.1031s0210	Sp4g22120
OG0000195	Caamp.0059s0103	Sp4g00280
OG0000195	Caamp.0105s1071, Caamp.0094s0407	Sp7g32640
OG0000195	Caamp.0026s0662, Caamp.0190s1311	Sp3g30130
OG0000195	Caamp.1027s0052, Caamp.0016s0026	Sp7g37060
OG0000197	Caamp.0188s0267, Caamp.0052s0315	Sp1g09660
OG0000197	Caamp.0015s0148, Caamp.0303s1342	Sp2g03650
OG0000197	Caamp.0033s0132, Caamp.1035s0271	Sp2g26740
OG0000197	Caamp.1038s0506, Caamp.1041s0921	Sp6g34270
OG0000198	Caamp.0303s0466	Sp3g01140
OG0000198	Caamp.1036s0288	Sp6g28580
OG0000198	Caamp.1041s0301, Caamp.1038s0573, Caamp.1041s1490	Sp6g35020
OG0000198	Caamp.0120s0936, Caamp.1035s0490	Sp2g24410
OG0000199	Caamp.0078s0506	Sp5g09050
OG0000199	Caamp.0095s0903	Sp5g09060
OG0000200	Caamp.1037s1107	Sp6g18220
OG0000201	Caamp.1039s1250, Caamp.0053s0098	Sp3g18710
OG0000201	Caamp.0026s0148, Caamp.0064s0880, Caamp.0190s0200	Sp1g37780
OG0000201	Caamp.0190s0307	Sp7g25150
OG0000201	Caamp.1037s1258, Caamp.1040s0916	Sp6g16600
OG0000202	Caamp.0076s0118, Caamp.0303s0748	Sp5g26960
OG0000202	Caamp.1038s0738, Caamp.0105s1522, Caamp.1037s1659, Caamp.1037s1654, Caamp.1037s1743, Caamp.1037s1742	Sp6g36710
OG0000203	Caamp.0056s0047	Sp1g03080
OG0000203	Caamp.0064s0407, Caamp.0064s0406	Sp2g07860
OG0000203	Caamp.0058s0151, Caamp.0058s0150	Sp6g33840, SpUn1204_0010
OG0000203	Caamp.0188s0878	Sp2g08430
OG0000204	Caamp.0076s1179	SpUn0119_0010, Sp3g20590
OG0000204	Caamp.0058s0206	Sp2g08590
OG0000204	Caamp.0097s0575, Caamp.0022s0105	Sp7g12780
OG0000205	Caamp.0056s0057	Sp1g03190
OG0000205	Caamp.0188s0868	Sp1g03200
OG0000205	Caamp.0188s0871	Sp1g03155
OG0000205	Caamp.0056s0053	Sp1g03160, SpUn1906_0010
OG0000205	Caamp.1040s0450	Sp6g21240
OG0000206	Caamp.0044s0093, Caamp.1041s0109	Sp7g01120
OG0000206	Caamp.0120s0176	Sp2g16420
OG0000206	Caamp.0303s0637, Caamp.0002s0246	Sp5g22640
OG0000206	Caamp.0064s0686	Sp1g35620
OG0000206	Caamp.0214s0854	Sp3g29830, Sp3g00300
OG0000207	Caamp.0003s0411, Caamp.0190s0782	Sp7g20270
OG0000207	Caamp.0052s0387, Caamp.1041s1776	Sp6g04510
OG0000207	Caamp.0071s0200	Sp1g10650
OG0000207	Caamp.0303s1224	Sp2g02300
OG0000208	Caamp.0188s0831, Caamp.0056s0098	Sp1g03580
OG0000208	Caamp.0066s0138, Caamp.0105s0344	Sp4g15440
OG0000208	Caamp.0013s0191, Caamp.0105s0307	Sp4g15000
OG0000208	Caamp.0056s0099, Caamp.0188s0830	Sp1g03590
OG0000209	Caamp.0107s0014	Sp7g13540
OG0000209	Caamp.0097s0501	Sp7g13550
OG0000211	Caamp.0015s0064	Sp2g04950, Sp2g04960
OG0000211	Caamp.0026s0117	Sp2g04940
OG0000212	Caamp.0303s1083	Sp2g01710
OG0000212	Caamp.0015s0345, Caamp.0303s1252	Sp3g31030
OG0000213	Caamp.0006s0106	Sp5g32700
OG0000213	Caamp.0006s0105	Sp5g32710
OG0000213	Caamp.0015s0352, Caamp.0015s0353	Sp2g01440
OG0000213	Caamp.0064s0218	Sp2g01450
OG0000214	Caamp.0058s0247, Caamp.0058s0248, Caamp.0077s0033, Caamp.0076s0998	Sp2g13620
OG0000214	Caamp.0076s0999	Sp2g13635
OG0000215	Caamp.0080s0054	SpUn1299_0010, SpUn0486_0010, SpUn0001_0500, Sp3g24800, SpUn0011_0050, SpUn0052_0010, SpUn0057_0050, SpUn0002_0140, Sp5g18640, SpUn0003_0120, Sp5g18780, SpUn1191_0010, Sp1g33150, Sp7g05080, Sp7g07010, Sp7g05660, SpUn0039_0060, SpUn0015_0030, Sp6g12610
OG0000221	Caamp.1033s0832, Caamp.0007s0220	Sp6g26330
OG0000221	Caamp.0076s0766	Sp2g11310
OG0000221	Caamp.0214s0159	Sp3g28820, Sp6g04660
OG0000222	Caamp.0190s0688	Sp7g21200
OG0000222	Caamp.0001s0303, Caamp.0003s0318	Sp1g30850
OG0000222	Caamp.0001s0306	Sp1g30740
OG0000222	Caamp.0190s0689	Sp7g21190
OG0000223	Caamp.1040s0555, Caamp.1038s0651, Caamp.0102s0219	Sp4g20620, Sp6g35780
OG0000223	Caamp.1037s0922	Sp6g20100
OG0000223	Caamp.1031s0063, Caamp.0026s0586, Caamp.0105s1442	Sp3g30680
OG0000224	Caamp.0095s0934, Caamp.0078s0358	Sp5g09400
OG0000224	Caamp.0102s0401	Sp4g18760
OG0000224	Caamp.1038s0955	Sp6g39030
OG0000224	Caamp.0003s0007, Caamp.0190s0370	Sp7g24480
OG0000225	Caamp.0105s0609, Caamp.0102s0456, Caamp.0026s0617, Caamp.0016s0124, Caamp.0097s0131, Caamp.0005s0076	Sp5g16370
OG0000225	Caamp.1033s0803	Sp1g27690
OG0000226	Caamp.0076s1519, Caamp.1031s0448	Sp5g21580
OG0000226	Caamp.0015s0121	Sp2g04170
OG0000227	Caamp.1031s0612	Sp4g26450
OG0000227	Caamp.0095s1258	Sp5g03160, Sp1g34220, Sp3g32730, Sp7g04000, Sp7g03990
OG0000228	Caamp.0018s0248	Sp4g28770
OG0000228	Caamp.0018s0250, Caamp.1031s0825	Sp3g21360
OG0000228	Caamp.0018s0249	Sp4g28780
OG0000228	Caamp.1040s0735	Sp6g18280, Sp6g18290
OG0000230	Caamp.1035s0730, Caamp.0120s0679	Sp2g21770
OG0000230	Caamp.1041s1160, Caamp.1038s0271	Sp6g31940
OG0000230	Caamp.0006s0807, Caamp.0084s0093	Sp5g36030
OG0000230	Caamp.0079s0018	Sp3g33230
OG0000231	Caamp.1036s0125, Caamp.1037s0258	Sp6g26900
OG0000231	Caamp.0016s0023, Caamp.0002s0081	Sp5g21030
OG0000232	Caamp.0033s0036	Sp2g25710
OG0000232	Caamp.0040s0022, Caamp.0188s0560	Sp1g12770
OG0000232	Caamp.0076s1021	Sp2g13870
OG0000233	Caamp.0052s0097	Sp1g07380
OG0000233	Caamp.0024s0199, Caamp.0046s0277	Sp1g15710
OG0000233	Caamp.1037s0545	Sp6g23970
OG0000234	Caamp.1037s0801	Sp6g21350
OG0000234	Caamp.0097s0230, Caamp.0005s0170	Sp5g15300
OG0000234	Caamp.0005s0171	Sp5g15260
OG0000234	Caamp.1037s0800	Sp6g12470, Sp5g15280
OG0000235	Caamp.1037s0807, Caamp.1040s0445	Sp6g21280
OG0000235	Caamp.0005s0191	Sp5g15020
OG0000235	Caamp.0005s0189	Sp6g08090
OG0000236	Caamp.0190s0394, Caamp.1037s1084, Caamp.1040s0717	Sp6g18460
OG0000236	Caamp.0003s0034	Sp7g24230
OG0000236	Caamp.0079s0001, Caamp.0095s1299	Sp3g33070
OG0000236	Caamp.1041s0502	Sp7g27270
OG0000237	Caamp.1039s1645	Sp3g32750
OG0000238	Caamp.0011s0041, Caamp.0011s0024	Sp1g08200, Sp1g08280
OG0000238	Caamp.0052s0179, Caamp.0052s0205	Sp2g05830
OG0000238	Caamp.0007s0435, Caamp.0007s0459	Sp2g05630
OG0000239	Caamp.0026s0174	Sp3g23450
OG0000239	Caamp.0026s0641	Sp3g29100
