Orthogroup	S_diversifolius	S_parvula
OG0000201	Sdiv_ptg000004l_1480-R	Sp7g25150
OG0000201	Sdiv_ptg000009l_2267-R	Sp6g16600
OG0000202	Sdiv_ptg000015l_0643-R	Sp5g26960
OG0000202	Sdiv_ptg000009l_0351-R, Sdiv_ptg000010l_2578-R, Sdiv_ptg000010l_1375-R, Sdiv_ptg000010l_1342-R, Sdiv_ptg000010l_1340-R	Sp6g36710
OG0000203	Sdiv_ptg000003l_2752-R, Sdiv_ptg000014l_0212-R	Sp1g03080
OG0000204	Sdiv_ptg000013l_0700-R, Sdiv_ptg000001l_0753-R	SpUn0119_0010, Sp3g20590
OG0000204	Sdiv_ptg000007l_0600-R	Sp2g08590
OG0000204	Sdiv_ptg000014l_1307-R	Sp7g12800
OG0000204	Sdiv_ptg000004l_0571-R, Sdiv_ptg000005l_0274-R	Sp7g12780
OG0000205	Sdiv_ptg000014l_0219-R	Sp1g03200
OG0000205	Sdiv_ptg000014l_0216-R	Sp1g03155
OG0000205	Sdiv_ptg000010l_0634-R	Sp6g21240
OG0000206	Sdiv_ptg000004l_0081-R	Sp7g01120
OG0000206	Sdiv_ptg000012l_1082-R	Sp2g16420
OG0000206	Sdiv_ptg000015l_0961-R	Sp5g22640
OG0000206	Sdiv_ptg000001l_2288-R	Sp3g29830, Sp3g00300
OG0000207	Sdiv_ptg000004l_1123-R	Sp7g20270
OG0000207	Sdiv_ptg000009l_1556-R	Sp6g04510
OG0000207	Sdiv_ptg000003l_2153-R	Sp1g10650
OG0000207	Sdiv_ptg000012l_2216-R	Sp2g02300
OG0000208	Sdiv_ptg000003l_2710-R	Sp1g03580
OG0000208	Sdiv_ptg000022l_0762-R	Sp4g15440
OG0000208	Sdiv_ptg000008l_0839-R	Sp4g15000
OG0000208	Sdiv_ptg000014l_0253-R	Sp1g03590
OG0000209	Sdiv_ptg000004l_0632-R	Sp7g13550
OG0000211	Sdiv_ptg000007l_0304-R	Sp6g10910, Sp2g07770, Sp2g04760, Sp2g04940
OG0000213	Sdiv_ptg000004l_0147-R	Sp5g32700
OG0000213	Sdiv_ptg000002l_1908-R	Sp5g32710
OG0000213	Sdiv_ptg000012l_2265-R	Sp2g01440
OG0000213	Sdiv_ptg000012l_2264-R	Sp2g01450
OG0000214	Sdiv_ptg000012l_1294-R	Sp2g13620
OG0000214	Sdiv_ptg000007l_0946-R	Sp2g13640
OG0000214	Sdiv_ptg000012l_1293-R, Sdiv_ptg000015l_1095-R	Sp2g13635
OG0000222	Sdiv_ptg000004l_1188-R	Sp7g21200
OG0000223	Sdiv_ptg000009l_2569-R, Sdiv_ptg000001l_0255-R, Sdiv_ptg000022l_1339-R	Sp4g20620, Sp6g35780
OG0000224	Sdiv_ptg000015l_1722-R, Sdiv_ptg000002l_0386-R	Sp5g09400
OG0000224	Sdiv_ptg000022l_1179-R	Sp4g18760
OG0000224	Sdiv_ptg000009l_0180-R	Sp6g39030
OG0000224	Sdiv_ptg000005l_1130-R	Sp7g24480
OG0000226	Sdiv_ptg000008l_1534-R	Sp5g21580
OG0000226	Sdiv_ptg000012l_2110-R	Sp2g04170
OG0000227	Sdiv_ptg000018l_0253-R	Sp4g26450
OG0000228	Sdiv_ptg000022l_1947-R	Sp4g28770
OG0000228	Sdiv_ptg000022l_1949-R	Sp3g21360
OG0000228	Sdiv_ptg000018l_0095-R, Sdiv_ptg000022l_1948-R	Sp4g28780
OG0000228	Sdiv_ptg000009l_2407-R	Sp6g18280, Sp6g18290
OG0000230	Sdiv_ptg000007l_1519-R	Sp2g21770
OG0000230	Sdiv_ptg000009l_0721-R	Sp6g31940
OG0000230	Sdiv_ptg000002l_2152-R	Sp5g36030
OG0000230	Sdiv_ptg000001l_0079-R	Sp3g33230
OG0000231	Sdiv_ptg000010l_0194-R	Sp6g26900
OG0000231	Sdiv_ptg000007l_0931-R	Sp2g13430, SpUn1226_0010
OG0000231	Sdiv_ptg000015l_1053-R, Sdiv_ptg000002l_1059-R	Sp5g21030
OG0000232	Sdiv_ptg000007l_1804-R	Sp2g25710
OG0000232	Sdiv_ptg000014l_0937-R, Sdiv_ptg000003l_1993-R	Sp1g12770
OG0000232	Sdiv_ptg000012l_1272-R	Sp2g13870
OG0000233	Sdiv_ptg000014l_1152-R, Sdiv_ptg000003l_0220-R	Sp1g15710
OG0000233	Sdiv_ptg000009l_1384-R, Sdiv_ptg000010l_0420-R	Sp6g23970
OG0000235	Sdiv_ptg000002l_0809-R	Sp5g15020
OG0000236	Sdiv_ptg000004l_1421-R, Sdiv_ptg000010l_0861-R	Sp6g18460
OG0000236	Sdiv_ptg000001l_0090-R	Sp3g33070
OG0000238	Sdiv_ptg000003l_2349-R, Sdiv_ptg000003l_2356-R	Sp2g05830
OG0000239	Sdiv_ptg000013l_0317-R, Sdiv_ptg000011l_0317-R	Sp3g29100
OG0000244	Sdiv_ptg000007l_0647-R	Sp2g09230
OG0000245	Sdiv_ptg000005l_1782-R, Sdiv_ptg000004l_2102-R	Sp7g33610
OG0000245	Sdiv_ptg000013l_0471-R	Sp3g24150
OG0000245	Sdiv_ptg000004l_1467-R	Sp7g24930
OG0000247	Sdiv_ptg000010l_2804-R	Sp6g39900
OG0000247	Sdiv_ptg000013l_1661-R, Sdiv_ptg000001l_1725-R	Sp3g07860
OG0000247	Sdiv_ptg000008l_1322-R	Sp4g21700
OG0000248	Sdiv_ptg000009l_0346-R, Sdiv_ptg000008l_1079-R	Sp4g18390, Sp3g09750, Sp5g09720, Sp6g36780
OG0000250	Sdiv_ptg000015l_0355-R, Sdiv_ptg000002l_1798-R	Sp5g31140
OG0000250	Sdiv_ptg000003l_0397-R, Sdiv_ptg000014l_1332-R	Sp1g18010
OG0000250	Sdiv_ptg000004l_2351-R	Sp4g00100, Sp7g37260
OG0000251	Sdiv_ptg000012l_0224-R	Sp2g27810
OG0000251	Sdiv_ptg000009l_0591-R, Sdiv_ptg000010l_2337-R	Sp6g33540
OG0000251	Sdiv_ptg000004l_2304-R, Sdiv_ptg000005l_1998-R	Sp7g36530
OG0000253	Sdiv_ptg000003l_2872-R, Sdiv_ptg000014l_0079-R	Sp1g01260
OG0000253	Sdiv_ptg000022l_1956-R, Sdiv_ptg000018l_0087-R	Sp4g28880
OG0000253	Sdiv_ptg000010l_0086-R, Sdiv_ptg000009l_2919-R	Sp6g01430
OG0000254	Sdiv_ptg000022l_1966-R, Sdiv_ptg000018l_0077-R	Sp4g29000
OG0000254	Sdiv_ptg000014l_0100-R	Sp1g01570
OG0000254	Sdiv_ptg000015l_2328-R	Sp5g01220
OG0000255	Sdiv_ptg000005l_1025-R, Sdiv_ptg000004l_1319-R	Sp7g22950, Sp7g22930
OG0000255	Sdiv_ptg000015l_2363-R	Sp4g29540
OG0000256	Sdiv_ptg000016l_0255-R	Sp5g00770
OG0000256	Sdiv_ptg000018l_0032-R	Sp4g29670
OG0000256	Sdiv_ptg000005l_0805-R	Sp7g20240
OG0000260	Sdiv_ptg000007l_1344-R	Sp2g19170
OG0000260	Sdiv_ptg000013l_1794-R	Sp3g06050
OG0000260	Sdiv_ptg000001l_0585-R	Sp3g22570, SpUn0027_0050
OG0000261	Sdiv_ptg000001l_0553-R	Sp3g23020
OG0000261	Sdiv_ptg000012l_0907-R, Sdiv_ptg000007l_1315-R	Sp2g18690
OG0000262	Sdiv_ptg000001l_2103-R, Sdiv_ptg000013l_2019-R	Sp3g02760
OG0000262	Sdiv_ptg000009l_1421-R, Sdiv_ptg000010l_0460-R	Sp6g23540
OG0000262	Sdiv_ptg000009l_1196-R, Sdiv_ptg000010l_0233-R	Sp6g26350
OG0000263	Sdiv_ptg000003l_0016-R	Sp1g41770, Sp5g25410, Sp1g41780
OG0000264	Sdiv_ptg000009l_2956-R	Sp6g00900
OG0000266	Sdiv_ptg000004l_1315-R, Sdiv_ptg000010l_1304-R, Sdiv_ptg000005l_1024-R, Sdiv_ptg000009l_1970-R	Sp7g22900
OG0000266	Sdiv_ptg000015l_1443-R, Sdiv_ptg000002l_0683-R	Sp5g13410
OG0000268	Sdiv_ptg000015l_1215-R, Sdiv_ptg000002l_0923-R	Sp5g17300
OG0000268	Sdiv_ptg000007l_0305-R	Sp7g31610
OG0000269	Sdiv_ptg000001l_0852-R, Sdiv_ptg000013l_0793-R	Sp3g19300
OG0000269	Sdiv_ptg000014l_1462-R	Sp1g38330
OG0000269	Sdiv_ptg000003l_0228-R, Sdiv_ptg000014l_1158-R	Sp1g15810
OG0000270	Sdiv_ptg000013l_0654-R	Sp3g21180
OG0000270	Sdiv_ptg000001l_0695-R	Sp3g21130, SpUn0047_0020
OG0000270	Sdiv_ptg000013l_0658-R, Sdiv_ptg000013l_0656-R	Sp3g21120, SpUn0047_0010, Sp3g21140
OG0000272	Sdiv_ptg000022l_0878-R	Sp4g13870
OG0000272	Sdiv_ptg000014l_0343-R	Sp1g04840
OG0000272	Sdiv_ptg000016l_0048-R	Sp5g03680
OG0000274	Sdiv_ptg000004l_1192-R	Sp7g21260
OG0000274	Sdiv_ptg000004l_1190-R	Sp6g05980, Sp6g05970, Sp6g05950, Sp6g05940
OG0000276	Sdiv_ptg000022l_0495-R, Sdiv_ptg000022l_0497-R	SpUn0122_0010, SpUn0105_0010, SpUn0093_0010, SpUn0154_0010, Sp4g09770, SpUn0012_0060, SpUn0154_0020, Sp4g09790, SpUn0012_0040, SpUn0105_0020, SpUn0093_0020
OG0000277	Sdiv_ptg000002l_1782-R	Sp5g30950, Sp5g30970
OG0000284	Sdiv_ptg000015l_1472-R	Sp2g23480, Sp5g13120
OG0000284	Sdiv_ptg000008l_0206-R	Sp4g03060
OG0000284	Sdiv_ptg000022l_0200-R	Sp7g28670
OG0000286	Sdiv_ptg000003l_2508-R, Sdiv_ptg000010l_0611-R	Sp5g15560
OG0000287	Sdiv_ptg000009l_2725-R	Sp6g22240
OG0000287	Sdiv_ptg000015l_1756-R, Sdiv_ptg000002l_0357-R	Sp5g08910
OG0000287	Sdiv_ptg000008l_1157-R	Sp4g19500
OG0000288	Sdiv_ptg000008l_0881-R, Sdiv_ptg000014l_0228-R, Sdiv_ptg000022l_0946-R, Sdiv_ptg000003l_2735-R	Sp3g03290
OG0000289	Sdiv_ptg000027l_0141-R	Sp7g02730
OG0000289	Sdiv_ptg000027l_0142-R	Sp7g02700, Sp7g02680
OG0000290	Sdiv_ptg000004l_2067-R, Sdiv_ptg000005l_1755-R	Sp7g33110
OG0000290	Sdiv_ptg000013l_0241-R, Sdiv_ptg000011l_0247-R, Sdiv_ptg000001l_0259-R	Sp3g30640
OG0000291	Sdiv_ptg000008l_0044-R	Sp7g36760
OG0000291	Sdiv_ptg000005l_1991-R, Sdiv_ptg000004l_2295-R, Sdiv_ptg000022l_0035-R	SpUn0316_0020, Sp4g00570, SpUn0316_0030
OG0000292	Sdiv_ptg000001l_1320-R, Sdiv_ptg000013l_1260-R	Sp3g13150
OG0000292	Sdiv_ptg000014l_2788-R, Sdiv_ptg000003l_1838-R	Sp1g39890
OG0000292	Sdiv_ptg000018l_0369-R	Sp4g24740
OG0000293	Sdiv_ptg000018l_0296-R	Sp3g24100
OG0000293	Sdiv_ptg000018l_0297-R	Sp4g25600
OG0000294	Sdiv_ptg000012l_2024-R	Sp2g05280
OG0000294	Sdiv_ptg000015l_1446-R	Sp5g13370
OG0000294	Sdiv_ptg000018l_0248-R	Sp4g26530
OG0000295	Sdiv_ptg000018l_0127-R	Sp4g28310
OG0000295	Sdiv_ptg000015l_2284-R	Sp5g01810
OG0000296	Sdiv_ptg000007l_1221-R, Sdiv_ptg000012l_0998-R	Sp2g17520
OG0000296	Sdiv_ptg000014l_2531-R	Sp1g21890
OG0000296	Sdiv_ptg000002l_1338-R	Sp5g24740
OG0000297	Sdiv_ptg000008l_0965-R, Sdiv_ptg000014l_2218-R, Sdiv_ptg000014l_2217-R	Sp5g34370
OG0000298	Sdiv_ptg000004l_2085-R, Sdiv_ptg000005l_1772-R	Sp7g33420
OG0000298	Sdiv_ptg000013l_0251-R	Sp3g30470
OG0000300	Sdiv_ptg000027l_0071-R	Sp7g04390
OG0000300	Sdiv_ptg000002l_0604-R, Sdiv_ptg000015l_1527-R	Sp5g12240
OG0000300	Sdiv_ptg000007l_2039-R, Sdiv_ptg000012l_0118-R	Sp2g29090
OG0000301	Sdiv_ptg000009l_2048-R, Sdiv_ptg000010l_1224-R, Sdiv_ptg000010l_1225-R	Sp6g13770
OG0000301	Sdiv_ptg000012l_0402-R	Sp2g25580
OG0000301	Sdiv_ptg000002l_0781-R	Sp5g14530
OG0000302	Sdiv_ptg000007l_1093-R	Sp2g15730
OG0000302	Sdiv_ptg000007l_1287-R, Sdiv_ptg000012l_0938-R	Sp2g18380
OG0000302	Sdiv_ptg000003l_2085-R	Sp1g11490
OG0000303	Sdiv_ptg000002l_0819-R, Sdiv_ptg000015l_1330-R	Sp5g15130
OG0000303	Sdiv_ptg000002l_1378-R	Sp7g01570
OG0000304	Sdiv_ptg000022l_0874-R, Sdiv_ptg000003l_2488-R, Sdiv_ptg000009l_2707-R, Sdiv_ptg000010l_0575-R	Sp1g21420
OG0000305	Sdiv_ptg000002l_0801-R, Sdiv_ptg000015l_1349-R	Sp5g14900
OG0000305	Sdiv_ptg000009l_2623-R, Sdiv_ptg000010l_0664-R	Sp6g20840
OG0000305	Sdiv_ptg000014l_0434-R	Sp1g06150
OG0000306	Sdiv_ptg000009l_2250-R	Sp7g14750
OG0000307	Sdiv_ptg000009l_2229-R	SpUn1438_0010, Sp6g16210
OG0000307	Sdiv_ptg000009l_2228-R	Sp2g02660
OG0000308	Sdiv_ptg000010l_1058-R	Sp6g16060, Sp6g16070
OG0000309	Sdiv_ptg000013l_1290-R	Sp3g12710
OG0000309	Sdiv_ptg000004l_0876-R	Sp7g15710
OG0000310	Sdiv_ptg000001l_1097-R	Sp3g16110
OG0000310	Sdiv_ptg000003l_1540-R	Sp1g35550
OG0000310	Sdiv_ptg000002l_1624-R, Sdiv_ptg000015l_0531-R	Sp5g28760
OG0000311	Sdiv_ptg000022l_0708-R, Sdiv_ptg000008l_0666-R	Sp4g12620
OG0000311	Sdiv_ptg000010l_0708-R	Sp6g20290
OG0000311	Sdiv_ptg000014l_0421-R, Sdiv_ptg000003l_2546-R	Sp1g05900
OG0000312	Sdiv_ptg000007l_0006-R	Sp2g00060
OG0000312	Sdiv_ptg000004l_1524-R	Sp7g25690
OG0000312	Sdiv_ptg000002l_0634-R	Sp5g12760
OG0000313	Sdiv_ptg000027l_0133-R	Sp7g02970, Sp7g02960, Sp7g02930, Sp7g02920
OG0000314	Sdiv_ptg000004l_2125-R, Sdiv_ptg000005l_1805-R	Sp7g33910, Sp3g31450
OG0000316	Sdiv_ptg000022l_0651-R	Sp4g11970, Sp4g11960
OG0000316	Sdiv_ptg000008l_0618-R	Sp4g12000
OG0000317	Sdiv_ptg000012l_1314-R	Sp2g13400
OG0000317	Sdiv_ptg000004l_0269-R, Sdiv_ptg000004l_0294-R	SpUn0035_0050, SpUn0005_0230
OG0000317	Sdiv_ptg000003l_1975-R	Sp1g13050
OG0000323	Sdiv_ptg000007l_0741-R, Sdiv_ptg000007l_0640-R	SpUn0020_0070, Sp5g26910, Sp5g26900, Sp5g24210, Sp5g24500
OG0000325	Sdiv_ptg000022l_0610-R	Sp4g11610
OG0000325	Sdiv_ptg000010l_0654-R	Sp6g20960
OG0000325	Sdiv_ptg000015l_1323-R, Sdiv_ptg000002l_0826-R	Sp5g15240
OG0000326	Sdiv_ptg000001l_1770-R	Sp3g07280
OG0000326	Sdiv_ptg000022l_1340-R	Sp4g20630
OG0000327	Sdiv_ptg000015l_1697-R, Sdiv_ptg000008l_1080-R	Sp5g09710, Sp1g40410, SpUn1753_0010
OG0000328	Sdiv_ptg000009l_1713-R, Sdiv_ptg000010l_1562-R	Sp6g07010
OG0000328	Sdiv_ptg000003l_1180-R	Sp1g28640, Sp1g28650
OG0000329	Sdiv_ptg000018l_0177-R	Sp4g27620, Sp7g18740
OG0000329	Sdiv_ptg000018l_0178-R	Sp4g27610
OG0000330	Sdiv_ptg000010l_0019-R, Sdiv_ptg000009l_2995-R	Sp6g00440
OG0000330	Sdiv_ptg000014l_0044-R, Sdiv_ptg000003l_2913-R	Sp1g00720
OG0000332	Sdiv_ptg000014l_0900-R	Sp1g12310
OG0000332	Sdiv_ptg000015l_0833-R	Sp5g24460
OG0000332	Sdiv_ptg000014l_2506-R, Sdiv_ptg000003l_0690-R	Sp1g22170
OG0000333	Sdiv_ptg000012l_0198-R	Sp2g28090
OG0000333	Sdiv_ptg000015l_1361-R, Sdiv_ptg000002l_0782-R	Sp5g14540
OG0000333	Sdiv_ptg000010l_2306-R	Sp6g33170
OG0000334	Sdiv_ptg000015l_1783-R	Sp5g08510
OG0000334	Sdiv_ptg000012l_0750-R, Sdiv_ptg000007l_1456-R	Sp2g20860
OG0000335	Sdiv_ptg000013l_1828-R	Sp3g05550
OG0000335	Sdiv_ptg000012l_0828-R, Sdiv_ptg000007l_1386-R	Sp2g19790, SpUn0021_0060
OG0000336	Sdiv_ptg000009l_2864-R	Sp6g02130
OG0000336	Sdiv_ptg000003l_2848-R	Sp1g01740
OG0000337	Sdiv_ptg000009l_1013-R	Sp6g28460
OG0000337	Sdiv_ptg000001l_2214-R, Sdiv_ptg000013l_2117-R	Sp3g01300
OG0000337	Sdiv_ptg000001l_1769-R	Sp3g07290
OG0000338	Sdiv_ptg000012l_2069-R	Sp2g04740
OG0000338	Sdiv_ptg000003l_2281-R	Sp1g09070
OG0000339	Sdiv_ptg000010l_0667-R	Sp6g20880, Sp6g20870
OG0000340	Sdiv_ptg000014l_2883-R, Sdiv_ptg000003l_0057-R	Sp1g41100
OG0000340	Sdiv_ptg000010l_0877-R, Sdiv_ptg000009l_2409-R	Sp6g18300
OG0000341	Sdiv_ptg000009l_2042-R	Sp1g05640
OG0000343	Sdiv_ptg000009l_0546-R	Sp6g34180
OG0000344	Sdiv_ptg000002l_0830-R	Sp1g23310
OG0000345	Sdiv_ptg000001l_1342-R	Sp3g12920
OG0000345	Sdiv_ptg000013l_1278-R	Sp3g12910
OG0000345	Sdiv_ptg000013l_1279-R	Sp3g12900
OG0000346	Sdiv_ptg000014l_2728-R, Sdiv_ptg000003l_1768-R	Sp1g38970
OG0000346	Sdiv_ptg000015l_0026-R	Sp5g35770
OG0000346	Sdiv_ptg000001l_1232-R, Sdiv_ptg000013l_1173-R	Sp3g14330
OG0000347	Sdiv_ptg000005l_1672-R, Sdiv_ptg000004l_1982-R	Sp7g31970
OG0000347	Sdiv_ptg000013l_0931-R	Sp3g17530
OG0000347	Sdiv_ptg000011l_0336-R, Sdiv_ptg000013l_0337-R	Sp3g28600
OG0000348	Sdiv_ptg000005l_1344-R, Sdiv_ptg000004l_1648-R	Sp7g27350
OG0000348	Sdiv_ptg000005l_1111-R	Sp7g24210
OG0000349	Sdiv_ptg000003l_1671-R	SpUn0966_0010
OG0000354	Sdiv_ptg000012l_2119-R	Sp2g04010
OG0000355	Sdiv_ptg000012l_2164-R	Sp2g03170
OG0000356	Sdiv_ptg000003l_1934-R	Sp1g13520
OG0000356	Sdiv_ptg000001l_1205-R	Sp3g14720
OG0000356	Sdiv_ptg000015l_0003-R, Sdiv_ptg000002l_2151-R	Sp5g36020
OG0000357	Sdiv_ptg000022l_0347-R	Sp4g05930
OG0000357	Sdiv_ptg000014l_1398-R	Sp1g18770
OG0000357	Sdiv_ptg000014l_1400-R	Sp1g18780
OG0000359	Sdiv_ptg000010l_0137-R	Sp1g05470, Sp4g13180, Sp3g03450, Sp2g19350, Sp3g05890, Sp3g04710, Sp6g27650
OG0000360	Sdiv_ptg000002l_0586-R, Sdiv_ptg000015l_1543-R	Sp5g12000, Sp5g11990, Sp5g11980, Sp2g22140, Sp5g11960
OG0000361	Sdiv_ptg000005l_0681-R	Sp7g10790, Sp2g09440
OG0000361	Sdiv_ptg000005l_0682-R, Sdiv_ptg000005l_0690-R	Sp7g14110
OG0000362	Sdiv_ptg000004l_0349-R	Sp4g05365, Sp7g08835, Sp5g19015, Sp2g07455, Sp1g31095
OG0000362	Sdiv_ptg000022l_0377-R	Sp3g27245, Sp3g26825, Sp3g23265
OG0000363	Sdiv_ptg000014l_2296-R	Sp1g24830
OG0000363	Sdiv_ptg000014l_2295-R, Sdiv_ptg000014l_2292-R, Sdiv_ptg000014l_2289-R, Sdiv_ptg000014l_2286-R	SpUn0988_0010
OG0000363	Sdiv_ptg000003l_0900-R	Sp1g24835, Sp1g24850
OG0000369	Sdiv_ptg000007l_0730-R	Sp2g10690, Sp7g17430, Sp5g04150
OG0000370	Sdiv_ptg000014l_1263-R, Sdiv_ptg000005l_0191-R, Sdiv_ptg000003l_0542-R, Sdiv_ptg000003l_0334-R	Sp1g17220, SpUn1164_0010, Sp1g17230
OG0000371	Sdiv_ptg000010l_2495-R	Sp4g01010
OG0000372	Sdiv_ptg000008l_0633-R	Sp4g12250
OG0000372	Sdiv_ptg000022l_1307-R, Sdiv_ptg000008l_1214-R	Sp4g20250
OG0000373	Sdiv_ptg000002l_0328-R	Sp5g08520
OG0000373	Sdiv_ptg000022l_1300-R	Sp4g20160
OG0000373	Sdiv_ptg000022l_1299-R	Sp4g20140
OG0000374	Sdiv_ptg000014l_2251-R, Sdiv_ptg000003l_0933-R	Sp1g25310, Sp1g25300, SpUn1257_0010
OG0000375	Sdiv_ptg000022l_1017-R, Sdiv_ptg000008l_0951-R	Sp4g16530
OG0000376	Sdiv_ptg000004l_1232-R	Sp7g21890
OG0000376	Sdiv_ptg000007l_0025-R	Sp2g00300
OG0000377	Sdiv_ptg000008l_0094-R	Sp4g01280
OG0000377	Sdiv_ptg000009l_0616-R	Sp6g33230
OG0000377	Sdiv_ptg000004l_2283-R	Sp7g36090
OG0000378	Sdiv_ptg000002l_0002-R	Sp5g04310
OG0000378	Sdiv_ptg000002l_0006-R, Sdiv_ptg000015l_2093-R	Sp5g04360
OG0000379	Sdiv_ptg000022l_1764-R	Sp4g26180
OG0000379	Sdiv_ptg000015l_2180-R	Sp5g03250
OG0000379	Sdiv_ptg000009l_0573-R	Sp6g33800
OG0000380	Sdiv_ptg000022l_1844-R, Sdiv_ptg000022l_1841-R	Sp4g27370
OG0000380	Sdiv_ptg000016l_0128-R	Sp5g02480
OG0000381	Sdiv_ptg000014l_2669-R	Sp1g19830
OG0000381	Sdiv_ptg000003l_0535-R	Sp1g19840, Sp1g19870, Sp1g19880
OG0000383	Sdiv_ptg000007l_1043-R	Sp5g30960
OG0000383	Sdiv_ptg000003l_2079-R	Sp2g15040, Sp1g11830
OG0000383	Sdiv_ptg000003l_0737-R	Sp1g22720
OG0000384	Sdiv_ptg000010l_2795-R, Sdiv_ptg000009l_0111-R	Sp6g39720
OG0000384	Sdiv_ptg000022l_0248-R, Sdiv_ptg000013l_1650-R	Sp3g07960
OG0000385	Sdiv_ptg000010l_2411-R, Sdiv_ptg000009l_0511-R	Sp6g34590
OG0000386	Sdiv_ptg000013l_1885-R	Sp3g04700
OG0000386	Sdiv_ptg000009l_0935-R, Sdiv_ptg000010l_1989-R	Sp6g29400
OG0000387	Sdiv_ptg000005l_0390-R	Sp7g14620
OG0000387	Sdiv_ptg000001l_1901-R, Sdiv_ptg000013l_1823-R	Sp3g05690
OG0000389	Sdiv_ptg000009l_2975-R	Sp6g00650
OG0000389	Sdiv_ptg000022l_1880-R	Sp4g27880
OG0000389	Sdiv_ptg000016l_0154-R	Sp5g02130
OG0000390	Sdiv_ptg000009l_1573-R, Sdiv_ptg000004l_1147-R	Sp7g20510
OG0000390	Sdiv_ptg000009l_1359-R	Sp6g24250
OG0000393	Sdiv_ptg000002l_0201-R	Sp5g07090
OG0000393	Sdiv_ptg000010l_0653-R	Sp5g15220, Sp6g20970
OG0000394	Sdiv_ptg000009l_2424-R, Sdiv_ptg000001l_0089-R, Sdiv_ptg000004l_1641-R	Sp7g27260, Sp6g18440, Sp3g33080
OG0000395	Sdiv_ptg000005l_1129-R	Sp7g24470
OG0000395	Sdiv_ptg000003l_0040-R	Sp1g41380
OG0000395	Sdiv_ptg000010l_0908-R	Sp6g17870
OG0000396	Sdiv_ptg000002l_1107-R	Sp5g21930
OG0000396	Sdiv_ptg000009l_2330-R, Sdiv_ptg000010l_0953-R	Sp6g17360
OG0000396	Sdiv_ptg000005l_1145-R	Sp7g24660
OG0000399	Sdiv_ptg000002l_0042-R, Sdiv_ptg000015l_2055-R	SpUN0538_0010, Sp5g04840
OG0000399	Sdiv_ptg000009l_0795-R, Sdiv_ptg000010l_2125-R	Sp6g31000
OG0000400	Sdiv_ptg000013l_1501-R, Sdiv_ptg000001l_1570-R	Sp3g09860
OG0000400	Sdiv_ptg000009l_0364-R, Sdiv_ptg000010l_2565-R	Sp6g36560
OG0000401	Sdiv_ptg000009l_0253-R, Sdiv_ptg000010l_2680-R	Sp6g36620
OG0000401	Sdiv_ptg000001l_1647-R	Sp3g08920
OG0000402	Sdiv_ptg000009l_0156-R	Sp6g39400
OG0000402	Sdiv_ptg000013l_1636-R	Sp3g08170
OG0000402	Sdiv_ptg000015l_1745-R	Sp5g09110
OG0000403	Sdiv_ptg000012l_0909-R	SpUn0310_0005
OG0000404	Sdiv_ptg000003l_0093-R	Sp1g40700
OG0000404	Sdiv_ptg000002l_1572-R	Sp5g27790
OG0000404	Sdiv_ptg000001l_1395-R	Sp3g12160
OG0000406	Sdiv_ptg000013l_1024-R	Sp3g16240
OG0000406	Sdiv_ptg000014l_1636-R, Sdiv_ptg000003l_1544-R	Sp1g35600
OG0000407	Sdiv_ptg000013l_0868-R	Sp3g18390
OG0000407	Sdiv_ptg000022l_0320-R, Sdiv_ptg000001l_0920-R	Sp3g18395
OG0000408	Sdiv_ptg000022l_0672-R	Sp4g12210
OG0000408	Sdiv_ptg000022l_0671-R, Sdiv_ptg000022l_0666-R	Sp4g12200
OG0000409	Sdiv_ptg000027l_0281-R	Sp7g00350
OG0000410	Sdiv_ptg000004l_1604-R, Sdiv_ptg000005l_1293-R	Sp7g26710
OG0000410	Sdiv_ptg000007l_0610-R, Sdiv_ptg000012l_1688-R	Sp2g08710
OG0000411	Sdiv_ptg000005l_1277-R	Sp7g26490
OG0000411	Sdiv_ptg000001l_0038-R	Sp3g33760
OG0000411	Sdiv_ptg000003l_2795-R, Sdiv_ptg000014l_0180-R	Sp1g02720
OG0000412	Sdiv_ptg000008l_0459-R	Sp1g38490
OG0000413	Sdiv_ptg000004l_0223-R	Sp7g03770
OG0000414	Sdiv_ptg000002l_1966-R	Sp5g33450
OG0000414	Sdiv_ptg000002l_1968-R	Sp5g33470
OG0000415	Sdiv_ptg000022l_1709-R	Sp6g03330
OG0000416	Sdiv_ptg000014l_0310-R	Sp1g04390
OG0000416	Sdiv_ptg000008l_0801-R	Sp4g14370
OG0000416	Sdiv_ptg000005l_0234-R, Sdiv_ptg000004l_0520-R	Sp7g12030
OG0000417	Sdiv_ptg000002l_1140-R	Sp5g22460
OG0000417	Sdiv_ptg000005l_1611-R	Sp7g31010
OG0000418	Sdiv_ptg000012l_2019-R, Sdiv_ptg000012l_2029-R, Sdiv_ptg000012l_2036-R, Sdiv_ptg000012l_2034-R, Sdiv_ptg000012l_2028-R, Sdiv_ptg000012l_2035-R, Sdiv_ptg000012l_2046-R	Sp2g05350
OG0000419	Sdiv_ptg000113l_0017-R, Sdiv_ptg000129l_0003-R, Sdiv_ptg000129l_0013-R, Sdiv_ptg000050l_0003-R, Sdiv_ptg000089l_0039-R, Sdiv_ptg001167l_0001-R, Sdiv_ptg001151l_0002-R, Sdiv_ptg000839c_0004-R, Sdiv_ptg000089l_0015-R, Sdiv_ptg000089l_0004-R	Sp3g25720
