Orthogroup	S_parvula	C_amplexicaulis
OG0000069	Sp1g20910	Caamp.0037s0458, Caamp.1033s0175, Caamp.1036s0372
OG0000069	Sp5g25560	Caamp.0303s0872
OG0000069	Sp6g29370	Caamp.1041s1414, Caamp.1038s0021
OG0000070	Sp1g24360	Caamp.0070s0051
OG0000070	Sp1g38860	Caamp.0003s0030, Caamp.0071s0052
OG0000070	Sp1g12250	Caamp.0071s0053
OG0000070	Sp7g03310	Caamp.1037s1245
OG0000071	Sp7g33730	Caamp.0094s0308
OG0000071	Sp3g29990	Caamp.0026s0646, Caamp.0190s1328
OG0000071	Sp7g32780	Caamp.0105s1058
OG0000071	Sp1g17860	Caamp.0190s0006
OG0000071	Sp5g30980	Caamp.0076s0464, Caamp.0006s0253
OG0000071	Sp3g31210	Caamp.0095s1131, Caamp.0093s0172
OG0000072	Sp7g15310	Caamp.0024s0454, Caamp.0056s0337
OG0000072	Sp4g12160, Sp4g12090	Caamp.0066s0017
OG0000072	Sp4g12085	Caamp.0051s0020
OG0000072	Sp4g12060	Caamp.0051s0018
OG0000074	Sp7g20170	Caamp.0003s0419, Caamp.0190s0795
OG0000074	Sp2g02520	Caamp.0303s1239
OG0000074	Sp3g24090	Caamp.0013s0144, Caamp.0026s0213
OG0000074	Sp7g15090	Caamp.0097s0383, Caamp.0095s0108
OG0000074	SpUn0031_0100, Sp4g27220, Sp5g02600	Caamp.1031s0682, Caamp.0018s0098
OG0000077	Sp3g10720	Caamp.1039s0476
OG0000077	Sp1g14350	Caamp.0040s0176, Caamp.0188s0708
OG0000077	Sp3g07820	Caamp.0214s0178
OG0000077	Sp2g05640	Caamp.0303s1330, Caamp.0011s0040, Caamp.0007s0458, Caamp.0011s0025
OG0000077	Sp6g40010	Caamp.0105s1870
OG0000077	SpUn0364_0020, SpUn0328_0010	Caamp.1039s0308
OG0000077	Sp6g40020	Caamp.0007s0436
OG0000079	Sp1g32550, Sp3g24930, Sp6g07630, Sp5g17790, SpUn0004_0250	Caamp.1033s0826, Caamp.0010s0337, Caamp.0097s0142
OG0000080	Sp4g11580	Caamp.0101s0020
OG0000080	Sp5g15570	Caamp.0097s0212
OG0000080	Sp6g22520	Caamp.1037s0686
OG0000080	Sp5g08710	Caamp.0078s0476
OG0000080	Sp3g07850	Caamp.0095s0870
OG0000080	Sp5g15620	Caamp.0005s0144, Caamp.0097s0208
OG0000080	Sp6g21620	Caamp.1037s0773, Caamp.1040s0414
OG0000081	Sp2g09620	Caamp.0076s0606
OG0000081	Sp5g16600, Sp5g16390	Caamp.0097s0217, Caamp.0097s0116, Caamp.0097s0127, Caamp.0097s0158, Caamp.0097s0219, Caamp.0097s0119, Caamp.0005s0073, Caamp.0076s0638, Caamp.0026s0278
OG0000081	Sp1g34070, SpUn1871_0010	Caamp.0303s1249, Caamp.0005s0229
OG0000082	Sp6g08490, Sp7g02990, Sp7g10260, Sp1g29910	Caamp.0303s0708
OG0000082	SpUn0117_0030, Sp7g02980, Sp7g25140, Sp4g09020, Sp2g07510, Sp5g12970, Sp3g26190, Sp1g32690, Sp5g18470, Sp2g06740, Sp6g11170, Sp4g06360, Sp7g11310, Sp1g33720, Sp7g11640, Sp5g16050, Sp3g32500, Sp3g25190	Caamp.0003s0241
OG0000083	Sp6g18960	Caamp.0058s0111, Caamp.0097s0835
OG0000086	Sp7g12400	Caamp.0024s0060
OG0000086	Sp3g28520, Sp7g03450	Caamp.0097s0614
OG0000087	Sp6g01970	Caamp.1040s0174
OG0000087	Sp1g01620	Caamp.1037s0162, Caamp.0188s1021
OG0000087	Sp5g00940	Caamp.0023s0550
OG0000087	Sp1g07800	Caamp.0052s0136, Caamp.0188s0097
OG0000087	Sp2g06570, Sp2g06540	Caamp.0011s0092, Caamp.0011s0090, Caamp.0007s0499, Caamp.0007s0494, Caamp.0065s0160, Caamp.1035s1442
OG0000088	Sp5g15690	Caamp.0054s0082, Caamp.0102s0644, Caamp.0266s0049, Caamp.0028s0112, Caamp.0026s0005
OG0000089	Sp1g29890	Caamp.0007s0395, Caamp.1033s1004
OG0000089	Sp5g33420	Caamp.0006s0040, Caamp.0064s0149
OG0000089	Sp3g01550	Caamp.0303s0423, Caamp.0214s0747
OG0000089	Sp7g03570	Caamp.0097s0428
OG0000090	Sp5g29320	Caamp.0006s0410, Caamp.0076s0312
OG0000090	Sp2g03700	Caamp.0303s1344, Caamp.0015s0150
OG0000090	Sp2g03720	Caamp.0303s1346, Caamp.0015s0151
OG0000090	Sp1g16560	Caamp.0024s0121, Caamp.0046s0355
OG0000090	Sp5g29330	Caamp.0006s0409
OG0000090	Sp7g27545, Sp2g05340, Sp7g04140, Sp7g27550, SpUn0329_0010	Caamp.0076s0313
OG0000092	Sp5g12490	Caamp.0311s0010, Caamp.0036s0021
OG0000096	Sp2g09700	Caamp.0190s0982
OG0000096	Sp2g10140	Caamp.0076s0649
OG0000096	Sp2g10070	Caamp.0001s0190
OG0000096	Sp2g09710, Sp2g10090	Caamp.0001s0188
OG0000096	Sp2g10150, Sp2g10160	Caamp.0076s0651
OG0000097	Sp1g00700	Caamp.0188s1118
OG0000097	Sp7g21310	Caamp.0190s0681, Caamp.0003s0301
OG0000097	Sp4g28030	Caamp.0018s0173
OG0000097	Sp5g01970	Caamp.0023s0451
OG0000097	Sp6g00460	Caamp.1040s0043
OG0000099	Sp5g21260	Caamp.0002s0105, Caamp.0016s0005
OG0000099	Sp6g27590	Caamp.1036s0189, Caamp.1037s0191
OG0000099	Sp3g15940	Caamp.1039s0973, Caamp.0051s0239
OG0000099	Sp1g35420	Caamp.0097s0279, Caamp.0064s0667
OG0000099	Sp7g04500	Caamp.0097s0820, Caamp.1036s0580
OG0000100	Sp5g16920, SpUn0001_0800, Sp3g33810, Sp7g04240, Sp6g04560, Sp7g04070, Sp1g29450, Sp1g31030, Sp7g12620, Sp2g06040, Sp5g17950, Sp3g29490, SpUn0431_0020, SpUn0738_0010, Sp6g00200, Sp3g33800, Sp4g11850, Sp4g02440, Sp5g26950, Sp3g29360, Sp1g32350, Sp3g24950, Sp7g05880, Sp7g08950, Sp6g07960, SpUn0002_0800	Caamp.1037s1764
OG0000102	Sp4g05230, Sp5g15340, Sp6g02770, Sp7g06810, Sp1g34970, Sp6g09910, Sp5g15330, Sp5g22230, Sp4g09550, Sp3g29290, Sp7g13120, Sp6g09830, Sp3g27390, Sp6g12310, Sp7g03430, Sp4g03790, Sp6g12280, Sp5g12335, Sp5g18510, Sp5g20970, SpUn1230_0010, SpUn0001_0280, Sp1g34960, Sp5g21390, SpUn0146_0040, Sp5g16930	Caamp.0129s0050
OG0000111	Sp3g26710	Caamp.0036s0054, Caamp.0097s0855, Caamp.0002s0023, Caamp.0010s0353
OG0000111	Sp4g07060, Sp6g10920, Sp7g09020, Sp7g04700, Sp7g06750, Sp3g26410, Sp7g10290, SpUn0001_0740, Sp1g30760, Sp7g06700, Sp7g09840, Sp5g17020, Sp6g12000, SpUn0008_0040, Sp7g08630, Sp3g28640, SpUn0001_0510, Sp7g06680, Sp6g11450, SpUn0135_0030, Sp7g08590	Caamp.0009s0031
OG0000112	Sp1g24800	Caamp.0070s0015
OG0000112	Sp3g13260	Caamp.1039s0718, Caamp.0076s1371
OG0000112	Sp7g15600	Caamp.0003s0687
OG0000112	Sp4g16300	Caamp.0105s0426, Caamp.0102s0632
OG0000113	Sp1g25430	Caamp.1033s0589, Caamp.0078s0558
OG0000113	Sp1g25420	Caamp.1033s0588, Caamp.0078s0562, Caamp.0078s0571
OG0000113	Sp1g25370	Caamp.0078s0570
OG0000113	Sp1g25450, Sp1g25360	Caamp.0078s0559
OG0000113	Sp1g25440	Caamp.0078s0561, Caamp.0078s0567, Caamp.0078s0568, Caamp.0078s0572, Caamp.1033s0592, Caamp.0007s0001
OG0000114	Sp5g15590	Caamp.0005s0146, Caamp.0097s0210
OG0000114	Sp6g21600	Caamp.1040s0416, Caamp.1037s0775
OG0000114	Sp6g21590	Caamp.1037s0776, Caamp.1040s0417
OG0000114	Sp5g15610	Caamp.0005s0145
OG0000114	Sp7g23620	Caamp.0003s0101
OG0000115	Sp5g13400, Sp2g00920	Caamp.1041s0860
OG0000115	Sp2g00800	Caamp.0007s0538
OG0000115	Sp2g00810	Caamp.0015s0122
OG0000115	Sp2g03800	Caamp.0015s0156
OG0000115	Sp2g00780	Caamp.0303s1097
OG0000117	Sp1g40790	Caamp.0046s0107
OG0000117	Sp3g11970	Caamp.1039s0597
OG0000117	Sp4g03110	Caamp.0010s0207, Caamp.1039s0268
OG0000117	Sp2g22430	Caamp.0120s0738, Caamp.1035s0670
OG0000117	Sp6g32620	Caamp.1038s0346, Caamp.1041s1088
OG0000118	Sp7g09290	Caamp.0097s0062, Caamp.0014s0035, Caamp.0011s0131, Caamp.0095s0289, Caamp.0029s0059, Caamp.0097s1052, Caamp.0036s0015, Caamp.0097s1001, Caamp.0048s0010, Caamp.0017s0024, Caamp.0010s0331, Caamp.0058s0296, Caamp.0097s1081, Caamp.0097s1024, Caamp.0017s0049, Caamp.0025s0013, Caamp.0019s0118, Caamp.0019s0117, Caamp.0019s0042, Caamp.0012s0024, Caamp.0012s0019, Caamp.0019s0061, Caamp.0048s0021, Caamp.0009s0015
OG0000120	Sp6g17850	Caamp.1040s0782, Caamp.1037s1146
OG0000120	Sp6g14810	Caamp.1040s1106
OG0000120	Sp1g26840, Sp7g24520	Caamp.1033s0731, Caamp.0007s0121, Caamp.0028s0102, Caamp.0190s0366, Caamp.1038s0313
OG0000121	Sp6g16160	Caamp.1040s0971, Caamp.1037s1303
OG0000121	Sp6g11720	Caamp.0053s0001, Caamp.1039s1112, Caamp.0051s0374, Caamp.0303s1152
OG0000121	Sp3g17640	Caamp.0053s0002, Caamp.0064s0507, Caamp.0058s0252
OG0000122	Sp2g06780	Caamp.0204s0003, Caamp.0041s0016, Caamp.0009s0052, Caamp.1040s1418, Caamp.1040s1417, Caamp.0002s0025, Caamp.0047s0016, Caamp.0047s0017
OG0000122	Sp5g17410	Caamp.0118s0012, Caamp.0113s0033, Caamp.0078s0306, Caamp.0013s0121, Caamp.0009s0095, Caamp.0008s0178, Caamp.0140s0002, Caamp.0085s0002, Caamp.0025s0004, Caamp.0130s0008, Caamp.0113s0025, Caamp.0140s0001, Caamp.0121s0002, Caamp.0345s0001, Caamp.0045s0001, Caamp.0161s0003
OG0000123	Sp3g30360	Caamp.0190s1356, Caamp.0026s0609
OG0000123	Sp7g32970	Caamp.0094s0383, Caamp.0105s1043
OG0000123	Sp7g32960	Caamp.0105s1042
OG0000123	Sp7g32980	Caamp.0105s1041
OG0000123	Sp3g30370	Caamp.0190s1355
OG0000123	Sp3g30350	Caamp.0190s1354, Caamp.0026s0610
OG0000129	Sp7g03745	Caamp.0001s0115
OG0000129	Sp6g10470, Sp4g06690, Sp2g02350, Sp6g06080, Sp7g04630, Sp1g34110, Sp5g28990	Caamp.0064s0089
OG0000129	Sp1g21910, SpUn0001_0970, Sp5g14340, SpUn0003_0140	Caamp.0090s0042
OG0000131	SpUn0004_0280, Sp1g31610, Sp2g06090	Caamp.0008s0192, Caamp.0101s0180
OG0000132	SpUn0018_0010, Sp4g21660	Caamp.0102s0117, Caamp.1031s0162
OG0000132	Sp5g07330	Caamp.0078s0554, Caamp.0095s0741
OG0000132	Sp6g30450	Caamp.1038s0126, Caamp.1041s1305
OG0000132	Sp5g07320	Caamp.0078s0555, Caamp.0095s0740
OG0000132	Sp4g19670	Caamp.0102s0318, Caamp.0105s0743
OG0000132	Sp5g08820	Caamp.0095s0883
OG0000133	Sp4g21310	Caamp.1031s0129
OG0000133	Sp5g07750	Caamp.0064s0375, Caamp.0058s0178, Caamp.0064s0371, Caamp.0064s0374, Caamp.0058s0180, Caamp.0159s0011, Caamp.0105s0322
OG0000135	Sp3g28690	Caamp.0190s1225, Caamp.0005s0261, Caamp.0026s0741
OG0000135	Sp1g12430	Caamp.0071s0016, Caamp.0188s0528
OG0000135	Sp1g12420	Caamp.0188s0527
OG0000135	Sp1g12450, Sp1g12440	Caamp.0188s0530
OG0000138	Sp6g28610	Caamp.1041s1487, Caamp.1036s0291
OG0000138	Sp2g17950	Caamp.0120s0321
OG0000138	Sp7g02670	Caamp.0044s0238, Caamp.1041s0891
OG0000138	Sp1g22210	Caamp.1033s0281, Caamp.0037s0570
OG0000138	Sp3g01120	Caamp.0303s0468
OG0000141	Sp4g01790	Caamp.0096s0039
OG0000141	SpUn0137_0045	Caamp.0064s0811, Caamp.0005s0032, Caamp.1041s0690, Caamp.1039s1154, Caamp.0105s0893, Caamp.0105s0892, Caamp.1037s0481, Caamp.1037s0480
OG0000146	Sp6g01690	Caamp.1037s0141, Caamp.1040s0150
OG0000146	Sp4g29070	Caamp.1031s0853, Caamp.0018s0279
OG0000146	Sp4g19160	Caamp.0105s0696, Caamp.0102s0367
OG0000146	Sp3g15570	Caamp.0051s0202, Caamp.1039s0937
OG0000147	Sp4g00350	Caamp.0059s0096
OG0000147	Sp1g17760	Caamp.0046s0471, Caamp.0024s0005
OG0000147	Sp5g30870	Caamp.0006s0266
OG0000147	Sp7g37030	Caamp.1027s0055
OG0000148	Sp7g32500	Caamp.0190s1302, Caamp.0094s0421, Caamp.1027s0068, Caamp.0094s0016, Caamp.0026s0668
OG0000148	Sp1g17700, Sp5g30740	Caamp.0046s0465, Caamp.0024s0011, Caamp.0076s0442
OG0000149	Sp1g22530	Caamp.1033s0315
OG0000149	Sp5g23810	Caamp.0064s0557, Caamp.0002s0370
OG0000149	Sp2g14890	Caamp.0076s1127, Caamp.0120s0040
OG0000149	SpUn0138_0010, Sp1g11730	Caamp.0071s0093, Caamp.0188s0460
OG0000150	Sp1g38480	Caamp.0037s0320
OG0000150	Sp3g19400	Caamp.0053s0155
OG0000150	Sp4g10470	Caamp.0037s0322
OG0000150	Sp4g11810	Caamp.1033s0379
OG0000151	Sp5g13500	Caamp.0005s0352
OG0000152	Sp6g21520	Caamp.1037s0782
OG0000152	Sp5g08740	Caamp.0095s0873, Caamp.0078s0479
OG0000152	Sp3g08250	Caamp.0214s0137, Caamp.0078s0839
OG0000152	Sp6g39230	Caamp.1038s0970, Caamp.0105s1770
OG0000152	Sp5g15550	Caamp.0097s0214
OG0000153	Sp6g19250, Sp6g19260	Caamp.1040s0636, Caamp.1037s1003
OG0000153	Sp7g23830	Caamp.0190s0439, Caamp.0003s0077
OG0000153	Sp7g28170, SpUN0954_0010	Caamp.1041s0419, Caamp.0094s0829
OG0000154	Sp3g14450	Caamp.1039s0832, Caamp.0051s0095
OG0000154	Sp1g38810	Caamp.1041s1950, Caamp.0037s0290
OG0000154	Sp1g36180	Caamp.1041s0757, Caamp.0064s0747
OG0000154	Sp3g16910	Caamp.1039s1072, Caamp.0051s0334
OG0000155	Sp1g09440, Sp1g05850	Caamp.0046s0080
OG0000162	Sp7g18810	Caamp.0003s0519
OG0000162	Sp2g09290	Caamp.0076s0571, Caamp.0001s0256
OG0000162	Sp4g17130	Caamp.0102s0554, Caamp.0105s0512
OG0000162	Sp1g26520	Caamp.1033s0696, Caamp.0007s0088
OG0000164	Sp5g16870	Caamp.0032s0055, Caamp.1037s1732, Caamp.0190s0308, Caamp.0057s0018
OG0000164	Sp3g27860	Caamp.0004s0098, Caamp.0102s0100, Caamp.0009s0008, Caamp.0061s0009, Caamp.1040s0747, Caamp.0105s0766, Caamp.0026s0577, Caamp.1040s1351, Caamp.0087s0005, Caamp.0004s0302, Caamp.0101s0084, Caamp.0097s1042, Caamp.0029s0041, Caamp.0035s0085, Caamp.1037s1697, Caamp.0004s0198
OG0000165	Sp4g19490	Caamp.0102s0337, Caamp.0102s0336, Caamp.0105s0725
OG0000165	Sp5g08920	Caamp.0078s0494, Caamp.0095s0891
OG0000165	Sp6g22230	Caamp.1040s0359, Caamp.1037s0713
OG0000166	Sp7g11380	Caamp.0102s0496, Caamp.0076s0743, Caamp.0094s0146, Caamp.0064s0822
OG0000167	Sp6g08130	Caamp.0102s0917, Caamp.0028s0048
OG0000167	Sp1g30310	Caamp.1033s1048, Caamp.0008s0021
OG0000167	Sp1g20160	Caamp.1033s0102, Caamp.0037s0382
OG0000167	Sp5g27070	Caamp.0076s0130, Caamp.0303s0737
OG0000168	Sp3g29590	Caamp.0026s0685
OG0000168	Sp4g00730	Caamp.1039s0060, Caamp.0059s0061
OG0000168	Sp7g32340	Caamp.0303s1141
OG0000169	Sp6g18990	Caamp.1040s0662
OG0000169	Sp2g15470	Caamp.0120s0093
OG0000169	Sp2g15450, Sp2g15460	Caamp.1035s1338
OG0000169	Sp2g15480	Caamp.1035s1335, Caamp.1035s1333
OG0000170	Sp7g27230	Caamp.1041s0506
OG0000170	Sp3g33090	Caamp.0079s0007
OG0000170	Sp7g27220	Caamp.1041s0507, Caamp.0094s0921
OG0000170	Sp3g33100	Caamp.0079s0008, Caamp.0095s1294
OG0000170	Sp6g18380	Caamp.1037s1091, Caamp.1040s0725
OG0000176	Sp4g04800	Caamp.1039s0430, Caamp.0010s0079
OG0000176	Sp6g32330	Caamp.1038s0312, Caamp.1041s1122
OG0000176	Sp2g22150	Caamp.1035s0696
OG0000176	Sp7g30170	Caamp.0105s1301, Caamp.0094s0642
OG0000177	Sp3g09390	Caamp.0214s0037
OG0000177	Sp4g03720	Caamp.0010s0157, Caamp.0010s0155, Caamp.0010s0150
OG0000177	Sp4g03630	Caamp.1039s0327
OG0000179	Sp1g39310	Caamp.0040s0280, Caamp.0037s0253
OG0000179	Sp3g13890	Caamp.0105s0048, Caamp.1039s0782
OG0000179	Sp4g21200	Caamp.1031s0116, Caamp.0102s0168
OG0000179	SpUn0962_0010, Sp5g07880	Caamp.0078s0396
OG0000181	Sp1g08720	Caamp.0188s0350
OG0000181	Sp2g05090	Caamp.0015s0035, Caamp.0054s0053
OG0000181	Sp5g05110	Caamp.0023s0141, Caamp.0095s0527
OG0000181	Sp4g24110	Caamp.0076s1565, Caamp.1031s0401
OG0000183	SpUn0035_0040	Caamp.1036s0605
OG0000183	Sp1g38380	Caamp.0190s0162, Caamp.1041s1915
OG0000184	Sp6g22130	Caamp.1040s0039, Caamp.1037s0034, Caamp.0013s0122, Caamp.0013s0124, Caamp.0013s0117, Caamp.0013s0115, Caamp.0013s0120
OG0000184	Sp1g40760	Caamp.0085s0142, Caamp.0037s0115, Caamp.0023s0164, Caamp.0052s0564, Caamp.0046s0110, Caamp.0037s0104
OG0000185	Sp6g14200	Caamp.1040s1166, Caamp.1037s1504
OG0000185	Sp5g06470	Caamp.0099s0080
OG0000185	Sp5g06480	Caamp.0099s0079
OG0000185	Sp6g14190	Caamp.1037s1505
OG0000185	Sp6g14180	Caamp.1040s1168
OG0000186	Sp3g13010	Caamp.0076s1347, Caamp.1039s0694
OG0000186	Sp1g40030	Caamp.0040s0205, Caamp.0037s0182
OG0000186	Sp5g33660	Caamp.0064s0131, Caamp.0006s0022
OG0000186	Sp1g15120	Caamp.0024s0254
OG0000187	Sp4g15360, Sp4g14900	Caamp.1040s1208
OG0000187	Sp4g15390, Sp4g15400	Caamp.0105s0339
OG0000187	Sp4g15410	Caamp.0105s0341, Caamp.0013s0333, Caamp.0105s0360
OG0000188	Sp7g01740	Caamp.0044s0158
OG0000188	Sp7g01710	Caamp.0044s0150, Caamp.1041s0173
OG0000188	Sp7g01720	Caamp.0044s0151, Caamp.0044s0152
OG0000188	Sp7g01730	Caamp.0044s0153
OG0000189	Sp7g19500	Caamp.0190s0855
OG0000190	Sp5g27760	Caamp.0076s0191, Caamp.0006s0532
OG0000190	Sp3g12140	Caamp.0078s1211
OG0000190	Sp1g40710	Caamp.0046s0113, Caamp.0037s0109
OG0000190	Sp1g15640	Caamp.0024s0206, Caamp.0046s0270
OG0000191	Sp6g09200	Caamp.0049s0038
OG0000193	Sp4g03710	Caamp.0010s0151
OG0000193	Sp4g03230, Sp4g03220	Caamp.1039s0342, Caamp.1039s0276
OG0000194	Sp6g20830	Caamp.1040s0488, Caamp.1037s0846
OG0000194	Sp5g14910	Caamp.0005s0200, Caamp.0097s0269
OG0000194	Sp4g12130	Caamp.0066s0016, Caamp.0051s0024
OG0000194	Sp4g22120	Caamp.0102s0073, Caamp.1031s0210
OG0000195	Sp4g00280	Caamp.0059s0103
OG0000195	Sp7g32640	Caamp.0105s1071, Caamp.0094s0407
OG0000195	Sp3g30130	Caamp.0026s0662, Caamp.0190s1311
OG0000195	Sp7g37060	Caamp.1027s0052, Caamp.0016s0026
OG0000197	Sp1g09660	Caamp.0188s0267, Caamp.0052s0315
OG0000197	Sp2g03650	Caamp.0015s0148, Caamp.0303s1342
OG0000197	Sp2g26740	Caamp.0033s0132, Caamp.1035s0271
OG0000197	Sp6g34270	Caamp.1038s0506, Caamp.1041s0921
OG0000198	Sp3g01140	Caamp.0303s0466
OG0000198	Sp6g28580	Caamp.1036s0288
OG0000198	Sp6g35020	Caamp.1041s0301, Caamp.1038s0573, Caamp.1041s1490
OG0000198	Sp2g24410	Caamp.0120s0936, Caamp.1035s0490
OG0000199	Sp5g09050	Caamp.0078s0506
OG0000199	Sp5g09060	Caamp.0095s0903
OG0000200	Sp6g18220	Caamp.1037s1107
OG0000201	Sp3g18710	Caamp.1039s1250, Caamp.0053s0098
OG0000201	Sp1g37780	Caamp.0026s0148, Caamp.0064s0880, Caamp.0190s0200
OG0000201	Sp7g25150	Caamp.0190s0307
OG0000201	Sp6g16600	Caamp.1037s1258, Caamp.1040s0916
OG0000202	Sp5g26960	Caamp.0076s0118, Caamp.0303s0748
OG0000202	Sp6g36710	Caamp.1038s0738, Caamp.0105s1522, Caamp.1037s1659, Caamp.1037s1654, Caamp.1037s1743, Caamp.1037s1742
OG0000203	Sp1g03080	Caamp.0056s0047
OG0000203	Sp2g07860	Caamp.0064s0407, Caamp.0064s0406
OG0000203	Sp6g33840, SpUn1204_0010	Caamp.0058s0151, Caamp.0058s0150
OG0000203	Sp2g08430	Caamp.0188s0878
OG0000204	SpUn0119_0010, Sp3g20590	Caamp.0076s1179
OG0000204	Sp2g08590	Caamp.0058s0206
OG0000204	Sp7g12780	Caamp.0097s0575, Caamp.0022s0105
OG0000205	Sp1g03190	Caamp.0056s0057
OG0000205	Sp1g03200	Caamp.0188s0868
OG0000205	Sp1g03155	Caamp.0188s0871
OG0000205	Sp1g03160, SpUn1906_0010	Caamp.0056s0053
OG0000205	Sp6g21240	Caamp.1040s0450
OG0000206	Sp7g01120	Caamp.0044s0093, Caamp.1041s0109
OG0000206	Sp2g16420	Caamp.0120s0176
OG0000206	Sp5g22640	Caamp.0303s0637, Caamp.0002s0246
OG0000206	Sp1g35620	Caamp.0064s0686
OG0000206	Sp3g29830, Sp3g00300	Caamp.0214s0854
OG0000207	Sp7g20270	Caamp.0003s0411, Caamp.0190s0782
OG0000207	Sp6g04510	Caamp.0052s0387, Caamp.1041s1776
OG0000207	Sp1g10650	Caamp.0071s0200
OG0000207	Sp2g02300	Caamp.0303s1224
OG0000208	Sp1g03580	Caamp.0188s0831, Caamp.0056s0098
OG0000208	Sp4g15440	Caamp.0066s0138, Caamp.0105s0344
OG0000208	Sp4g15000	Caamp.0013s0191, Caamp.0105s0307
OG0000208	Sp1g03590	Caamp.0056s0099, Caamp.0188s0830
OG0000209	Sp7g13540	Caamp.0107s0014
OG0000209	Sp7g13550	Caamp.0097s0501
OG0000211	Sp2g04950, Sp2g04960	Caamp.0015s0064
OG0000211	Sp2g04940	Caamp.0026s0117
OG0000212	Sp2g01710	Caamp.0303s1083
OG0000212	Sp3g31030	Caamp.0015s0345, Caamp.0303s1252
OG0000213	Sp5g32700	Caamp.0006s0106
OG0000213	Sp5g32710	Caamp.0006s0105
OG0000213	Sp2g01440	Caamp.0015s0352, Caamp.0015s0353
OG0000213	Sp2g01450	Caamp.0064s0218
OG0000214	Sp2g13620	Caamp.0058s0247, Caamp.0058s0248, Caamp.0077s0033, Caamp.0076s0998
OG0000214	Sp2g13635	Caamp.0076s0999
OG0000215	SpUn1299_0010, SpUn0486_0010, SpUn0001_0500, Sp3g24800, SpUn0011_0050, SpUn0052_0010, SpUn0057_0050, SpUn0002_0140, Sp5g18640, SpUn0003_0120, Sp5g18780, SpUn1191_0010, Sp1g33150, Sp7g05080, Sp7g07010, Sp7g05660, SpUn0039_0060, SpUn0015_0030, Sp6g12610	Caamp.0080s0054
OG0000221	Sp6g26330	Caamp.1033s0832, Caamp.0007s0220
OG0000221	Sp2g11310	Caamp.0076s0766
OG0000221	Sp3g28820, Sp6g04660	Caamp.0214s0159
OG0000222	Sp7g21200	Caamp.0190s0688
OG0000222	Sp1g30850	Caamp.0001s0303, Caamp.0003s0318
OG0000222	Sp1g30740	Caamp.0001s0306
OG0000222	Sp7g21190	Caamp.0190s0689
OG0000223	Sp4g20620, Sp6g35780	Caamp.1040s0555, Caamp.1038s0651, Caamp.0102s0219
OG0000223	Sp6g20100	Caamp.1037s0922
OG0000223	Sp3g30680	Caamp.1031s0063, Caamp.0026s0586, Caamp.0105s1442
OG0000224	Sp5g09400	Caamp.0095s0934, Caamp.0078s0358
OG0000224	Sp4g18760	Caamp.0102s0401
OG0000224	Sp6g39030	Caamp.1038s0955
OG0000224	Sp7g24480	Caamp.0003s0007, Caamp.0190s0370
OG0000225	Sp5g16370	Caamp.0105s0609, Caamp.0102s0456, Caamp.0026s0617, Caamp.0016s0124, Caamp.0097s0131, Caamp.0005s0076
OG0000225	Sp1g27690	Caamp.1033s0803
OG0000226	Sp5g21580	Caamp.0076s1519, Caamp.1031s0448
OG0000226	Sp2g04170	Caamp.0015s0121
OG0000227	Sp4g26450	Caamp.1031s0612
OG0000227	Sp5g03160, Sp1g34220, Sp3g32730, Sp7g04000, Sp7g03990	Caamp.0095s1258
OG0000228	Sp4g28770	Caamp.0018s0248
OG0000228	Sp3g21360	Caamp.0018s0250, Caamp.1031s0825
OG0000228	Sp4g28780	Caamp.0018s0249
OG0000228	Sp6g18280, Sp6g18290	Caamp.1040s0735
OG0000230	Sp2g21770	Caamp.1035s0730, Caamp.0120s0679
OG0000230	Sp6g31940	Caamp.1041s1160, Caamp.1038s0271
OG0000230	Sp5g36030	Caamp.0006s0807, Caamp.0084s0093
OG0000230	Sp3g33230	Caamp.0079s0018
OG0000231	Sp6g26900	Caamp.1036s0125, Caamp.1037s0258
OG0000231	Sp5g21030	Caamp.0016s0023, Caamp.0002s0081
OG0000232	Sp2g25710	Caamp.0033s0036
OG0000232	Sp1g12770	Caamp.0040s0022, Caamp.0188s0560
OG0000232	Sp2g13870	Caamp.0076s1021
OG0000233	Sp1g07380	Caamp.0052s0097
OG0000233	Sp1g15710	Caamp.0024s0199, Caamp.0046s0277
OG0000233	Sp6g23970	Caamp.1037s0545
OG0000234	Sp6g21350	Caamp.1037s0801
OG0000234	Sp5g15300	Caamp.0097s0230, Caamp.0005s0170
OG0000234	Sp5g15260	Caamp.0005s0171
OG0000234	Sp6g12470, Sp5g15280	Caamp.1037s0800
OG0000235	Sp6g21280	Caamp.1037s0807, Caamp.1040s0445
OG0000235	Sp5g15020	Caamp.0005s0191
OG0000235	Sp6g08090	Caamp.0005s0189
OG0000236	Sp6g18460	Caamp.0190s0394, Caamp.1037s1084, Caamp.1040s0717
OG0000236	Sp7g24230	Caamp.0003s0034
OG0000236	Sp3g33070	Caamp.0079s0001, Caamp.0095s1299
OG0000236	Sp7g27270	Caamp.1041s0502
OG0000237	Sp3g32750	Caamp.1039s1645
OG0000238	Sp1g08200, Sp1g08280	Caamp.0011s0041, Caamp.0011s0024
OG0000238	Sp2g05830	Caamp.0052s0179, Caamp.0052s0205
OG0000238	Sp2g05630	Caamp.0007s0435, Caamp.0007s0459
OG0000239	Sp3g23450	Caamp.0026s0174
OG0000239	Sp3g29100	Caamp.0026s0641
