Orthogroup	S_parvula	E_salsugineum
OG0000189	Sp7g19490	Thhalv10024419m.g
OG0000189	Sp7g19500	Thhalv10028322m.g, Thhalv10029461m.g, Thhalv10012685m.g, Thhalv10013551m.g, Thhalv10014181m.g, Thhalv10016428m.g, Thhalv10025088m.g
OG0000189	Sp5g20740, Sp5g20750	Thhalv10018117m.g, Thhalv10018118m.g, Thhalv10018116m.g
OG0000190	Sp5g27760	Thhalv10018024m.g
OG0000190	Sp3g12140	Thhalv10019918m.g
OG0000190	Sp1g40710	Thhalv10011189m.g
OG0000190	Sp1g15640	Thhalv10006585m.g
OG0000191	Sp6g09200	Thhalv10016883m.g, Thhalv10006467m.g
OG0000191	Sp1g34680	Thhalv10028053m.g, Thhalv10006427m.g, Thhalv10028318m.g, Thhalv10006412m.g, Thhalv10012031m.g, Thhalv10011971m.g, Thhalv10012142m.g, Thhalv10011981m.g, Thhalv10011998m.g, Thhalv10012015m.g, Thhalv10028109m.g, Thhalv10011795m.g, Thhalv10012071m.g, Thhalv10012179m.g, Thhalv10006449m.g, Thhalv10012069m.g
OG0000192	Sp5g16670, Sp1g29630	Thhalv10027485m.g
OG0000192	Sp7g08750, Sp5g17530, Sp4g06220	Thhalv10016056m.g, Thhalv10019697m.g, Thhalv10009839m.g, Thhalv10003071m.g, Thhalv10000656m.g, Thhalv10023123m.g, Thhalv10002910m.g, Thhalv10002967m.g, Thhalv10028087m.g, Thhalv10012218m.g, Thhalv10019653m.g, Thhalv10012009m.g, Thhalv10015528m.g, Thhalv10012371m.g, Thhalv10002819m.g
OG0000193	Sp4g03710	Thhalv10000192m.g, Thhalv10019678m.g, Thhalv10000175m.g, Thhalv10000613m.g
OG0000193	Sp4g03230, Sp4g03220	Thhalv10000198m.g
OG0000194	Sp6g20830	Thhalv10014165m.g
OG0000194	Sp5g14910	Thhalv10002613m.g
OG0000194	Sp4g12130	Thhalv10016946m.g
OG0000194	Sp4g22120	Thhalv10016951m.g
OG0000195	Sp4g00280	Thhalv10000350m.g
OG0000195	Sp7g32640	Thhalv10027585m.g
OG0000195	Sp3g30130	Thhalv10022880m.g
OG0000195	Sp7g37060	Thhalv10026397m.g
OG0000197	Sp1g09660	Thhalv10007985m.g
OG0000197	Sp2g03650	Thhalv10023544m.g
OG0000197	Sp2g26740	Thhalv10004481m.g
OG0000197	Sp6g34270	Thhalv10013967m.g
OG0000198	Sp3g01140	Thhalv10022439m.g
OG0000198	Sp6g35020	Thhalv10015994m.g
OG0000198	Sp2g24410	Thhalv10005090m.g
OG0000199	Sp5g09030	Thhalv10013339m.g
OG0000199	Sp5g09040	Thhalv10010512m.g, Thhalv10010313m.g
OG0000199	Sp5g09050	Thhalv10010309m.g, Thhalv10010307m.g
OG0000200	Sp6g18210	Thhalv10015365m.g
OG0000200	Sp6g18220	Thhalv10013624m.g
OG0000201	Sp3g18710	Thhalv10021749m.g
OG0000201	Sp1g37780	Thhalv10011856m.g
OG0000201	Sp7g25150	Thhalv10026555m.g
OG0000201	Sp6g16600	Thhalv10014861m.g
OG0000202	Sp5g26960	Thhalv10018412m.g
OG0000202	Sp6g36710	Thhalv10015600m.g, Thhalv10023916m.g, Thhalv10023799m.g
OG0000203	Sp1g03080	Thhalv10009006m.g
OG0000203	Sp2g07860, Sp6g33840, SpUn1204_0010	Thhalv10014919m.g, Thhalv10003334m.g
OG0000204	SpUn0119_0010, Sp3g20590	Thhalv10020675m.g
OG0000204	Sp7g12800, Sp7g12780	Thhalv10025125m.g
OG0000205	Sp1g03190, Sp1g03200	Thhalv10009937m.g
OG0000205	Sp6g21240	Thhalv10013883m.g
OG0000206	Sp7g01120	Thhalv10027769m.g
OG0000206	Sp2g16420	Thhalv10004214m.g
OG0000206	Sp1g35620	Thhalv10011468m.g
OG0000207	Sp7g20270	Thhalv10024476m.g
OG0000207	Sp6g04510	Thhalv10028449m.g
OG0000207	Sp1g10650	Thhalv10006870m.g
OG0000207	Sp2g02300	Thhalv10023297m.g
OG0000208	Sp1g03580	Thhalv10008733m.g
OG0000208	Sp4g15440	Thhalv10017216m.g
OG0000208	Sp4g15000	Thhalv10017717m.g
OG0000208	Sp1g03590	Thhalv10008729m.g
OG0000209	Sp7g13540	Thhalv10027049m.g, Thhalv10027528m.g, Thhalv10027217m.g
OG0000209	Sp7g13550	Thhalv10027045m.g
OG0000211	Sp2g04950, Sp2g04960	Thhalv10023289m.g, Thhalv10023259m.g, Thhalv10023945m.g, Thhalv10023237m.g
OG0000211	Sp6g10910, Sp2g07770, Sp2g04760	Thhalv10024072m.g
OG0000211	Sp2g04940	Thhalv10023659m.g, Thhalv10024171m.g, Thhalv10012230m.g
OG0000212	Sp2g01710	Thhalv10015983m.g
OG0000212	Sp3g31030	Thhalv10023354m.g, Thhalv10023344m.g, Thhalv10023351m.g, Thhalv10023976m.g, Thhalv10023987m.g, Thhalv10023942m.g, Thhalv10023350m.g, Thhalv10023989m.g, Thhalv10023349m.g, Thhalv10023345m.g, Thhalv10028308m.g, Thhalv10024048m.g, Thhalv10024052m.g
OG0000213	Sp5g32700	Thhalv10018703m.g
OG0000213	Sp2g01440	Thhalv10023537m.g
OG0000213	Sp2g01450	Thhalv10015575m.g, Thhalv10014001m.g
OG0000213	Sp2g06080	Thhalv10025490m.g, Thhalv10015482m.g
OG0000214	Sp2g13620	Thhalv10005433m.g, Thhalv10004729m.g
OG0000214	Sp2g13640, Sp2g13635	Thhalv10005457m.g, Thhalv10026793m.g, Thhalv10004854m.g
OG0000214	Sp2g13630	Thhalv10004855m.g, Thhalv10005290m.g
OG0000221	Sp7g17220	Thhalv10026484m.g
OG0000221	Sp6g26330	Thhalv10024445m.g, Thhalv10019465m.g
OG0000221	Sp2g11310	Thhalv10001229m.g
OG0000221	Sp3g28820, Sp6g04660	Thhalv10001234m.g
OG0000222	Sp7g21200	Thhalv10000811m.g
OG0000222	Sp1g30740	Thhalv10024843m.g
OG0000222	Sp7g21190	Thhalv10024603m.g
OG0000223	Sp4g20620, Sp6g35780	Thhalv10017108m.g, Thhalv10017036m.g
OG0000223	Sp6g20100	Thhalv10014163m.g
OG0000223	Sp3g30680	Thhalv10014417m.g
OG0000224	Sp5g09400	Thhalv10010492m.g
OG0000224	Sp4g18760	Thhalv10016856m.g
OG0000224	Sp6g39030	Thhalv10013921m.g
OG0000224	Sp7g24480	Thhalv10025556m.g
OG0000225	Sp5g16370	Thhalv10021923m.g, Thhalv10022086m.g, Thhalv10022412m.g
OG0000225	Sp1g27690	Thhalv10009548m.g, Thhalv10017596m.g, Thhalv10019791m.g, Thhalv10019557m.g, Thhalv10019738m.g, Thhalv10006465m.g, Thhalv10009774m.g
OG0000226	Sp5g21580	Thhalv10008254m.g
OG0000226	Sp2g04170	Thhalv10023897m.g
OG0000227	Sp4g26450	Thhalv10001722m.g
OG0000227	Sp5g03160	Thhalv10006484m.g, Thhalv10006417m.g
OG0000227	Sp1g34220	Thhalv10023935m.g, Thhalv10012290m.g, Thhalv10012162m.g, Thhalv10017627m.g, Thhalv10011557m.g
OG0000227	Sp3g32730, Sp7g04000, Sp7g03990	Thhalv10027787m.g, Thhalv10028088m.g
OG0000228	Sp4g28770	Thhalv10001763m.g
OG0000228	Sp3g21360	Thhalv10001364m.g, Thhalv10002834m.g
OG0000228	Sp4g28780	Thhalv10002773m.g
OG0000230	Sp2g21770	Thhalv10003882m.g
OG0000230	Sp6g31940	Thhalv10013057m.g
OG0000230	Sp5g36030	Thhalv10018247m.g
OG0000230	Sp3g33230	Thhalv10001940m.g
OG0000231	Sp6g26900	Thhalv10013317m.g
OG0000231	Sp2g13430, SpUn1226_0010	Thhalv10002298m.g
OG0000231	Sp5g21030	Thhalv10019820m.g
OG0000232	Sp2g25710	Thhalv10005078m.g
OG0000232	Sp1g12770	Thhalv10008589m.g
OG0000232	Sp2g13870	Thhalv10005070m.g
OG0000233	Sp1g07380	Thhalv10006560m.g
OG0000233	Sp1g15710	Thhalv10006551m.g
OG0000233	Sp6g23970	Thhalv10012431m.g
OG0000234	Sp6g21350	Thhalv10012638m.g
OG0000234	Sp6g21330	Thhalv10012805m.g
OG0000234	Sp6g21340	Thhalv10012663m.g
OG0000234	Sp5g15300	Thhalv10003111m.g
OG0000234	Sp6g12470, Sp5g15280	Thhalv10012629m.g
OG0000235	Sp6g21280	Thhalv10013505m.g
OG0000235	Sp3g33110	Thhalv10002935m.g
OG0000235	Sp5g15020	Thhalv10002978m.g
OG0000235	Sp6g08090	Thhalv10003098m.g, Thhalv10002845m.g, Thhalv10003055m.g, Thhalv10002804m.g
OG0000236	Sp6g18460	Thhalv10015041m.g
OG0000236	Sp7g24230	Thhalv10026587m.g
OG0000236	Sp3g33070	Thhalv10002308m.g
OG0000236	Sp7g27270	Thhalv10026589m.g
OG0000237	Sp3g32750	Thhalv10003097m.g
OG0000238	Sp1g08200, Sp1g08280, Sp2g05830, Sp2g05630	Thhalv10008955m.g, Thhalv10008951m.g, Thhalv10023728m.g, Thhalv10023727m.g
OG0000239	Sp3g23450	Thhalv10002856m.g
OG0000239	Sp7g20140	Thhalv10012489m.g, Thhalv10024295m.g, Thhalv10024211m.g, Thhalv10024234m.g
OG0000239	Sp3g29100	Thhalv10022404m.g, Thhalv10019468m.g, Thhalv10019540m.g, Thhalv10022545m.g
OG0000239	Sp2g09300	Thhalv10011939m.g, Thhalv10000759m.g
OG0000244	Sp2g09260	Thhalv10000843m.g
OG0000244	Sp2g09240	Thhalv10000846m.g, Thhalv10001166m.g
OG0000244	Sp2g09230	Thhalv10000844m.g, Thhalv10000841m.g, Thhalv10000851m.g
OG0000245	Sp7g33610	Thhalv10024358m.g
OG0000245	Sp3g24150	Thhalv10002387m.g
OG0000245	Sp7g24930	Thhalv10024309m.g, Thhalv10024325m.g
OG0000247	Sp6g39900	Thhalv10015031m.g
OG0000247	Sp3g07860	Thhalv10021774m.g
OG0000247	Sp4g21700	Thhalv10017429m.g
OG0000248	Sp4g18390, Sp3g09750, Sp5g09720, Sp6g36780	Thhalv10010797m.g, Thhalv10017372m.g, Thhalv10021700m.g, Thhalv10014925m.g
OG0000249	Sp7g01320	Thhalv10027744m.g, Thhalv10027779m.g
OG0000249	Sp5g11020, Sp5g11010	Thhalv10006436m.g, Thhalv10006370m.g, Thhalv10006381m.g, Thhalv10020569m.g, Thhalv10021060m.g, Thhalv10006462m.g, Thhalv10023102m.g
OG0000250	Sp5g31140	Thhalv10018462m.g
OG0000250	Sp1g18010	Thhalv10007492m.g
OG0000250	Sp7g37260	Thhalv10025037m.g
OG0000251	Sp2g27810	Thhalv10003574m.g
OG0000251	Sp6g33540	Thhalv10012521m.g
OG0000251	Sp7g36530	Thhalv10024277m.g
OG0000252	Sp7g31430	Thhalv10004132m.g, Thhalv10027306m.g, Thhalv10026874m.g, Thhalv10022697m.g, Thhalv10005562m.g, Thhalv10005688m.g, Thhalv10025324m.g, Thhalv10027538m.g, Thhalv10027293m.g, Thhalv10029302m.g, Thhalv10029408m.g, Thhalv10025580m.g
OG0000253	Sp1g01260	Thhalv10008767m.g
OG0000253	Sp4g28880	Thhalv10001628m.g
OG0000253	Sp6g01430	Thhalv10028951m.g
OG0000254	Sp4g29000	Thhalv10001285m.g
OG0000254	Sp1g01570	Thhalv10006577m.g
OG0000254	Sp6g01670	Thhalv10029333m.g, Thhalv10029280m.g
OG0000254	Sp5g01220	Thhalv10005750m.g
OG0000255	Sp7g22950, Sp7g22930	Thhalv10026044m.g
OG0000255	Sp4g29540	Thhalv10001595m.g
OG0000255	Sp5g00650	Thhalv10006188m.g
OG0000256	Sp5g00770	Thhalv10005908m.g
OG0000256	Sp5g00780	Thhalv10006510m.g
OG0000256	Sp7g20240	Thhalv10024994m.g
OG0000257	Sp7g18880, Sp7g18900	Thhalv10027093m.g
OG0000257	Sp7g18870	Thhalv10027126m.g
OG0000257	Sp4g21040	Thhalv10017619m.g
OG0000257	Sp1g22300	Thhalv10007352m.g
OG0000257	Sp1g22310	Thhalv10007336m.g
OG0000258	Sp1g23820	Thhalv10000445m.g
OG0000258	Sp3g19190	Thhalv10020368m.g
OG0000258	Sp6g07250, Sp6g05515	Thhalv10000530m.g
OG0000259	Sp5g25620	Thhalv10029221m.g, Thhalv10019497m.g
OG0000259	Sp6g32200	Thhalv10011944m.g, Thhalv10029391m.g, Thhalv10018915m.g, Thhalv10019507m.g, Thhalv10028916m.g, Thhalv10006011m.g
OG0000260	Sp2g19170	Thhalv10023853m.g, Thhalv10004924m.g
OG0000260	Sp3g06050	Thhalv10021532m.g
OG0000260	Sp3g22570, SpUn0027_0050	Thhalv10002667m.g
OG0000261	Sp3g23020	Thhalv10002621m.g
OG0000261	Sp2g18690	Thhalv10004670m.g
OG0000262	Sp3g02760	Thhalv10020127m.g
OG0000262	Sp6g23540	Thhalv10012712m.g
OG0000262	Sp6g26350	Thhalv10012750m.g
OG0000263	Sp1g41770, Sp5g25410, Sp1g41780	Thhalv10011215m.g
OG0000263	Sp2g08080	Thhalv10016175m.g
OG0000263	Sp5g25420	Thhalv10012222m.g, Thhalv10019658m.g, Thhalv10000587m.g
OG0000264	Sp2g03680, Sp2g03670	Thhalv10024115m.g
OG0000264	Sp6g00900	Thhalv10028748m.g
OG0000264	Sp6g06480, Sp6g01790	Thhalv10029467m.g
OG0000265	Sp6g39340	Thhalv10015602m.g
OG0000265	Sp6g15850, Sp6g15860	Thhalv10009493m.g, Thhalv10009821m.g, Thhalv10007993m.g
OG0000266	Sp7g22900	Thhalv10026733m.g
OG0000266	Sp5g13410	Thhalv10010887m.g
OG0000268	Sp5g17300, Sp5g17290, Sp7g31580	Thhalv10026741m.g, Thhalv10001841m.g
OG0000268	Sp7g31610	Thhalv10010894m.g, Thhalv10010892m.g
OG0000269	Sp3g19300	Thhalv10020527m.g
OG0000269	Sp1g38330	Thhalv10011420m.g
OG0000269	Sp1g15810	Thhalv10007406m.g
OG0000270	Sp3g21180	Thhalv10020039m.g
OG0000270	Sp3g21130, SpUn0047_0020	Thhalv10020049m.g, Thhalv10020040m.g
OG0000270	Sp3g21120, SpUn0047_0010, Sp3g21140	Thhalv10022172m.g
OG0000272	Sp4g13870	Thhalv10016928m.g
OG0000272	Sp1g04840	Thhalv10008196m.g
OG0000272	Sp5g03680	Thhalv10006096m.g
OG0000273	Sp2g04140	Thhalv10024120m.g, Thhalv10023993m.g, Thhalv10023926m.g, Thhalv10023835m.g, Thhalv10000441m.g, Thhalv10000669m.g, Thhalv10017611m.g, Thhalv10000668m.g, Thhalv10023939m.g, Thhalv10012961m.g, Thhalv10012914m.g, Thhalv10000071m.g, Thhalv10013207m.g, Thhalv10004044m.g, Thhalv10005463m.g, Thhalv10007250m.g
OG0000274	Sp7g21260	Thhalv10024670m.g
OG0000274	Sp6g05980	Thhalv10028499m.g
OG0000274	Sp6g05970	Thhalv10028502m.g, Thhalv10029336m.g
OG0000274	Sp6g05950	Thhalv10029153m.g
OG0000274	Sp6g05940	Thhalv10028496m.g
OG0000275	SpUn0060_0030, Sp1g30600, Sp3g24180, Sp6g14340	Thhalv10016048m.g, Thhalv10001096m.g
OG0000275	Sp5g19890, SpUn0007_0210	Thhalv10017956m.g
OG0000275	Sp6g08540, Sp3g26320	Thhalv10009558m.g, Thhalv10009736m.g
OG0000276	SpUn0122_0010, SpUn0105_0010, SpUn0093_0010, SpUn0154_0010, Sp4g09770, SpUn0012_0060, SpUn0154_0020, Sp4g09790, SpUn0012_0040, SpUn0105_0020, SpUn0093_0020	Thhalv10001921m.g, Thhalv10001919m.g
OG0000277	Sp5g30950	Thhalv10019398m.g
OG0000277	Sp5g30970	Thhalv10019399m.g
OG0000284	Sp2g23480, Sp5g13120, Sp4g03060, Sp7g28670	Thhalv10005057m.g, Thhalv10010781m.g
OG0000286	Sp5g15560	Thhalv10015007m.g
OG0000287	Sp6g22240	Thhalv10014862m.g
OG0000287	Sp5g08910	Thhalv10010772m.g
OG0000287	Sp4g19500	Thhalv10017332m.g
OG0000288	Sp3g03290	Thhalv10009056m.g
OG0000288	Sp1g03310	Thhalv10017398m.g, Thhalv10021724m.g
OG0000289	Sp7g02730	Thhalv10028214m.g
OG0000289	Sp7g02700	Thhalv10028249m.g, Thhalv10028217m.g, Thhalv10028333m.g, Thhalv10028120m.g, Thhalv10028134m.g
OG0000289	Sp7g02680	Thhalv10027877m.g
OG0000290	Sp7g33110	Thhalv10024803m.g
OG0000290	Sp7g37500	Thhalv10022628m.g
OG0000291	Sp7g36760	Thhalv10024239m.g, Thhalv10024240m.g
OG0000291	SpUn0316_0020, Sp4g00570, SpUn0316_0030	Thhalv10000016m.g
OG0000292	Sp3g13150	Thhalv10019997m.g
OG0000292	Sp1g39890	Thhalv10011967m.g
OG0000292	Sp4g24740	Thhalv10016192m.g
OG0000293	Sp3g24100	Thhalv10001697m.g
OG0000293	Sp4g25600	Thhalv10001746m.g
OG0000294	Sp2g05280	Thhalv10023064m.g
OG0000294	Sp5g13370	Thhalv10010985m.g
OG0000294	Sp4g26530	Thhalv10001416m.g
OG0000295	Sp4g28310	Thhalv10001385m.g
OG0000295	Sp5g01810	Thhalv10005840m.g
OG0000295	Sp6g00950	Thhalv10028626m.g
OG0000296	Sp2g17520	Thhalv10005142m.g
OG0000296	Sp1g21890, Sp5g24740	Thhalv10009127m.g, Thhalv10019324m.g
OG0000297	Sp5g34370	Thhalv10017953m.g, Thhalv10008476m.g, Thhalv10008479m.g, Thhalv10008481m.g, Thhalv10017088m.g
OG0000298	Sp7g33420	Thhalv10025508m.g
OG0000298	Sp7g33040	Thhalv10025418m.g
OG0000298	Sp3g30470	Thhalv10022743m.g
OG0000299	Sp2g07330	Thhalv10019718m.g, Thhalv10009948m.g, Thhalv10026463m.g, Thhalv10017861m.g, Thhalv10026798m.g, Thhalv10029211m.g, Thhalv10005348m.g, Thhalv10029505m.g, Thhalv10006382m.g, Thhalv10019607m.g, Thhalv10024110m.g, Thhalv10019699m.g
OG0000300	Sp7g04390	Thhalv10027950m.g
OG0000300	Sp5g12240	Thhalv10010752m.g
OG0000300	Sp2g29090	Thhalv10004984m.g
OG0000301	Sp6g13770	Thhalv10015032m.g
OG0000301	Sp2g25580	Thhalv10005136m.g
OG0000301	Sp5g14530	Thhalv10010823m.g
OG0000302	Sp2g15730	Thhalv10004248m.g
OG0000302	Sp2g18380	Thhalv10004173m.g
OG0000302	Sp1g37740	Thhalv10011692m.g
OG0000302	Sp1g11490	Thhalv10007678m.g
OG0000303	Sp5g15130	Thhalv10002899m.g
OG0000303	Sp7g01570	Thhalv10000435m.g
OG0000304	Sp1g21420, Sp2g05140	Thhalv10007619m.g, Thhalv10007620m.g, Thhalv10007618m.g, Thhalv10013526m.g
OG0000305	Sp5g14900	Thhalv10002662m.g
OG0000305	Sp6g20840	Thhalv10014634m.g
OG0000305	Sp1g06150	Thhalv10008748m.g
OG0000306	Sp7g14750	Thhalv10023176m.g, Thhalv10016032m.g, Thhalv10015326m.g, Thhalv10015966m.g
OG0000306	Sp1g10110	Thhalv10028315m.g, Thhalv10027810m.g, Thhalv10027075m.g, Thhalv10015795m.g
OG0000307	SpUn1438_0010, Sp6g16210	Thhalv10013897m.g
OG0000307	Sp7g25760, Sp7g25640	Thhalv10025522m.g, Thhalv10025520m.g
OG0000307	Sp2g02660	Thhalv10013896m.g, Thhalv10013908m.g
OG0000308	Sp6g16060, Sp6g16070	Thhalv10013536m.g
OG0000308	Sp4g02010	Thhalv10028656m.g
OG0000308	Sp6g16080	Thhalv10013535m.g
OG0000309	Sp3g12710	Thhalv10020982m.g
OG0000309	Sp7g15710	Thhalv10025514m.g
OG0000309	Sp5g33480	Thhalv10018744m.g
OG0000310	Sp3g16110	Thhalv10020595m.g
OG0000310	Sp1g35550	Thhalv10011451m.g, Thhalv10012068m.g
OG0000310	Sp5g28760	Thhalv10018431m.g
OG0000311	Sp4g12620	Thhalv10017072m.g
OG0000311	Sp6g20290	Thhalv10014632m.g
OG0000311	Sp1g05900	Thhalv10008685m.g
OG0000312	Sp2g00060	Thhalv10023452m.g
OG0000312	Sp7g25690	Thhalv10025154m.g
OG0000312	Sp5g12760	Thhalv10010332m.g
OG0000313	Sp7g02970	Thhalv10027913m.g, Thhalv10027917m.g, Thhalv10027925m.g, Thhalv10028159m.g, Thhalv10027920m.g, Thhalv10027922m.g
OG0000313	Sp7g02960	Thhalv10027914m.g
OG0000313	Sp7g02930, Sp7g02920	Thhalv10026186m.g
OG0000314	Sp7g33910, Sp3g31450	Thhalv10026029m.g
OG0000314	Sp5g11030	Thhalv10011106m.g
OG0000316	Sp4g11970, Sp4g11960, Sp4g12000	Thhalv10016184m.g, Thhalv10016189m.g
OG0000317	Sp2g13400	Thhalv10003877m.g
OG0000317	SpUn0035_0050, SpUn0005_0230	Thhalv10027693m.g
OG0000317	Sp1g13050	Thhalv10007150m.g
OG0000318	Sp7g13200	Thhalv10012296m.g, Thhalv10011969m.g, Thhalv10017689m.g
OG0000318	Sp4g22790	Thhalv10017873m.g
OG0000318	Sp6g04670	Thhalv10017762m.g, Thhalv10017771m.g, Thhalv10017538m.g, Thhalv10017737m.g, Thhalv10029325m.g, Thhalv10017253m.g, Thhalv10017692m.g, Thhalv10017581m.g
OG0000319	Sp1g37770	Thhalv10029487m.g, Thhalv10011960m.g
OG0000319	Sp1g37610	Thhalv10012065m.g, Thhalv10003413m.g, Thhalv10017831m.g, Thhalv10003347m.g, Thhalv10003313m.g
OG0000319	Sp1g34800	Thhalv10003356m.g
OG0000323	SpUn0020_0070, Sp5g26910, Sp5g26900, Sp5g24210, Sp5g24500	Thhalv10019472m.g, Thhalv10018407m.g, Thhalv10018369m.g
OG0000325	Sp4g11610	Thhalv10016891m.g
OG0000325	Sp6g20960	Thhalv10014020m.g
OG0000325	Sp5g15240	Thhalv10002602m.g
OG0000326	Sp3g07280	Thhalv10021655m.g
OG0000326	Sp4g20630	Thhalv10017321m.g, Thhalv10011006m.g, Thhalv10028262m.g
OG0000326	Sp6g40870	Thhalv10014842m.g
OG0000327	Sp4g18400	Thhalv10017417m.g
OG0000327	Sp5g09710, Sp1g40410, SpUn1753_0010, Sp3g09740	Thhalv10010818m.g
OG0000328	Sp6g07010	Thhalv10028984m.g
OG0000328	Sp1g28640, Sp1g28650	Thhalv10029481m.g, Thhalv10008838m.g, Thhalv10008851m.g
OG0000329	Sp4g27620, Sp7g18740	Thhalv10016531m.g
OG0000329	Sp4g27610	Thhalv10001282m.g
OG0000329	Sp4g27600	Thhalv10010304m.g
OG0000330	Sp6g00440	Thhalv10028550m.g
OG0000330	Sp4g28040	Thhalv10001389m.g
OG0000330	Sp1g00720	Thhalv10007350m.g
OG0000331	Sp4g09920	Thhalv10015738m.g, Thhalv10016035m.g
OG0000332	Sp1g12310	Thhalv10008978m.g
OG0000332	Sp5g24460	Thhalv10019263m.g
OG0000332	Sp1g22170	Thhalv10008974m.g
OG0000333	Sp2g28090	Thhalv10003890m.g
OG0000333	Sp5g14540	Thhalv10010235m.g
OG0000333	Sp6g33170	Thhalv10013088m.g
OG0000334	Sp5g08510	Thhalv10005213m.g
OG0000334	Sp2g16650	Thhalv10011086m.g
OG0000334	Sp2g20860	Thhalv10005214m.g
OG0000335	Sp3g05550	Thhalv10020121m.g
OG0000335	Sp2g19790, SpUn0021_0060	Thhalv10003711m.g
OG0000335	Sp3g05570	Thhalv10020142m.g
OG0000336	Sp6g02130	Thhalv10028960m.g
OG0000336	Sp3g15030	Thhalv10021535m.g
OG0000336	Sp7g14510	Thhalv10026243m.g
OG0000336	Sp1g01740	Thhalv10008661m.g
OG0000337	Sp6g28460	Thhalv10013907m.g
OG0000337	Sp3g01300	Thhalv10021014m.g
OG0000337	Sp3g07290	Thhalv10022220m.g
OG0000338	Sp2g04740	Thhalv10023605m.g
OG0000338	Sp1g09070	Thhalv10008290m.g
OG0000339	Sp6g20510	Thhalv10015631m.g
OG0000339	Sp6g20880, Sp6g20870	Thhalv10012780m.g
OG0000339	Sp6g22300	Thhalv10015822m.g
OG0000340	Sp1g41100	Thhalv10011330m.g
OG0000340	Sp3g11680	Thhalv10020346m.g
OG0000340	Sp6g18300	Thhalv10013030m.g
OG0000341	Sp1g05640	Thhalv10015256m.g, Thhalv10009803m.g
OG0000341	SpUn0333_0010	Thhalv10012014m.g, Thhalv10011483m.g
OG0000342	Sp3g24140	Thhalv10013780m.g, Thhalv10009801m.g, Thhalv10028086m.g, Thhalv10013894m.g, Thhalv10015724m.g, Thhalv10017659m.g, Thhalv10027445m.g, Thhalv10015550m.g
OG0000343	Sp6g34180, Sp6g34190, Sp6g34170	Thhalv10013084m.g, Thhalv10014065m.g, Thhalv10013168m.g
OG0000344	Sp5g15390, Sp5g15380	Thhalv10003104m.g, Thhalv10002849m.g, Thhalv10002730m.g, Thhalv10002781m.g
OG0000344	Sp1g23310	Thhalv10002970m.g, Thhalv10002555m.g, Thhalv10007473m.g
OG0000345	Sp3g12920, Sp3g12910	Thhalv10020855m.g
OG0000345	Sp3g12900	Thhalv10021993m.g, Thhalv10022214m.g, Thhalv10021962m.g
OG0000346	Sp1g38970	Thhalv10011217m.g
OG0000346	Sp5g35770, Sp3g14330	Thhalv10020009m.g
OG0000347	Sp7g31970	Thhalv10024715m.g
OG0000347	Sp3g17530	Thhalv10020363m.g
OG0000347	Sp3g28600	Thhalv10022606m.g
OG0000348	Sp7g27350	Thhalv10026574m.g
OG0000348	Sp7g24210	Thhalv10026577m.g
OG0000349	SpUn0966_0010	Thhalv10012086m.g
OG0000350	Sp7g02830	Thhalv10028123m.g
OG0000351	Sp4g01170, Sp6g08560	Thhalv10015438m.g
OG0000351	Sp5g19130, Sp6g14040, Sp3g26510, Sp7g03620	Thhalv10022981m.g, Thhalv10015876m.g, Thhalv10002323m.g, Thhalv10023973m.g, Thhalv10002303m.g, Thhalv10026863m.g, Thhalv10002178m.g, Thhalv10012177m.g
OG0000352	Sp5g23990	Thhalv10009624m.g, Thhalv10015293m.g, Thhalv10023818m.g, Thhalv10029524m.g, Thhalv10026508m.g, Thhalv10003328m.g, Thhalv10002784m.g, Thhalv10000458m.g, Thhalv10023047m.g, Thhalv10023169m.g
OG0000354	Sp2g04010	Thhalv10023569m.g
OG0000354	Sp2g04020	Thhalv10024059m.g
OG0000354	Sp2g04030, Sp2g04040	Thhalv10023573m.g, Thhalv10023869m.g, Thhalv10023904m.g
OG0000355	Sp2g04880	Thhalv10023890m.g
OG0000355	Sp2g04890	Thhalv10024091m.g
OG0000355	Sp2g03170	Thhalv10023839m.g, Thhalv10024043m.g, Thhalv10023878m.g, Thhalv10023845m.g, Thhalv10023947m.g, Thhalv10023885m.g, Thhalv10024036m.g, Thhalv10024022m.g, Thhalv10023802m.g
OG0000356	Sp1g13520	Thhalv10006563m.g
OG0000356	Sp3g14720	Thhalv10019897m.g
OG0000356	Sp5g36020	Thhalv10018005m.g
OG0000357	Sp4g05930	Thhalv10002019m.g
OG0000357	Sp1g18770, Sp1g18780	Thhalv10007945m.g
OG0000358	Sp4g00830	Thhalv10012053m.g
OG0000358	Sp4g00840	Thhalv10000678m.g, Thhalv10000558m.g, Thhalv10000725m.g
OG0000358	Sp1g28130, Sp1g30040, Sp1g28120, Sp5g19690, Sp1g30030, Sp1g29680, Sp1g19730	Thhalv10009897m.g, Thhalv10009987m.g
OG0000359	Sp1g05470	Thhalv10006911m.g
OG0000359	Sp4g13180	Thhalv10016294m.g
OG0000359	Sp3g03450	Thhalv10020135m.g
OG0000359	Sp2g19350	Thhalv10003694m.g
OG0000359	Sp3g05890	Thhalv10020138m.g
OG0000359	Sp3g04710	Thhalv10020100m.g
OG0000359	Sp6g27650	Thhalv10015777m.g
OG0000360	Sp5g12000	Thhalv10010280m.g
