Orthogroup	S_parvula	S_diversifolius
OG0000201	Sp7g25150	Sdiv_ptg000004l_1480-R
OG0000201	Sp6g16600	Sdiv_ptg000009l_2267-R
OG0000202	Sp5g26960	Sdiv_ptg000015l_0643-R
OG0000202	Sp6g36710	Sdiv_ptg000009l_0351-R, Sdiv_ptg000010l_2578-R, Sdiv_ptg000010l_1375-R, Sdiv_ptg000010l_1342-R, Sdiv_ptg000010l_1340-R
OG0000203	Sp1g03080	Sdiv_ptg000003l_2752-R, Sdiv_ptg000014l_0212-R
OG0000204	SpUn0119_0010, Sp3g20590	Sdiv_ptg000013l_0700-R, Sdiv_ptg000001l_0753-R
OG0000204	Sp2g08590	Sdiv_ptg000007l_0600-R
OG0000204	Sp7g12800	Sdiv_ptg000014l_1307-R
OG0000204	Sp7g12780	Sdiv_ptg000004l_0571-R, Sdiv_ptg000005l_0274-R
OG0000205	Sp1g03200	Sdiv_ptg000014l_0219-R
OG0000205	Sp1g03155	Sdiv_ptg000014l_0216-R
OG0000205	Sp6g21240	Sdiv_ptg000010l_0634-R
OG0000206	Sp7g01120	Sdiv_ptg000004l_0081-R
OG0000206	Sp2g16420	Sdiv_ptg000012l_1082-R
OG0000206	Sp5g22640	Sdiv_ptg000015l_0961-R
OG0000206	Sp3g29830, Sp3g00300	Sdiv_ptg000001l_2288-R
OG0000207	Sp7g20270	Sdiv_ptg000004l_1123-R
OG0000207	Sp6g04510	Sdiv_ptg000009l_1556-R
OG0000207	Sp1g10650	Sdiv_ptg000003l_2153-R
OG0000207	Sp2g02300	Sdiv_ptg000012l_2216-R
OG0000208	Sp1g03580	Sdiv_ptg000003l_2710-R
OG0000208	Sp4g15440	Sdiv_ptg000022l_0762-R
OG0000208	Sp4g15000	Sdiv_ptg000008l_0839-R
OG0000208	Sp1g03590	Sdiv_ptg000014l_0253-R
OG0000209	Sp7g13550	Sdiv_ptg000004l_0632-R
OG0000211	Sp6g10910, Sp2g07770, Sp2g04760, Sp2g04940	Sdiv_ptg000007l_0304-R
OG0000213	Sp5g32700	Sdiv_ptg000004l_0147-R
OG0000213	Sp5g32710	Sdiv_ptg000002l_1908-R
OG0000213	Sp2g01440	Sdiv_ptg000012l_2265-R
OG0000213	Sp2g01450	Sdiv_ptg000012l_2264-R
OG0000214	Sp2g13620	Sdiv_ptg000012l_1294-R
OG0000214	Sp2g13640	Sdiv_ptg000007l_0946-R
OG0000214	Sp2g13635	Sdiv_ptg000012l_1293-R, Sdiv_ptg000015l_1095-R
OG0000222	Sp7g21200	Sdiv_ptg000004l_1188-R
OG0000223	Sp4g20620, Sp6g35780	Sdiv_ptg000009l_2569-R, Sdiv_ptg000001l_0255-R, Sdiv_ptg000022l_1339-R
OG0000224	Sp5g09400	Sdiv_ptg000015l_1722-R, Sdiv_ptg000002l_0386-R
OG0000224	Sp4g18760	Sdiv_ptg000022l_1179-R
OG0000224	Sp6g39030	Sdiv_ptg000009l_0180-R
OG0000224	Sp7g24480	Sdiv_ptg000005l_1130-R
OG0000226	Sp5g21580	Sdiv_ptg000008l_1534-R
OG0000226	Sp2g04170	Sdiv_ptg000012l_2110-R
OG0000227	Sp4g26450	Sdiv_ptg000018l_0253-R
OG0000228	Sp4g28770	Sdiv_ptg000022l_1947-R
OG0000228	Sp3g21360	Sdiv_ptg000022l_1949-R
OG0000228	Sp4g28780	Sdiv_ptg000018l_0095-R, Sdiv_ptg000022l_1948-R
OG0000228	Sp6g18280, Sp6g18290	Sdiv_ptg000009l_2407-R
OG0000230	Sp2g21770	Sdiv_ptg000007l_1519-R
OG0000230	Sp6g31940	Sdiv_ptg000009l_0721-R
OG0000230	Sp5g36030	Sdiv_ptg000002l_2152-R
OG0000230	Sp3g33230	Sdiv_ptg000001l_0079-R
OG0000231	Sp6g26900	Sdiv_ptg000010l_0194-R
OG0000231	Sp2g13430, SpUn1226_0010	Sdiv_ptg000007l_0931-R
OG0000231	Sp5g21030	Sdiv_ptg000015l_1053-R, Sdiv_ptg000002l_1059-R
OG0000232	Sp2g25710	Sdiv_ptg000007l_1804-R
OG0000232	Sp1g12770	Sdiv_ptg000014l_0937-R, Sdiv_ptg000003l_1993-R
OG0000232	Sp2g13870	Sdiv_ptg000012l_1272-R
OG0000233	Sp1g15710	Sdiv_ptg000014l_1152-R, Sdiv_ptg000003l_0220-R
OG0000233	Sp6g23970	Sdiv_ptg000009l_1384-R, Sdiv_ptg000010l_0420-R
OG0000235	Sp5g15020	Sdiv_ptg000002l_0809-R
OG0000236	Sp6g18460	Sdiv_ptg000004l_1421-R, Sdiv_ptg000010l_0861-R
OG0000236	Sp3g33070	Sdiv_ptg000001l_0090-R
OG0000238	Sp2g05830	Sdiv_ptg000003l_2349-R, Sdiv_ptg000003l_2356-R
OG0000239	Sp3g29100	Sdiv_ptg000013l_0317-R, Sdiv_ptg000011l_0317-R
OG0000244	Sp2g09230	Sdiv_ptg000007l_0647-R
OG0000245	Sp7g33610	Sdiv_ptg000005l_1782-R, Sdiv_ptg000004l_2102-R
OG0000245	Sp3g24150	Sdiv_ptg000013l_0471-R
OG0000245	Sp7g24930	Sdiv_ptg000004l_1467-R
OG0000247	Sp6g39900	Sdiv_ptg000010l_2804-R
OG0000247	Sp3g07860	Sdiv_ptg000013l_1661-R, Sdiv_ptg000001l_1725-R
OG0000247	Sp4g21700	Sdiv_ptg000008l_1322-R
OG0000248	Sp4g18390, Sp3g09750, Sp5g09720, Sp6g36780	Sdiv_ptg000009l_0346-R, Sdiv_ptg000008l_1079-R
OG0000250	Sp5g31140	Sdiv_ptg000015l_0355-R, Sdiv_ptg000002l_1798-R
OG0000250	Sp1g18010	Sdiv_ptg000003l_0397-R, Sdiv_ptg000014l_1332-R
OG0000250	Sp4g00100, Sp7g37260	Sdiv_ptg000004l_2351-R
OG0000251	Sp2g27810	Sdiv_ptg000012l_0224-R
OG0000251	Sp6g33540	Sdiv_ptg000009l_0591-R, Sdiv_ptg000010l_2337-R
OG0000251	Sp7g36530	Sdiv_ptg000004l_2304-R, Sdiv_ptg000005l_1998-R
OG0000253	Sp1g01260	Sdiv_ptg000003l_2872-R, Sdiv_ptg000014l_0079-R
OG0000253	Sp4g28880	Sdiv_ptg000022l_1956-R, Sdiv_ptg000018l_0087-R
OG0000253	Sp6g01430	Sdiv_ptg000010l_0086-R, Sdiv_ptg000009l_2919-R
OG0000254	Sp4g29000	Sdiv_ptg000022l_1966-R, Sdiv_ptg000018l_0077-R
OG0000254	Sp1g01570	Sdiv_ptg000014l_0100-R
OG0000254	Sp5g01220	Sdiv_ptg000015l_2328-R
OG0000255	Sp7g22950, Sp7g22930	Sdiv_ptg000005l_1025-R, Sdiv_ptg000004l_1319-R
OG0000255	Sp4g29540	Sdiv_ptg000015l_2363-R
OG0000256	Sp5g00770	Sdiv_ptg000016l_0255-R
OG0000256	Sp4g29670	Sdiv_ptg000018l_0032-R
OG0000256	Sp7g20240	Sdiv_ptg000005l_0805-R
OG0000260	Sp2g19170	Sdiv_ptg000007l_1344-R
OG0000260	Sp3g06050	Sdiv_ptg000013l_1794-R
OG0000260	Sp3g22570, SpUn0027_0050	Sdiv_ptg000001l_0585-R
OG0000261	Sp3g23020	Sdiv_ptg000001l_0553-R
OG0000261	Sp2g18690	Sdiv_ptg000012l_0907-R, Sdiv_ptg000007l_1315-R
OG0000262	Sp3g02760	Sdiv_ptg000001l_2103-R, Sdiv_ptg000013l_2019-R
OG0000262	Sp6g23540	Sdiv_ptg000009l_1421-R, Sdiv_ptg000010l_0460-R
OG0000262	Sp6g26350	Sdiv_ptg000009l_1196-R, Sdiv_ptg000010l_0233-R
OG0000263	Sp1g41770, Sp5g25410, Sp1g41780	Sdiv_ptg000003l_0016-R
OG0000264	Sp6g00900	Sdiv_ptg000009l_2956-R
OG0000266	Sp7g22900	Sdiv_ptg000004l_1315-R, Sdiv_ptg000010l_1304-R, Sdiv_ptg000005l_1024-R, Sdiv_ptg000009l_1970-R
OG0000266	Sp5g13410	Sdiv_ptg000015l_1443-R, Sdiv_ptg000002l_0683-R
OG0000268	Sp5g17300	Sdiv_ptg000015l_1215-R, Sdiv_ptg000002l_0923-R
OG0000268	Sp7g31610	Sdiv_ptg000007l_0305-R
OG0000269	Sp3g19300	Sdiv_ptg000001l_0852-R, Sdiv_ptg000013l_0793-R
OG0000269	Sp1g38330	Sdiv_ptg000014l_1462-R
OG0000269	Sp1g15810	Sdiv_ptg000003l_0228-R, Sdiv_ptg000014l_1158-R
OG0000270	Sp3g21180	Sdiv_ptg000013l_0654-R
OG0000270	Sp3g21130, SpUn0047_0020	Sdiv_ptg000001l_0695-R
OG0000270	Sp3g21120, SpUn0047_0010, Sp3g21140	Sdiv_ptg000013l_0658-R, Sdiv_ptg000013l_0656-R
OG0000272	Sp4g13870	Sdiv_ptg000022l_0878-R
OG0000272	Sp1g04840	Sdiv_ptg000014l_0343-R
OG0000272	Sp5g03680	Sdiv_ptg000016l_0048-R
OG0000274	Sp7g21260	Sdiv_ptg000004l_1192-R
OG0000274	Sp6g05980, Sp6g05970, Sp6g05950, Sp6g05940	Sdiv_ptg000004l_1190-R
OG0000276	SpUn0122_0010, SpUn0105_0010, SpUn0093_0010, SpUn0154_0010, Sp4g09770, SpUn0012_0060, SpUn0154_0020, Sp4g09790, SpUn0012_0040, SpUn0105_0020, SpUn0093_0020	Sdiv_ptg000022l_0495-R, Sdiv_ptg000022l_0497-R
OG0000277	Sp5g30950, Sp5g30970	Sdiv_ptg000002l_1782-R
OG0000284	Sp2g23480, Sp5g13120	Sdiv_ptg000015l_1472-R
OG0000284	Sp4g03060	Sdiv_ptg000008l_0206-R
OG0000284	Sp7g28670	Sdiv_ptg000022l_0200-R
OG0000286	Sp5g15560	Sdiv_ptg000003l_2508-R, Sdiv_ptg000010l_0611-R
OG0000287	Sp6g22240	Sdiv_ptg000009l_2725-R
OG0000287	Sp5g08910	Sdiv_ptg000015l_1756-R, Sdiv_ptg000002l_0357-R
OG0000287	Sp4g19500	Sdiv_ptg000008l_1157-R
OG0000288	Sp3g03290	Sdiv_ptg000008l_0881-R, Sdiv_ptg000014l_0228-R, Sdiv_ptg000022l_0946-R, Sdiv_ptg000003l_2735-R
OG0000289	Sp7g02730	Sdiv_ptg000027l_0141-R
OG0000289	Sp7g02700, Sp7g02680	Sdiv_ptg000027l_0142-R
OG0000290	Sp7g33110	Sdiv_ptg000004l_2067-R, Sdiv_ptg000005l_1755-R
OG0000290	Sp3g30640	Sdiv_ptg000013l_0241-R, Sdiv_ptg000011l_0247-R, Sdiv_ptg000001l_0259-R
OG0000291	Sp7g36760	Sdiv_ptg000008l_0044-R
OG0000291	SpUn0316_0020, Sp4g00570, SpUn0316_0030	Sdiv_ptg000005l_1991-R, Sdiv_ptg000004l_2295-R, Sdiv_ptg000022l_0035-R
OG0000292	Sp3g13150	Sdiv_ptg000001l_1320-R, Sdiv_ptg000013l_1260-R
OG0000292	Sp1g39890	Sdiv_ptg000014l_2788-R, Sdiv_ptg000003l_1838-R
OG0000292	Sp4g24740	Sdiv_ptg000018l_0369-R
OG0000293	Sp3g24100	Sdiv_ptg000018l_0296-R
OG0000293	Sp4g25600	Sdiv_ptg000018l_0297-R
OG0000294	Sp2g05280	Sdiv_ptg000012l_2024-R
OG0000294	Sp5g13370	Sdiv_ptg000015l_1446-R
OG0000294	Sp4g26530	Sdiv_ptg000018l_0248-R
OG0000295	Sp4g28310	Sdiv_ptg000018l_0127-R
OG0000295	Sp5g01810	Sdiv_ptg000015l_2284-R
OG0000296	Sp2g17520	Sdiv_ptg000007l_1221-R, Sdiv_ptg000012l_0998-R
OG0000296	Sp1g21890	Sdiv_ptg000014l_2531-R
OG0000296	Sp5g24740	Sdiv_ptg000002l_1338-R
OG0000297	Sp5g34370	Sdiv_ptg000008l_0965-R, Sdiv_ptg000014l_2218-R, Sdiv_ptg000014l_2217-R
OG0000298	Sp7g33420	Sdiv_ptg000004l_2085-R, Sdiv_ptg000005l_1772-R
OG0000298	Sp3g30470	Sdiv_ptg000013l_0251-R
OG0000300	Sp7g04390	Sdiv_ptg000027l_0071-R
OG0000300	Sp5g12240	Sdiv_ptg000002l_0604-R, Sdiv_ptg000015l_1527-R
OG0000300	Sp2g29090	Sdiv_ptg000007l_2039-R, Sdiv_ptg000012l_0118-R
OG0000301	Sp6g13770	Sdiv_ptg000009l_2048-R, Sdiv_ptg000010l_1224-R, Sdiv_ptg000010l_1225-R
OG0000301	Sp2g25580	Sdiv_ptg000012l_0402-R
OG0000301	Sp5g14530	Sdiv_ptg000002l_0781-R
OG0000302	Sp2g15730	Sdiv_ptg000007l_1093-R
OG0000302	Sp2g18380	Sdiv_ptg000007l_1287-R, Sdiv_ptg000012l_0938-R
OG0000302	Sp1g11490	Sdiv_ptg000003l_2085-R
OG0000303	Sp5g15130	Sdiv_ptg000002l_0819-R, Sdiv_ptg000015l_1330-R
OG0000303	Sp7g01570	Sdiv_ptg000002l_1378-R
OG0000304	Sp1g21420	Sdiv_ptg000022l_0874-R, Sdiv_ptg000003l_2488-R, Sdiv_ptg000009l_2707-R, Sdiv_ptg000010l_0575-R
OG0000305	Sp5g14900	Sdiv_ptg000002l_0801-R, Sdiv_ptg000015l_1349-R
OG0000305	Sp6g20840	Sdiv_ptg000009l_2623-R, Sdiv_ptg000010l_0664-R
OG0000305	Sp1g06150	Sdiv_ptg000014l_0434-R
OG0000306	Sp7g14750	Sdiv_ptg000009l_2250-R
OG0000307	SpUn1438_0010, Sp6g16210	Sdiv_ptg000009l_2229-R
OG0000307	Sp2g02660	Sdiv_ptg000009l_2228-R
OG0000308	Sp6g16060, Sp6g16070	Sdiv_ptg000010l_1058-R
OG0000309	Sp3g12710	Sdiv_ptg000013l_1290-R
OG0000309	Sp7g15710	Sdiv_ptg000004l_0876-R
OG0000310	Sp3g16110	Sdiv_ptg000001l_1097-R
OG0000310	Sp1g35550	Sdiv_ptg000003l_1540-R
OG0000310	Sp5g28760	Sdiv_ptg000002l_1624-R, Sdiv_ptg000015l_0531-R
OG0000311	Sp4g12620	Sdiv_ptg000022l_0708-R, Sdiv_ptg000008l_0666-R
OG0000311	Sp6g20290	Sdiv_ptg000010l_0708-R
OG0000311	Sp1g05900	Sdiv_ptg000014l_0421-R, Sdiv_ptg000003l_2546-R
OG0000312	Sp2g00060	Sdiv_ptg000007l_0006-R
OG0000312	Sp7g25690	Sdiv_ptg000004l_1524-R
OG0000312	Sp5g12760	Sdiv_ptg000002l_0634-R
OG0000313	Sp7g02970, Sp7g02960, Sp7g02930, Sp7g02920	Sdiv_ptg000027l_0133-R
OG0000314	Sp7g33910, Sp3g31450	Sdiv_ptg000004l_2125-R, Sdiv_ptg000005l_1805-R
OG0000316	Sp4g11970, Sp4g11960	Sdiv_ptg000022l_0651-R
OG0000316	Sp4g12000	Sdiv_ptg000008l_0618-R
OG0000317	Sp2g13400	Sdiv_ptg000012l_1314-R
OG0000317	SpUn0035_0050, SpUn0005_0230	Sdiv_ptg000004l_0269-R, Sdiv_ptg000004l_0294-R
OG0000317	Sp1g13050	Sdiv_ptg000003l_1975-R
OG0000323	SpUn0020_0070, Sp5g26910, Sp5g26900, Sp5g24210, Sp5g24500	Sdiv_ptg000007l_0741-R, Sdiv_ptg000007l_0640-R
OG0000325	Sp4g11610	Sdiv_ptg000022l_0610-R
OG0000325	Sp6g20960	Sdiv_ptg000010l_0654-R
OG0000325	Sp5g15240	Sdiv_ptg000015l_1323-R, Sdiv_ptg000002l_0826-R
OG0000326	Sp3g07280	Sdiv_ptg000001l_1770-R
OG0000326	Sp4g20630	Sdiv_ptg000022l_1340-R
OG0000327	Sp5g09710, Sp1g40410, SpUn1753_0010	Sdiv_ptg000015l_1697-R, Sdiv_ptg000008l_1080-R
OG0000328	Sp6g07010	Sdiv_ptg000009l_1713-R, Sdiv_ptg000010l_1562-R
OG0000328	Sp1g28640, Sp1g28650	Sdiv_ptg000003l_1180-R
OG0000329	Sp4g27620, Sp7g18740	Sdiv_ptg000018l_0177-R
OG0000329	Sp4g27610	Sdiv_ptg000018l_0178-R
OG0000330	Sp6g00440	Sdiv_ptg000010l_0019-R, Sdiv_ptg000009l_2995-R
OG0000330	Sp1g00720	Sdiv_ptg000014l_0044-R, Sdiv_ptg000003l_2913-R
OG0000332	Sp1g12310	Sdiv_ptg000014l_0900-R
OG0000332	Sp5g24460	Sdiv_ptg000015l_0833-R
OG0000332	Sp1g22170	Sdiv_ptg000014l_2506-R, Sdiv_ptg000003l_0690-R
OG0000333	Sp2g28090	Sdiv_ptg000012l_0198-R
OG0000333	Sp5g14540	Sdiv_ptg000015l_1361-R, Sdiv_ptg000002l_0782-R
OG0000333	Sp6g33170	Sdiv_ptg000010l_2306-R
OG0000334	Sp5g08510	Sdiv_ptg000015l_1783-R
OG0000334	Sp2g20860	Sdiv_ptg000012l_0750-R, Sdiv_ptg000007l_1456-R
OG0000335	Sp3g05550	Sdiv_ptg000013l_1828-R
OG0000335	Sp2g19790, SpUn0021_0060	Sdiv_ptg000012l_0828-R, Sdiv_ptg000007l_1386-R
OG0000336	Sp6g02130	Sdiv_ptg000009l_2864-R
OG0000336	Sp1g01740	Sdiv_ptg000003l_2848-R
OG0000337	Sp6g28460	Sdiv_ptg000009l_1013-R
OG0000337	Sp3g01300	Sdiv_ptg000001l_2214-R, Sdiv_ptg000013l_2117-R
OG0000337	Sp3g07290	Sdiv_ptg000001l_1769-R
OG0000338	Sp2g04740	Sdiv_ptg000012l_2069-R
OG0000338	Sp1g09070	Sdiv_ptg000003l_2281-R
OG0000339	Sp6g20880, Sp6g20870	Sdiv_ptg000010l_0667-R
OG0000340	Sp1g41100	Sdiv_ptg000014l_2883-R, Sdiv_ptg000003l_0057-R
OG0000340	Sp6g18300	Sdiv_ptg000010l_0877-R, Sdiv_ptg000009l_2409-R
OG0000341	Sp1g05640	Sdiv_ptg000009l_2042-R
OG0000343	Sp6g34180	Sdiv_ptg000009l_0546-R
OG0000344	Sp1g23310	Sdiv_ptg000002l_0830-R
OG0000345	Sp3g12920	Sdiv_ptg000001l_1342-R
OG0000345	Sp3g12910	Sdiv_ptg000013l_1278-R
OG0000345	Sp3g12900	Sdiv_ptg000013l_1279-R
OG0000346	Sp1g38970	Sdiv_ptg000014l_2728-R, Sdiv_ptg000003l_1768-R
OG0000346	Sp5g35770	Sdiv_ptg000015l_0026-R
OG0000346	Sp3g14330	Sdiv_ptg000001l_1232-R, Sdiv_ptg000013l_1173-R
OG0000347	Sp7g31970	Sdiv_ptg000005l_1672-R, Sdiv_ptg000004l_1982-R
OG0000347	Sp3g17530	Sdiv_ptg000013l_0931-R
OG0000347	Sp3g28600	Sdiv_ptg000011l_0336-R, Sdiv_ptg000013l_0337-R
OG0000348	Sp7g27350	Sdiv_ptg000005l_1344-R, Sdiv_ptg000004l_1648-R
OG0000348	Sp7g24210	Sdiv_ptg000005l_1111-R
OG0000349	SpUn0966_0010	Sdiv_ptg000003l_1671-R
OG0000354	Sp2g04010	Sdiv_ptg000012l_2119-R
OG0000355	Sp2g03170	Sdiv_ptg000012l_2164-R
OG0000356	Sp1g13520	Sdiv_ptg000003l_1934-R
OG0000356	Sp3g14720	Sdiv_ptg000001l_1205-R
OG0000356	Sp5g36020	Sdiv_ptg000015l_0003-R, Sdiv_ptg000002l_2151-R
OG0000357	Sp4g05930	Sdiv_ptg000022l_0347-R
OG0000357	Sp1g18770	Sdiv_ptg000014l_1398-R
OG0000357	Sp1g18780	Sdiv_ptg000014l_1400-R
OG0000359	Sp1g05470, Sp4g13180, Sp3g03450, Sp2g19350, Sp3g05890, Sp3g04710, Sp6g27650	Sdiv_ptg000010l_0137-R
OG0000360	Sp5g12000, Sp5g11990, Sp5g11980, Sp2g22140, Sp5g11960	Sdiv_ptg000002l_0586-R, Sdiv_ptg000015l_1543-R
OG0000361	Sp7g10790, Sp2g09440	Sdiv_ptg000005l_0681-R
OG0000361	Sp7g14110	Sdiv_ptg000005l_0682-R, Sdiv_ptg000005l_0690-R
OG0000362	Sp4g05365, Sp7g08835, Sp5g19015, Sp2g07455, Sp1g31095	Sdiv_ptg000004l_0349-R
OG0000362	Sp3g27245, Sp3g26825, Sp3g23265	Sdiv_ptg000022l_0377-R
OG0000363	Sp1g24830	Sdiv_ptg000014l_2296-R
OG0000363	SpUn0988_0010	Sdiv_ptg000014l_2295-R, Sdiv_ptg000014l_2292-R, Sdiv_ptg000014l_2289-R, Sdiv_ptg000014l_2286-R
OG0000363	Sp1g24835, Sp1g24850	Sdiv_ptg000003l_0900-R
OG0000369	Sp2g10690, Sp7g17430, Sp5g04150	Sdiv_ptg000007l_0730-R
OG0000370	Sp1g17220, SpUn1164_0010, Sp1g17230	Sdiv_ptg000014l_1263-R, Sdiv_ptg000005l_0191-R, Sdiv_ptg000003l_0542-R, Sdiv_ptg000003l_0334-R
OG0000371	Sp4g01010	Sdiv_ptg000010l_2495-R
OG0000372	Sp4g12250	Sdiv_ptg000008l_0633-R
OG0000372	Sp4g20250	Sdiv_ptg000022l_1307-R, Sdiv_ptg000008l_1214-R
OG0000373	Sp5g08520	Sdiv_ptg000002l_0328-R
OG0000373	Sp4g20160	Sdiv_ptg000022l_1300-R
OG0000373	Sp4g20140	Sdiv_ptg000022l_1299-R
OG0000374	Sp1g25310, Sp1g25300, SpUn1257_0010	Sdiv_ptg000014l_2251-R, Sdiv_ptg000003l_0933-R
OG0000375	Sp4g16530	Sdiv_ptg000022l_1017-R, Sdiv_ptg000008l_0951-R
OG0000376	Sp7g21890	Sdiv_ptg000004l_1232-R
OG0000376	Sp2g00300	Sdiv_ptg000007l_0025-R
OG0000377	Sp4g01280	Sdiv_ptg000008l_0094-R
OG0000377	Sp6g33230	Sdiv_ptg000009l_0616-R
OG0000377	Sp7g36090	Sdiv_ptg000004l_2283-R
OG0000378	Sp5g04310	Sdiv_ptg000002l_0002-R
OG0000378	Sp5g04360	Sdiv_ptg000002l_0006-R, Sdiv_ptg000015l_2093-R
OG0000379	Sp4g26180	Sdiv_ptg000022l_1764-R
OG0000379	Sp5g03250	Sdiv_ptg000015l_2180-R
OG0000379	Sp6g33800	Sdiv_ptg000009l_0573-R
OG0000380	Sp4g27370	Sdiv_ptg000022l_1844-R, Sdiv_ptg000022l_1841-R
OG0000380	Sp5g02480	Sdiv_ptg000016l_0128-R
OG0000381	Sp1g19830	Sdiv_ptg000014l_2669-R
OG0000381	Sp1g19840, Sp1g19870, Sp1g19880	Sdiv_ptg000003l_0535-R
OG0000383	Sp5g30960	Sdiv_ptg000007l_1043-R
OG0000383	Sp2g15040, Sp1g11830	Sdiv_ptg000003l_2079-R
OG0000383	Sp1g22720	Sdiv_ptg000003l_0737-R
OG0000384	Sp6g39720	Sdiv_ptg000010l_2795-R, Sdiv_ptg000009l_0111-R
OG0000384	Sp3g07960	Sdiv_ptg000022l_0248-R, Sdiv_ptg000013l_1650-R
OG0000385	Sp6g34590	Sdiv_ptg000010l_2411-R, Sdiv_ptg000009l_0511-R
OG0000386	Sp3g04700	Sdiv_ptg000013l_1885-R
OG0000386	Sp6g29400	Sdiv_ptg000009l_0935-R, Sdiv_ptg000010l_1989-R
OG0000387	Sp7g14620	Sdiv_ptg000005l_0390-R
OG0000387	Sp3g05690	Sdiv_ptg000001l_1901-R, Sdiv_ptg000013l_1823-R
OG0000389	Sp6g00650	Sdiv_ptg000009l_2975-R
OG0000389	Sp4g27880	Sdiv_ptg000022l_1880-R
OG0000389	Sp5g02130	Sdiv_ptg000016l_0154-R
OG0000390	Sp7g20510	Sdiv_ptg000009l_1573-R, Sdiv_ptg000004l_1147-R
OG0000390	Sp6g24250	Sdiv_ptg000009l_1359-R
OG0000393	Sp5g07090	Sdiv_ptg000002l_0201-R
OG0000393	Sp5g15220, Sp6g20970	Sdiv_ptg000010l_0653-R
OG0000394	Sp7g27260, Sp6g18440, Sp3g33080	Sdiv_ptg000009l_2424-R, Sdiv_ptg000001l_0089-R, Sdiv_ptg000004l_1641-R
OG0000395	Sp7g24470	Sdiv_ptg000005l_1129-R
OG0000395	Sp1g41380	Sdiv_ptg000003l_0040-R
OG0000395	Sp6g17870	Sdiv_ptg000010l_0908-R
OG0000396	Sp5g21930	Sdiv_ptg000002l_1107-R
OG0000396	Sp6g17360	Sdiv_ptg000009l_2330-R, Sdiv_ptg000010l_0953-R
OG0000396	Sp7g24660	Sdiv_ptg000005l_1145-R
OG0000399	SpUN0538_0010, Sp5g04840	Sdiv_ptg000002l_0042-R, Sdiv_ptg000015l_2055-R
OG0000399	Sp6g31000	Sdiv_ptg000009l_0795-R, Sdiv_ptg000010l_2125-R
OG0000400	Sp3g09860	Sdiv_ptg000013l_1501-R, Sdiv_ptg000001l_1570-R
OG0000400	Sp6g36560	Sdiv_ptg000009l_0364-R, Sdiv_ptg000010l_2565-R
OG0000401	Sp6g36620	Sdiv_ptg000009l_0253-R, Sdiv_ptg000010l_2680-R
OG0000401	Sp3g08920	Sdiv_ptg000001l_1647-R
OG0000402	Sp6g39400	Sdiv_ptg000009l_0156-R
OG0000402	Sp3g08170	Sdiv_ptg000013l_1636-R
OG0000402	Sp5g09110	Sdiv_ptg000015l_1745-R
OG0000403	SpUn0310_0005	Sdiv_ptg000012l_0909-R
OG0000404	Sp1g40700	Sdiv_ptg000003l_0093-R
OG0000404	Sp5g27790	Sdiv_ptg000002l_1572-R
OG0000404	Sp3g12160	Sdiv_ptg000001l_1395-R
OG0000406	Sp3g16240	Sdiv_ptg000013l_1024-R
OG0000406	Sp1g35600	Sdiv_ptg000014l_1636-R, Sdiv_ptg000003l_1544-R
OG0000407	Sp3g18390	Sdiv_ptg000013l_0868-R
OG0000407	Sp3g18395	Sdiv_ptg000022l_0320-R, Sdiv_ptg000001l_0920-R
OG0000408	Sp4g12210	Sdiv_ptg000022l_0672-R
OG0000408	Sp4g12200	Sdiv_ptg000022l_0671-R, Sdiv_ptg000022l_0666-R
OG0000409	Sp7g00350	Sdiv_ptg000027l_0281-R
OG0000410	Sp7g26710	Sdiv_ptg000004l_1604-R, Sdiv_ptg000005l_1293-R
OG0000410	Sp2g08710	Sdiv_ptg000007l_0610-R, Sdiv_ptg000012l_1688-R
OG0000411	Sp7g26490	Sdiv_ptg000005l_1277-R
OG0000411	Sp3g33760	Sdiv_ptg000001l_0038-R
OG0000411	Sp1g02720	Sdiv_ptg000003l_2795-R, Sdiv_ptg000014l_0180-R
OG0000412	Sp1g38490	Sdiv_ptg000008l_0459-R
OG0000413	Sp7g03770	Sdiv_ptg000004l_0223-R
OG0000414	Sp5g33450	Sdiv_ptg000002l_1966-R
OG0000414	Sp5g33470	Sdiv_ptg000002l_1968-R
OG0000415	Sp6g03330	Sdiv_ptg000022l_1709-R
OG0000416	Sp1g04390	Sdiv_ptg000014l_0310-R
OG0000416	Sp4g14370	Sdiv_ptg000008l_0801-R
OG0000416	Sp7g12030	Sdiv_ptg000005l_0234-R, Sdiv_ptg000004l_0520-R
OG0000417	Sp5g22460	Sdiv_ptg000002l_1140-R
OG0000417	Sp7g31010	Sdiv_ptg000005l_1611-R
OG0000418	Sp2g05350	Sdiv_ptg000012l_2019-R, Sdiv_ptg000012l_2029-R, Sdiv_ptg000012l_2036-R, Sdiv_ptg000012l_2034-R, Sdiv_ptg000012l_2028-R, Sdiv_ptg000012l_2035-R, Sdiv_ptg000012l_2046-R
OG0000419	Sp3g25720	Sdiv_ptg000113l_0017-R, Sdiv_ptg000129l_0003-R, Sdiv_ptg000129l_0013-R, Sdiv_ptg000050l_0003-R, Sdiv_ptg000089l_0039-R, Sdiv_ptg001167l_0001-R, Sdiv_ptg001151l_0002-R, Sdiv_ptg000839c_0004-R, Sdiv_ptg000089l_0015-R, Sdiv_ptg000089l_0004-R
