Orthogroup	S_diversifolius	S_pinnata
OG0000077	Sdiv_ptg000012l_1643-R, Sdiv_ptg000007l_0643-R	Stapi.6662s0001, Stapi.0455s0003
OG0000080	Sdiv_ptg000002l_0823-R	Stapi.14275s0001
OG0000080	Sdiv_ptg000002l_0336-R, Sdiv_ptg000015l_1776-R, Sdiv_ptg000022l_1286-R	Stapi.4151s0001, Stapi.3274s0003
OG0000080	Sdiv_ptg000013l_1462-R	Stapi.3628s0004, Stapi.2736s0001
OG0000080	Sdiv_ptg000003l_1583-R, Sdiv_ptg000014l_1603-R	Stapi.1457s0008
OG0000080	Sdiv_ptg000015l_1328-R	Stapi.5506s0002
OG0000093	Sdiv_ptg000005l_1397-R	Stapi.4414s0005
OG0000093	Sdiv_ptg000002l_0958-R	Stapi.3377s0004
OG0000093	Sdiv_ptg000015l_1184-R	Stapi.1523s0002
OG0000093	Sdiv_ptg000001l_0466-R	Stapi.6181s0001
OG0000093	Sdiv_ptg000002l_2099-R	Stapi.25448s0001
OG0000093	Sdiv_ptg000012l_0380-R, Sdiv_ptg000007l_1812-R	Stapi.9223s0001, Stapi.10113s0002
OG0000093	Sdiv_ptg000009l_2481-R, Sdiv_ptg000010l_0805-R	Stapi.3635s0004
OG0000093	Sdiv_ptg000013l_0122-R, Sdiv_ptg000011l_0129-R, Sdiv_ptg000001l_0151-R	Stapi.5513s0002, Stapi.7229s0002
OG0000096	Sdiv_ptg000015l_1132-R	Stapi.0331s0007, Stapi.0147s0030, Stapi.0155s0038, Stapi.1871s0002, Stapi.0953s0005
OG0000096	Sdiv_ptg000008l_0395-R, Sdiv_ptg000003l_1373-R, Sdiv_ptg000015l_1290-R	Stapi.0196s0027
OG0000096	Sdiv_ptg000003l_1261-R, Sdiv_ptg000015l_1153-R, Sdiv_ptg000027l_0102-R, Sdiv_ptg000011l_0333-R, Sdiv_ptg000005l_0116-R, Sdiv_ptg000008l_0324-R, Sdiv_ptg000009l_2038-R, Sdiv_ptg000009l_1131-R, Sdiv_ptg000009l_2902-R, Sdiv_ptg000012l_1664-R, Sdiv_ptg000005l_0069-R	Stapi.0004s0028, Stapi.0363s0022, Stapi.1885s0002
OG0000104	Sdiv_ptg000009l_0630-R, Sdiv_ptg000010l_2296-R, Sdiv_ptg000007l_0317-R	Stapi.2418s0007
OG0000104	Sdiv_ptg000004l_2267-R	Stapi.9585s0001
OG0000105	Sdiv_ptg000012l_2201-R	Stapi.8225s0001
OG0000105	Sdiv_ptg000007l_0368-R	Stapi.1900s0005
OG0000107	Sdiv_ptg000014l_1853-R	Stapi.0434s0016, Stapi.7777s0002, Stapi.9090s0002, Stapi.1339s0006, Stapi.0434s0013, Stapi.7777s0001, Stapi.1978s0009
OG0000107	Sdiv_ptg000004l_0097-R	Stapi.1363s0006
OG0000108	Sdiv_ptg000003l_1507-R, Sdiv_ptg000003l_1541-R	Stapi.0230s0018, Stapi.1144s0001, Stapi.1144s0017, Stapi.0230s0015, Stapi.0230s0021, Stapi.23972s0001, Stapi.0230s0019, Stapi.1144s0015, Stapi.0230s0030, Stapi.1144s0010, Stapi.1144s0013, Stapi.1144s0014, Stapi.0230s0034, Stapi.0230s0032, Stapi.0230s0022, Stapi.1144s0009, Stapi.1144s0020, Stapi.1144s0006, Stapi.1144s0002, Stapi.1144s0019, Stapi.1144s0018, Stapi.0230s0013, Stapi.1144s0004, Stapi.1144s0003, Stapi.1144s0005, Stapi.0230s0014, Stapi.0230s0023, Stapi.1144s0011, Stapi.0230s0025, Stapi.0230s0028, Stapi.0230s0029, Stapi.0230s0027, Stapi.0230s0026, Stapi.1144s0012, Stapi.0230s0020, Stapi.0230s0016, Stapi.0230s0017, Stapi.0230s0031, Stapi.0230s0035, Stapi.0230s0033, Stapi.1144s0016
OG0000116	Sdiv_ptg000027l_0281-R	Stapi.2511s0001, Stapi.2882s0006, Stapi.20719s0001
OG0000119	Sdiv_ptg000022l_0242-R	Stapi.0768s0001, Stapi.3332s0006
OG0000122	Sdiv_ptg000015l_1320-R, Sdiv_ptg000015l_1308-R, Sdiv_ptg000022l_0611-R, Sdiv_ptg000010l_0628-R, Sdiv_ptg000009l_2655-R, Sdiv_ptg000022l_1280-R, Sdiv_ptg000002l_0828-R, Sdiv_ptg000008l_1190-R	Stapi.4430s0002
OG0000123	Sdiv_ptg000012l_1898-R, Sdiv_ptg000022l_0345-R, Sdiv_ptg000007l_0490-R, Sdiv_ptg000003l_1464-R, Sdiv_ptg000004l_0431-R, Sdiv_ptg000012l_1795-R, Sdiv_ptg000004l_0427-R, Sdiv_ptg000015l_1062-R, Sdiv_ptg000008l_0420-R, Sdiv_ptg000005l_0100-R, Sdiv_ptg000009l_1859-R, Sdiv_ptg000007l_0154-R, Sdiv_ptg000012l_1794-R, Sdiv_ptg000004l_0372-R, Sdiv_ptg000011l_0378-R, Sdiv_ptg000002l_1660-R, Sdiv_ptg000004l_0426-R, Sdiv_ptg000012l_1792-R, Sdiv_ptg000022l_0558-R, Sdiv_ptg000005l_0127-R, Sdiv_ptg000012l_1888-R, Sdiv_ptg000010l_1481-R, Sdiv_ptg000010l_1389-R, Sdiv_ptg000001l_0103-R, Sdiv_ptg000007l_0393-R, Sdiv_ptg000007l_0156-R, Sdiv_ptg000007l_0159-R, Sdiv_ptg000009l_1810-R, Sdiv_ptg000009l_1915-R, Sdiv_ptg000013l_0297-R, Sdiv_ptg000012l_1885-R, Sdiv_ptg000007l_0419-R, Sdiv_ptg000014l_1922-R, Sdiv_ptg000009l_1787-R, Sdiv_ptg000004l_0271-R, Sdiv_ptg000004l_0221-R, Sdiv_ptg000014l_1899-R, Sdiv_ptg000027l_0089-R, Sdiv_ptg000015l_1366-R, Sdiv_ptg000009l_1802-R, Sdiv_ptg000022l_0494-R, Sdiv_ptg000007l_0157-R, Sdiv_ptg000007l_0160-R, Sdiv_ptg000003l_1226-R, Sdiv_ptg000013l_0530-R	Stapi.3495s0003
OG0000127	Sdiv_ptg000015l_1990-R, Sdiv_ptg000002l_0110-R, Sdiv_ptg000022l_0485-R	Stapi.0371s0011
OG0000127	Sdiv_ptg000008l_0412-R	Stapi.4986s0001, Stapi.3438s0001
OG0000127	Sdiv_ptg000009l_2810-R, Sdiv_ptg000002l_0932-R, Sdiv_ptg000010l_0473-R	Stapi.0402s0008, Stapi.0399s0010
OG0000134	Sdiv_ptg000012l_1215-R	Stapi.2732s0003
OG0000134	Sdiv_ptg000012l_1214-R	Stapi.0331s0005, Stapi.8831s0002, Stapi.1107s0011, Stapi.2953s0002, Stapi.11195s0002, Stapi.1107s0012, Stapi.8831s0001, Stapi.0744s0001, Stapi.0431s0005, Stapi.4197s0006, Stapi.0115s0033, Stapi.2732s0002
OG0000135	Sdiv_ptg000009l_2171-R, Sdiv_ptg000010l_1098-R	Stapi.0400s0020
OG0000135	Sdiv_ptg000005l_1232-R, Sdiv_ptg000004l_1539-R	Stapi.1357s0015
OG0000135	Sdiv_ptg000007l_0033-R	Stapi.11549s0001
OG0000135	Sdiv_ptg000001l_0295-R	Stapi.0449s0021
OG0000140	Sdiv_ptg000014l_2047-R	Stapi.7425s0002, Stapi.3737s0002, Stapi.1430s0004, Stapi.0386s0006, Stapi.3820s0002, Stapi.5242s0002, Stapi.15817s0001, Stapi.0032s0065, Stapi.0661s0022, Stapi.0481s0016, Stapi.0122s0001, Stapi.2357s0001, Stapi.3880s0002, Stapi.0529s0010, Stapi.1702s0013, Stapi.3089s0009, Stapi.6151s0004, Stapi.0016s0010, Stapi.5095s0002, Stapi.0419s0007, Stapi.9888s0001, Stapi.3446s0001, Stapi.4500s0007, Stapi.14628s0002, Stapi.16778s0002, Stapi.12296s0001, Stapi.1106s0006, Stapi.2162s0007, Stapi.2181s0008
OG0000141	Sdiv_ptg000010l_0238-R	Stapi.2748s0001, Stapi.2834s0006
OG0000141	Sdiv_ptg000009l_1202-R, Sdiv_ptg000010l_0240-R	Stapi.2834s0005
OG0000146	Sdiv_ptg000022l_1982-R	Stapi.9699s0002
OG0000146	Sdiv_ptg000010l_1987-R, Sdiv_ptg000009l_0939-R	Stapi.3060s0006
OG0000146	Sdiv_ptg000002l_1403-R, Sdiv_ptg000015l_0747-R, Sdiv_ptg000003l_0618-R	Stapi.3499s0005, Stapi.2316s0001
OG0000147	Sdiv_ptg000016l_0270-R	Stapi.3915s0003, Stapi.3994s0002, Stapi.3994s0001, Stapi.18235s0001, Stapi.0831s0013
OG0000148	Sdiv_ptg000012l_2070-R, Sdiv_ptg000002l_0736-R	Stapi.4934s0002
OG0000148	Sdiv_ptg000012l_1997-R	Stapi.5423s0003, Stapi.0333s0004
OG0000148	Sdiv_ptg000014l_1054-R	Stapi.1293s0009
OG0000148	Sdiv_ptg000013l_1432-R	Stapi.0758s0003
OG0000151	Sdiv_ptg000015l_1254-R, Sdiv_ptg000015l_1259-R, Sdiv_ptg000015l_1253-R	Stapi.0082s0006
OG0000152	Sdiv_ptg000014l_2245-R	Stapi.4633s0002, Stapi.4633s0001
OG0000152	Sdiv_ptg000014l_2240-R	Stapi.0175s0024
OG0000152	Sdiv_ptg000014l_2241-R	Stapi.4905s0001, Stapi.4633s0003
OG0000153	Sdiv_ptg000002l_0842-R	Stapi.0263s0022, Stapi.19183s0002
OG0000153	Sdiv_ptg000010l_0605-R	Stapi.0188s0018, Stapi.1181s0003, Stapi.1305s0003, Stapi.5025s0005, Stapi.3252s0003, Stapi.0619s0016, Stapi.1154s0002, Stapi.1149s0007, Stapi.1153s0001, Stapi.0517s0010
OG0000155	Sdiv_ptg000011l_0259-R	Stapi.23368s0001, Stapi.2572s0005, Stapi.2531s0003
OG0000159	Sdiv_ptg000014l_0383-R	Stapi.8121s0001, Stapi.8750s0001, Stapi.3691s0002, Stapi.4848s0004
OG0000159	Sdiv_ptg000001l_1187-R	Stapi.3587s0003, Stapi.3399s0007, Stapi.3598s0004, Stapi.1799s0004, Stapi.1137s0002, Stapi.1496s0002, Stapi.3467s0001, Stapi.8121s0002, Stapi.15875s0001, Stapi.7671s0001
OG0000160	Sdiv_ptg000005l_1794-R	Stapi.8757s0001
OG0000160	Sdiv_ptg000015l_1613-R	Stapi.1027s0009
OG0000160	Sdiv_ptg000013l_0198-R, Sdiv_ptg000011l_0209-R	Stapi.2877s0006
OG0000163	Sdiv_ptg000022l_0658-R	Stapi.0710s0015, Stapi.2477s0002
OG0000163	Sdiv_ptg000022l_0655-R	Stapi.0916s0004
OG0000163	Sdiv_ptg000022l_0656-R	Stapi.2477s0005, Stapi.2477s0004
OG0000169	Sdiv_ptg000003l_1441-R, Sdiv_ptg000005l_0126-R, Sdiv_ptg000022l_0414-R, Sdiv_ptg000011l_0352-R, Sdiv_ptg000012l_1825-R, Sdiv_ptg000022l_0357-R, Sdiv_ptg000013l_0408-R, Sdiv_ptg000008l_0410-R, Sdiv_ptg000012l_1818-R, Sdiv_ptg000009l_1816-R, Sdiv_ptg000015l_1100-R, Sdiv_ptg000015l_1128-R, Sdiv_ptg000005l_0090-R, Sdiv_ptg000004l_0361-R, Sdiv_ptg000008l_0391-R, Sdiv_ptg000003l_1607-R, Sdiv_ptg000007l_0979-R, Sdiv_ptg000008l_0405-R, Sdiv_ptg000004l_0360-R, Sdiv_ptg000004l_0407-R, Sdiv_ptg000027l_0122-R, Sdiv_ptg000010l_1641-R, Sdiv_ptg000013l_0365-R, Sdiv_ptg000005l_0008-R, Sdiv_ptg000012l_2181-R, Sdiv_ptg000004l_0534-R, Sdiv_ptg000001l_0480-R, Sdiv_ptg000012l_1830-R, Sdiv_ptg000007l_0495-R, Sdiv_ptg000001l_0446-R, Sdiv_ptg000014l_1817-R, Sdiv_ptg000012l_2016-R, Sdiv_ptg000007l_0549-R, Sdiv_ptg000022l_0471-R, Sdiv_ptg000022l_0392-R	Stapi.4836s0002
OG0000173	Sdiv_ptg000010l_0118-R, Sdiv_ptg000014l_0103-R	Stapi.3984s0002, Stapi.10659s0003
OG0000173	Sdiv_ptg000007l_0379-R	Stapi.0054s0010, Stapi.0054s0007
OG0000174	Sdiv_ptg000015l_1179-R	Stapi.1683s0008
OG0000174	Sdiv_ptg000007l_0304-R	Stapi.8462s0002, Stapi.10264s0001, Stapi.15507s0001, Stapi.0294s0013, Stapi.0173s0005, Stapi.8462s0001, Stapi.4540s0004, Stapi.6226s0001
OG0000175	Sdiv_ptg000011l_0317-R, Sdiv_ptg000013l_0317-R	Stapi.0644s0002, Stapi.0644s0004, Stapi.10454s0001, Stapi.4017s0001, Stapi.6256s0001, Stapi.3081s0002, Stapi.20861s0001, Stapi.10434s0002, Stapi.5619s0004, Stapi.11606s0003, Stapi.23398s0001, Stapi.3641s0001, Stapi.5619s0003, Stapi.20473s0001, Stapi.14234s0001, Stapi.2110s0002, Stapi.1164s0015, Stapi.4157s0004, Stapi.5932s0007, Stapi.9896s0001, Stapi.5932s0009, Stapi.5619s0001, Stapi.3297s0001
OG0000181	Sdiv_ptg000003l_1193-R, Sdiv_ptg000003l_1195-R, Sdiv_ptg000003l_1197-R, Sdiv_ptg000003l_1198-R, Sdiv_ptg000003l_1205-R, Sdiv_ptg000003l_1201-R, Sdiv_ptg000003l_1203-R	Stapi.0632s0006, Stapi.0632s0005
OG0000187	Sdiv_ptg000015l_0918-R	Stapi.2098s0003, Stapi.3949s0001
OG0000187	Sdiv_ptg000009l_2042-R	Stapi.1401s0005
OG0000189	Sdiv_ptg000012l_1889-R	Stapi.3397s0002, Stapi.0314s0012, Stapi.0005s0061, Stapi.0003s0048, Stapi.0406s0004, Stapi.0794s0005, Stapi.0572s0010, Stapi.0716s0002, Stapi.0099s0016, Stapi.0078s0031, Stapi.0656s0001, Stapi.3706s0006, Stapi.15592s0001, Stapi.1389s0002, Stapi.2094s0005, Stapi.1620s0004, Stapi.3792s0002, Stapi.2970s0001, Stapi.1335s0009, Stapi.9687s0001, Stapi.0032s0003, Stapi.0142s0004, Stapi.0090s0006, Stapi.0673s0004, Stapi.0005s0041, Stapi.2690s0001, Stapi.0292s0001, Stapi.1114s0004, Stapi.0277s0015, Stapi.3480s0003, Stapi.3486s0002
OG0000191	Sdiv_ptg001154l_0002-R, Sdiv_ptg000426l_0003-R, Sdiv_ptg000582l_0004-R, Sdiv_ptg000387l_0001-R, Sdiv_ptg000865l_0002-R, Sdiv_ptg001082l_0001-R, Sdiv_ptg000428l_0004-R, Sdiv_ptg000534l_0004-R, Sdiv_ptg000454l_0002-R, Sdiv_ptg000957l_0003-R, Sdiv_ptg001110l_0003-R, Sdiv_ptg000053l_0003-R, Sdiv_ptg000731l_0003-R, Sdiv_ptg000320l_0003-R, Sdiv_ptg000353l_0001-R, Sdiv_ptg000741l_0003-R, Sdiv_ptg000459l_0001-R, Sdiv_ptg000961l_0005-R	Stapi.2858s0061
OG0000191	Sdiv_ptg000402l_0002-R, Sdiv_ptg000179l_0002-R, Sdiv_ptg000189l_0010-R, Sdiv_ptg000489l_0003-R, Sdiv_ptg001025l_0001-R, Sdiv_ptg000823l_0001-R, Sdiv_ptg000460l_0002-R, Sdiv_ptg000324l_0001-R, Sdiv_ptg000216l_0006-R, Sdiv_ptg000554l_0003-R, Sdiv_ptg000646l_0003-R	Stapi.0390s0009
OG0000192	Sdiv_ptg000004l_2182-R	Stapi.12601s0001
OG0000192	Sdiv_ptg000004l_0135-R	Stapi.1452s0003, Stapi.7164s0001, Stapi.3914s0002, Stapi.6186s0001, Stapi.5760s0002
OG0000194	Sdiv_ptg000014l_1937-R, Sdiv_ptg000003l_1282-R	Stapi.5333s0003
OG0000194	Sdiv_ptg000010l_1477-R	Stapi.0530s0008
OG0000197	Sdiv_ptg000002l_0350-R	Stapi.5601s0002, Stapi.0782s0014, Stapi.0851s0021, Stapi.2010s0002, Stapi.3685s0002, Stapi.2789s0005
OG0000198	Sdiv_ptg000010l_0911-R	Stapi.3598s0002
OG0000198	Sdiv_ptg000009l_2122-R	Stapi.0626s0001, Stapi.0386s0018
OG0000198	Sdiv_ptg000004l_1438-R	Stapi.5954s0001
OG0000199	Sdiv_ptg000009l_1089-R	Stapi.6885s0002
OG0000199	Sdiv_ptg000027l_0067-R	Stapi.5768s0001
OG0000199	Sdiv_ptg000002l_1075-R	Stapi.0080s0030
OG0000200	Sdiv_ptg000008l_0860-R	Stapi.3827s0005
OG0000201	Sdiv_ptg000027l_0025-R	Stapi.3468s0002, Stapi.0609s0004
OG0000201	Sdiv_ptg000027l_0008-R, Sdiv_ptg000027l_0004-R, Sdiv_ptg000027l_0019-R, Sdiv_ptg000027l_0010-R, Sdiv_ptg000005l_0003-R, Sdiv_ptg000027l_0024-R, Sdiv_ptg000027l_0023-R, Sdiv_ptg000027l_0021-R, Sdiv_ptg000027l_0005-R, Sdiv_ptg000027l_0002-R, Sdiv_ptg000027l_0006-R, Sdiv_ptg000027l_0003-R, Sdiv_ptg000027l_0027-R, Sdiv_ptg000027l_0020-R, Sdiv_ptg000005l_0005-R, Sdiv_ptg000027l_0007-R, Sdiv_ptg000027l_0015-R, Sdiv_ptg000027l_0011-R, Sdiv_ptg000027l_0016-R, Sdiv_ptg000027l_0026-R, Sdiv_ptg000027l_0028-R, Sdiv_ptg000027l_0018-R, Sdiv_ptg000027l_0009-R, Sdiv_ptg000027l_0014-R	Stapi.2941s0004
OG0000204	Sdiv_ptg000005l_0886-R	Stapi.1001s0014
OG0000204	Sdiv_ptg000018l_0150-R	Stapi.14006s0002
OG0000205	Sdiv_ptg000001l_0730-R, Sdiv_ptg000001l_0720-R, Sdiv_ptg000009l_1743-R	Stapi.1143s0008, Stapi.4174s0002
OG0000208	Sdiv_ptg000076l_0003-R, Sdiv_ptg000048l_0003-R, Sdiv_ptg000070l_0002-R, Sdiv_ptg000042l_0002-R, Sdiv_ptg000058l_0002-R, Sdiv_ptg000036l_0005-R, Sdiv_ptg000069l_0003-R, Sdiv_ptg000052l_0001-R, Sdiv_ptg000041l_0010-R, Sdiv_ptg000065l_0002-R, Sdiv_ptg000082l_0001-R, Sdiv_ptg000079l_0004-R, Sdiv_ptg000071l_0002-R, Sdiv_ptg000066l_0004-R, Sdiv_ptg000029l_0002-R, Sdiv_ptg000063l_0003-R, Sdiv_ptg000080l_0002-R, Sdiv_ptg000032l_0003-R, Sdiv_ptg000023l_0002-R, Sdiv_ptg000039l_0001-R, Sdiv_ptg000025l_0005-R, Sdiv_ptg000084l_0002-R, Sdiv_ptg000077l_0002-R, Sdiv_ptg000060l_0001-R	Stapi.2858s0064
OG0000208	Sdiv_ptg000082l_0004-R	Stapi.1297s0012
OG0000209	Sdiv_ptg000074l_0001-R, Sdiv_ptg000141l_0002-R, Sdiv_ptg000198l_0001-R, Sdiv_ptg000121l_0002-R, Sdiv_ptg000195l_0003-R, Sdiv_ptg000149l_0001-R, Sdiv_ptg000153l_0003-R, Sdiv_ptg000179l_0001-R, Sdiv_ptg000104l_0008-R, Sdiv_ptg000135l_0001-R, Sdiv_ptg000046l_0001-R, Sdiv_ptg000060l_0002-R, Sdiv_ptg000209l_0001-R, Sdiv_ptg000197l_0002-R, Sdiv_ptg000178l_0003-R, Sdiv_ptg000177l_0007-R, Sdiv_ptg000053l_0004-R, Sdiv_ptg000130l_0001-R, Sdiv_ptg000076l_0002-R, Sdiv_ptg000190l_0004-R, Sdiv_ptg000168l_0015-R, Sdiv_ptg000079l_0005-R, Sdiv_ptg000042l_0003-R, Sdiv_ptg000169l_0003-R, Sdiv_ptg000063l_0002-R	Stapi.0390s0013
OG0000210	Sdiv_ptg000724l_0003-R, Sdiv_ptg000048l_0001-R, Sdiv_ptg000080l_0005-R, Sdiv_ptg000025l_0002-R, Sdiv_ptg000154l_0005-R, Sdiv_ptg000146l_0008-R, Sdiv_ptg000127l_0007-R, Sdiv_ptg000167l_0005-R, Sdiv_ptg000041l_0006-R, Sdiv_ptg000131l_0003-R, Sdiv_ptg000118l_0003-R, Sdiv_ptg000142l_0005-R, Sdiv_ptg000100l_0003-R, Sdiv_ptg000098l_0003-R, Sdiv_ptg000094l_0007-R, Sdiv_ptg000077l_0005-R, Sdiv_ptg000055l_0009-R, Sdiv_ptg000159l_0002-R, Sdiv_ptg000163l_0005-R, Sdiv_ptg000037l_0004-R, Sdiv_ptg000102l_0002-R, Sdiv_ptg000168l_0006-R, Sdiv_ptg000137l_0005-R, Sdiv_ptg000151l_0002-R, Sdiv_ptg000188l_0002-R, Sdiv_ptg000176l_0002-R	Stapi.2858s0047, Stapi.2858s0002
OG0000211	Sdiv_ptg000152l_0003-R, Sdiv_ptg000041l_0003-R, Sdiv_ptg000055l_0005-R, Sdiv_ptg000132l_0003-R, Sdiv_ptg000118l_0007-R, Sdiv_ptg000140l_0002-R, Sdiv_ptg000017l_0002-R, Sdiv_ptg000189l_0003-R, Sdiv_ptg000188l_0006-R, Sdiv_ptg000168l_0002-R, Sdiv_ptg000062l_0003-R, Sdiv_ptg000154l_0002-R, Sdiv_ptg000128l_0002-R, Sdiv_ptg000172l_0003-R, Sdiv_ptg000080l_0009-R, Sdiv_ptg000146l_0003-R, Sdiv_ptg000112l_0002-R, Sdiv_ptg000177l_0002-R, Sdiv_ptg000094l_0003-R, Sdiv_ptg000149l_0008-R, Sdiv_ptg000116l_0002-R, Sdiv_ptg000120l_0008-R, Sdiv_ptg000155l_0002-R, Sdiv_ptg000098l_0007-R, Sdiv_ptg000139l_0002-R, Sdiv_ptg000580l_0003-R, Sdiv_ptg001148l_0002-R	Stapi.2858s0030
OG0000212	Sdiv_ptg000021l_0005-R, Sdiv_ptg000094l_0001-R, Sdiv_ptg000017l_0004-R, Sdiv_ptg000120l_0009-R, Sdiv_ptg000139l_0004-R, Sdiv_ptg000128l_0004-R, Sdiv_ptg000112l_0004-R, Sdiv_ptg000080l_0011-R, Sdiv_ptg000077l_0010-R, Sdiv_ptg000116l_0004-R, Sdiv_ptg000146l_0001-R, Sdiv_ptg000055l_0003-R, Sdiv_ptg000075l_0006-R, Sdiv_ptg000152l_0005-R, Sdiv_ptg000062l_0001-R, Sdiv_ptg000041l_0001-R, Sdiv_ptg000086l_0005-R, Sdiv_ptg000142l_0001-R, Sdiv_ptg000006l_0002-R, Sdiv_ptg000140l_0004-R, Sdiv_ptg000127l_0001-R, Sdiv_ptg000170l_0004-R, Sdiv_ptg000104l_0004-R, Sdiv_ptg000038l_0001-R, Sdiv_ptg000149l_0006-R, Sdiv_ptg000132l_0005-R	Stapi.2858s0025, Stapi.2114s0002
OG0000222	Sdiv_ptg000004l_1072-R	Stapi.3674s0002
OG0000222	Sdiv_ptg000002l_1062-R	Stapi.0584s0009, Stapi.0291s0030
OG0000223	Sdiv_ptg000063l_0001-R, Sdiv_ptg000105l_0001-R, Sdiv_ptg000149l_0002-R, Sdiv_ptg000126l_0003-R, Sdiv_ptg000017l_0007-R, Sdiv_ptg000121l_0001-R, Sdiv_ptg000053l_0005-R, Sdiv_ptg000036l_0003-R, Sdiv_ptg000073l_0002-R, Sdiv_ptg000076l_0001-R, Sdiv_ptg000042l_0004-R, Sdiv_ptg000104l_0007-R, Sdiv_ptg000118l_0013-R, Sdiv_ptg000135l_0002-R, Sdiv_ptg000201l_0002-R, Sdiv_ptg000209l_0002-R, Sdiv_ptg000192l_0003-R, Sdiv_ptg000195l_0002-R, Sdiv_ptg000210l_0001-R, Sdiv_ptg000198l_0002-R, Sdiv_ptg000220l_0001-R, Sdiv_ptg000190l_0005-R, Sdiv_ptg000046l_0002-R, Sdiv_ptg000074l_0002-R, Sdiv_ptg000060l_0003-R	Stapi.2858s0005, Stapi.4208s0003, Stapi.0390s0017
OG0000224	Sdiv_ptg000037l_0002-R, Sdiv_ptg000189l_0005-R, Sdiv_ptg000038l_0006-R, Sdiv_ptg000152l_0001-R, Sdiv_ptg000154l_0003-R, Sdiv_ptg000094l_0005-R, Sdiv_ptg000127l_0005-R, Sdiv_ptg000188l_0004-R, Sdiv_ptg000098l_0005-R, Sdiv_ptg000075l_0001-R, Sdiv_ptg000168l_0004-R, Sdiv_ptg000191l_0001-R, Sdiv_ptg000149l_0010-R, Sdiv_ptg000146l_0006-R, Sdiv_ptg000041l_0004-R, Sdiv_ptg000055l_0007-R, Sdiv_ptg000080l_0007-R, Sdiv_ptg000100l_0005-R, Sdiv_ptg000077l_0007-R, Sdiv_ptg000062l_0005-R, Sdiv_ptg000172l_0001-R, Sdiv_ptg000132l_0001-R, Sdiv_ptg000131l_0005-R, Sdiv_ptg000118l_0005-R, Sdiv_ptg000021l_0009-R	Stapi.4018s0010, Stapi.2858s0034
OG0000228	Sdiv_ptg000042l_0006-R, Sdiv_ptg000433l_0005-R, Sdiv_ptg000674l_0003-R, Sdiv_ptg000933l_0006-R, Sdiv_ptg000243l_0001-R, Sdiv_ptg000858l_0001-R, Sdiv_ptg000987l_0004-R, Sdiv_ptg001111l_0002-R, Sdiv_ptg000209l_0004-R, Sdiv_ptg000778l_0003-R, Sdiv_ptg000599l_0003-R, Sdiv_ptg000397l_0002-R, Sdiv_ptg000339l_0002-R, Sdiv_ptg000280l_0003-R, Sdiv_ptg001014l_0003-R, Sdiv_ptg000298l_0006-R, Sdiv_ptg000844l_0006-R, Sdiv_ptg001157l_0006-R, Sdiv_ptg000105l_0002-R, Sdiv_ptg000831l_0001-R, Sdiv_ptg000738l_0004-R, Sdiv_ptg000766l_0002-R, Sdiv_ptg000951l_0001-R, Sdiv_ptg000442l_0001-R, Sdiv_ptg000252l_0007-R, Sdiv_ptg000912l_0002-R, Sdiv_ptg000665l_0002-R	Stapi.0390s0057
OG0000231	Sdiv_ptg000010l_0612-R	Stapi.6290s0002
OG0000234	Sdiv_ptg000027l_0038-R	Stapi.0026s0037, Stapi.0080s0008, Stapi.0112s0016, Stapi.0011s0034, Stapi.0015s0038, Stapi.7330s0001, Stapi.0071s0005, Stapi.2101s0009, Stapi.0115s0028, Stapi.0111s0018, Stapi.0052s0015, Stapi.0012s0062, Stapi.8313s0002, Stapi.0072s0012, Stapi.3494s0001
OG0000238	Sdiv_ptg000104l_0003-R, Sdiv_ptg000128l_0003-R, Sdiv_ptg000062l_0002-R, Sdiv_ptg000021l_0006-R, Sdiv_ptg000055l_0004-R, Sdiv_ptg000142l_0002-R, Sdiv_ptg000112l_0003-R, Sdiv_ptg000098l_0008-R, Sdiv_ptg000132l_0004-R, Sdiv_ptg000118l_0008-R, Sdiv_ptg000146l_0002-R, Sdiv_ptg000080l_0010-R, Sdiv_ptg000152l_0004-R, Sdiv_ptg000073l_0006-R, Sdiv_ptg000086l_0004-R, Sdiv_ptg000139l_0003-R, Sdiv_ptg000077l_0009-R, Sdiv_ptg000116l_0003-R, Sdiv_ptg000017l_0003-R, Sdiv_ptg000140l_0003-R, Sdiv_ptg000149l_0007-R, Sdiv_ptg000075l_0005-R, Sdiv_ptg000038l_0002-R, Sdiv_ptg000094l_0002-R, Sdiv_ptg000041l_0002-R	Stapi.2858s0028, Stapi.2858s0029
OG0000241	Sdiv_ptg000055l_0002-R, Sdiv_ptg000156l_0003-R	Stapi.8745s0009
OG0000241	Sdiv_ptg000128l_0005-R, Sdiv_ptg000021l_0004-R, Sdiv_ptg000193l_0003-R, Sdiv_ptg000172l_0006-R, Sdiv_ptg000149l_0005-R, Sdiv_ptg000198l_0006-R, Sdiv_ptg000073l_0005-R, Sdiv_ptg000177l_0005-R	Stapi.2858s0021
OG0000250	Sdiv_ptg000015l_2240-R	Stapi.15475s0001
OG0000250	Sdiv_ptg000018l_0178-R, Sdiv_ptg000018l_0177-R	Stapi.6140s0004
OG0000252	Sdiv_ptg000011l_0072-R, Sdiv_ptg000013l_0071-R	Stapi.8924s0001
OG0000252	Sdiv_ptg000010l_0867-R, Sdiv_ptg000009l_2417-R	Stapi.10149s0003
