Orthogroup	S_diversifolius	E_salsugineum
OG0000241	Sdiv_ptg000236l_0003-R, Sdiv_ptg000098l_0009-R, Sdiv_ptg000191l_0006-R, Sdiv_ptg000220l_0004-R, Sdiv_ptg000104l_0005-R, Sdiv_ptg000240l_0005-R, Sdiv_ptg000252l_0006-R, Sdiv_ptg000132l_0006-R, Sdiv_ptg000139l_0005-R, Sdiv_ptg000217l_0004-R, Sdiv_ptg000152l_0006-R, Sdiv_ptg000112l_0005-R, Sdiv_ptg000118l_0009-R, Sdiv_ptg000055l_0002-R, Sdiv_ptg000156l_0003-R, Sdiv_ptg000128l_0005-R, Sdiv_ptg000021l_0004-R, Sdiv_ptg000193l_0003-R, Sdiv_ptg000172l_0006-R, Sdiv_ptg000149l_0005-R, Sdiv_ptg000198l_0006-R, Sdiv_ptg000073l_0005-R, Sdiv_ptg000177l_0005-R, Sdiv_ptg000206l_0002-R, Sdiv_ptg000086l_0006-R	Thhalv10011033m.g
OG0000249	Sdiv_ptg000003l_2518-R, Sdiv_ptg000014l_0444-R	Thhalv10023830m.g, Thhalv10009631m.g
OG0000250	Sdiv_ptg000015l_2240-R	Thhalv10001412m.g
OG0000250	Sdiv_ptg000018l_0177-R	Thhalv10016531m.g
OG0000251	Sdiv_ptg000008l_1534-R	Thhalv10008254m.g
OG0000251	Sdiv_ptg000012l_2110-R	Thhalv10023897m.g
OG0000253	Sdiv_ptg000009l_2250-R	Thhalv10015966m.g, Thhalv10015326m.g, Thhalv10023176m.g, Thhalv10016032m.g, Thhalv10027075m.g, Thhalv10027810m.g, Thhalv10028315m.g
OG0000254	Sdiv_ptg000013l_0947-R	Thhalv10019698m.g
OG0000263	Sdiv_ptg000005l_0659-R, Sdiv_ptg000004l_0983-R	Thhalv10025627m.g
OG0000263	Sdiv_ptg000005l_0658-R	Thhalv10025555m.g, Thhalv10000942m.g, Thhalv10000941m.g
OG0000266	Sdiv_ptg000014l_1928-R	Thhalv10028040m.g, Thhalv10019835m.g, Thhalv10018463m.g, Thhalv10019837m.g
OG0000267	Sdiv_ptg000005l_2029-R, Sdiv_ptg000004l_2328-R, Sdiv_ptg000001l_0313-R	Thhalv10022840m.g, Thhalv10026432m.g
OG0000267	Sdiv_ptg000002l_1766-R, Sdiv_ptg000003l_0371-R, Sdiv_ptg000014l_1306-R	Thhalv10008949m.g
OG0000268	Sdiv_ptg000013l_0294-R, Sdiv_ptg000012l_1839-R, Sdiv_ptg000011l_0296-R, Sdiv_ptg000001l_0326-R	Thhalv10028004m.g
OG0000268	Sdiv_ptg000004l_2311-R	Thhalv10026626m.g
OG0000268	Sdiv_ptg000004l_2011-R	Thhalv10026627m.g
OG0000269	Sdiv_ptg000015l_2191-R	Thhalv10005895m.g
OG0000269	Sdiv_ptg000022l_1784-R, Sdiv_ptg000018l_0248-R	Thhalv10001416m.g
OG0000269	Sdiv_ptg000012l_2024-R	Thhalv10023359m.g, Thhalv10023064m.g
OG0000271	Sdiv_ptg000010l_0548-R	Thhalv10013237m.g
OG0000271	Sdiv_ptg000014l_0477-R	Thhalv10002793m.g, Thhalv10013201m.g, Thhalv10002919m.g, Thhalv10007342m.g, Thhalv10007338m.g
OG0000272	Sdiv_ptg000004l_1699-R, Sdiv_ptg000005l_1405-R	Thhalv10025803m.g
OG0000272	Sdiv_ptg000010l_1511-R	Thhalv10014326m.g
OG0000272	Sdiv_ptg000005l_1078-R	Thhalv10025720m.g
OG0000273	Sdiv_ptg000003l_1682-R	Thhalv10011856m.g
OG0000273	Sdiv_ptg000004l_1480-R	Thhalv10026555m.g
OG0000273	Sdiv_ptg000013l_0838-R	Thhalv10021749m.g
OG0000274	Sdiv_ptg000001l_1221-R, Sdiv_ptg000013l_1165-R	Thhalv10021533m.g
OG0000274	Sdiv_ptg000003l_1757-R, Sdiv_ptg000014l_2714-R	Thhalv10011782m.g
OG0000274	Sdiv_ptg000001l_1036-R	Thhalv10021531m.g
OG0000274	Sdiv_ptg000003l_1587-R	Thhalv10011767m.g
OG0000289	Sdiv_ptg000008l_0143-R, Sdiv_ptg000008l_0144-R, Sdiv_ptg000022l_0134-R	Thhalv10000461m.g
OG0000290	Sdiv_ptg000013l_1080-R	Thhalv10020887m.g
OG0000290	Sdiv_ptg000018l_0071-R	Thhalv10001487m.g
OG0000290	Sdiv_ptg000010l_0102-R	Thhalv10027815m.g, Thhalv10028715m.g
OG0000290	Sdiv_ptg000022l_1209-R	Thhalv10016774m.g
OG0000292	Sdiv_ptg000008l_1391-R	Thhalv10017112m.g
OG0000292	Sdiv_ptg000013l_1542-R	Thhalv10021377m.g
OG0000292	Sdiv_ptg000010l_2876-R	Thhalv10014471m.g
OG0000292	Sdiv_ptg000002l_0157-R, Sdiv_ptg000015l_1940-R	Thhalv10006176m.g
OG0000293	Sdiv_ptg000014l_2499-R	Thhalv10010007m.g
OG0000293	Sdiv_ptg000027l_0143-R	Thhalv10004110m.g
OG0000293	Sdiv_ptg000001l_2228-R, Sdiv_ptg000013l_2130-R, Sdiv_ptg000009l_0999-R, Sdiv_ptg000010l_1932-R	Thhalv10013414m.g
OG0000297	Sdiv_ptg000007l_1071-R	Thhalv10004078m.g
OG0000297	Sdiv_ptg000009l_2472-R	Thhalv10013314m.g
OG0000297	Sdiv_ptg000007l_1074-R	Thhalv10004036m.g
OG0000297	Sdiv_ptg000007l_1075-R	Thhalv10004067m.g
OG0000298	Sdiv_ptg000014l_1559-R, Sdiv_ptg000003l_1634-R	Thhalv10020718m.g, Thhalv10011471m.g
OG0000298	Sdiv_ptg000010l_0369-R, Sdiv_ptg000010l_0368-R	Thhalv10013523m.g, Thhalv10013521m.g
OG0000298	Sdiv_ptg000008l_0137-R	Thhalv10000161m.g
OG0000299	Sdiv_ptg000011l_0077-R, Sdiv_ptg000013l_0076-R	Thhalv10026589m.g
OG0000299	Sdiv_ptg000001l_0090-R	Thhalv10002308m.g
OG0000299	Sdiv_ptg000004l_1421-R, Sdiv_ptg000010l_0861-R	Thhalv10015041m.g
OG0000301	Sdiv_ptg000007l_0305-R	Thhalv10010892m.g, Thhalv10010894m.g
OG0000301	Sdiv_ptg000002l_0923-R, Sdiv_ptg000015l_1215-R	Thhalv10001841m.g, Thhalv10026741m.g
OG0000302	Sdiv_ptg000015l_1210-R, Sdiv_ptg000002l_0941-R, Sdiv_ptg000008l_0380-R, Sdiv_ptg000004l_0662-R	Thhalv10002194m.g
OG0000305	Sdiv_ptg000004l_0197-R	Thhalv10026685m.g
OG0000306	Sdiv_ptg000004l_0632-R	Thhalv10025137m.g, Thhalv10027045m.g
OG0000306	Sdiv_ptg000004l_0634-R	Thhalv10027015m.g
OG0000308	Sdiv_ptg000004l_0223-R	Thhalv10019715m.g, Thhalv10019689m.g, Thhalv10024677m.g, Thhalv10024664m.g, Thhalv10016373m.g, Thhalv10028335m.g, Thhalv10028225m.g, Thhalv10028202m.g
OG0000313	Sdiv_ptg000007l_0741-R	Thhalv10018407m.g, Thhalv10019472m.g, Thhalv10018369m.g
OG0000314	Sdiv_ptg000010l_2232-R	Thhalv10013985m.g
OG0000314	Sdiv_ptg000007l_1549-R	Thhalv10004502m.g
OG0000314	Sdiv_ptg000008l_0313-R	Thhalv10000222m.g
OG0000314	Sdiv_ptg000005l_1548-R	Thhalv10025602m.g
OG0000316	Sdiv_ptg000003l_0375-R, Sdiv_ptg000014l_1312-R	Thhalv10008458m.g
OG0000316	Sdiv_ptg000008l_0036-R	Thhalv10000727m.g
OG0000316	Sdiv_ptg000004l_2334-R	Thhalv10025877m.g
OG0000316	Sdiv_ptg000002l_1776-R, Sdiv_ptg000015l_0376-R	Thhalv10018988m.g
OG0000317	Sdiv_ptg000018l_0296-R	Thhalv10001697m.g
OG0000317	Sdiv_ptg000018l_0297-R	Thhalv10001746m.g
OG0000319	Sdiv_ptg000001l_0585-R	Thhalv10002667m.g
OG0000319	Sdiv_ptg000013l_1794-R	Thhalv10021532m.g
OG0000319	Sdiv_ptg000004l_0433-R	Thhalv10023853m.g
OG0000319	Sdiv_ptg000007l_1344-R	Thhalv10004924m.g
OG0000321	Sdiv_ptg000004l_1114-R, Sdiv_ptg000005l_0798-R	Thhalv10026531m.g
OG0000321	Sdiv_ptg000010l_1704-R	Thhalv10029077m.g
OG0000321	Sdiv_ptg000012l_2205-R	Thhalv10023763m.g
OG0000322	Sdiv_ptg000004l_1123-R	Thhalv10024476m.g
OG0000322	Sdiv_ptg000009l_1556-R	Thhalv10028449m.g
OG0000322	Sdiv_ptg000012l_2216-R	Thhalv10023297m.g
OG0000322	Sdiv_ptg000003l_2153-R	Thhalv10006870m.g
OG0000327	Sdiv_ptg000003l_0214-R, Sdiv_ptg000014l_1147-R	Thhalv10006585m.g
OG0000327	Sdiv_ptg000002l_1569-R	Thhalv10018024m.g
OG0000327	Sdiv_ptg000001l_1398-R	Thhalv10019918m.g
OG0000327	Sdiv_ptg000003l_0091-R, Sdiv_ptg000014l_2852-R	Thhalv10011189m.g
OG0000332	Sdiv_ptg000012l_1640-R	Thhalv10001166m.g, Thhalv10000846m.g, Thhalv10000843m.g
OG0000332	Sdiv_ptg000007l_0647-R	Thhalv10000844m.g, Thhalv10000841m.g, Thhalv10000851m.g
OG0000334	Sdiv_ptg000009l_0180-R	Thhalv10013921m.g
OG0000334	Sdiv_ptg000005l_1130-R	Thhalv10025556m.g
OG0000334	Sdiv_ptg000022l_1179-R	Thhalv10016856m.g
OG0000334	Sdiv_ptg000015l_1722-R, Sdiv_ptg000002l_0386-R	Thhalv10010492m.g
OG0000335	Sdiv_ptg000009l_0346-R, Sdiv_ptg000008l_1079-R	Thhalv10017372m.g, Thhalv10021700m.g, Thhalv10010797m.g, Thhalv10014925m.g
OG0000336	Sdiv_ptg000022l_0054-R, Sdiv_ptg000001l_0330-R, Sdiv_ptg000005l_2002-R, Sdiv_ptg000004l_2309-R, Sdiv_ptg000008l_0066-R	Thhalv10000386m.g
OG0000337	Sdiv_ptg000012l_2048-R, Sdiv_ptg000007l_0311-R	Thhalv10023633m.g, Thhalv10023768m.g, Thhalv10017049m.g
OG0000337	Sdiv_ptg000002l_0061-R, Sdiv_ptg000015l_2035-R	Thhalv10006149m.g
OG0000338	Sdiv_ptg000016l_0255-R	Thhalv10005908m.g
OG0000338	Sdiv_ptg000005l_0805-R	Thhalv10024994m.g
OG0000339	Sdiv_ptg000008l_0965-R	Thhalv10017088m.g, Thhalv10017953m.g
OG0000339	Sdiv_ptg000014l_2217-R, Sdiv_ptg000014l_2218-R	Thhalv10008481m.g, Thhalv10008479m.g, Thhalv10008476m.g
OG0000340	Sdiv_ptg000015l_0794-R	Thhalv10019281m.g
OG0000340	Sdiv_ptg000007l_1804-R	Thhalv10005078m.g
OG0000340	Sdiv_ptg000014l_0937-R, Sdiv_ptg000003l_1993-R	Thhalv10008589m.g
OG0000341	Sdiv_ptg000010l_0049-R	Thhalv10028748m.g
OG0000341	Sdiv_ptg000009l_2895-R	Thhalv10015591m.g
OG0000342	Sdiv_ptg000003l_2419-R	Thhalv10006560m.g
OG0000342	Sdiv_ptg000012l_1804-R, Sdiv_ptg000007l_0500-R	Thhalv10023213m.g
OG0000342	Sdiv_ptg000014l_1152-R, Sdiv_ptg000003l_0220-R	Thhalv10006551m.g
OG0000342	Sdiv_ptg000009l_1384-R, Sdiv_ptg000010l_0420-R	Thhalv10012431m.g
OG0000343	Sdiv_ptg000014l_2813-R	Thhalv10012292m.g
OG0000344	Sdiv_ptg000014l_0212-R, Sdiv_ptg000003l_2752-R	Thhalv10009006m.g
OG0000344	Sdiv_ptg000009l_0572-R	Thhalv10014917m.g
OG0000346	Sdiv_ptg000027l_0133-R, Sdiv_ptg000027l_0132-R	Thhalv10027922m.g, Thhalv10027925m.g, Thhalv10027917m.g, Thhalv10027913m.g, Thhalv10027920m.g, Thhalv10028159m.g
OG0000348	Sdiv_ptg000014l_0577-R, Sdiv_ptg000003l_2349-R, Sdiv_ptg000003l_2356-R	Thhalv10008955m.g, Thhalv10008951m.g, Thhalv10023728m.g, Thhalv10023727m.g
OG0000360	Sdiv_ptg000022l_1339-R, Sdiv_ptg000001l_0255-R, Sdiv_ptg000009l_2569-R	Thhalv10017036m.g, Thhalv10022813m.g
OG0000362	Sdiv_ptg000003l_2848-R	Thhalv10008661m.g
OG0000362	Sdiv_ptg000010l_0130-R, Sdiv_ptg000009l_2864-R	Thhalv10028960m.g
OG0000363	Sdiv_ptg000002l_1378-R	Thhalv10009971m.g, Thhalv10019708m.g, Thhalv10027836m.g
OG0000363	Sdiv_ptg000015l_1330-R	Thhalv10002899m.g
OG0000364	Sdiv_ptg000002l_1365-R, Sdiv_ptg000015l_0780-R	Thhalv10018921m.g
OG0000364	Sdiv_ptg000003l_2281-R	Thhalv10008290m.g
OG0000364	Sdiv_ptg000012l_2069-R, Sdiv_ptg000007l_0287-R	Thhalv10023605m.g
OG0000366	Sdiv_ptg000009l_1359-R	Thhalv10015017m.g
OG0000366	Sdiv_ptg000004l_1147-R, Sdiv_ptg000009l_1573-R	Thhalv10026563m.g, Thhalv10029067m.g
OG0000367	Sdiv_ptg000010l_1304-R, Sdiv_ptg000009l_1970-R, Sdiv_ptg000005l_1024-R, Sdiv_ptg000004l_1315-R	Thhalv10015212m.g
OG0000368	Sdiv_ptg000015l_0643-R	Thhalv10018412m.g
OG0000368	Sdiv_ptg000009l_0351-R, Sdiv_ptg000010l_1375-R, Sdiv_ptg000010l_1342-R, Sdiv_ptg000010l_1340-R, Sdiv_ptg000010l_2578-R	Thhalv10015600m.g, Thhalv10023799m.g, Thhalv10023916m.g
OG0000369	Sdiv_ptg000010l_2175-R	Thhalv10006292m.g
OG0000370	Sdiv_ptg000009l_0108-R	Thhalv10014018m.g
OG0000371	Sdiv_ptg000013l_0757-R, Sdiv_ptg000001l_0823-R	Thhalv10020628m.g
OG0000371	Sdiv_ptg000004l_0631-R	Thhalv10025075m.g
OG0000372	Sdiv_ptg000004l_0123-R	Thhalv10027803m.g
OG0000373	Sdiv_ptg000011l_0196-R, Sdiv_ptg000013l_0187-R	Thhalv10022820m.g
OG0000373	Sdiv_ptg000005l_1805-R	Thhalv10026029m.g
OG0000378	Sdiv_ptg000015l_1543-R, Sdiv_ptg000002l_0586-R	Thhalv10011018m.g, Thhalv10011061m.g, Thhalv10011143m.g, Thhalv10010906m.g
OG0000391	Sdiv_ptg000012l_0639-R	Thhalv10003800m.g
OG0000391	Sdiv_ptg000008l_0210-R	Thhalv10000079m.g
OG0000391	Sdiv_ptg000010l_2260-R	Thhalv10012938m.g
OG0000392	Sdiv_ptg000003l_2508-R, Sdiv_ptg000010l_0611-R	Thhalv10002722m.g
OG0000392	Sdiv_ptg000009l_2670-R	Thhalv10017604m.g
OG0000395	Sdiv_ptg000009l_1713-R, Sdiv_ptg000010l_1562-R	Thhalv10028984m.g
OG0000395	Sdiv_ptg000014l_2025-R, Sdiv_ptg000003l_1180-R	Thhalv10029481m.g, Thhalv10008838m.g, Thhalv10008851m.g
OG0000396	Sdiv_ptg000002l_1798-R	Thhalv10018462m.g
OG0000396	Sdiv_ptg000003l_0397-R, Sdiv_ptg000014l_1332-R	Thhalv10007492m.g
OG0000396	Sdiv_ptg000004l_2351-R	Thhalv10025037m.g
OG0000397	Sdiv_ptg000015l_1056-R	Thhalv10026397m.g
OG0000398	Sdiv_ptg000018l_0369-R	Thhalv10016192m.g
OG0000398	Sdiv_ptg000003l_1838-R, Sdiv_ptg000014l_2788-R	Thhalv10011967m.g
OG0000398	Sdiv_ptg000001l_1320-R, Sdiv_ptg000013l_1260-R	Thhalv10019997m.g
OG0000400	Sdiv_ptg000022l_1947-R	Thhalv10001763m.g
OG0000400	Sdiv_ptg000009l_2407-R, Sdiv_ptg000022l_1949-R, Sdiv_ptg000018l_0095-R, Sdiv_ptg000022l_1948-R	Thhalv10002773m.g
OG0000401	Sdiv_ptg000015l_2363-R	Thhalv10001595m.g
OG0000401	Sdiv_ptg000005l_1025-R, Sdiv_ptg000004l_1319-R	Thhalv10026044m.g
OG0000403	Sdiv_ptg000013l_2129-R, Sdiv_ptg000001l_2226-R	Thhalv10022439m.g
OG0000403	Sdiv_ptg000007l_1716-R, Sdiv_ptg000012l_0478-R	Thhalv10005090m.g
OG0000404	Sdiv_ptg000015l_2370-R	Thhalv10006143m.g
OG0000404	Sdiv_ptg000007l_1536-R	Thhalv10004654m.g
OG0000404	Sdiv_ptg000009l_2742-R	Thhalv10014246m.g
OG0000404	Sdiv_ptg000010l_0281-R, Sdiv_ptg000009l_1250-R	Thhalv10014400m.g
OG0000405	Sdiv_ptg000002l_1390-R	Thhalv10012222m.g, Thhalv10019658m.g, Thhalv10000587m.g, Thhalv10018064m.g
OG0000405	Sdiv_ptg000003l_0016-R	Thhalv10011215m.g
OG0000406	Sdiv_ptg000003l_2488-R, Sdiv_ptg000022l_0874-R, Sdiv_ptg000010l_0575-R, Sdiv_ptg000009l_2707-R	Thhalv10007619m.g, Thhalv10007618m.g, Thhalv10007620m.g, Thhalv10013526m.g
OG0000407	Sdiv_ptg000010l_0879-R	Thhalv10015540m.g
OG0000407	Sdiv_ptg000009l_2403-R	Thhalv10015273m.g, Thhalv10015652m.g, Thhalv10013717m.g, Thhalv10028119m.g, Thhalv10028200m.g, Thhalv10015668m.g, Thhalv10015747m.g
OG0000409	Sdiv_ptg000014l_0253-R	Thhalv10008729m.g
OG0000409	Sdiv_ptg000008l_0839-R	Thhalv10017717m.g
OG0000409	Sdiv_ptg000003l_2710-R	Thhalv10008733m.g
OG0000409	Sdiv_ptg000022l_0762-R	Thhalv10017216m.g
OG0000410	Sdiv_ptg000007l_0588-R	Thhalv10003187m.g, Thhalv10003340m.g, Thhalv10003182m.g, Thhalv10003186m.g, Thhalv10003184m.g, Thhalv10003336m.g, Thhalv10003183m.g
OG0000411	Sdiv_ptg000005l_1783-R, Sdiv_ptg000004l_2103-R	Thhalv10026127m.g
OG0000411	Sdiv_ptg000001l_0220-R, Sdiv_ptg000013l_0204-R, Sdiv_ptg000011l_0215-R	Thhalv10022835m.g
OG0000412	Sdiv_ptg000008l_0618-R, Sdiv_ptg000022l_0651-R, Sdiv_ptg000022l_0648-R, Sdiv_ptg000022l_0649-R, Sdiv_ptg000008l_0616-R	Thhalv10016189m.g, Thhalv10016185m.g, Thhalv10016184m.g
OG0000414	Sdiv_ptg000015l_0132-R	Thhalv10018618m.g
OG0000414	Sdiv_ptg000002l_2039-R	Thhalv10018629m.g, Thhalv10018721m.g
OG0000415	Sdiv_ptg000004l_0269-R, Sdiv_ptg000004l_0294-R	Thhalv10027693m.g
OG0000415	Sdiv_ptg000012l_1314-R	Thhalv10003877m.g
OG0000415	Sdiv_ptg000003l_1975-R	Thhalv10007150m.g
OG0000420	Sdiv_ptg000022l_0497-R, Sdiv_ptg000022l_0495-R	Thhalv10001921m.g, Thhalv10001919m.g
OG0000422	Sdiv_ptg000015l_0370-R	Thhalv10019397m.g, Thhalv10019394m.g
OG0000422	Sdiv_ptg000002l_1782-R	Thhalv10019396m.g
OG0000424	Sdiv_ptg000017l_0005-R, Sdiv_ptg000554l_0009-R, Sdiv_ptg000754l_0005-R, Sdiv_ptg000458l_0006-R, Sdiv_ptg000864l_0004-R, Sdiv_ptg000238l_0003-R, Sdiv_ptg001162l_0002-R, Sdiv_ptg000557l_0002-R, Sdiv_ptg000667l_0006-R, Sdiv_ptg000721l_0007-R, Sdiv_ptg001164l_0001-R, Sdiv_ptg001124l_0001-R, Sdiv_ptg000170l_0003-R, Sdiv_ptg000789l_0003-R, Sdiv_ptg000687l_0001-R, Sdiv_ptg000545l_0001-R, Sdiv_ptg000296l_0002-R, Sdiv_ptg000901l_0002-R	Thhalv10022971m.g
OG0000428	Sdiv_ptg000008l_0256-R	Thhalv10000515m.g
OG0000428	Sdiv_ptg000022l_0245-R	Thhalv10028330m.g
OG0000429	Sdiv_ptg000012l_1185-R	Thhalv10027310m.g
OG0000430	Sdiv_ptg000015l_1472-R, Sdiv_ptg000002l_0656-R, Sdiv_ptg000002l_0657-R, Sdiv_ptg000008l_0206-R, Sdiv_ptg000022l_0200-R	Thhalv10005057m.g, Thhalv10010781m.g
OG0000433	Sdiv_ptg000022l_0610-R	Thhalv10016891m.g
OG0000433	Sdiv_ptg000010l_0654-R	Thhalv10014020m.g
OG0000433	Sdiv_ptg000015l_1323-R, Sdiv_ptg000002l_0826-R	Thhalv10002602m.g
OG0000435	Sdiv_ptg000022l_1345-R	Thhalv10017219m.g
OG0000435	Sdiv_ptg000010l_2634-R	Thhalv10014647m.g
OG0000436	Sdiv_ptg000022l_1021-R	Thhalv10016218m.g
OG0000436	Sdiv_ptg000014l_2251-R, Sdiv_ptg000003l_0933-R	Thhalv10006794m.g
OG0000437	Sdiv_ptg000027l_0142-R	Thhalv10027877m.g
OG0000437	Sdiv_ptg000027l_0141-R	Thhalv10028214m.g
OG0000439	Sdiv_ptg000012l_0224-R	Thhalv10003574m.g
OG0000439	Sdiv_ptg000004l_2304-R, Sdiv_ptg000005l_1998-R	Thhalv10024277m.g
OG0000439	Sdiv_ptg000009l_0591-R, Sdiv_ptg000010l_2337-R	Thhalv10012521m.g
OG0000440	Sdiv_ptg000002l_0081-R	Thhalv10006445m.g, Thhalv10007378m.g
OG0000440	Sdiv_ptg000022l_1583-R, Sdiv_ptg000008l_1475-R	Thhalv10017666m.g
OG0000440	Sdiv_ptg000013l_1723-R	Thhalv10020488m.g
OG0000441	Sdiv_ptg000012l_0998-R, Sdiv_ptg000007l_1221-R	Thhalv10005142m.g
OG0000441	Sdiv_ptg000014l_2531-R, Sdiv_ptg000002l_1338-R	Thhalv10019324m.g, Thhalv10009127m.g
OG0000442	Sdiv_ptg000027l_0071-R	Thhalv10027950m.g
OG0000442	Sdiv_ptg000012l_0118-R, Sdiv_ptg000007l_2039-R	Thhalv10004984m.g
OG0000442	Sdiv_ptg000002l_0604-R, Sdiv_ptg000015l_1527-R	Thhalv10010752m.g
OG0000444	Sdiv_ptg000009l_1013-R, Sdiv_ptg000010l_1919-R	Thhalv10013907m.g
OG0000444	Sdiv_ptg000001l_1769-R	Thhalv10022220m.g
OG0000444	Sdiv_ptg000013l_2117-R, Sdiv_ptg000001l_2214-R	Thhalv10021014m.g
OG0000446	Sdiv_ptg000002l_0844-R	Thhalv10002704m.g
OG0000446	Sdiv_ptg000002l_0845-R	Thhalv10002714m.g
OG0000447	Sdiv_ptg000010l_0693-R	Thhalv10014233m.g
OG0000447	Sdiv_ptg000008l_0463-R	Thhalv10002055m.g
OG0000448	Sdiv_ptg000002l_0160-R	Thhalv10015262m.g
OG0000448	Sdiv_ptg000010l_1192-R	Thhalv10015625m.g
OG0000449	Sdiv_ptg000015l_1715-R, Sdiv_ptg000002l_0391-R	Thhalv10010391m.g
OG0000449	Sdiv_ptg000010l_2756-R	Thhalv10013480m.g, Thhalv10015647m.g, Thhalv10015502m.g, Thhalv10015763m.g
OG0000450	Sdiv_ptg000005l_0880-R	Thhalv10024598m.g
OG0000451	Sdiv_ptg000013l_1143-R	Thhalv10020232m.g
OG0000451	Sdiv_ptg000013l_1145-R	Thhalv10020712m.g
OG0000453	Sdiv_ptg000005l_1111-R	Thhalv10026577m.g
OG0000453	Sdiv_ptg000005l_1344-R, Sdiv_ptg000004l_1648-R	Thhalv10026574m.g
OG0000453	Sdiv_ptg000011l_0082-R, Sdiv_ptg000001l_0094-R, Sdiv_ptg000013l_0081-R	Thhalv10002122m.g
OG0000454	Sdiv_ptg000012l_2028-R, Sdiv_ptg000012l_2036-R, Sdiv_ptg000012l_2034-R, Sdiv_ptg000012l_2029-R, Sdiv_ptg000012l_2035-R, Sdiv_ptg000012l_2046-R, Sdiv_ptg000012l_2019-R	Thhalv10023235m.g
OG0000460	Sdiv_ptg000014l_1398-R, Sdiv_ptg000014l_1400-R	Thhalv10007945m.g
OG0000460	Sdiv_ptg000022l_0347-R	Thhalv10002019m.g
OG0000461	Sdiv_ptg000001l_0602-R, Sdiv_ptg000001l_0575-R	Thhalv10002442m.g
OG0000463	Sdiv_ptg000002l_1667-R	Thhalv10018813m.g
OG0000476	Sdiv_ptg000012l_1540-R, Sdiv_ptg000007l_0730-R	Thhalv10006260m.g
OG0000477	Sdiv_ptg000001l_0024-R	Thhalv10001972m.g
OG0000478	Sdiv_ptg000010l_1335-R	Thhalv10024843m.g
OG0000478	Sdiv_ptg000004l_1188-R	Thhalv10000811m.g
OG0000482	Sdiv_ptg000022l_0585-R	Thhalv10017686m.g, Thhalv10017850m.g, Thhalv10017857m.g, Thhalv10017843m.g, Thhalv10002859m.g
OG0000484	Sdiv_ptg000001l_1725-R, Sdiv_ptg000013l_1661-R	Thhalv10021774m.g
OG0000484	Sdiv_ptg000010l_2804-R	Thhalv10015031m.g
OG0000484	Sdiv_ptg000008l_1322-R	Thhalv10017429m.g
OG0000484	Sdiv_ptg000022l_1424-R	Thhalv10010798m.g
OG0000485	Sdiv_ptg000015l_1756-R	Thhalv10010772m.g
OG0000485	Sdiv_ptg000009l_2725-R	Thhalv10014862m.g
OG0000486	Sdiv_ptg000002l_0358-R	Thhalv10010598m.g
OG0000486	Sdiv_ptg000022l_1240-R, Sdiv_ptg000008l_1156-R	Thhalv10017041m.g
OG0000486	Sdiv_ptg000008l_1155-R	Thhalv10017874m.g
OG0000487	Sdiv_ptg000014l_0228-R, Sdiv_ptg000022l_0946-R, Sdiv_ptg000003l_2735-R, Sdiv_ptg000008l_0881-R	Thhalv10017398m.g
OG0000488	Sdiv_ptg000009l_1656-R	Thhalv10028682m.g, Thhalv10029246m.g, Thhalv10029310m.g, Thhalv10029125m.g, Thhalv10027198m.g, Thhalv10028610m.g, Thhalv10029390m.g, Thhalv10029234m.g
OG0000490	Sdiv_ptg000005l_1991-R, Sdiv_ptg000004l_2295-R	Thhalv10000016m.g
OG0000490	Sdiv_ptg000022l_0035-R, Sdiv_ptg000008l_0044-R	Thhalv10024239m.g
OG0000492	Sdiv_ptg000018l_0253-R	Thhalv10001722m.g
OG0000493	Sdiv_ptg000022l_1786-R	Thhalv10001756m.g
OG0000493	Sdiv_ptg000018l_0245-R	Thhalv10018387m.g, Thhalv10001744m.g
OG0000493	Sdiv_ptg000016l_0088-R	Thhalv10005858m.g
OG0000494	Sdiv_ptg000015l_2328-R	Thhalv10005750m.g
OG0000494	Sdiv_ptg000014l_0100-R	Thhalv10006577m.g
OG0000494	Sdiv_ptg000022l_1966-R, Sdiv_ptg000018l_0077-R	Thhalv10001285m.g
OG0000495	Sdiv_ptg000012l_0402-R	Thhalv10005136m.g
OG0000495	Sdiv_ptg000002l_0781-R	Thhalv10010823m.g
OG0000495	Sdiv_ptg000010l_1225-R, Sdiv_ptg000010l_1224-R, Sdiv_ptg000009l_2048-R	Thhalv10015032m.g
OG0000496	Sdiv_ptg000027l_0234-R	Thhalv10027882m.g
OG0000496	Sdiv_ptg000007l_1146-R, Sdiv_ptg000012l_1081-R	Thhalv10004748m.g
OG0000496	Sdiv_ptg000004l_0082-R	Thhalv10015345m.g
OG0000497	Sdiv_ptg000018l_0048-R, Sdiv_ptg000022l_2002-R	Thhalv10001383m.g
OG0000497	Sdiv_ptg000009l_2874-R, Sdiv_ptg000010l_0120-R	Thhalv10028558m.g
OG0000497	Sdiv_ptg000016l_0240-R, Sdiv_ptg000015l_2341-R	Thhalv10005872m.g
OG0000498	Sdiv_ptg000009l_1189-R, Sdiv_ptg000010l_0225-R	Thhalv10014171m.g
OG0000500	Sdiv_ptg000002l_0801-R, Sdiv_ptg000015l_1349-R	Thhalv10002662m.g
OG0000500	Sdiv_ptg000014l_0434-R	Thhalv10008748m.g
OG0000500	Sdiv_ptg000009l_2623-R, Sdiv_ptg000010l_0664-R	Thhalv10014634m.g
