Orthogroup	E_salsugineum	S_pinnata
OG0000167	Thhalv10003399m.g	Stapi.0129s0007, Stapi.3472s0005, Stapi.0094s0032, Stapi.3651s0002, Stapi.0004s0016, Stapi.0020s0040, Stapi.0454s0008, Stapi.0004s0017, Stapi.13661s0001, Stapi.0004s0014, Stapi.3133s0008, Stapi.1637s0002, Stapi.2931s0006, Stapi.0004s0021, Stapi.6057s0004, Stapi.2537s0002, Stapi.1408s0006, Stapi.0387s0017, Stapi.2699s0011, Stapi.14474s0001, Stapi.0004s0018, Stapi.0129s0008, Stapi.10370s0002, Stapi.2092s0003, Stapi.0454s0007, Stapi.1335s0005, Stapi.0271s0005, Stapi.0004s0019
OG0000167	Thhalv10001178m.g	Stapi.0004s0013
OG0000168	Thhalv10000609m.g, Thhalv10027466m.g, Thhalv10002326m.g, Thhalv10024129m.g, Thhalv10029405m.g, Thhalv10002835m.g, Thhalv10019721m.g, Thhalv10011157m.g, Thhalv10023022m.g, Thhalv10023819m.g, Thhalv10003494m.g, Thhalv10019636m.g, Thhalv10002209m.g	Stapi.0930s0012
OG0000169	Thhalv10019744m.g	Stapi.4836s0002
OG0000170	Thhalv10027722m.g, Thhalv10028238m.g	Stapi.1200s0001
OG0000171	Thhalv10002239m.g, Thhalv10002251m.g, Thhalv10002278m.g, Thhalv10002291m.g, Thhalv10002207m.g, Thhalv10002243m.g, Thhalv10002224m.g, Thhalv10002305m.g, Thhalv10002265m.g, Thhalv10002250m.g, Thhalv10002325m.g, Thhalv10002277m.g, Thhalv10002255m.g, Thhalv10002198m.g, Thhalv10002314m.g, Thhalv10002163m.g, Thhalv10002260m.g, Thhalv10002263m.g, Thhalv10002161m.g, Thhalv10002294m.g, Thhalv10002222m.g, Thhalv10002170m.g, Thhalv10002218m.g, Thhalv10002276m.g, Thhalv10002202m.g	Stapi.0012s0012, Stapi.0012s0013, Stapi.0012s0014, Stapi.0012s0010, Stapi.0012s0011, Stapi.0012s0015
OG0000173	Thhalv10008843m.g	Stapi.1957s0003
OG0000173	Thhalv10023704m.g, Thhalv10023657m.g	Stapi.1283s0004, Stapi.0054s0010, Stapi.0054s0007
OG0000174	Thhalv10023237m.g, Thhalv10023945m.g	Stapi.1829s0003
OG0000174	Thhalv10023259m.g	Stapi.7480s0002, Stapi.1953s0007, Stapi.1311s0001
OG0000174	Thhalv10023289m.g, Thhalv10023861m.g	Stapi.1683s0008
OG0000174	Thhalv10024072m.g	Stapi.8462s0002
OG0000174	Thhalv10023659m.g, Thhalv10024171m.g, Thhalv10012230m.g	Stapi.8462s0001, Stapi.4540s0004, Stapi.6226s0001
OG0000175	Thhalv10022545m.g	Stapi.0644s0002, Stapi.0644s0004, Stapi.10454s0001, Stapi.4017s0001
OG0000175	Thhalv10022404m.g, Thhalv10024295m.g, Thhalv10024211m.g, Thhalv10024234m.g	Stapi.6256s0001, Stapi.3081s0002
OG0000175	Thhalv10019540m.g, Thhalv10019468m.g, Thhalv10012489m.g	Stapi.20861s0001, Stapi.10434s0002, Stapi.5619s0004, Stapi.11606s0003, Stapi.23398s0001, Stapi.3641s0001, Stapi.5619s0003, Stapi.20473s0001, Stapi.14234s0001, Stapi.2110s0002, Stapi.1164s0015, Stapi.4157s0004, Stapi.5932s0007, Stapi.9896s0001, Stapi.5932s0009, Stapi.5619s0001
OG0000179	Thhalv10029223m.g, Thhalv10012394m.g	Stapi.1517s0008, Stapi.0084s0050, Stapi.0048s0032, Stapi.7072s0002, Stapi.8877s0001, Stapi.18050s0001, Stapi.0902s0002, Stapi.0974s0007, Stapi.6882s0003, Stapi.0266s0009, Stapi.0022s0003, Stapi.2442s0005, Stapi.1653s0005, Stapi.3226s0002, Stapi.7005s0004, Stapi.1183s0001, Stapi.18421s0001, Stapi.2260s0004, Stapi.4410s0002, Stapi.0071s0049, Stapi.0364s0019, Stapi.1462s0010, Stapi.6143s0002, Stapi.0373s0010, Stapi.1219s0003, Stapi.21345s0001, Stapi.0169s0012, Stapi.0385s0008, Stapi.0672s0001, Stapi.27228s0001, Stapi.0002s0030, Stapi.0035s0014, Stapi.0010s0045
OG0000180	Thhalv10029509m.g	Stapi.2831s0003
OG0000180	Thhalv10015830m.g, Thhalv10015464m.g	Stapi.1197s0001
OG0000180	Thhalv10009814m.g	Stapi.2885s0004
OG0000181	Thhalv10029161m.g, Thhalv10029379m.g, Thhalv10029399m.g	Stapi.0632s0006, Stapi.0632s0005
OG0000187	Thhalv10012389m.g, Thhalv10011354m.g, Thhalv10011355m.g	Stapi.2098s0003, Stapi.3949s0001, Stapi.6626s0001
OG0000187	Thhalv10015256m.g	Stapi.1401s0005
OG0000187	Thhalv10009803m.g	Stapi.14203s0004, Stapi.5336s0005
OG0000187	Thhalv10011352m.g	Stapi.1914s0008
OG0000187	Thhalv10011483m.g, Thhalv10012014m.g	Stapi.4918s0002, Stapi.18484s0001
OG0000192	Thhalv10026033m.g	Stapi.12601s0001
OG0000192	Thhalv10000698m.g	Stapi.1146s0001
OG0000194	Thhalv10001833m.g	Stapi.5333s0003
OG0000194	Thhalv10028882m.g	Stapi.0150s0007, Stapi.0530s0008
OG0000194	Thhalv10027892m.g	Stapi.1656s0003, Stapi.1391s0003
OG0000197	Thhalv10016300m.g	Stapi.5601s0002
OG0000197	Thhalv10012786m.g	Stapi.0782s0014, Stapi.0851s0021
OG0000197	Thhalv10016295m.g	Stapi.3685s0002
OG0000197	Thhalv10010147m.g	Stapi.2789s0005
OG0000198	Thhalv10012832m.g	Stapi.3598s0002
OG0000198	Thhalv10012817m.g	Stapi.0626s0001, Stapi.0386s0018
OG0000198	Thhalv10002229m.g	Stapi.6233s0003, Stapi.4420s0001, Stapi.15662s0002
OG0000198	Thhalv10024564m.g	Stapi.5954s0001
OG0000199	Thhalv10013948m.g	Stapi.6885s0002
OG0000199	Thhalv10027817m.g	Stapi.5768s0001
OG0000199	Thhalv10018774m.g	Stapi.0080s0030
OG0000200	Thhalv10016266m.g	Stapi.3827s0005
OG0000200	Thhalv10016279m.g	Stapi.0938s0014
OG0000200	Thhalv10017694m.g, Thhalv10016323m.g, Thhalv10022625m.g, Thhalv10019617m.g	Stapi.1390s0007, Stapi.3827s0003
OG0000200	Thhalv10022855m.g	Stapi.0291s0027
OG0000201	Thhalv10028274m.g, Thhalv10028342m.g	Stapi.3468s0002, Stapi.0609s0004, Stapi.2941s0004
OG0000204	Thhalv10025910m.g	Stapi.1001s0014
OG0000204	Thhalv10001573m.g	Stapi.14006s0002
OG0000205	Thhalv10022368m.g, Thhalv10022189m.g, Thhalv10022288m.g, Thhalv10022163m.g	Stapi.6442s0004, Stapi.1714s0004
OG0000205	Thhalv10022281m.g, Thhalv10022140m.g, Thhalv10021953m.g, Thhalv10022121m.g, Thhalv10022074m.g, Thhalv10021906m.g, Thhalv10022425m.g	Stapi.16099s0001, Stapi.1143s0008, Stapi.4174s0002, Stapi.1143s0006, Stapi.8667s0001, Stapi.3696s0002, Stapi.1143s0009
OG0000206	Thhalv10003060m.g	Stapi.0186s0013, Stapi.1484s0007, Stapi.0016s0034, Stapi.0090s0011
OG0000207	Thhalv10024140m.g	Stapi.5854s0002, Stapi.6769s0002, Stapi.5739s0003, Stapi.12124s0001, Stapi.0692s0010, Stapi.2306s0004, Stapi.1669s0005, Stapi.5739s0001
OG0000207	Thhalv10024118m.g	Stapi.0640s0002, Stapi.9691s0002, Stapi.5890s0001, Stapi.2167s0006, Stapi.20854s0001, Stapi.2794s0003, Stapi.1669s0004, Stapi.25081s0001, Stapi.2637s0004, Stapi.5537s0002, Stapi.12195s0001, Stapi.1258s0007, Stapi.2637s0003, Stapi.14883s0001, Stapi.1669s0006, Stapi.5211s0001, Stapi.18292s0002, Stapi.2306s0005
OG0000208	Thhalv10011843m.g	Stapi.2858s0064, Stapi.1297s0012
OG0000209	Thhalv10028093m.g, Thhalv10001821m.g, Thhalv10012367m.g	Stapi.0390s0013
OG0000211	Thhalv10011087m.g	Stapi.2858s0030
OG0000212	Thhalv10010993m.g	Stapi.2858s0025, Stapi.2114s0002
OG0000215	Thhalv10022428m.g	Stapi.10384s0003
OG0000215	Thhalv10028720m.g, Thhalv10029372m.g, Thhalv10029230m.g, Thhalv10009657m.g, Thhalv10001110m.g, Thhalv10009983m.g, Thhalv10009365m.g, Thhalv10029416m.g, Thhalv10002574m.g, Thhalv10002790m.g, Thhalv10002964m.g, Thhalv10002584m.g, Thhalv10026752m.g, Thhalv10027065m.g, Thhalv10027325m.g, Thhalv10026777m.g, Thhalv10027302m.g, Thhalv10021944m.g, Thhalv10022314m.g, Thhalv10022355m.g, Thhalv10021905m.g, Thhalv10022208m.g, Thhalv10022083m.g, Thhalv10023036m.g	Stapi.1043s0011
OG0000221	Thhalv10028291m.g	Stapi.11617s0002, Stapi.14274s0001, Stapi.10931s0001, Stapi.0048s0043, Stapi.3005s0004, Stapi.12665s0001, Stapi.26860s0001, Stapi.0362s0001, Stapi.5462s0002
OG0000221	Thhalv10028273m.g	Stapi.0312s0015, Stapi.0362s0006, Stapi.13417s0001, Stapi.11783s0003, Stapi.6624s0001, Stapi.11960s0001, Stapi.0308s0019, Stapi.9387s0001, Stapi.3843s0004, Stapi.15105s0001, Stapi.13179s0001, Stapi.4829s0002, Stapi.1539s0002
OG0000222	Thhalv10002984m.g, Thhalv10022025m.g	Stapi.3674s0002
OG0000222	Thhalv10013551m.g, Thhalv10012685m.g, Thhalv10014181m.g, Thhalv10016428m.g, Thhalv10029461m.g, Thhalv10028322m.g, Thhalv10025088m.g, Thhalv10024419m.g	Stapi.0584s0009, Stapi.0291s0030
OG0000224	Thhalv10011116m.g	Stapi.4018s0010, Stapi.2858s0034
OG0000227	Thhalv10010034m.g	Stapi.5020s0001
OG0000227	Thhalv10008736m.g	Stapi.3499s0003, Stapi.3499s0002
OG0000227	Thhalv10008486m.g, Thhalv10010008m.g	Stapi.3499s0001, Stapi.26461s0001
OG0000231	Thhalv10002663m.g	Stapi.6290s0002, Stapi.10598s0002, Stapi.0263s0024, Stapi.13444s0001
OG0000231	Thhalv10010710m.g	Stapi.9676s0004, Stapi.0728s0011
OG0000241	Thhalv10011033m.g	Stapi.8745s0009, Stapi.2858s0021
OG0000248	Thhalv10001266m.g, Thhalv10022984m.g, Thhalv10002304m.g, Thhalv10002254m.g, Thhalv10002187m.g, Thhalv10005702m.g, Thhalv10023191m.g	Stapi.1939s0002
OG0000248	Thhalv10003482m.g, Thhalv10001264m.g, Thhalv10012392m.g, Thhalv10003128m.g	Stapi.0620s0007, Stapi.0827s0003, Stapi.0591s0010, Stapi.17940s0001, Stapi.4517s0008, Stapi.12287s0001, Stapi.1320s0002, Stapi.3173s0003, Stapi.0494s0005, Stapi.7397s0001, Stapi.3255s0003
OG0000249	Thhalv10027905m.g	Stapi.6881s0003, Stapi.1318s0001
OG0000249	Thhalv10010638m.g	Stapi.17688s0002
OG0000250	Thhalv10001412m.g	Stapi.15475s0001
OG0000250	Thhalv10001282m.g, Thhalv10016531m.g, Thhalv10010304m.g	Stapi.6140s0004
OG0000251	Thhalv10008254m.g	Stapi.3039s0007
OG0000251	Thhalv10023954m.g, Thhalv10023572m.g, Thhalv10024153m.g, Thhalv10023616m.g, Thhalv10023996m.g, Thhalv10024005m.g	Stapi.19869s0001
OG0000251	Thhalv10023897m.g	Stapi.0976s0002
OG0000253	Thhalv10015966m.g	Stapi.1244s0011, Stapi.0210s0026, Stapi.4431s0003, Stapi.0622s0012, Stapi.1130s0012
OG0000253	Thhalv10015326m.g, Thhalv10023176m.g, Thhalv10016032m.g	Stapi.1033s0004, Stapi.1409s0006
OG0000253	Thhalv10027075m.g, Thhalv10027810m.g, Thhalv10028315m.g	Stapi.1244s0012
OG0000254	Thhalv10021915m.g, Thhalv10022155m.g	Stapi.0165s0010
OG0000254	Thhalv10019698m.g	Stapi.1315s0011
OG0000254	Thhalv10022510m.g, Thhalv10014191m.g, Thhalv10015557m.g	Stapi.0575s0016, Stapi.0210s0028, Stapi.3901s0002
OG0000263	Thhalv10025555m.g	Stapi.1386s0021
OG0000263	Thhalv10000942m.g, Thhalv10000941m.g	Stapi.5646s0002, Stapi.8882s0003
OG0000264	Thhalv10024155m.g	Stapi.5598s0002, Stapi.0413s0019, Stapi.0293s0017
OG0000264	Thhalv10024074m.g	Stapi.12927s0001, Stapi.0834s0002, Stapi.1355s0002, Stapi.0064s0009, Stapi.0516s0001, Stapi.0233s0009
OG0000264	Thhalv10026889m.g	Stapi.0413s0020
OG0000266	Thhalv10019837m.g	Stapi.1732s0006
OG0000266	Thhalv10000551m.g, Thhalv10012036m.g, Thhalv10001211m.g, Thhalv10000813m.g, Thhalv10011360m.g, Thhalv10012244m.g, Thhalv10012084m.g	Stapi.0625s0013, Stapi.0625s0014
OG0000267	Thhalv10026432m.g	Stapi.3497s0003
OG0000267	Thhalv10008949m.g	Stapi.4985s0004
OG0000268	Thhalv10028004m.g	Stapi.2252s0003
OG0000268	Thhalv10026626m.g	Stapi.15763s0001
OG0000268	Thhalv10026627m.g	Stapi.4761s0004
OG0000269	Thhalv10005895m.g	Stapi.14229s0001
OG0000269	Thhalv10010985m.g, Thhalv10001416m.g, Thhalv10023359m.g, Thhalv10023064m.g	Stapi.2127s0003
OG0000270	Thhalv10019426m.g	Stapi.4370s0010
OG0000270	Thhalv10019509m.g, Thhalv10005269m.g, Thhalv10005483m.g, Thhalv10019337m.g, Thhalv10019338m.g, Thhalv10019830m.g, Thhalv10019601m.g, Thhalv10019664m.g, Thhalv10019422m.g	Stapi.4370s0009, Stapi.0244s0002, Stapi.4370s0008
OG0000271	Thhalv10002793m.g	Stapi.0259s0011, Stapi.5959s0002
OG0000271	Thhalv10013201m.g	Stapi.4552s0001
OG0000271	Thhalv10002919m.g	Stapi.0028s0001, Stapi.0259s0008, Stapi.0259s0009
OG0000272	Thhalv10025803m.g	Stapi.2444s0003
OG0000272	Thhalv10025934m.g	Stapi.2444s0002
OG0000273	Thhalv10011856m.g	Stapi.3516s0004, Stapi.0950s0005
OG0000273	Thhalv10026555m.g	Stapi.1003s0005, Stapi.1003s0006
OG0000273	Thhalv10021749m.g	Stapi.1979s0006, Stapi.4967s0004
OG0000274	Thhalv10021533m.g	Stapi.0780s0008
OG0000274	Thhalv10011767m.g	Stapi.1457s0002, Stapi.0576s0016
OG0000276	Thhalv10028300m.g	Stapi.6401s0001, Stapi.9091s0002, Stapi.8168s0001, Stapi.0963s0013, Stapi.1600s0006, Stapi.1661s0007, Stapi.11667s0004, Stapi.13394s0002, Stapi.5327s0002, Stapi.0892s0007, Stapi.21888s0001, Stapi.7851s0001, Stapi.3834s0003, Stapi.2277s0005, Stapi.0476s0013, Stapi.3670s0002, Stapi.9085s0001, Stapi.8043s0002, Stapi.1168s0007, Stapi.5912s0004, Stapi.0150s0020
OG0000289	Thhalv10000461m.g	Stapi.8666s0001, Stapi.2202s0004, Stapi.1320s0004
OG0000290	Thhalv10020887m.g	Stapi.0143s0006
OG0000290	Thhalv10016774m.g	Stapi.10127s0002
OG0000291	Thhalv10023102m.g	Stapi.4295s0004
OG0000291	Thhalv10006370m.g, Thhalv10021060m.g, Thhalv10020569m.g, Thhalv10006381m.g	Stapi.0378s0010, Stapi.3053s0004
OG0000291	Thhalv10006436m.g, Thhalv10027744m.g, Thhalv10027779m.g	Stapi.0323s0001, Stapi.1236s0005, Stapi.0352s0012
OG0000292	Thhalv10017112m.g	Stapi.14304s0001, Stapi.11800s0001
OG0000292	Thhalv10021377m.g	Stapi.12955s0001, Stapi.12955s0003
OG0000292	Thhalv10014471m.g	Stapi.3115s0002, Stapi.0201s0006
OG0000293	Thhalv10013414m.g	Stapi.1916s0005, Stapi.2045s0012
OG0000294	Thhalv10027093m.g	Stapi.3820s0001
OG0000294	Thhalv10027353m.g	Stapi.11077s0001
OG0000294	Thhalv10007336m.g	Stapi.7322s0001, Stapi.4401s0005, Stapi.7593s0001, Stapi.3584s0006, Stapi.3584s0005
OG0000296	Thhalv10002230m.g	Stapi.1553s0005
OG0000296	Thhalv10003477m.g, Thhalv10028029m.g, Thhalv10001272m.g, Thhalv10023188m.g, Thhalv10012231m.g, Thhalv10028344m.g	Stapi.0257s0015, Stapi.1846s0003, Stapi.0542s0009, Stapi.0664s0008, Stapi.0433s0008, Stapi.6577s0002, Stapi.4517s0007, Stapi.2409s0005, Stapi.10032s0001, Stapi.0009s0020, Stapi.0160s0018, Stapi.17940s0002, Stapi.2272s0003, Stapi.0620s0008, Stapi.1483s0011
OG0000297	Thhalv10004078m.g	Stapi.0280s0012
OG0000297	Thhalv10013314m.g	Stapi.2479s0006
OG0000297	Thhalv10004036m.g	Stapi.1799s0005
OG0000297	Thhalv10004067m.g	Stapi.2708s0002
OG0000298	Thhalv10020718m.g, Thhalv10011471m.g	Stapi.1798s0005
OG0000298	Thhalv10013523m.g, Thhalv10013521m.g	Stapi.1950s0001
OG0000299	Thhalv10026589m.g	Stapi.6475s0003
OG0000299	Thhalv10015041m.g	Stapi.0340s0024, Stapi.5081s0006
OG0000301	Thhalv10010892m.g, Thhalv10010894m.g	Stapi.5783s0001
OG0000301	Thhalv10001841m.g, Thhalv10026741m.g	Stapi.2419s0003, Stapi.1455s0003, Stapi.5072s0002, Stapi.0760s0010, Stapi.0426s0009, Stapi.1712s0001
OG0000302	Thhalv10002194m.g	Stapi.0433s0023, Stapi.5839s0003, Stapi.17526s0002, Stapi.4738s0001, Stapi.2072s0005, Stapi.5082s0001, Stapi.5806s0001, Stapi.0075s0002, Stapi.1207s0006, Stapi.5806s0002, Stapi.9937s0001, Stapi.7082s0004, Stapi.1925s0014
OG0000305	Thhalv10026685m.g	Stapi.0181s0010, Stapi.1596s0006, Stapi.1596s0010, Stapi.0181s0017, Stapi.1596s0002, Stapi.0181s0012, Stapi.1621s0002, Stapi.4847s0002, Stapi.1237s0006, Stapi.1621s0001, Stapi.4847s0003, Stapi.0181s0009, Stapi.0181s0011, Stapi.0181s0005, Stapi.1596s0007
OG0000306	Thhalv10027045m.g	Stapi.7553s0002, Stapi.1069s0003
OG0000306	Thhalv10027015m.g	Stapi.1069s0004
OG0000306	Thhalv10024992m.g, Thhalv10027547m.g	Stapi.5939s0004
OG0000306	Thhalv10027217m.g, Thhalv10027049m.g, Thhalv10027528m.g	Stapi.5979s0001
OG0000308	Thhalv10019715m.g	Stapi.0457s0003
OG0000308	Thhalv10019689m.g	Stapi.1736s0001, Stapi.0562s0013
OG0000308	Thhalv10024677m.g, Thhalv10024664m.g	Stapi.3003s0006
OG0000308	Thhalv10016373m.g	Stapi.5825s0003, Stapi.5703s0003
OG0000308	Thhalv10028335m.g, Thhalv10028225m.g	Stapi.0555s0004
OG0000308	Thhalv10028202m.g	Stapi.0242s0017
OG0000309	Thhalv10002195m.g	Stapi.1353s0004, Stapi.0036s0023, Stapi.0034s0030
OG0000309	Thhalv10023798m.g, Thhalv10012334m.g, Thhalv10024098m.g, Thhalv10024111m.g, Thhalv10027531m.g, Thhalv10027067m.g, Thhalv10015863m.g, Thhalv10002268m.g, Thhalv10001275m.g, Thhalv10002329m.g, Thhalv10028167m.g, Thhalv10022480m.g, Thhalv10023038m.g, Thhalv10002191m.g, Thhalv10027090m.g, Thhalv10012124m.g, Thhalv10003476m.g	Stapi.0017s0010
OG0000313	Thhalv10018407m.g, Thhalv10019472m.g, Thhalv10018369m.g	Stapi.0429s0004, Stapi.5472s0002, Stapi.0505s0011, Stapi.0611s0013, Stapi.0727s0007, Stapi.0429s0005, Stapi.1945s0002, Stapi.0795s0019, Stapi.2164s0007
OG0000314	Thhalv10013985m.g	Stapi.1566s0014
OG0000314	Thhalv10000222m.g	Stapi.4104s0003, Stapi.1705s0002
OG0000316	Thhalv10008458m.g	Stapi.6886s0002
OG0000317	Thhalv10001697m.g	Stapi.11524s0001
OG0000317	Thhalv10001746m.g	Stapi.10188s0001
OG0000318	Thhalv10011224m.g	Stapi.20192s0001
OG0000318	Thhalv10020016m.g	Stapi.2551s0002, Stapi.8367s0001, Stapi.3359s0001
OG0000319	Thhalv10002667m.g	Stapi.0199s0004
OG0000319	Thhalv10023853m.g	Stapi.0025s0007
OG0000319	Thhalv10004924m.g	Stapi.1614s0007
OG0000320	Thhalv10009589m.g, Thhalv10007942m.g	Stapi.3183s0002, Stapi.27809s0001, Stapi.8963s0001
OG0000320	Thhalv10013918m.g	Stapi.2456s0005
OG0000320	Thhalv10015602m.g, Thhalv10027239m.g	Stapi.6388s0002
OG0000321	Thhalv10026531m.g	Stapi.0147s0002
OG0000321	Thhalv10029077m.g	Stapi.2175s0008
OG0000322	Thhalv10024476m.g	Stapi.0147s0017, Stapi.3967s0005
OG0000322	Thhalv10028449m.g	Stapi.0287s0014
OG0000322	Thhalv10023297m.g, Thhalv10006870m.g	Stapi.6775s0004
OG0000323	Thhalv10011073m.g, Thhalv10028312m.g, Thhalv10009459m.g	Stapi.6435s0002
OG0000323	Thhalv10012265m.g	Stapi.1563s0001
OG0000323	Thhalv10026946m.g, Thhalv10007821m.g, Thhalv10009873m.g	Stapi.3023s0002, Stapi.6435s0003
OG0000325	Thhalv10027634m.g, Thhalv10000023m.g	Stapi.7737s0003
OG0000325	Thhalv10000647m.g, Thhalv10000695m.g, Thhalv10000509m.g	Stapi.3452s0002
OG0000327	Thhalv10006585m.g	Stapi.7479s0003, Stapi.13966s0001
OG0000327	Thhalv10018024m.g	Stapi.1384s0012
OG0000331	Thhalv10001229m.g	Stapi.0705s0001
OG0000331	Thhalv10001234m.g	Stapi.13656s0001
OG0000331	Thhalv10003136m.g	Stapi.2985s0002, Stapi.0308s0020, Stapi.2422s0003, Stapi.2745s0001
OG0000332	Thhalv10000843m.g	Stapi.1726s0004
OG0000332	Thhalv10000844m.g, Thhalv10000841m.g, Thhalv10000851m.g	Stapi.4179s0003, Stapi.3165s0001
OG0000334	Thhalv10013921m.g	Stapi.7002s0002
OG0000334	Thhalv10025556m.g	Stapi.0340s0002
OG0000334	Thhalv10016856m.g	Stapi.1071s0009
OG0000334	Thhalv10010492m.g	Stapi.8416s0002
OG0000335	Thhalv10017372m.g, Thhalv10021700m.g, Thhalv10010797m.g, Thhalv10014925m.g	Stapi.2257s0009, Stapi.0855s0014, Stapi.16286s0001, Stapi.9121s0004, Stapi.4326s0004
OG0000336	Thhalv10000386m.g	Stapi.1387s0006, Stapi.1426s0002, Stapi.3096s0005, Stapi.2219s0005, Stapi.1408s0002, Stapi.10310s0001, Stapi.22398s0001, Stapi.9275s0003, Stapi.15555s0001
OG0000337	Thhalv10023633m.g, Thhalv10023768m.g, Thhalv10017049m.g	Stapi.1257s0005
OG0000338	Thhalv10024994m.g	Stapi.0147s0013, Stapi.3741s0002
OG0000338	Thhalv10004056m.g	Stapi.3021s0004
OG0000339	Thhalv10008481m.g, Thhalv10008479m.g, Thhalv10008476m.g	Stapi.10612s0001
OG0000340	Thhalv10005070m.g	Stapi.1113s0006
OG0000340	Thhalv10008589m.g	Stapi.3465s0006
OG0000341	Thhalv10024021m.g	Stapi.14077s0001, Stapi.6351s0001
OG0000341	Thhalv10024115m.g	Stapi.1222s0005
OG0000342	Thhalv10006560m.g	Stapi.6961s0004
OG0000342	Thhalv10012431m.g	Stapi.2498s0002
OG0000343	Thhalv10012292m.g	Stapi.20723s0001
OG0000343	Thhalv10015456m.g	Stapi.6222s0001, Stapi.1140s0013
OG0000344	Thhalv10014917m.g	Stapi.4964s0001
OG0000344	Thhalv10003334m.g	Stapi.0014s0017
OG0000344	Thhalv10014919m.g	Stapi.0052s0022
OG0000346	Thhalv10026186m.g, Thhalv10027914m.g	Stapi.2193s0004, Stapi.3191s0001
OG0000346	Thhalv10027922m.g, Thhalv10027925m.g, Thhalv10027917m.g, Thhalv10027913m.g, Thhalv10027920m.g, Thhalv10028159m.g	Stapi.2396s0003
OG0000348	Thhalv10008955m.g, Thhalv10008951m.g, Thhalv10023728m.g, Thhalv10023727m.g	Stapi.3361s0005, Stapi.3163s0009, Stapi.5423s0002, Stapi.11508s0001
OG0000349	Thhalv10006372m.g, Thhalv10003109m.g	Stapi.4094s0002, Stapi.5090s0003
OG0000349	Thhalv10005294m.g, Thhalv10005305m.g	Stapi.2355s0005, Stapi.5855s0003, Stapi.5666s0002, Stapi.5855s0006, Stapi.4709s0001, Stapi.4709s0005, Stapi.19679s0001, Stapi.4709s0003, Stapi.3421s0006, Stapi.4709s0004, Stapi.4709s0002, Stapi.14413s0001, Stapi.5855s0004
OG0000351	Thhalv10009492m.g, Thhalv10005664m.g	Stapi.0247s0007
OG0000360	Thhalv10017036m.g, Thhalv10022813m.g	Stapi.1755s0013
OG0000360	Thhalv10014163m.g	Stapi.3470s0007
OG0000362	Thhalv10021535m.g	Stapi.13857s0002, Stapi.13857s0001, Stapi.1802s0007
OG0000362	Thhalv10028960m.g	Stapi.0085s0008
OG0000363	Thhalv10009971m.g, Thhalv10019708m.g, Thhalv10027836m.g	Stapi.0334s0025
OG0000363	Thhalv10000435m.g	Stapi.8830s0002
OG0000363	Thhalv10002899m.g	Stapi.14928s0001, Stapi.6820s0003
OG0000364	Thhalv10018921m.g	Stapi.0237s0022, Stapi.0334s0001
OG0000364	Thhalv10008290m.g	Stapi.2902s0008
OG0000364	Thhalv10023605m.g	Stapi.6720s0001, Stapi.0407s0009
OG0000365	Thhalv10003076m.g, Thhalv10002959m.g, Thhalv10002768m.g, Thhalv10003010m.g	Stapi.3537s0004
OG0000366	Thhalv10015017m.g	Stapi.4026s0005, Stapi.12005s0001, Stapi.4026s0003
OG0000366	Thhalv10026563m.g, Thhalv10029067m.g	Stapi.8080s0002, Stapi.10756s0001, Stapi.0370s0012, Stapi.0143s0030
OG0000367	Thhalv10015212m.g	Stapi.0065s0020
OG0000367	Thhalv10010887m.g	Stapi.2127s0006
OG0000367	Thhalv10026733m.g	Stapi.1197s0007
OG0000368	Thhalv10018412m.g	Stapi.1218s0005, Stapi.16290s0001
OG0000369	Thhalv10006292m.g	Stapi.14103s0001
OG0000369	Thhalv10015241m.g	Stapi.1312s0011
OG0000369	Thhalv10022076m.g	Stapi.5006s0003
OG0000369	Thhalv10022192m.g	Stapi.6786s0002, Stapi.1279s0003
OG0000369	Thhalv10022389m.g	Stapi.7899s0001, Stapi.6993s0001
OG0000370	Thhalv10025165m.g, Thhalv10015785m.g, Thhalv10017536m.g	Stapi.1955s0002
OG0000370	Thhalv10026908m.g	Stapi.4244s0003
OG0000371	Thhalv10020645m.g	Stapi.1249s0009, Stapi.1225s0001, Stapi.5480s0004
OG0000371	Thhalv10025075m.g	Stapi.1703s0005, Stapi.6602s0003, Stapi.1661s0003
OG0000372	Thhalv10027804m.g	Stapi.0436s0007
OG0000372	Thhalv10027803m.g	Stapi.11788s0001
OG0000373	Thhalv10011106m.g	Stapi.1166s0016
OG0000373	Thhalv10026029m.g	Stapi.8456s0004
OG0000378	Thhalv10011018m.g	Stapi.1087s0004
OG0000378	Thhalv10011143m.g, Thhalv10010906m.g	Stapi.5335s0005
OG0000378	Thhalv10010280m.g	Stapi.0737s0002
OG0000391	Thhalv10003800m.g	Stapi.0931s0002
OG0000391	Thhalv10000079m.g	Stapi.0906s0009
OG0000391	Thhalv10012938m.g	Stapi.2689s0003
OG0000392	Thhalv10015007m.g	Stapi.7026s0002, Stapi.5085s0004
OG0000392	Thhalv10017604m.g, Thhalv10009092m.g	Stapi.13444s0002
OG0000395	Thhalv10028984m.g	Stapi.0463s0014, Stapi.0379s0016
OG0000395	Thhalv10029481m.g, Thhalv10008838m.g, Thhalv10008851m.g	Stapi.8139s0003, Stapi.3818s0001, Stapi.0032s0038
OG0000396	Thhalv10018462m.g	Stapi.3267s0004
OG0000396	Thhalv10007492m.g	Stapi.3672s0003, Stapi.2359s0002
