Orthogroup	S_parvula	S_pinnata
OG0002942	Sp2g18980	Stapi.2351s0011
OG0002942	Sp6g30070	Stapi.4664s0003
OG0002943	Sp6g30290	Stapi.7149s0002, Stapi.0662s0017
OG0002944	Sp6g30940	Stapi.3700s0006, Stapi.4182s0008, Stapi.1825s0003
OG0002945	Sp2g22130	Stapi.1566s0009
OG0002945	Sp6g32270	Stapi.4604s0006
OG0002946	Sp6g32420	Stapi.1077s0012, Stapi.6267s0001, Stapi.13778s0001, Stapi.5274s0001
OG0002947	Sp6g32450	Stapi.1741s0004, Stapi.2610s0002
OG0002948	Sp6g32480	Stapi.7464s0001, Stapi.1741s0006
OG0002949	Sp6g32730	Stapi.1268s0011, Stapi.7451s0002
OG0002950	SpUN1172_0010	Stapi.4047s0003
OG0002951	Sp6g33270	Stapi.5063s0002, Stapi.4866s0006, Stapi.1054s0023, Stapi.1054s0016, Stapi.10115s0001
OG0002952	SpUn0247_0010	Stapi.1054s0008
OG0002952	Sp6g33340	Stapi.1663s0001
OG0002954	Sp6g33960	Stapi.2915s0003
OG0002956	Sp6g34770	Stapi.6692s0002
OG0002957	Sp6g34870	Stapi.0034s0032, Stapi.0300s0008, Stapi.8229s0001
OG0002959	Sp6g35900	Stapi.6198s0002, Stapi.0342s0007, Stapi.5833s0004
OG0002960	Sp6g36000	Stapi.23734s0001
OG0002961	Sp6g36790	Stapi.0031s0014, Stapi.3161s0002, Stapi.6379s0003
OG0002962	Sp6g37000	Stapi.10591s0001, Stapi.12726s0002
OG0002963	Sp6g36680	Stapi.13319s0001
OG0002964	Sp6g26750	Stapi.0307s0015, Stapi.1162s0003
OG0002965	Sp6g38980	Stapi.7862s0003, Stapi.7862s0001, Stapi.0827s0001
OG0002966	Sp6g39980	Stapi.1227s0001, Stapi.7050s0001, Stapi.14399s0001
OG0002967	Sp1g36510	Stapi.11824s0001
OG0002968	Sp6g40830, Sp6g40820, Sp3g07260	Stapi.8143s0001
OG0002969	Sp3g07270	Stapi.3259s0001
OG0002971	Sp4g01600	Stapi.8812s0001, Stapi.10490s0002, Stapi.12855s0001
OG0002972	Sp4g01890, SpUn0042_0040	Stapi.10680s0001, Stapi.19442s0001, Stapi.0610s0009, Stapi.2308s0001, Stapi.3423s0001
OG0002974	Sp5g05880	Stapi.5589s0004, Stapi.12223s0002
OG0002975	Sp3g10850	Stapi.3174s0005, Stapi.1422s0010
OG0002976	Sp1g41570	Stapi.4888s0006, Stapi.8776s0001
OG0002977	Sp1g41280	Stapi.2937s0009
OG0002978	Sp3g11550	Stapi.4436s0002
OG0002979	Sp3g11580	Stapi.4436s0004
OG0002980	Sp1g41010	Stapi.2844s0008
OG0002981	Sp3g11780	Stapi.4477s0004, Stapi.1269s0002
OG0002982	Sp3g11890	Stapi.0807s0002, Stapi.1240s0003, Stapi.17789s0001
OG0002983	Sp3g11920	Stapi.12643s0001, Stapi.1240s0001
OG0002984	Sp3g12100	Stapi.11194s0002, Stapi.3443s0001, Stapi.3344s0004
OG0002985	Sp3g12190	Stapi.5701s0002, Stapi.5393s0003
OG0002986	Sp3g12240	Stapi.2694s0003
OG0002986	Sp1g40630	Stapi.9714s0001, Stapi.9714s0002
OG0002987	Sp3g12440	Stapi.13859s0001, Stapi.8373s0004, Stapi.21579s0001
OG0002988	Sp1g40320, Sp3g12600	Stapi.2673s0007
OG0002989	Sp3g12700	Stapi.2623s0010, Stapi.1258s0002
OG0002990	Sp1g39990	Stapi.0336s0016
OG0002991	Sp3g13050	Stapi.5857s0002, Stapi.1164s0010
OG0002993	Sp3g14260	Stapi.3685s0010, Stapi.1299s0005, Stapi.1140s0002
OG0002994	Sp3g14350	Stapi.8736s0004
OG0002995	Sp3g14540	Stapi.8603s0002, Stapi.17293s0001, Stapi.0780s0017
OG0002996	Sp3g14680	Stapi.0780s0031, Stapi.11559s0001, Stapi.0118s0002
OG0002997	Sp3g15270	Stapi.0022s0073
OG0002998	Sp3g15440	Stapi.6894s0001
OG0002999	Sp3g15840	Stapi.13597s0001, Stapi.1579s0014
OG0003000	Sp3g16000	Stapi.1878s0011, Stapi.9866s0001, Stapi.7431s0001
OG0003001	Sp1g35570, Sp3g16140	Stapi.1878s0001, Stapi.1887s0003
OG0003002	Sp3g16220, Sp7g18220	Stapi.13998s0002, Stapi.4948s0006, Stapi.0832s0006
OG0003003	Sp3g16670	Stapi.2459s0005, Stapi.3374s0005
OG0003004	Sp1g36150, Sp3g16890	Stapi.3687s0006
OG0003005	Sp3g17070	Stapi.4850s0002, Stapi.6967s0002, Stapi.8473s0003
OG0003006	Sp7g31700	Stapi.6512s0001
OG0003007	Sp3g17340	Stapi.1759s0007
OG0003008	Sp1g37110, Sp3g17840	Stapi.0587s0015, Stapi.2942s0002
OG0003009	Sp3g17850	Stapi.22616s0001, Stapi.2942s0003, Stapi.0587s0014
OG0003010	Sp3g18030	Stapi.1541s0009
OG0003011	Sp3g18060	Stapi.8044s0001, Stapi.1541s0007, Stapi.1541s0006
OG0003012	Sp3g18220	Stapi.5272s0003, Stapi.5272s0002, Stapi.0965s0013
OG0003013	Sp3g18430	Stapi.4466s0007
OG0003014	Sp3g18560	Stapi.1435s0003, Stapi.1664s0010
OG0003015	Sp3g18610	Stapi.6561s0005
OG0003016	Sp3g18790	Stapi.11410s0001, Stapi.1687s0005, Stapi.2402s0006
OG0003017	Sp3g19010	Stapi.2814s0015, Stapi.3625s0006, Stapi.0040s0024, Stapi.1744s0009
OG0003018	Sp3g18960	Stapi.3625s0003, Stapi.1064s0004, Stapi.1744s0011
OG0003019	Sp3g19160	Stapi.1283s0001, Stapi.4134s0001, Stapi.0943s0004
OG0003021	Sp3g20410	Stapi.3966s0004, Stapi.0126s0016
OG0003022	Sp3g19680	Stapi.4635s0001, Stapi.8373s0003, Stapi.3597s0001
OG0003023	Sp3g19700	Stapi.1225s0014
OG0003024	Sp3g19740	Stapi.1249s0008, Stapi.1225s0002, Stapi.5480s0005
OG0003025	Sp3g20140	Stapi.1613s0002, Stapi.0563s0004
OG0003026	Sp1g29460	Stapi.2272s0001
OG0003026	Sp3g20300	Stapi.0126s0029
OG0003027	Sp3g21890, Sp3g20310, Sp3g20320, Sp5g19970	Stapi.0497s0011, Stapi.0126s0025
OG0003028	Sp3g20330	Stapi.0126s0024, Stapi.0020s0013, Stapi.9066s0001
OG0003029	Sp3g20400	Stapi.3966s0003, Stapi.0126s0017
OG0003030	Sp3g20530	Stapi.14437s0001, Stapi.0586s0007, Stapi.4033s0004
OG0003031	Sp3g20540	Stapi.14437s0002, Stapi.0586s0008, Stapi.4033s0003
OG0003032	Sp3g20630	Stapi.0586s0018, Stapi.1458s0002
OG0003033	Sp3g20960	Stapi.10384s0001, Stapi.1043s0014
OG0003034	Sp3g21530	Stapi.4424s0001
OG0003034	Sp7g05780	Stapi.6266s0001
OG0003035	Sp3g22260	Stapi.1337s0011, Stapi.0922s0003
OG0003036	SpUn0226_0010, Sp3g22310	Stapi.1410s0007
OG0003037	Sp3g22550, SpUn0027_0030	Stapi.1612s0006, Stapi.0199s0006
OG0003038	Sp3g22560, SpUn0027_0040	Stapi.1612s0005, Stapi.0199s0005
OG0003039	SpUn0027_0060, Sp3g22580	Stapi.0199s0003, Stapi.1612s0003
OG0003040	Sp3g22590, SpUn0027_0070	Stapi.0246s0001, Stapi.0199s0002
OG0003041	Sp3g22600, SpUn0027_0080	Stapi.0246s0002, Stapi.0199s0001
OG0003042	Sp3g22840	Stapi.0172s0004
OG0003042	Sp3g22850	Stapi.3418s0002
OG0003043	Sp3g22980	Stapi.10455s0001, Stapi.0124s0018, Stapi.26427s0001, Stapi.0348s0002
OG0003044	Sp3g23210	Stapi.0389s0017
OG0003045	Sp3g23220	Stapi.0389s0018, Stapi.4024s0004, Stapi.0042s0010
OG0003046	Sp1g00710	Stapi.11375s0003
OG0003047	Sp1g14200, Sp6g02240	Stapi.7635s0004
OG0003048	Sp6g02260	Stapi.7635s0002, Stapi.0778s0003, Stapi.4379s0002
OG0003049	Sp5g10370	Stapi.0573s0018, Stapi.5602s0001
OG0003050	Sp5g17130	Stapi.1346s0001
OG0003051	Sp6g19850	Stapi.2622s0010, Stapi.7030s0002
OG0003052	Sp6g18240	Stapi.10320s0001, Stapi.5591s0006
OG0003053	Sp6g16370, Sp7g25330	Stapi.6281s0002, Stapi.4710s0001
OG0003057	Sp3g31850	Stapi.13770s0001, Stapi.4660s0001, Stapi.24137s0001, Stapi.8956s0001
OG0003059	Sp7g00590, SpUn0010_0070	Stapi.6297s0002, Stapi.28912s0001
OG0003060	SpUn0010_0200, Sp7g00720	Stapi.1781s0006
OG0003062	Sp7g01590	Stapi.0618s0017
OG0003063	Sp7g01170	Stapi.3924s0001, Stapi.12417s0002, Stapi.3005s0010
OG0003064	Sp7g01180	Stapi.3924s0003
OG0003065	Sp7g01340	Stapi.1382s0014, Stapi.1626s0007
OG0003066	Sp2g06340	Stapi.2065s0004, Stapi.6673s0002
OG0003066	Sp7g01410	Stapi.19041s0001
OG0003067	Sp7g01500	Stapi.3425s0004, Stapi.13677s0001
OG0003068	Sp2g10040	Stapi.3592s0001
OG0003070	Sp7g02290	Stapi.4613s0005
OG0003070	Sp7g02280	Stapi.1187s0005
OG0003071	Sp6g33700	Stapi.1869s0004
OG0003071	Sp7g02360	Stapi.5070s0001
OG0003073	Sp7g28200	Stapi.3184s0001
OG0003074	Sp3g32520	Stapi.2651s0001
OG0003074	Sp7g27950	Stapi.3775s0002
OG0003075	Sp7g27680	Stapi.13452s0001, Stapi.6844s0005
OG0003076	Sp7g27100	Stapi.1115s0006, Stapi.3890s0002
OG0003078	Sp7g26900	Stapi.1765s0009
OG0003079	Sp7g26820	Stapi.18851s0001, Stapi.4290s0007, Stapi.0952s0016, Stapi.27022s0001
OG0003080	Sp7g26220	Stapi.6433s0001, Stapi.5304s0002, Stapi.1987s0005
OG0003081	Sp1g37510	Stapi.4229s0007, Stapi.14685s0001, Stapi.1966s0007
OG0003082	Sp1g37750, Sp1g37350	Stapi.1813s0004, Stapi.1561s0006
OG0003083	Sp1g37290, Sp3g18070	Stapi.1813s0008, Stapi.9485s0002
OG0003084	SpUn0137_0040, Sp1g36840	Stapi.11565s0001, Stapi.2227s0014, Stapi.1798s0006
OG0003085	Sp1g36820	Stapi.2227s0012, Stapi.1798s0011
OG0003087	Sp1g36590, Sp1g36230	Stapi.0776s0001, Stapi.4232s0004, Stapi.0776s0004
OG0003088	Sp1g36240	Stapi.6324s0002
OG0003088	Sp3g16980	Stapi.4232s0003
OG0003089	Sp1g35830	Stapi.0517s0020, Stapi.0618s0006
OG0003090	Sp1g35670	Stapi.4951s0001, Stapi.1597s0004, Stapi.0846s0005, Stapi.0212s0001, Stapi.10364s0001
OG0003091	Sp1g35660	Stapi.2646s0001, Stapi.5663s0003, Stapi.0212s0002, Stapi.4488s0001, Stapi.0846s0006
OG0003092	Sp1g35630	Stapi.0846s0008
OG0003093	Sp7g03560	Stapi.5923s0001, Stapi.1656s0004, Stapi.1391s0004
OG0003094	Sp7g03100	Stapi.2396s0002
OG0003096	Sp6g32830	Stapi.1170s0003, Stapi.1240s0009, Stapi.1193s0020
OG0003097	Sp6g29020	Stapi.16006s0001, Stapi.2329s0008, Stapi.0819s0007
OG0003098	Sp6g28820	Stapi.1055s0011, Stapi.2606s0004, Stapi.2684s0005
OG0003099	Sp6g02560	Stapi.1721s0015
OG0003100	Sp6g02880, Sp6g02900	Stapi.3763s0004
OG0003101	Sp6g03040	Stapi.6303s0003, Stapi.0234s0010, Stapi.0234s0009
OG0003102	Sp6g03230	Stapi.6009s0001, Stapi.1845s0003, Stapi.10848s0002
OG0003103	Sp6g03470	Stapi.1096s0014, Stapi.0454s0021, Stapi.0976s0005
OG0003104	Sp6g03960	Stapi.2194s0006, Stapi.4010s0003
OG0003105	Sp6g03990	Stapi.2581s0001, Stapi.0642s0015, Stapi.12229s0001
OG0003106	Sp6g04020	Stapi.0642s0011, Stapi.2581s0005
OG0003107	Sp6g04040, SpUn0051_0020	Stapi.1279s0001, Stapi.0642s0007
OG0003108	Sp6g04170	Stapi.0387s0010, Stapi.3136s0007
OG0003109	Sp6g04530	Stapi.0322s0001, Stapi.11449s0002, Stapi.0287s0018
OG0003110	Sp6g04770	Stapi.1458s0007
OG0003111	Sp6g04940	Stapi.0370s0009, Stapi.1110s0012
OG0003112	Sp1g38250	Stapi.0022s0065, Stapi.1247s0005, Stapi.2538s0001
OG0003113	Sp1g38320	Stapi.1720s0004
OG0003115	Sp1g38900	Stapi.1285s0013, Stapi.8227s0004, Stapi.3147s0004, Stapi.2296s0004
OG0003116	Sp4g12910	Stapi.2310s0002, Stapi.12650s0001, Stapi.0084s0039
OG0003117	Sp4g12900	Stapi.2310s0003
OG0003118	Sp4g13410	Stapi.0231s0031
OG0003119	Sp6g13180, Sp4g07290, Sp1g13190	Stapi.1514s0003
OG0003120	Sp4g14010	Stapi.2251s0002, Stapi.1812s0002
OG0003121	Sp4g14200	Stapi.0115s0021
OG0003123	Sp4g14820	Stapi.6025s0001
OG0003124	Sp4g14530, Sp4g14830	Stapi.2628s0003, Stapi.0883s0005
OG0003126	Sp4g15030	Stapi.1462s0003, Stapi.0291s0026
OG0003127	SpUn0199_0030	Stapi.1462s0002
OG0003128	Sp4g15290	Stapi.1185s0008
OG0003129	Sp3g05140, Sp6g25360	Stapi.0590s0029
OG0003130	Sp7g34300	Stapi.20680s0001, Stapi.11352s0001, Stapi.5003s0005
OG0003131	Sp7g34170	Stapi.3396s0008, Stapi.5259s0001, Stapi.5260s0004
OG0003133	Sp7g33400	Stapi.4354s0002
OG0003133	Sp3g30960	Stapi.10508s0002
OG0003134	Sp3g30690	Stapi.0926s0003
OG0003134	Sp7g33190	Stapi.3269s0009
OG0003135	Sp3g30660	Stapi.0926s0008
OG0003136	Sp7g31590	Stapi.6050s0002, Stapi.2419s0002
OG0003137	Sp7g31510	Stapi.7781s0001, Stapi.9128s0002, Stapi.2567s0005
OG0003138	Sp7g31320	Stapi.14203s0002
OG0003139	Sp7g30880	Stapi.0181s0008, Stapi.1596s0008, Stapi.1596s0003
OG0003140	SpUn1029_0010	Stapi.4847s0005
OG0003140	Sp7g30830	Stapi.0172s0030
OG0003141	Sp4g05920	Stapi.0085s0038
OG0003142	Sp7g30500	Stapi.16922s0001, Stapi.16588s0001, Stapi.7124s0001
OG0003143	Sp7g30330	Stapi.0803s0011, Stapi.9868s0001, Stapi.0253s0012
OG0003144	Sp7g30090	Stapi.9738s0002, Stapi.4818s0001, Stapi.7625s0001
OG0003145	Sp7g29850	Stapi.7189s0003, Stapi.9849s0003
OG0003146	Sp6g38190, Sp3g08840	Stapi.3121s0011
OG0003147	Sp2g05460	Stapi.1118s0001, Stapi.1163s0018, Stapi.4851s0001
OG0003148	Sp2g05550	Stapi.1224s0003
OG0003148	Sp2g05520	Stapi.5887s0002
OG0003149	SpUn0028_0050, Sp2g05890	Stapi.3790s0001, Stapi.3474s0001
OG0003150	Sp1g08150	Stapi.3474s0003
OG0003150	SpUn0028_0020, Sp2g05920	Stapi.7425s0003
OG0003152	Sp2g06360	Stapi.0026s0012
OG0003154	SpUn0002_0630	Stapi.0022s0025
OG0003156	Sp7g08620	Stapi.0052s0054
OG0003157	Sp3g25650, Sp3g25660	Stapi.0421s0030
OG0003160	Sp2g14740	Stapi.3848s0003
OG0003161	Sp2g12280	Stapi.1065s0011
OG0003162	Sp2g14880	Stapi.13277s0002
OG0003163	Sp2g17060	Stapi.7753s0003
OG0003167	Sp4g11870	Stapi.3117s0005, Stapi.10499s0001, Stapi.0824s0004
OG0003168	Sp4g11830	Stapi.8566s0003, Stapi.0824s0001, Stapi.0139s0001
OG0003170	Sp1g03940	Stapi.2330s0001, Stapi.5169s0008
OG0003171	Sp7g22810	Stapi.1395s0015, Stapi.2108s0010
OG0003172	Sp4g13170	Stapi.0942s0002, Stapi.2467s0001
OG0003173	Sp6g10380	Stapi.2108s0002, Stapi.3922s0004, Stapi.10525s0001
OG0003174	Sp7g08390	Stapi.0078s0018, Stapi.0009s0025
OG0003175	Sp5g17900	Stapi.1600s0007, Stapi.0018s0021
OG0003177	Sp2g05220	Stapi.0145s0004
OG0003178	Sp4g23980	Stapi.1222s0004, Stapi.16699s0001, Stapi.14056s0001
OG0003180	Sp2g04460, SpUn0106_0010	Stapi.1955s0005, Stapi.4962s0001
OG0003181	Sp2g04320	Stapi.2662s0003, Stapi.2502s0001, Stapi.7737s0001
OG0003183	Sp2g03510	Stapi.10566s0002, Stapi.2658s0006, Stapi.0404s0007
OG0003184	Sp1g09680	Stapi.0491s0006
OG0003185	Sp2g03350	Stapi.5144s0002, Stapi.0822s0004, Stapi.1334s0003
OG0003185	Sp2g03360	Stapi.2235s0007
OG0003186	Sp2g03030, Sp2g03010	Stapi.3222s0004, Stapi.1344s0006, Stapi.3222s0005
OG0003187	Sp2g02980	Stapi.0449s0002, Stapi.23790s0001, Stapi.7646s0001
OG0003188	Sp2g02860	Stapi.5765s0002, Stapi.8989s0002
OG0003189	Sp2g02740	Stapi.30888s0001, Stapi.5128s0002, Stapi.16889s0001, Stapi.10421s0001
OG0003190	Sp1g10240	Stapi.1922s0008
OG0003191	Sp2g02360	Stapi.4548s0004, Stapi.12081s0002
OG0003192	Sp2g02060	Stapi.11647s0001, Stapi.14044s0001, Stapi.14367s0001, Stapi.4346s0004
OG0003193	Sp1g10930	Stapi.31154s0001
OG0003194	Sp2g01740	Stapi.3208s0001
OG0003196	Sp5g00720	Stapi.5508s0005
OG0003198	Sp5g20200	Stapi.0501s0003, Stapi.0018s0022
OG0003199	Sp5g19300	Stapi.0715s0005, Stapi.0582s0014, Stapi.3645s0001
OG0003200	SpUn0523_0010	Stapi.1966s0010
OG0003201	Sp1g07190	Stapi.21768s0001
OG0003202	Sp1g07240	Stapi.14230s0001, Stapi.25010s0002
OG0003203	Sp1g07920	Stapi.5223s0006, Stapi.14515s0001
OG0003204	Sp1g11030	Stapi.2924s0002, Stapi.5256s0001
OG0003205	Sp1g10730	Stapi.3746s0007
OG0003206	Sp1g10540	Stapi.3570s0003, Stapi.2820s0003, Stapi.1143s0005
OG0003207	Sp1g10520	Stapi.20084s0001, Stapi.13414s0002, Stapi.3570s0005
OG0003208	SpUn1792_0010	Stapi.8904s0001
OG0003208	Sp1g10500	Stapi.3570s0006
OG0003209	Sp1g10090	Stapi.1724s0004
OG0003210	Sp1g10040	Stapi.0460s0002, Stapi.0440s0005
OG0003211	Sp1g10020	Stapi.0460s0005, Stapi.2117s0008, Stapi.0460s0004
OG0003213	Sp4g02400	Stapi.1930s0003, Stapi.7055s0004
OG0003214	Sp1g08950	Stapi.1184s0012, Stapi.13097s0002, Stapi.2008s0002
OG0003215	Sp1g08910	Stapi.1184s0009
OG0003215	Sp6g10930	Stapi.2008s0007
OG0003216	Sp1g08800	Stapi.4893s0003, Stapi.7438s0002
OG0003217	Sp1g08360	Stapi.4055s0003, Stapi.2541s0008
OG0003218	Sp2g01550	Stapi.1812s0010
OG0003218	Sp1g11200	Stapi.12866s0001
OG0003219	Sp1g11360	Stapi.0741s0013, Stapi.0741s0014, Stapi.4143s0004
OG0003220	Sp1g11500	Stapi.0741s0003, Stapi.1193s0005
OG0003221	Sp1g11950	Stapi.1933s0002, Stapi.1095s0007
OG0003222	Sp1g12300	Stapi.0431s0001, Stapi.4197s0001
OG0003223	Sp1g12340	Stapi.5791s0001
OG0003224	Sp1g12450, Sp1g12440	Stapi.4887s0007
OG0003225	Sp1g12540	Stapi.8761s0002
OG0003226	Sp1g13260	Stapi.1036s0008, Stapi.1982s0004
OG0003227	Sp1g13460	Stapi.0635s0025, Stapi.0222s0003
OG0003228	Sp1g13820, Sp5g29940	Stapi.2918s0011
OG0003229	Sp1g14180	Stapi.1894s0010
OG0003230	Sp5g18080, Sp1g14210, Sp5g18070	Stapi.6753s0002, Stapi.5794s0004
OG0003231	Sp5g34930, Sp1g14270	Stapi.1293s0016
OG0003232	Sp1g14330	Stapi.1293s0011, Stapi.1386s0006, Stapi.0125s0036, Stapi.3493s0005
OG0003233	Sp1g14750	Stapi.21092s0001, Stapi.0701s0002
OG0003234	Sp1g14850	Stapi.0572s0005, Stapi.8747s0001, Stapi.0176s0008, Stapi.0898s0003, Stapi.1204s0003, Stapi.0022s0051
OG0003235	Sp2g08970	Stapi.0903s0001, Stapi.0194s0005
OG0003236	Sp1g02600	Stapi.12772s0002, Stapi.20338s0002, Stapi.11911s0003
OG0003238	Sp7g18780	Stapi.2997s0007, Stapi.0981s0007
OG0003239	Sp5g02030	Stapi.2535s0001, Stapi.2605s0001
OG0003241	Sp1g18195	Stapi.1538s0010
OG0003242	Sp1g18550	Stapi.1319s0005
OG0003243	Sp1g18670	Stapi.4824s0003, Stapi.12567s0001
OG0003245	Sp1g18860	Stapi.5771s0001
OG0003247	Sp3g18780, Sp1g37860	Stapi.3305s0004, Stapi.1779s0006
OG0003248	Sp7g25410	Stapi.2231s0011, Stapi.3861s0004
OG0003249	Sp7g25400	Stapi.3861s0006, Stapi.5799s0001, Stapi.3870s0001
OG0003250	Sp7g25250	Stapi.2212s0006, Stapi.28474s0001, Stapi.1030s0009
OG0003251	Sp7g25100	Stapi.4755s0001
OG0003252	Sp7g25030	Stapi.2137s0001, Stapi.1443s0008
OG0003253	Sp7g24970	Stapi.1443s0013, Stapi.2137s0006
OG0003254	Sp7g24700	Stapi.2823s0006
OG0003255	Sp2g00470	Stapi.21836s0001
OG0003256	Sp7g24100	Stapi.0093s0009
OG0003256	Sp6g00090	Stapi.3235s0008
OG0003257	SpUn0235_0010	Stapi.3003s0001, Stapi.13182s0001
OG0003259	Sp6g25960, Sp7g22830	Stapi.1395s0013, Stapi.2108s0009
OG0003260	Sp7g22670	Stapi.1454s0013, Stapi.1816s0009
OG0003261	Sp7g22100	Stapi.0380s0041, Stapi.8021s0002, Stapi.7240s0001
OG0003262	Sp7g22010	Stapi.9937s0002, Stapi.1102s0011, Stapi.1102s0009
OG0003263	Sp7g21760	Stapi.1924s0003, Stapi.0143s0017, Stapi.0155s0001
OG0003264	Sp7g21460	Stapi.0185s0003, Stapi.14728s0001, Stapi.9434s0002
OG0003265	Sp7g21320	Stapi.1001s0013, Stapi.3034s0001, Stapi.0202s0019
OG0003266	Sp7g21160	Stapi.1451s0004, Stapi.9893s0001, Stapi.2257s0005
OG0003268	Sp5g02207	Stapi.4665s0003
OG0003269	Sp7g20420	Stapi.5961s0003
OG0003270	Sp7g20250	Stapi.0147s0015, Stapi.1654s0009, Stapi.5918s0002, Stapi.0147s0014
OG0003271	Sp7g19940	Stapi.1560s0002, Stapi.7561s0004, Stapi.2296s0009, Stapi.10356s0001
OG0003272	Sp7g19810, Sp7g19790, Sp7g19800	Stapi.6836s0002, Stapi.8052s0005
OG0003273	Sp7g19650	Stapi.3898s0002
OG0003273	Sp7g19660	Stapi.3898s0003
OG0003274	Sp7g19090, Sp7g19080	Stapi.1226s0012
OG0003276	Sp7g19030	Stapi.0582s0011
OG0003277	Sp7g18920	Stapi.12375s0001, Stapi.10479s0002, Stapi.4448s0004
OG0003278	Sp7g18320	Stapi.2355s0001
OG0003279	Sp7g18230	Stapi.0832s0002, Stapi.1386s0019, Stapi.0832s0005
OG0003280	Sp7g18100	Stapi.1386s0009, Stapi.0451s0015, Stapi.3881s0004
OG0003281	Sp7g17860	Stapi.25463s0001, Stapi.1908s0007, Stapi.5695s0003
OG0003282	Sp7g17660	Stapi.2808s0001, Stapi.1483s0009, Stapi.0887s0001
OG0003283	Sp7g15420	Stapi.0666s0014, Stapi.6383s0001, Stapi.2244s0003
OG0003284	Sp7g15920	Stapi.1080s0003
OG0003284	Sp7g15930	Stapi.3853s0006
OG0003285	Sp3g27580	Stapi.0742s0003
OG0003286	Sp3g27660	Stapi.0068s0028, Stapi.0742s0008
OG0003287	Sp3g27760	Stapi.0675s0004, Stapi.0298s0007
OG0003288	Sp3g27920	Stapi.0720s0008, Stapi.4147s0003
OG0003289	Sp3g28100	Stapi.0243s0001, Stapi.0332s0008
OG0003290	Sp3g28350	Stapi.1301s0003, Stapi.0332s0017
OG0003291	Sp3g28410	Stapi.6639s0001, Stapi.18205s0001
OG0003293	Sp3g28510	Stapi.0190s0019, Stapi.0131s0003
OG0003295	Sp3g29440	Stapi.3096s0002, Stapi.1426s0005
OG0003296	Sp3g29580	Stapi.2252s0002
OG0003297	Sp3g29690	Stapi.13629s0001, Stapi.0333s0011
OG0003298	Sp3g29920	Stapi.3411s0001, Stapi.2867s0004, Stapi.13142s0001
OG0003299	Sp3g30150	Stapi.3411s0002, Stapi.10898s0001
OG0003300	Sp3g30200	Stapi.0016s0081, Stapi.2338s0007
OG0003301	Sp3g30230	Stapi.5012s0003, Stapi.2338s0009
OG0003302	Sp3g30510	Stapi.0433s0017, Stapi.4745s0002, Stapi.5987s0001
OG0003303	Sp3g30650	Stapi.3269s0002
OG0003305	SpUn0054_0040, Sp5g18910	Stapi.1238s0001
OG0003306	SpUn0338_0010	Stapi.1103s0003, Stapi.6421s0001
OG0003308	Sp5g21810	Stapi.3252s0008, Stapi.13334s0001, Stapi.3596s0005, Stapi.2042s0003
OG0003309	Sp5g22540	Stapi.7277s0002
OG0003311	Sp5g23300	Stapi.1081s0008, Stapi.3905s0004, Stapi.6707s0001, Stapi.1081s0007
OG0003312	Sp5g23350	Stapi.1081s0004, Stapi.3753s0004, Stapi.0169s0005, Stapi.3753s0005
OG0003313	Sp1g23010, Sp1g23000	Stapi.1546s0009
OG0003314	Sp1g31900	Stapi.1415s0004
OG0003315	Sp3g09800	Stapi.15298s0001, Stapi.1166s0001, Stapi.5259s0002
OG0003316	Sp3g09260	Stapi.1366s0002, Stapi.1924s0006, Stapi.1924s0008
OG0003317	Sp3g09070	Stapi.4388s0001
OG0003318	Sp3g08830	Stapi.4795s0002, Stapi.1834s0008, Stapi.9377s0001
OG0003319	Sp3g08570	Stapi.1265s0003, Stapi.1265s0004, Stapi.8104s0004
OG0003320	Sp3g07740, Sp1g06510	Stapi.13221s0002
OG0003321	Sp3g07430	Stapi.6563s0002, Stapi.13606s0001, Stapi.4917s0001
OG0003322	Sp3g06950	Stapi.2449s0002, Stapi.6805s0005
OG0003323	Sp3g06100	Stapi.6117s0001, Stapi.2147s0007, Stapi.7650s0001
OG0003324	Sp3g05990	Stapi.15964s0002
OG0003325	Sp3g05940	Stapi.6191s0003
OG0003326	Sp3g05550	Stapi.20208s0001, Stapi.7169s0002
OG0003327	Sp3g05470	Stapi.5180s0003, Stapi.0453s0015, Stapi.7703s0001
OG0003328	Sp3g05410	Stapi.4202s0003
OG0003329	SpUn1526_0010	Stapi.15694s0001, Stapi.10150s0002, Stapi.3663s0007, Stapi.14531s0001, Stapi.3663s0009, Stapi.10150s0003, Stapi.3663s0008
OG0003330	Sp2g02570	Stapi.1381s0002, Stapi.1381s0001, Stapi.8098s0002, Stapi.5903s0001
OG0003331	Sp3g04370, Sp1g07700	Stapi.0434s0001, Stapi.3831s0002
OG0003332	Sp3g03580	Stapi.7344s0002, Stapi.6323s0001, Stapi.4681s0007
OG0003333	Sp3g31940	Stapi.4681s0004
OG0003334	Sp3g03230	Stapi.7718s0001
OG0003335	Sp3g03150	Stapi.11507s0003, Stapi.17722s0001, Stapi.6672s0002
OG0003336	Sp3g02930	Stapi.4551s0003, Stapi.0233s0016, Stapi.0414s0006
OG0003338	Sp3g02680	Stapi.27074s0001
OG0003339	Sp3g02190	Stapi.26663s0001, Stapi.20488s0001, Stapi.4072s0002
OG0003340	Sp3g01260	Stapi.0923s0001, Stapi.0376s0016, Stapi.19034s0001, Stapi.0407s0008
OG0003341	Sp4g08560, Sp4g19890, Sp3g00440	Stapi.4386s0008
