Orthogroup	S_diversifolius	C_amplexicaulis
OG0000160	Sdiv_ptg000013l_0198-R, Sdiv_ptg000011l_0209-R	Caamp.0093s0172
OG0000163	Sdiv_ptg000022l_0655-R	Caamp.0066s0018, Caamp.0051s0019
OG0000163	Sdiv_ptg000014l_0437-R	Caamp.0024s0454, Caamp.0056s0337
OG0000163	Sdiv_ptg000022l_0656-R	Caamp.0024s0455, Caamp.0056s0340
OG0000170	Sdiv_ptg000022l_0156-R	Caamp.1039s0199, Caamp.0010s0288
OG0000173	Sdiv_ptg000010l_0118-R	Caamp.1037s0162
OG0000173	Sdiv_ptg000014l_0103-R	Caamp.0188s1021
OG0000173	Sdiv_ptg000009l_2876-R	Caamp.1040s0174
OG0000173	Sdiv_ptg000016l_0239-R	Caamp.0023s0550
OG0000173	Sdiv_ptg000007l_0379-R	Caamp.0007s0494, Caamp.0007s0499
OG0000174	Sdiv_ptg000015l_1179-R	Caamp.0097s0003
OG0000174	Sdiv_ptg000007l_0304-R	Caamp.0054s0031, Caamp.0026s0117
OG0000175	Sdiv_ptg000011l_0317-R, Sdiv_ptg000013l_0317-R	Caamp.0026s0641
OG0000181	Sdiv_ptg000003l_1193-R, Sdiv_ptg000003l_1195-R, Sdiv_ptg000003l_1197-R, Sdiv_ptg000003l_1198-R, Sdiv_ptg000003l_1205-R, Sdiv_ptg000003l_1201-R, Sdiv_ptg000003l_1203-R	Caamp.0064s0475, Caamp.0071s0289, Caamp.0064s0464, Caamp.0064s0467, Caamp.0064s0479, Caamp.0064s0478, Caamp.0064s0456, Caamp.0064s0487, Caamp.0064s0473, Caamp.0064s0460, Caamp.0064s0461, Caamp.0064s0484, Caamp.0064s0488, Caamp.0064s0482, Caamp.0064s0458, Caamp.0064s0459, Caamp.0102s0968, Caamp.0102s0981, Caamp.0102s0974, Caamp.0102s0970, Caamp.0102s0979, Caamp.1033s0905
OG0000187	Sdiv_ptg000015l_0918-R	Caamp.0303s0583, Caamp.0303s0580, Caamp.0064s0514
OG0000187	Sdiv_ptg000009l_2042-R	Caamp.1037s1555, Caamp.1040s1214
OG0000189	Sdiv_ptg000012l_1889-R	Caamp.0050s0002
OG0000191	Sdiv_ptg001154l_0002-R, Sdiv_ptg000426l_0003-R, Sdiv_ptg000582l_0004-R, Sdiv_ptg000387l_0001-R, Sdiv_ptg000865l_0002-R, Sdiv_ptg001082l_0001-R, Sdiv_ptg000428l_0004-R, Sdiv_ptg000534l_0004-R, Sdiv_ptg000454l_0002-R, Sdiv_ptg000957l_0003-R, Sdiv_ptg001110l_0003-R, Sdiv_ptg000053l_0003-R, Sdiv_ptg000731l_0003-R, Sdiv_ptg000320l_0003-R, Sdiv_ptg000353l_0001-R, Sdiv_ptg000741l_0003-R, Sdiv_ptg000459l_0001-R, Sdiv_ptg000961l_0005-R, Sdiv_ptg000402l_0002-R, Sdiv_ptg000179l_0002-R, Sdiv_ptg000189l_0010-R, Sdiv_ptg000489l_0003-R, Sdiv_ptg001025l_0001-R, Sdiv_ptg000823l_0001-R, Sdiv_ptg000460l_0002-R, Sdiv_ptg000324l_0001-R, Sdiv_ptg000216l_0006-R, Sdiv_ptg000554l_0003-R, Sdiv_ptg000646l_0003-R	Caamp.0010s0003
OG0000192	Sdiv_ptg000004l_2182-R	Caamp.1027s0273
OG0000192	Sdiv_ptg000005l_1869-R	Caamp.1027s0272
OG0000192	Sdiv_ptg000004l_0135-R	Caamp.0214s0505, Caamp.0214s0511, Caamp.0097s0799
OG0000194	Sdiv_ptg000014l_1937-R, Sdiv_ptg000003l_1282-R	Caamp.0007s0395, Caamp.1033s1004
OG0000194	Sdiv_ptg000015l_0193-R	Caamp.0006s0040
OG0000194	Sdiv_ptg000002l_1964-R	Caamp.0064s0149
OG0000194	Sdiv_ptg000010l_1477-R	Caamp.0028s0020
OG0000194	Sdiv_ptg000013l_2101-R	Caamp.0303s0423, Caamp.0214s0747
OG0000197	Sdiv_ptg000002l_0350-R	Caamp.0102s0117, Caamp.1031s0162, Caamp.0078s0554, Caamp.0095s0741, Caamp.1038s0126, Caamp.1041s1305, Caamp.0078s0555, Caamp.0095s0740, Caamp.0102s0318, Caamp.0105s0743, Caamp.0095s0883
OG0000198	Sdiv_ptg000010l_0911-R	Caamp.1040s0782, Caamp.1037s1146
OG0000198	Sdiv_ptg000009l_2122-R	Caamp.1037s1442, Caamp.1040s1106
OG0000198	Sdiv_ptg000004l_1438-R	Caamp.0028s0102
OG0000198	Sdiv_ptg000010l_1541-R	Caamp.0190s0366
OG0000198	Sdiv_ptg000014l_2143-R	Caamp.0007s0121
OG0000199	Sdiv_ptg000010l_0143-R	Caamp.1037s0191
OG0000199	Sdiv_ptg000009l_1089-R	Caamp.1036s0189
OG0000199	Sdiv_ptg000013l_1049-R	Caamp.1039s0973
OG0000199	Sdiv_ptg000001l_1113-R	Caamp.0051s0239
OG0000199	Sdiv_ptg000014l_1648-R	Caamp.0097s0279, Caamp.0064s0667
OG0000199	Sdiv_ptg000027l_0067-R	Caamp.1036s0580
OG0000199	Sdiv_ptg000002l_1075-R	Caamp.0002s0105
OG0000199	Sdiv_ptg000015l_1042-R	Caamp.0016s0005
OG0000200	Sdiv_ptg000008l_0860-R	Caamp.0105s0339, Caamp.0105s0340, Caamp.0105s0341
OG0000201	Sdiv_ptg000027l_0025-R	Caamp.0152s0006
OG0000204	Sdiv_ptg000015l_2273-R	Caamp.0065s0065
OG0000204	Sdiv_ptg000005l_0886-R	Caamp.0003s0301, Caamp.0190s0681
OG0000204	Sdiv_ptg000014l_0041-R	Caamp.0188s1118
OG0000204	Sdiv_ptg000013l_0465-R	Caamp.0101s0124
OG0000204	Sdiv_ptg000009l_2992-R	Caamp.1040s0043
OG0000204	Sdiv_ptg000016l_0170-R	Caamp.0023s0451
OG0000204	Sdiv_ptg000022l_1891-R	Caamp.1031s0754
OG0000204	Sdiv_ptg000018l_0150-R	Caamp.0018s0173
OG0000205	Sdiv_ptg000001l_0730-R, Sdiv_ptg000001l_0720-R, Sdiv_ptg000009l_1743-R	Caamp.1033s0139
OG0000208	Sdiv_ptg000082l_0004-R	Caamp.0002s0313, Caamp.0338s0012
OG0000209	Sdiv_ptg000074l_0001-R, Sdiv_ptg000141l_0002-R, Sdiv_ptg000198l_0001-R, Sdiv_ptg000121l_0002-R, Sdiv_ptg000195l_0003-R, Sdiv_ptg000149l_0001-R, Sdiv_ptg000153l_0003-R, Sdiv_ptg000179l_0001-R, Sdiv_ptg000104l_0008-R, Sdiv_ptg000135l_0001-R, Sdiv_ptg000046l_0001-R, Sdiv_ptg000060l_0002-R, Sdiv_ptg000209l_0001-R, Sdiv_ptg000197l_0002-R, Sdiv_ptg000178l_0003-R, Sdiv_ptg000177l_0007-R, Sdiv_ptg000053l_0004-R, Sdiv_ptg000130l_0001-R, Sdiv_ptg000076l_0002-R, Sdiv_ptg000190l_0004-R, Sdiv_ptg000168l_0015-R, Sdiv_ptg000079l_0005-R, Sdiv_ptg000042l_0003-R, Sdiv_ptg000169l_0003-R, Sdiv_ptg000063l_0002-R	Caamp.0306s0001
OG0000210	Sdiv_ptg000724l_0003-R, Sdiv_ptg000048l_0001-R, Sdiv_ptg000080l_0005-R, Sdiv_ptg000025l_0002-R, Sdiv_ptg000154l_0005-R, Sdiv_ptg000146l_0008-R, Sdiv_ptg000127l_0007-R, Sdiv_ptg000167l_0005-R, Sdiv_ptg000041l_0006-R, Sdiv_ptg000131l_0003-R, Sdiv_ptg000118l_0003-R, Sdiv_ptg000142l_0005-R, Sdiv_ptg000100l_0003-R, Sdiv_ptg000098l_0003-R, Sdiv_ptg000094l_0007-R, Sdiv_ptg000077l_0005-R, Sdiv_ptg000055l_0009-R, Sdiv_ptg000159l_0002-R, Sdiv_ptg000163l_0005-R, Sdiv_ptg000037l_0004-R, Sdiv_ptg000102l_0002-R, Sdiv_ptg000168l_0006-R, Sdiv_ptg000137l_0005-R, Sdiv_ptg000151l_0002-R, Sdiv_ptg000188l_0002-R, Sdiv_ptg000176l_0002-R	Caamp.0311s0010
OG0000211	Sdiv_ptg000152l_0003-R, Sdiv_ptg000041l_0003-R, Sdiv_ptg000055l_0005-R, Sdiv_ptg000132l_0003-R, Sdiv_ptg000118l_0007-R, Sdiv_ptg000140l_0002-R, Sdiv_ptg000017l_0002-R, Sdiv_ptg000189l_0003-R, Sdiv_ptg000188l_0006-R, Sdiv_ptg000168l_0002-R, Sdiv_ptg000062l_0003-R, Sdiv_ptg000154l_0002-R, Sdiv_ptg000128l_0002-R, Sdiv_ptg000172l_0003-R, Sdiv_ptg000080l_0009-R, Sdiv_ptg000146l_0003-R, Sdiv_ptg000112l_0002-R, Sdiv_ptg000177l_0002-R, Sdiv_ptg000094l_0003-R, Sdiv_ptg000149l_0008-R, Sdiv_ptg000116l_0002-R, Sdiv_ptg000120l_0008-R, Sdiv_ptg000155l_0002-R, Sdiv_ptg000098l_0007-R, Sdiv_ptg000139l_0002-R, Sdiv_ptg000580l_0003-R, Sdiv_ptg001148l_0002-R	Caamp.0311s0027
OG0000212	Sdiv_ptg000021l_0005-R, Sdiv_ptg000094l_0001-R, Sdiv_ptg000017l_0004-R, Sdiv_ptg000120l_0009-R, Sdiv_ptg000139l_0004-R, Sdiv_ptg000128l_0004-R, Sdiv_ptg000112l_0004-R, Sdiv_ptg000080l_0011-R, Sdiv_ptg000077l_0010-R, Sdiv_ptg000116l_0004-R, Sdiv_ptg000146l_0001-R, Sdiv_ptg000055l_0003-R, Sdiv_ptg000075l_0006-R, Sdiv_ptg000152l_0005-R, Sdiv_ptg000062l_0001-R, Sdiv_ptg000041l_0001-R, Sdiv_ptg000086l_0005-R, Sdiv_ptg000142l_0001-R, Sdiv_ptg000006l_0002-R, Sdiv_ptg000140l_0004-R, Sdiv_ptg000127l_0001-R, Sdiv_ptg000170l_0004-R, Sdiv_ptg000104l_0004-R, Sdiv_ptg000038l_0001-R, Sdiv_ptg000149l_0006-R, Sdiv_ptg000132l_0005-R	Caamp.0311s0030
OG0000222	Sdiv_ptg000004l_1072-R	Caamp.0190s0855, Caamp.0026s0178
OG0000222	Sdiv_ptg000002l_1062-R	Caamp.0002s0082
OG0000223	Sdiv_ptg000063l_0001-R, Sdiv_ptg000105l_0001-R, Sdiv_ptg000149l_0002-R, Sdiv_ptg000126l_0003-R, Sdiv_ptg000017l_0007-R, Sdiv_ptg000121l_0001-R, Sdiv_ptg000053l_0005-R, Sdiv_ptg000036l_0003-R, Sdiv_ptg000073l_0002-R, Sdiv_ptg000076l_0001-R, Sdiv_ptg000042l_0004-R, Sdiv_ptg000104l_0007-R, Sdiv_ptg000118l_0013-R, Sdiv_ptg000135l_0002-R, Sdiv_ptg000201l_0002-R, Sdiv_ptg000209l_0002-R, Sdiv_ptg000192l_0003-R, Sdiv_ptg000195l_0002-R, Sdiv_ptg000210l_0001-R, Sdiv_ptg000198l_0002-R, Sdiv_ptg000220l_0001-R, Sdiv_ptg000190l_0005-R, Sdiv_ptg000046l_0002-R, Sdiv_ptg000074l_0002-R, Sdiv_ptg000060l_0003-R	Caamp.0306s0004
OG0000224	Sdiv_ptg000037l_0002-R, Sdiv_ptg000189l_0005-R, Sdiv_ptg000038l_0006-R, Sdiv_ptg000152l_0001-R, Sdiv_ptg000154l_0003-R, Sdiv_ptg000094l_0005-R, Sdiv_ptg000127l_0005-R, Sdiv_ptg000188l_0004-R, Sdiv_ptg000098l_0005-R, Sdiv_ptg000075l_0001-R, Sdiv_ptg000168l_0004-R, Sdiv_ptg000191l_0001-R, Sdiv_ptg000149l_0010-R, Sdiv_ptg000146l_0006-R, Sdiv_ptg000041l_0004-R, Sdiv_ptg000055l_0007-R, Sdiv_ptg000080l_0007-R, Sdiv_ptg000100l_0005-R, Sdiv_ptg000077l_0007-R, Sdiv_ptg000062l_0005-R, Sdiv_ptg000172l_0001-R, Sdiv_ptg000132l_0001-R, Sdiv_ptg000131l_0005-R, Sdiv_ptg000118l_0005-R, Sdiv_ptg000021l_0009-R	Caamp.0311s0021
OG0000231	Sdiv_ptg000010l_0612-R	Caamp.1037s0782
OG0000231	Sdiv_ptg000010l_2760-R	Caamp.1038s0970, Caamp.0105s1770
OG0000233	Sdiv_ptg001127l_0001-R, Sdiv_ptg001130l_0001-R, Sdiv_ptg001041l_0003-R, Sdiv_ptg001093l_0001-R, Sdiv_ptg000923l_0001-R, Sdiv_ptg001079l_0003-R, Sdiv_ptg000646l_0001-R, Sdiv_ptg000533l_0001-R, Sdiv_ptg000874l_0001-R, Sdiv_ptg000232l_0001-R, Sdiv_ptg000071l_0004-R, Sdiv_ptg000053l_0001-R, Sdiv_ptg001061l_0001-R, Sdiv_ptg000097l_0001-R, Sdiv_ptg000794l_0001-R, Sdiv_ptg000032l_0001-R, Sdiv_ptg001022l_0002-R, Sdiv_ptg001105l_0001-R, Sdiv_ptg001107l_0003-R, Sdiv_ptg000366l_0003-R, Sdiv_ptg000868l_0003-R, Sdiv_ptg000999l_0001-R, Sdiv_ptg000528l_0003-R, Sdiv_ptg000190l_0001-R, Sdiv_ptg000909l_0004-R	Caamp.0338s0002, Caamp.1040s1449, Caamp.0338s0003
OG0000234	Sdiv_ptg000027l_0038-R	Caamp.0113s0019, Caamp.1040s1463, Caamp.0004s0171
OG0000238	Sdiv_ptg000104l_0003-R, Sdiv_ptg000128l_0003-R, Sdiv_ptg000062l_0002-R, Sdiv_ptg000021l_0006-R, Sdiv_ptg000055l_0004-R, Sdiv_ptg000142l_0002-R, Sdiv_ptg000112l_0003-R, Sdiv_ptg000098l_0008-R, Sdiv_ptg000132l_0004-R, Sdiv_ptg000118l_0008-R, Sdiv_ptg000146l_0002-R, Sdiv_ptg000080l_0010-R, Sdiv_ptg000152l_0004-R, Sdiv_ptg000073l_0006-R, Sdiv_ptg000086l_0004-R, Sdiv_ptg000139l_0003-R, Sdiv_ptg000077l_0009-R, Sdiv_ptg000116l_0003-R, Sdiv_ptg000017l_0003-R, Sdiv_ptg000140l_0003-R, Sdiv_ptg000149l_0007-R, Sdiv_ptg000075l_0005-R, Sdiv_ptg000038l_0002-R, Sdiv_ptg000094l_0002-R, Sdiv_ptg000041l_0002-R	Caamp.0311s0028
OG0000249	Sdiv_ptg000003l_2518-R	Caamp.0056s0349
OG0000249	Sdiv_ptg000014l_0444-R	Caamp.0024s0465
OG0000250	Sdiv_ptg000015l_2240-R	Caamp.0018s0136, Caamp.0018s0137, Caamp.1031s0716
OG0000250	Sdiv_ptg000018l_0178-R	Caamp.1031s0714
OG0000250	Sdiv_ptg000018l_0177-R	Caamp.1031s0715, Caamp.0018s0135, Caamp.0102s0852
OG0000251	Sdiv_ptg000008l_1534-R	Caamp.1031s0448
OG0000251	Sdiv_ptg000012l_2079-R	Caamp.0015s0080
OG0000251	Sdiv_ptg000012l_2110-R	Caamp.0015s0121
OG0000252	Sdiv_ptg000011l_0072-R, Sdiv_ptg000013l_0071-R	Caamp.0095s1294
OG0000252	Sdiv_ptg000010l_0867-R	Caamp.1037s1091
OG0000252	Sdiv_ptg000009l_2417-R	Caamp.1040s0725
OG0000252	Sdiv_ptg000001l_0088-R	Caamp.0079s0007
OG0000252	Sdiv_ptg000005l_1336-R	Caamp.0094s0920
OG0000252	Sdiv_ptg000004l_1638-R	Caamp.1041s0506
OG0000252	Sdiv_ptg000005l_1335-R	Caamp.0094s0921, Caamp.1041s0507
OG0000253	Sdiv_ptg000009l_2250-R	Caamp.1038s0330, Caamp.1037s1283, Caamp.1040s0937, Caamp.0071s0251, Caamp.1040s0942
OG0000254	Sdiv_ptg000013l_0947-R	Caamp.0058s0252
OG0000256	Sdiv_ptg000158l_0004-R, Sdiv_ptg000055l_0010-R, Sdiv_ptg000100l_0001-R, Sdiv_ptg000077l_0003-R, Sdiv_ptg000037l_0006-R, Sdiv_ptg000102l_0004-R, Sdiv_ptg000094l_0009-R, Sdiv_ptg000043l_0001-R, Sdiv_ptg000084l_0003-R, Sdiv_ptg000025l_0004-R, Sdiv_ptg000154l_0007-R, Sdiv_ptg000098l_0001-R, Sdiv_ptg000041l_0008-R, Sdiv_ptg000131l_0001-R, Sdiv_ptg000145l_0003-R, Sdiv_ptg000151l_0004-R, Sdiv_ptg000161l_0002-R, Sdiv_ptg000163l_0003-R, Sdiv_ptg000048l_0002-R, Sdiv_ptg000137l_0003-R, Sdiv_ptg000159l_0004-R, Sdiv_ptg000124l_0003-R, Sdiv_ptg000118l_0001-R, Sdiv_ptg000142l_0006-R, Sdiv_ptg000120l_0005-R	Caamp.0311s0003
OG0000257	Sdiv_ptg000094l_0008-R, Sdiv_ptg000161l_0001-R, Sdiv_ptg000124l_0002-R, Sdiv_ptg000159l_0003-R, Sdiv_ptg000127l_0008-R, Sdiv_ptg000102l_0003-R, Sdiv_ptg000154l_0006-R, Sdiv_ptg000120l_0006-R, Sdiv_ptg000025l_0003-R, Sdiv_ptg000032l_0004-R, Sdiv_ptg000163l_0004-R, Sdiv_ptg000037l_0005-R, Sdiv_ptg000084l_0004-R, Sdiv_ptg000151l_0003-R, Sdiv_ptg000100l_0002-R, Sdiv_ptg000070l_0004-R, Sdiv_ptg000131l_0002-R, Sdiv_ptg000098l_0002-R, Sdiv_ptg000167l_0004-R, Sdiv_ptg000080l_0004-R, Sdiv_ptg000041l_0007-R, Sdiv_ptg000176l_0003-R, Sdiv_ptg000077l_0004-R, Sdiv_ptg000168l_0007-R, Sdiv_ptg000118l_0002-R	Caamp.0311s0006
OG0000258	Sdiv_ptg000159l_0001-R, Sdiv_ptg000163l_0006-R, Sdiv_ptg000102l_0001-R, Sdiv_ptg000202l_0005-R, Sdiv_ptg000041l_0005-R, Sdiv_ptg000188l_0003-R, Sdiv_ptg000131l_0004-R, Sdiv_ptg000146l_0007-R, Sdiv_ptg000025l_0001-R, Sdiv_ptg000080l_0006-R, Sdiv_ptg000055l_0008-R, Sdiv_ptg000189l_0006-R, Sdiv_ptg000193l_0009-R, Sdiv_ptg000142l_0004-R, Sdiv_ptg000206l_0008-R, Sdiv_ptg000168l_0005-R, Sdiv_ptg000037l_0003-R, Sdiv_ptg000098l_0004-R, Sdiv_ptg000100l_0004-R, Sdiv_ptg000118l_0004-R, Sdiv_ptg000077l_0006-R, Sdiv_ptg000167l_0006-R, Sdiv_ptg000176l_0001-R, Sdiv_ptg000154l_0004-R, Sdiv_ptg000094l_0006-R	Caamp.0311s0012
OG0000263	Sdiv_ptg000005l_0659-R, Sdiv_ptg000004l_0983-R	Caamp.0003s0572, Caamp.0190s0965
OG0000263	Sdiv_ptg000005l_0658-R	Caamp.0001s0200, Caamp.0003s0574
OG0000266	Sdiv_ptg000014l_1928-R	Caamp.0102s0496, Caamp.0027s0075, Caamp.0064s0759, Caamp.0008s0182, Caamp.1033s1039
OG0000267	Sdiv_ptg000005l_2029-R, Sdiv_ptg000004l_2328-R, Sdiv_ptg000001l_0313-R	Caamp.0094s0016, Caamp.0094s0421, Caamp.1027s0068, Caamp.0105s1083, Caamp.0190s1302, Caamp.0026s0668
OG0000267	Sdiv_ptg000002l_1766-R, Sdiv_ptg000003l_0371-R, Sdiv_ptg000014l_1306-R	Caamp.0046s0465, Caamp.0024s0011, Caamp.0076s0442
OG0000268	Sdiv_ptg000013l_0294-R, Sdiv_ptg000012l_1839-R, Sdiv_ptg000011l_0296-R, Sdiv_ptg000001l_0326-R	Caamp.0190s1290, Caamp.0026s0685
OG0000268	Sdiv_ptg000004l_2311-R	Caamp.1027s0090, Caamp.0094s0043
OG0000268	Sdiv_ptg000022l_0050-R, Sdiv_ptg000008l_0061-R	Caamp.1039s0060, Caamp.0059s0061
OG0000269	Sdiv_ptg000015l_2191-R	Caamp.0095s0337
OG0000269	Sdiv_ptg000016l_0087-R	Caamp.0023s0334
OG0000269	Sdiv_ptg000015l_1446-R	Caamp.0026s0374
OG0000269	Sdiv_ptg000022l_1784-R	Caamp.0018s0040
OG0000269	Sdiv_ptg000018l_0248-R	Caamp.1031s0621
OG0000269	Sdiv_ptg000012l_2024-R	Caamp.0015s0018, Caamp.0015s0017, Caamp.0015s0016
OG0000271	Sdiv_ptg000010l_0548-R	Caamp.1037s0702
OG0000271	Sdiv_ptg000014l_0477-R	Caamp.0097s0153, Caamp.0005s0095, Caamp.0005s0094, Caamp.0097s0152, Caamp.0303s0571, Caamp.0303s0573, Caamp.0303s0572
OG0000272	Sdiv_ptg000004l_1699-R, Sdiv_ptg000005l_1405-R	Caamp.0094s0829, Caamp.1041s0419
OG0000272	Sdiv_ptg000010l_1511-R	Caamp.1040s0636, Caamp.1037s1003
OG0000272	Sdiv_ptg000005l_1078-R	Caamp.0190s0439, Caamp.0003s0077
OG0000273	Sdiv_ptg000003l_1682-R	Caamp.0026s0148, Caamp.0064s0880
OG0000273	Sdiv_ptg000009l_2267-R	Caamp.1037s1258, Caamp.1040s0916
OG0000273	Sdiv_ptg000004l_1480-R	Caamp.0190s0307
OG0000273	Sdiv_ptg000013l_0838-R	Caamp.0053s0098, Caamp.1039s1250
OG0000274	Sdiv_ptg000001l_1221-R, Sdiv_ptg000013l_1165-R	Caamp.0051s0095, Caamp.1039s0832
OG0000274	Sdiv_ptg000003l_1757-R	Caamp.1041s1950
OG0000274	Sdiv_ptg000014l_2714-R	Caamp.0037s0290
OG0000274	Sdiv_ptg000001l_1036-R	Caamp.1039s1072, Caamp.0051s0334
OG0000274	Sdiv_ptg000003l_1587-R	Caamp.0064s0747
OG0000277	Sdiv_ptg000003l_1253-R	Caamp.0031s0003
OG0000277	Sdiv_ptg000010l_1329-R, Sdiv_ptg000004l_0476-R, Sdiv_ptg000008l_0337-R, Sdiv_ptg000001l_0493-R, Sdiv_ptg000001l_0491-R, Sdiv_ptg000005l_0252-R	Caamp.0005s0116
OG0000277	Sdiv_ptg000014l_1973-R, Sdiv_ptg000014l_1865-R, Sdiv_ptg000022l_0396-R, Sdiv_ptg000009l_1834-R, Sdiv_ptg000004l_0184-R	Caamp.0039s0025, Caamp.0035s0115, Caamp.0097s0960, Caamp.0049s0027, Caamp.0003s0614
OG0000289	Sdiv_ptg000008l_0143-R	Caamp.0010s0305
OG0000289	Sdiv_ptg000008l_0144-R	Caamp.0010s0303
OG0000289	Sdiv_ptg000022l_0134-R	Caamp.1039s0166, Caamp.1039s0167
OG0000290	Sdiv_ptg000013l_1080-R	Caamp.0051s0202, Caamp.1039s0937
OG0000290	Sdiv_ptg000018l_0071-R	Caamp.1031s0853, Caamp.0018s0279
OG0000290	Sdiv_ptg000010l_0102-R	Caamp.1037s0141, Caamp.1040s0150
OG0000290	Sdiv_ptg000022l_1209-R	Caamp.0102s0367, Caamp.0105s0696
OG0000292	Sdiv_ptg000008l_1391-R	Caamp.1031s0262
OG0000292	Sdiv_ptg000013l_1542-R	Caamp.0214s0038
OG0000292	Sdiv_ptg000010l_2876-R	Caamp.1038s1152, Caamp.0105s1946
OG0000292	Sdiv_ptg000002l_0157-R	Caamp.0099s0083
OG0000292	Sdiv_ptg000015l_1940-R	Caamp.0095s0656
OG0000293	Sdiv_ptg000014l_2499-R	Caamp.1033s0281, Caamp.0037s0570
OG0000293	Sdiv_ptg000027l_0143-R	Caamp.0044s0238, Caamp.1041s0891, Caamp.0120s0321
OG0000293	Sdiv_ptg000001l_2228-R	Caamp.0303s0468
OG0000293	Sdiv_ptg000013l_2130-R	Caamp.0214s0785
OG0000293	Sdiv_ptg000009l_0999-R, Sdiv_ptg000010l_1932-R	Caamp.1041s1487, Caamp.1036s0291
OG0000295	Sdiv_ptg000010l_1529-R	Caamp.0036s0074, Caamp.0019s0099, Caamp.0008s0050, Caamp.0002s0062, Caamp.0008s0154, Caamp.0190s1152, Caamp.0009s0032, Caamp.0073s0036, Caamp.0097s0963, Caamp.0039s0006, Caamp.0105s1789, Caamp.0034s0054, Caamp.1037s1658, Caamp.0002s0107, Caamp.1040s1336, Caamp.0035s0062, Caamp.0026s0813, Caamp.0021s0083, Caamp.0488s0001, Caamp.0488s0002
OG0000297	Sdiv_ptg000007l_1071-R	Caamp.0120s0093
OG0000297	Sdiv_ptg000012l_1157-R	Caamp.1035s1338
OG0000297	Sdiv_ptg000009l_2472-R	Caamp.1040s0662
OG0000297	Sdiv_ptg000007l_1074-R	Caamp.1035s1335, Caamp.1035s1333
OG0000298	Sdiv_ptg000014l_1559-R, Sdiv_ptg000003l_1634-R	Caamp.1041s0690, Caamp.0064s0811, Caamp.0005s0032
OG0000298	Sdiv_ptg000010l_0369-R, Sdiv_ptg000010l_0368-R	Caamp.1037s0481, Caamp.1037s0480
OG0000298	Sdiv_ptg000009l_1334-R, Sdiv_ptg000009l_1333-R	Caamp.0105s0892, Caamp.0105s0893
OG0000298	Sdiv_ptg000008l_0137-R	Caamp.0096s0039
OG0000299	Sdiv_ptg000011l_0077-R, Sdiv_ptg000013l_0076-R	Caamp.1041s0502
OG0000299	Sdiv_ptg000001l_0090-R	Caamp.0079s0001, Caamp.0095s1299
OG0000299	Sdiv_ptg000004l_1421-R	Caamp.0190s0394
OG0000301	Sdiv_ptg000007l_0305-R	Caamp.0054s0061, Caamp.0054s0067
OG0000301	Sdiv_ptg000002l_0923-R, Sdiv_ptg000015l_1215-R	Caamp.1039s0373
OG0000302	Sdiv_ptg000015l_1210-R, Sdiv_ptg000002l_0941-R, Sdiv_ptg000008l_0380-R	Caamp.0058s0143
OG0000302	Sdiv_ptg000004l_0662-R	Caamp.0050s0026, Caamp.0061s0092, Caamp.0014s0037
OG0000305	Sdiv_ptg000004l_0197-R	Caamp.0105s1232
OG0000306	Sdiv_ptg000004l_0632-R	Caamp.0022s0031, Caamp.0097s0502, Caamp.0022s0028, Caamp.0097s0498, Caamp.0097s0501
OG0000306	Sdiv_ptg000004l_0634-R	Caamp.0097s0500
OG0000308	Sdiv_ptg000004l_0223-R	Caamp.0303s0700, Caamp.0004s0306, Caamp.0097s0274
OG0000313	Sdiv_ptg000007l_0741-R	Caamp.0007s0553
OG0000314	Sdiv_ptg000010l_2232-R	Caamp.1041s1122, Caamp.1038s0312
OG0000314	Sdiv_ptg000007l_1549-R	Caamp.1035s0696
OG0000314	Sdiv_ptg000008l_0313-R	Caamp.1039s0430, Caamp.0010s0079
OG0000314	Sdiv_ptg000004l_1843-R	Caamp.0105s1301
OG0000314	Sdiv_ptg000005l_1548-R	Caamp.0094s0642
OG0000316	Sdiv_ptg000003l_0375-R	Caamp.0046s0471
OG0000316	Sdiv_ptg000014l_1312-R	Caamp.0024s0005
OG0000316	Sdiv_ptg000008l_0036-R	Caamp.0059s0096
OG0000316	Sdiv_ptg000005l_2035-R	Caamp.0094s0003
OG0000316	Sdiv_ptg000004l_2334-R	Caamp.1027s0055
OG0000316	Sdiv_ptg000002l_1776-R	Caamp.0076s0455
OG0000316	Sdiv_ptg000015l_0376-R	Caamp.0006s0266
OG0000317	Sdiv_ptg000018l_0296-R	Caamp.1031s0542
OG0000317	Sdiv_ptg000018l_0297-R	Caamp.1031s0541, Caamp.0076s1423
OG0000318	Sdiv_ptg000014l_2694-R	Caamp.0037s0320
OG0000319	Sdiv_ptg000001l_0585-R	Caamp.0026s0080
OG0000319	Sdiv_ptg000013l_0553-R	Caamp.1039s1630
OG0000319	Sdiv_ptg000013l_1794-R	Caamp.0078s0624, Caamp.0214s0341
OG0000319	Sdiv_ptg000004l_0433-R	Caamp.0107s0023
OG0000319	Sdiv_ptg000007l_1344-R	Caamp.0120s0434
OG0000321	Sdiv_ptg000005l_0798-R	Caamp.0003s0419
OG0000321	Sdiv_ptg000010l_1704-R	Caamp.1041s1762
OG0000321	Sdiv_ptg000013l_0473-R	Caamp.0026s0213, Caamp.0013s0144
OG0000321	Sdiv_ptg000012l_2205-R	Caamp.0303s1239
OG0000322	Sdiv_ptg000004l_1123-R	Caamp.0190s0782
