Orthogroup	E_salsugineum	S_diversifolius
OG0000241	Thhalv10011033m.g	Sdiv_ptg000236l_0003-R, Sdiv_ptg000098l_0009-R, Sdiv_ptg000191l_0006-R, Sdiv_ptg000220l_0004-R, Sdiv_ptg000104l_0005-R, Sdiv_ptg000240l_0005-R, Sdiv_ptg000252l_0006-R, Sdiv_ptg000132l_0006-R, Sdiv_ptg000139l_0005-R, Sdiv_ptg000217l_0004-R, Sdiv_ptg000152l_0006-R, Sdiv_ptg000112l_0005-R, Sdiv_ptg000118l_0009-R, Sdiv_ptg000055l_0002-R, Sdiv_ptg000156l_0003-R, Sdiv_ptg000128l_0005-R, Sdiv_ptg000021l_0004-R, Sdiv_ptg000193l_0003-R, Sdiv_ptg000172l_0006-R, Sdiv_ptg000149l_0005-R, Sdiv_ptg000198l_0006-R, Sdiv_ptg000073l_0005-R, Sdiv_ptg000177l_0005-R, Sdiv_ptg000206l_0002-R, Sdiv_ptg000086l_0006-R
OG0000249	Thhalv10023830m.g, Thhalv10009631m.g	Sdiv_ptg000003l_2518-R, Sdiv_ptg000014l_0444-R
OG0000250	Thhalv10001412m.g	Sdiv_ptg000015l_2240-R
OG0000250	Thhalv10016531m.g	Sdiv_ptg000018l_0177-R
OG0000251	Thhalv10008254m.g	Sdiv_ptg000008l_1534-R
OG0000251	Thhalv10023897m.g	Sdiv_ptg000012l_2110-R
OG0000253	Thhalv10015966m.g, Thhalv10015326m.g, Thhalv10023176m.g, Thhalv10016032m.g, Thhalv10027075m.g, Thhalv10027810m.g, Thhalv10028315m.g	Sdiv_ptg000009l_2250-R
OG0000254	Thhalv10019698m.g	Sdiv_ptg000013l_0947-R
OG0000263	Thhalv10025627m.g	Sdiv_ptg000005l_0659-R, Sdiv_ptg000004l_0983-R
OG0000263	Thhalv10025555m.g, Thhalv10000942m.g, Thhalv10000941m.g	Sdiv_ptg000005l_0658-R
OG0000266	Thhalv10028040m.g, Thhalv10019835m.g, Thhalv10018463m.g, Thhalv10019837m.g	Sdiv_ptg000014l_1928-R
OG0000267	Thhalv10022840m.g, Thhalv10026432m.g	Sdiv_ptg000005l_2029-R, Sdiv_ptg000004l_2328-R, Sdiv_ptg000001l_0313-R
OG0000267	Thhalv10008949m.g	Sdiv_ptg000002l_1766-R, Sdiv_ptg000003l_0371-R, Sdiv_ptg000014l_1306-R
OG0000268	Thhalv10028004m.g	Sdiv_ptg000013l_0294-R, Sdiv_ptg000012l_1839-R, Sdiv_ptg000011l_0296-R, Sdiv_ptg000001l_0326-R
OG0000268	Thhalv10026626m.g	Sdiv_ptg000004l_2311-R
OG0000268	Thhalv10026627m.g	Sdiv_ptg000004l_2011-R
OG0000269	Thhalv10005895m.g	Sdiv_ptg000015l_2191-R
OG0000269	Thhalv10001416m.g	Sdiv_ptg000022l_1784-R, Sdiv_ptg000018l_0248-R
OG0000269	Thhalv10023359m.g, Thhalv10023064m.g	Sdiv_ptg000012l_2024-R
OG0000271	Thhalv10013237m.g	Sdiv_ptg000010l_0548-R
OG0000271	Thhalv10002793m.g, Thhalv10013201m.g, Thhalv10002919m.g, Thhalv10007342m.g, Thhalv10007338m.g	Sdiv_ptg000014l_0477-R
OG0000272	Thhalv10025803m.g	Sdiv_ptg000004l_1699-R, Sdiv_ptg000005l_1405-R
OG0000272	Thhalv10014326m.g	Sdiv_ptg000010l_1511-R
OG0000272	Thhalv10025720m.g	Sdiv_ptg000005l_1078-R
OG0000273	Thhalv10011856m.g	Sdiv_ptg000003l_1682-R
OG0000273	Thhalv10026555m.g	Sdiv_ptg000004l_1480-R
OG0000273	Thhalv10021749m.g	Sdiv_ptg000013l_0838-R
OG0000274	Thhalv10021533m.g	Sdiv_ptg000001l_1221-R, Sdiv_ptg000013l_1165-R
OG0000274	Thhalv10011782m.g	Sdiv_ptg000003l_1757-R, Sdiv_ptg000014l_2714-R
OG0000274	Thhalv10021531m.g	Sdiv_ptg000001l_1036-R
OG0000274	Thhalv10011767m.g	Sdiv_ptg000003l_1587-R
OG0000289	Thhalv10000461m.g	Sdiv_ptg000008l_0143-R, Sdiv_ptg000008l_0144-R, Sdiv_ptg000022l_0134-R
OG0000290	Thhalv10020887m.g	Sdiv_ptg000013l_1080-R
OG0000290	Thhalv10001487m.g	Sdiv_ptg000018l_0071-R
OG0000290	Thhalv10027815m.g, Thhalv10028715m.g	Sdiv_ptg000010l_0102-R
OG0000290	Thhalv10016774m.g	Sdiv_ptg000022l_1209-R
OG0000292	Thhalv10017112m.g	Sdiv_ptg000008l_1391-R
OG0000292	Thhalv10021377m.g	Sdiv_ptg000013l_1542-R
OG0000292	Thhalv10014471m.g	Sdiv_ptg000010l_2876-R
OG0000292	Thhalv10006176m.g	Sdiv_ptg000002l_0157-R, Sdiv_ptg000015l_1940-R
OG0000293	Thhalv10010007m.g	Sdiv_ptg000014l_2499-R
OG0000293	Thhalv10004110m.g	Sdiv_ptg000027l_0143-R
OG0000293	Thhalv10013414m.g	Sdiv_ptg000001l_2228-R, Sdiv_ptg000013l_2130-R, Sdiv_ptg000009l_0999-R, Sdiv_ptg000010l_1932-R
OG0000297	Thhalv10004078m.g	Sdiv_ptg000007l_1071-R
OG0000297	Thhalv10013314m.g	Sdiv_ptg000009l_2472-R
OG0000297	Thhalv10004036m.g	Sdiv_ptg000007l_1074-R
OG0000297	Thhalv10004067m.g	Sdiv_ptg000007l_1075-R
OG0000298	Thhalv10020718m.g, Thhalv10011471m.g	Sdiv_ptg000014l_1559-R, Sdiv_ptg000003l_1634-R
OG0000298	Thhalv10013523m.g, Thhalv10013521m.g	Sdiv_ptg000010l_0369-R, Sdiv_ptg000010l_0368-R
OG0000298	Thhalv10000161m.g	Sdiv_ptg000008l_0137-R
OG0000299	Thhalv10026589m.g	Sdiv_ptg000011l_0077-R, Sdiv_ptg000013l_0076-R
OG0000299	Thhalv10002308m.g	Sdiv_ptg000001l_0090-R
OG0000299	Thhalv10015041m.g	Sdiv_ptg000004l_1421-R, Sdiv_ptg000010l_0861-R
OG0000301	Thhalv10010892m.g, Thhalv10010894m.g	Sdiv_ptg000007l_0305-R
OG0000301	Thhalv10001841m.g, Thhalv10026741m.g	Sdiv_ptg000002l_0923-R, Sdiv_ptg000015l_1215-R
OG0000302	Thhalv10002194m.g	Sdiv_ptg000015l_1210-R, Sdiv_ptg000002l_0941-R, Sdiv_ptg000008l_0380-R, Sdiv_ptg000004l_0662-R
OG0000305	Thhalv10026685m.g	Sdiv_ptg000004l_0197-R
OG0000306	Thhalv10025137m.g, Thhalv10027045m.g	Sdiv_ptg000004l_0632-R
OG0000306	Thhalv10027015m.g	Sdiv_ptg000004l_0634-R
OG0000308	Thhalv10019715m.g, Thhalv10019689m.g, Thhalv10024677m.g, Thhalv10024664m.g, Thhalv10016373m.g, Thhalv10028335m.g, Thhalv10028225m.g, Thhalv10028202m.g	Sdiv_ptg000004l_0223-R
OG0000313	Thhalv10018407m.g, Thhalv10019472m.g, Thhalv10018369m.g	Sdiv_ptg000007l_0741-R
OG0000314	Thhalv10013985m.g	Sdiv_ptg000010l_2232-R
OG0000314	Thhalv10004502m.g	Sdiv_ptg000007l_1549-R
OG0000314	Thhalv10000222m.g	Sdiv_ptg000008l_0313-R
OG0000314	Thhalv10025602m.g	Sdiv_ptg000005l_1548-R
OG0000316	Thhalv10008458m.g	Sdiv_ptg000003l_0375-R, Sdiv_ptg000014l_1312-R
OG0000316	Thhalv10000727m.g	Sdiv_ptg000008l_0036-R
OG0000316	Thhalv10025877m.g	Sdiv_ptg000004l_2334-R
OG0000316	Thhalv10018988m.g	Sdiv_ptg000002l_1776-R, Sdiv_ptg000015l_0376-R
OG0000317	Thhalv10001697m.g	Sdiv_ptg000018l_0296-R
OG0000317	Thhalv10001746m.g	Sdiv_ptg000018l_0297-R
OG0000319	Thhalv10002667m.g	Sdiv_ptg000001l_0585-R
OG0000319	Thhalv10021532m.g	Sdiv_ptg000013l_1794-R
OG0000319	Thhalv10023853m.g	Sdiv_ptg000004l_0433-R
OG0000319	Thhalv10004924m.g	Sdiv_ptg000007l_1344-R
OG0000321	Thhalv10026531m.g	Sdiv_ptg000004l_1114-R, Sdiv_ptg000005l_0798-R
OG0000321	Thhalv10029077m.g	Sdiv_ptg000010l_1704-R
OG0000321	Thhalv10023763m.g	Sdiv_ptg000012l_2205-R
OG0000322	Thhalv10024476m.g	Sdiv_ptg000004l_1123-R
OG0000322	Thhalv10028449m.g	Sdiv_ptg000009l_1556-R
OG0000322	Thhalv10023297m.g	Sdiv_ptg000012l_2216-R
OG0000322	Thhalv10006870m.g	Sdiv_ptg000003l_2153-R
OG0000327	Thhalv10006585m.g	Sdiv_ptg000003l_0214-R, Sdiv_ptg000014l_1147-R
OG0000327	Thhalv10018024m.g	Sdiv_ptg000002l_1569-R
OG0000327	Thhalv10019918m.g	Sdiv_ptg000001l_1398-R
OG0000327	Thhalv10011189m.g	Sdiv_ptg000003l_0091-R, Sdiv_ptg000014l_2852-R
OG0000332	Thhalv10001166m.g, Thhalv10000846m.g, Thhalv10000843m.g	Sdiv_ptg000012l_1640-R
OG0000332	Thhalv10000844m.g, Thhalv10000841m.g, Thhalv10000851m.g	Sdiv_ptg000007l_0647-R
OG0000334	Thhalv10013921m.g	Sdiv_ptg000009l_0180-R
OG0000334	Thhalv10025556m.g	Sdiv_ptg000005l_1130-R
OG0000334	Thhalv10016856m.g	Sdiv_ptg000022l_1179-R
OG0000334	Thhalv10010492m.g	Sdiv_ptg000015l_1722-R, Sdiv_ptg000002l_0386-R
OG0000335	Thhalv10017372m.g, Thhalv10021700m.g, Thhalv10010797m.g, Thhalv10014925m.g	Sdiv_ptg000009l_0346-R, Sdiv_ptg000008l_1079-R
OG0000336	Thhalv10000386m.g	Sdiv_ptg000022l_0054-R, Sdiv_ptg000001l_0330-R, Sdiv_ptg000005l_2002-R, Sdiv_ptg000004l_2309-R, Sdiv_ptg000008l_0066-R
OG0000337	Thhalv10023633m.g, Thhalv10023768m.g, Thhalv10017049m.g	Sdiv_ptg000012l_2048-R, Sdiv_ptg000007l_0311-R
OG0000337	Thhalv10006149m.g	Sdiv_ptg000002l_0061-R, Sdiv_ptg000015l_2035-R
OG0000338	Thhalv10005908m.g	Sdiv_ptg000016l_0255-R
OG0000338	Thhalv10024994m.g	Sdiv_ptg000005l_0805-R
OG0000339	Thhalv10017088m.g, Thhalv10017953m.g	Sdiv_ptg000008l_0965-R
OG0000339	Thhalv10008481m.g, Thhalv10008479m.g, Thhalv10008476m.g	Sdiv_ptg000014l_2217-R, Sdiv_ptg000014l_2218-R
OG0000340	Thhalv10019281m.g	Sdiv_ptg000015l_0794-R
OG0000340	Thhalv10005078m.g	Sdiv_ptg000007l_1804-R
OG0000340	Thhalv10008589m.g	Sdiv_ptg000014l_0937-R, Sdiv_ptg000003l_1993-R
OG0000341	Thhalv10028748m.g	Sdiv_ptg000010l_0049-R
OG0000341	Thhalv10015591m.g	Sdiv_ptg000009l_2895-R
OG0000342	Thhalv10006560m.g	Sdiv_ptg000003l_2419-R
OG0000342	Thhalv10023213m.g	Sdiv_ptg000012l_1804-R, Sdiv_ptg000007l_0500-R
OG0000342	Thhalv10006551m.g	Sdiv_ptg000014l_1152-R, Sdiv_ptg000003l_0220-R
OG0000342	Thhalv10012431m.g	Sdiv_ptg000009l_1384-R, Sdiv_ptg000010l_0420-R
OG0000343	Thhalv10012292m.g	Sdiv_ptg000014l_2813-R
OG0000344	Thhalv10009006m.g	Sdiv_ptg000014l_0212-R, Sdiv_ptg000003l_2752-R
OG0000344	Thhalv10014917m.g	Sdiv_ptg000009l_0572-R
OG0000346	Thhalv10027922m.g, Thhalv10027925m.g, Thhalv10027917m.g, Thhalv10027913m.g, Thhalv10027920m.g, Thhalv10028159m.g	Sdiv_ptg000027l_0133-R, Sdiv_ptg000027l_0132-R
OG0000348	Thhalv10008955m.g, Thhalv10008951m.g, Thhalv10023728m.g, Thhalv10023727m.g	Sdiv_ptg000014l_0577-R, Sdiv_ptg000003l_2349-R, Sdiv_ptg000003l_2356-R
OG0000360	Thhalv10017036m.g, Thhalv10022813m.g	Sdiv_ptg000022l_1339-R, Sdiv_ptg000001l_0255-R, Sdiv_ptg000009l_2569-R
OG0000362	Thhalv10008661m.g	Sdiv_ptg000003l_2848-R
OG0000362	Thhalv10028960m.g	Sdiv_ptg000010l_0130-R, Sdiv_ptg000009l_2864-R
OG0000363	Thhalv10009971m.g, Thhalv10019708m.g, Thhalv10027836m.g	Sdiv_ptg000002l_1378-R
OG0000363	Thhalv10002899m.g	Sdiv_ptg000015l_1330-R
OG0000364	Thhalv10018921m.g	Sdiv_ptg000002l_1365-R, Sdiv_ptg000015l_0780-R
OG0000364	Thhalv10008290m.g	Sdiv_ptg000003l_2281-R
OG0000364	Thhalv10023605m.g	Sdiv_ptg000012l_2069-R, Sdiv_ptg000007l_0287-R
OG0000366	Thhalv10015017m.g	Sdiv_ptg000009l_1359-R
OG0000366	Thhalv10026563m.g, Thhalv10029067m.g	Sdiv_ptg000004l_1147-R, Sdiv_ptg000009l_1573-R
OG0000367	Thhalv10015212m.g	Sdiv_ptg000010l_1304-R, Sdiv_ptg000009l_1970-R, Sdiv_ptg000005l_1024-R, Sdiv_ptg000004l_1315-R
OG0000368	Thhalv10018412m.g	Sdiv_ptg000015l_0643-R
OG0000368	Thhalv10015600m.g, Thhalv10023799m.g, Thhalv10023916m.g	Sdiv_ptg000009l_0351-R, Sdiv_ptg000010l_1375-R, Sdiv_ptg000010l_1342-R, Sdiv_ptg000010l_1340-R, Sdiv_ptg000010l_2578-R
OG0000369	Thhalv10006292m.g	Sdiv_ptg000010l_2175-R
OG0000370	Thhalv10014018m.g	Sdiv_ptg000009l_0108-R
OG0000371	Thhalv10020628m.g	Sdiv_ptg000013l_0757-R, Sdiv_ptg000001l_0823-R
OG0000371	Thhalv10025075m.g	Sdiv_ptg000004l_0631-R
OG0000372	Thhalv10027803m.g	Sdiv_ptg000004l_0123-R
OG0000373	Thhalv10022820m.g	Sdiv_ptg000011l_0196-R, Sdiv_ptg000013l_0187-R
OG0000373	Thhalv10026029m.g	Sdiv_ptg000005l_1805-R
OG0000378	Thhalv10011018m.g, Thhalv10011061m.g, Thhalv10011143m.g, Thhalv10010906m.g	Sdiv_ptg000015l_1543-R, Sdiv_ptg000002l_0586-R
OG0000391	Thhalv10003800m.g	Sdiv_ptg000012l_0639-R
OG0000391	Thhalv10000079m.g	Sdiv_ptg000008l_0210-R
OG0000391	Thhalv10012938m.g	Sdiv_ptg000010l_2260-R
OG0000392	Thhalv10002722m.g	Sdiv_ptg000003l_2508-R, Sdiv_ptg000010l_0611-R
OG0000392	Thhalv10017604m.g	Sdiv_ptg000009l_2670-R
OG0000395	Thhalv10028984m.g	Sdiv_ptg000009l_1713-R, Sdiv_ptg000010l_1562-R
OG0000395	Thhalv10029481m.g, Thhalv10008838m.g, Thhalv10008851m.g	Sdiv_ptg000014l_2025-R, Sdiv_ptg000003l_1180-R
OG0000396	Thhalv10018462m.g	Sdiv_ptg000002l_1798-R
OG0000396	Thhalv10007492m.g	Sdiv_ptg000003l_0397-R, Sdiv_ptg000014l_1332-R
OG0000396	Thhalv10025037m.g	Sdiv_ptg000004l_2351-R
OG0000397	Thhalv10026397m.g	Sdiv_ptg000015l_1056-R
OG0000398	Thhalv10016192m.g	Sdiv_ptg000018l_0369-R
OG0000398	Thhalv10011967m.g	Sdiv_ptg000003l_1838-R, Sdiv_ptg000014l_2788-R
OG0000398	Thhalv10019997m.g	Sdiv_ptg000001l_1320-R, Sdiv_ptg000013l_1260-R
OG0000400	Thhalv10001763m.g	Sdiv_ptg000022l_1947-R
OG0000400	Thhalv10002773m.g	Sdiv_ptg000009l_2407-R, Sdiv_ptg000022l_1949-R, Sdiv_ptg000018l_0095-R, Sdiv_ptg000022l_1948-R
OG0000401	Thhalv10001595m.g	Sdiv_ptg000015l_2363-R
OG0000401	Thhalv10026044m.g	Sdiv_ptg000005l_1025-R, Sdiv_ptg000004l_1319-R
OG0000403	Thhalv10022439m.g	Sdiv_ptg000013l_2129-R, Sdiv_ptg000001l_2226-R
OG0000403	Thhalv10005090m.g	Sdiv_ptg000007l_1716-R, Sdiv_ptg000012l_0478-R
OG0000404	Thhalv10006143m.g	Sdiv_ptg000015l_2370-R
OG0000404	Thhalv10004654m.g	Sdiv_ptg000007l_1536-R
OG0000404	Thhalv10014246m.g	Sdiv_ptg000009l_2742-R
OG0000404	Thhalv10014400m.g	Sdiv_ptg000010l_0281-R, Sdiv_ptg000009l_1250-R
OG0000405	Thhalv10012222m.g, Thhalv10019658m.g, Thhalv10000587m.g, Thhalv10018064m.g	Sdiv_ptg000002l_1390-R
OG0000405	Thhalv10011215m.g	Sdiv_ptg000003l_0016-R
OG0000406	Thhalv10007619m.g, Thhalv10007618m.g, Thhalv10007620m.g, Thhalv10013526m.g	Sdiv_ptg000003l_2488-R, Sdiv_ptg000022l_0874-R, Sdiv_ptg000010l_0575-R, Sdiv_ptg000009l_2707-R
OG0000407	Thhalv10015540m.g	Sdiv_ptg000010l_0879-R
OG0000407	Thhalv10015273m.g, Thhalv10015652m.g, Thhalv10013717m.g, Thhalv10028119m.g, Thhalv10028200m.g, Thhalv10015668m.g, Thhalv10015747m.g	Sdiv_ptg000009l_2403-R
OG0000409	Thhalv10008729m.g	Sdiv_ptg000014l_0253-R
OG0000409	Thhalv10017717m.g	Sdiv_ptg000008l_0839-R
OG0000409	Thhalv10008733m.g	Sdiv_ptg000003l_2710-R
OG0000409	Thhalv10017216m.g	Sdiv_ptg000022l_0762-R
OG0000410	Thhalv10003187m.g, Thhalv10003340m.g, Thhalv10003182m.g, Thhalv10003186m.g, Thhalv10003184m.g, Thhalv10003336m.g, Thhalv10003183m.g	Sdiv_ptg000007l_0588-R
OG0000411	Thhalv10026127m.g	Sdiv_ptg000005l_1783-R, Sdiv_ptg000004l_2103-R
OG0000411	Thhalv10022835m.g	Sdiv_ptg000001l_0220-R, Sdiv_ptg000013l_0204-R, Sdiv_ptg000011l_0215-R
OG0000412	Thhalv10016189m.g, Thhalv10016185m.g, Thhalv10016184m.g	Sdiv_ptg000008l_0618-R, Sdiv_ptg000022l_0651-R, Sdiv_ptg000022l_0648-R, Sdiv_ptg000022l_0649-R, Sdiv_ptg000008l_0616-R
OG0000414	Thhalv10018618m.g	Sdiv_ptg000015l_0132-R
OG0000414	Thhalv10018629m.g, Thhalv10018721m.g	Sdiv_ptg000002l_2039-R
OG0000415	Thhalv10027693m.g	Sdiv_ptg000004l_0269-R, Sdiv_ptg000004l_0294-R
OG0000415	Thhalv10003877m.g	Sdiv_ptg000012l_1314-R
OG0000415	Thhalv10007150m.g	Sdiv_ptg000003l_1975-R
OG0000420	Thhalv10001921m.g, Thhalv10001919m.g	Sdiv_ptg000022l_0497-R, Sdiv_ptg000022l_0495-R
OG0000422	Thhalv10019397m.g, Thhalv10019394m.g	Sdiv_ptg000015l_0370-R
OG0000422	Thhalv10019396m.g	Sdiv_ptg000002l_1782-R
OG0000424	Thhalv10022971m.g	Sdiv_ptg000017l_0005-R, Sdiv_ptg000554l_0009-R, Sdiv_ptg000754l_0005-R, Sdiv_ptg000458l_0006-R, Sdiv_ptg000864l_0004-R, Sdiv_ptg000238l_0003-R, Sdiv_ptg001162l_0002-R, Sdiv_ptg000557l_0002-R, Sdiv_ptg000667l_0006-R, Sdiv_ptg000721l_0007-R, Sdiv_ptg001164l_0001-R, Sdiv_ptg001124l_0001-R, Sdiv_ptg000170l_0003-R, Sdiv_ptg000789l_0003-R, Sdiv_ptg000687l_0001-R, Sdiv_ptg000545l_0001-R, Sdiv_ptg000296l_0002-R, Sdiv_ptg000901l_0002-R
OG0000428	Thhalv10000515m.g	Sdiv_ptg000008l_0256-R
OG0000428	Thhalv10028330m.g	Sdiv_ptg000022l_0245-R
OG0000429	Thhalv10027310m.g	Sdiv_ptg000012l_1185-R
OG0000430	Thhalv10005057m.g, Thhalv10010781m.g	Sdiv_ptg000015l_1472-R, Sdiv_ptg000002l_0656-R, Sdiv_ptg000002l_0657-R, Sdiv_ptg000008l_0206-R, Sdiv_ptg000022l_0200-R
OG0000433	Thhalv10016891m.g	Sdiv_ptg000022l_0610-R
OG0000433	Thhalv10014020m.g	Sdiv_ptg000010l_0654-R
OG0000433	Thhalv10002602m.g	Sdiv_ptg000015l_1323-R, Sdiv_ptg000002l_0826-R
OG0000435	Thhalv10017219m.g	Sdiv_ptg000022l_1345-R
OG0000435	Thhalv10014647m.g	Sdiv_ptg000010l_2634-R
OG0000436	Thhalv10016218m.g	Sdiv_ptg000022l_1021-R
OG0000436	Thhalv10006794m.g	Sdiv_ptg000014l_2251-R, Sdiv_ptg000003l_0933-R
OG0000437	Thhalv10027877m.g	Sdiv_ptg000027l_0142-R
OG0000437	Thhalv10028214m.g	Sdiv_ptg000027l_0141-R
OG0000439	Thhalv10003574m.g	Sdiv_ptg000012l_0224-R
OG0000439	Thhalv10024277m.g	Sdiv_ptg000004l_2304-R, Sdiv_ptg000005l_1998-R
OG0000439	Thhalv10012521m.g	Sdiv_ptg000009l_0591-R, Sdiv_ptg000010l_2337-R
OG0000440	Thhalv10006445m.g, Thhalv10007378m.g	Sdiv_ptg000002l_0081-R
OG0000440	Thhalv10017666m.g	Sdiv_ptg000022l_1583-R, Sdiv_ptg000008l_1475-R
OG0000440	Thhalv10020488m.g	Sdiv_ptg000013l_1723-R
OG0000441	Thhalv10005142m.g	Sdiv_ptg000012l_0998-R, Sdiv_ptg000007l_1221-R
OG0000441	Thhalv10019324m.g, Thhalv10009127m.g	Sdiv_ptg000014l_2531-R, Sdiv_ptg000002l_1338-R
OG0000442	Thhalv10027950m.g	Sdiv_ptg000027l_0071-R
OG0000442	Thhalv10004984m.g	Sdiv_ptg000012l_0118-R, Sdiv_ptg000007l_2039-R
OG0000442	Thhalv10010752m.g	Sdiv_ptg000002l_0604-R, Sdiv_ptg000015l_1527-R
OG0000444	Thhalv10013907m.g	Sdiv_ptg000009l_1013-R, Sdiv_ptg000010l_1919-R
OG0000444	Thhalv10022220m.g	Sdiv_ptg000001l_1769-R
OG0000444	Thhalv10021014m.g	Sdiv_ptg000013l_2117-R, Sdiv_ptg000001l_2214-R
OG0000446	Thhalv10002704m.g	Sdiv_ptg000002l_0844-R
OG0000446	Thhalv10002714m.g	Sdiv_ptg000002l_0845-R
OG0000447	Thhalv10014233m.g	Sdiv_ptg000010l_0693-R
OG0000447	Thhalv10002055m.g	Sdiv_ptg000008l_0463-R
OG0000448	Thhalv10015262m.g	Sdiv_ptg000002l_0160-R
OG0000448	Thhalv10015625m.g	Sdiv_ptg000010l_1192-R
OG0000449	Thhalv10010391m.g	Sdiv_ptg000015l_1715-R, Sdiv_ptg000002l_0391-R
OG0000449	Thhalv10013480m.g, Thhalv10015647m.g, Thhalv10015502m.g, Thhalv10015763m.g	Sdiv_ptg000010l_2756-R
OG0000450	Thhalv10024598m.g	Sdiv_ptg000005l_0880-R
OG0000451	Thhalv10020232m.g	Sdiv_ptg000013l_1143-R
OG0000451	Thhalv10020712m.g	Sdiv_ptg000013l_1145-R
OG0000453	Thhalv10026577m.g	Sdiv_ptg000005l_1111-R
OG0000453	Thhalv10026574m.g	Sdiv_ptg000005l_1344-R, Sdiv_ptg000004l_1648-R
OG0000453	Thhalv10002122m.g	Sdiv_ptg000011l_0082-R, Sdiv_ptg000001l_0094-R, Sdiv_ptg000013l_0081-R
OG0000454	Thhalv10023235m.g	Sdiv_ptg000012l_2028-R, Sdiv_ptg000012l_2036-R, Sdiv_ptg000012l_2034-R, Sdiv_ptg000012l_2029-R, Sdiv_ptg000012l_2035-R, Sdiv_ptg000012l_2046-R, Sdiv_ptg000012l_2019-R
OG0000460	Thhalv10007945m.g	Sdiv_ptg000014l_1398-R, Sdiv_ptg000014l_1400-R
OG0000460	Thhalv10002019m.g	Sdiv_ptg000022l_0347-R
OG0000461	Thhalv10002442m.g	Sdiv_ptg000001l_0602-R, Sdiv_ptg000001l_0575-R
OG0000463	Thhalv10018813m.g	Sdiv_ptg000002l_1667-R
OG0000476	Thhalv10006260m.g	Sdiv_ptg000012l_1540-R, Sdiv_ptg000007l_0730-R
OG0000477	Thhalv10001972m.g	Sdiv_ptg000001l_0024-R
OG0000478	Thhalv10024843m.g	Sdiv_ptg000010l_1335-R
OG0000478	Thhalv10000811m.g	Sdiv_ptg000004l_1188-R
OG0000482	Thhalv10017686m.g, Thhalv10017850m.g, Thhalv10017857m.g, Thhalv10017843m.g, Thhalv10002859m.g	Sdiv_ptg000022l_0585-R
OG0000484	Thhalv10021774m.g	Sdiv_ptg000001l_1725-R, Sdiv_ptg000013l_1661-R
OG0000484	Thhalv10015031m.g	Sdiv_ptg000010l_2804-R
OG0000484	Thhalv10017429m.g	Sdiv_ptg000008l_1322-R
OG0000484	Thhalv10010798m.g	Sdiv_ptg000022l_1424-R
OG0000485	Thhalv10010772m.g	Sdiv_ptg000015l_1756-R
OG0000485	Thhalv10014862m.g	Sdiv_ptg000009l_2725-R
OG0000486	Thhalv10010598m.g	Sdiv_ptg000002l_0358-R
OG0000486	Thhalv10017041m.g	Sdiv_ptg000022l_1240-R, Sdiv_ptg000008l_1156-R
OG0000486	Thhalv10017874m.g	Sdiv_ptg000008l_1155-R
OG0000487	Thhalv10017398m.g	Sdiv_ptg000014l_0228-R, Sdiv_ptg000022l_0946-R, Sdiv_ptg000003l_2735-R, Sdiv_ptg000008l_0881-R
OG0000488	Thhalv10028682m.g, Thhalv10029246m.g, Thhalv10029310m.g, Thhalv10029125m.g, Thhalv10027198m.g, Thhalv10028610m.g, Thhalv10029390m.g, Thhalv10029234m.g	Sdiv_ptg000009l_1656-R
OG0000490	Thhalv10000016m.g	Sdiv_ptg000005l_1991-R, Sdiv_ptg000004l_2295-R
OG0000490	Thhalv10024239m.g	Sdiv_ptg000022l_0035-R, Sdiv_ptg000008l_0044-R
OG0000492	Thhalv10001722m.g	Sdiv_ptg000018l_0253-R
OG0000493	Thhalv10001756m.g	Sdiv_ptg000022l_1786-R
OG0000493	Thhalv10018387m.g, Thhalv10001744m.g	Sdiv_ptg000018l_0245-R
OG0000493	Thhalv10005858m.g	Sdiv_ptg000016l_0088-R
OG0000494	Thhalv10005750m.g	Sdiv_ptg000015l_2328-R
OG0000494	Thhalv10006577m.g	Sdiv_ptg000014l_0100-R
OG0000494	Thhalv10001285m.g	Sdiv_ptg000022l_1966-R, Sdiv_ptg000018l_0077-R
OG0000495	Thhalv10005136m.g	Sdiv_ptg000012l_0402-R
OG0000495	Thhalv10010823m.g	Sdiv_ptg000002l_0781-R
OG0000495	Thhalv10015032m.g	Sdiv_ptg000010l_1225-R, Sdiv_ptg000010l_1224-R, Sdiv_ptg000009l_2048-R
OG0000496	Thhalv10027882m.g	Sdiv_ptg000027l_0234-R
OG0000496	Thhalv10004748m.g	Sdiv_ptg000007l_1146-R, Sdiv_ptg000012l_1081-R
OG0000496	Thhalv10015345m.g	Sdiv_ptg000004l_0082-R
OG0000497	Thhalv10001383m.g	Sdiv_ptg000018l_0048-R, Sdiv_ptg000022l_2002-R
OG0000497	Thhalv10028558m.g	Sdiv_ptg000009l_2874-R, Sdiv_ptg000010l_0120-R
OG0000497	Thhalv10005872m.g	Sdiv_ptg000016l_0240-R, Sdiv_ptg000015l_2341-R
OG0000498	Thhalv10014171m.g	Sdiv_ptg000009l_1189-R, Sdiv_ptg000010l_0225-R
OG0000500	Thhalv10002662m.g	Sdiv_ptg000002l_0801-R, Sdiv_ptg000015l_1349-R
OG0000500	Thhalv10008748m.g	Sdiv_ptg000014l_0434-R
OG0000500	Thhalv10014634m.g	Sdiv_ptg000009l_2623-R, Sdiv_ptg000010l_0664-R
