Orthogroup	S_pinnata	S_parvula
OG0000896	Stapi.3882s0006	Sp7g17500
OG0000896	Stapi.0738s0010	Sp2g10620
OG0000897	Stapi.0226s0030, Stapi.0147s0032	Sp2g10460
OG0000897	Stapi.0539s0013, Stapi.2786s0003	Sp7g17760
OG0000898	Stapi.4989s0005	Sp2g09950
OG0000898	Stapi.1386s0016	Sp7g18190
OG0000899	Stapi.0972s0002	Sp2g09660
OG0000899	Stapi.0972s0003	Sp7g18420
OG0000900	Stapi.0298s0006, Stapi.15556s0001, Stapi.1077s0008, Stapi.7931s0001, Stapi.1289s0002, Stapi.6561s0001, Stapi.19906s0001, Stapi.0296s0038, Stapi.0673s0006, Stapi.1111s0007	Sp4g07470
OG0000901	Stapi.6976s0001, Stapi.0582s0003	Sp4g04890
OG0000901	Stapi.3780s0003, Stapi.0253s0021	Sp7g30200
OG0000902	Stapi.3332s0005, Stapi.3375s0001	Sp7g29720
OG0000902	Stapi.0767s0002, Stapi.1327s0005	Sp4g04150
OG0000903	Stapi.0692s0003	Sp5g12100
OG0000905	Stapi.12026s0001	Sp3g24150
OG0000905	Stapi.0975s0001	Sp7g33610
OG0000906	Stapi.10484s0002, Stapi.1274s0003, Stapi.0433s0013, Stapi.1666s0002, Stapi.2189s0001, Stapi.1896s0001	Sp2g07590, Sp3g24280, Sp1g33580, Sp5g19020, SpUn0171_0010
OG0000907	Stapi.6501s0004	Sp5g06860
OG0000907	Stapi.3562s0005	Sp4g22080
OG0000908	Stapi.11202s0001, Stapi.9770s0001	Sp4g19960
OG0000909	Stapi.5723s0001, Stapi.16416s0001	Sp4g19350
OG0000909	Stapi.3271s0003	Sp5g09080
OG0000910	Stapi.1029s0002	Sp2g15650
OG0000910	Stapi.1778s0007	Sp4g19080
OG0000911	Stapi.9557s0001, Stapi.1431s0013	Sp7g37520
OG0000912	Stapi.8652s0002	Sp4g17330
OG0000912	Stapi.7162s0001, Stapi.3152s0001	Sp1g26950
OG0000913	Stapi.14518s0001	Sp1g25910
OG0000913	Stapi.5373s0003	Sp4g16810
OG0000914	Stapi.2076s0002	Sp1g25840
OG0000915	Stapi.0096s0018	Sp6g14670
OG0000915	Stapi.2891s0002, Stapi.3833s0003	Sp4g16640
OG0000916	Stapi.0967s0011, Stapi.4158s0005	Sp4g15750
OG0000917	Stapi.0418s0022	Sp6g06870
OG0000917	Stapi.0532s0001	Sp1g28050
OG0000918	Stapi.2724s0006	Sp1g28680
OG0000918	Stapi.0463s0012, Stapi.0379s0018	Sp6g07030
OG0000919	Stapi.0841s0006	Sp6g15130
OG0000921	Stapi.0488s0004, Stapi.0345s0016	Sp6g09340
OG0000921	Stapi.2816s0005, Stapi.2816s0007	Sp3g08130
OG0000923	Stapi.3099s0002	Sp4g20600
OG0000923	Stapi.0307s0004, Stapi.1194s0001	Sp5g10500
OG0000924	Stapi.0120s0028	Sp5g05830
OG0000924	Stapi.6657s0004, Stapi.8533s0002, Stapi.9420s0002	Sp4g23460
OG0000925	Stapi.10302s0001	Sp4g23860
OG0000925	Stapi.2679s0012, Stapi.30502s0001, Stapi.8955s0001, Stapi.11206s0001	Sp5g05250
OG0000926	Stapi.3039s0003	Sp4g24630
OG0000926	Stapi.0255s0007	Sp5g04370
OG0000927	Stapi.11187s0002	Sp4g25250
OG0000928	Stapi.3317s0003	Sp4g25370
OG0000928	Stapi.7351s0004	Sp5g03760
OG0000929	Stapi.3903s0001, Stapi.7512s0003, Stapi.5825s0001, Stapi.8642s0001	Sp1g34060
OG0000931	Stapi.1043s0004, Stapi.0222s0024	Sp7g12350
OG0000932	Stapi.9914s0001	Sp5g03480
OG0000932	Stapi.17051s0001	Sp5g03460
OG0000933	Stapi.3112s0002	Sp2g12700
OG0000934	Stapi.7294s0001, Stapi.6317s0003	Sp5g02950, Sp5g31520
OG0000935	Stapi.10701s0001	Sp4g28440
OG0000936	Stapi.8699s0001, Stapi.29083s0001, Stapi.24033s0001	Sp5g01450
OG0000937	Stapi.7073s0001	Sp1g19310
OG0000938	Stapi.3513s0003	Sp6g19500, Sp7g26010
OG0000939	Stapi.1925s0007	Sp1g20075
OG0000939	Stapi.5159s0004	Sp1g22620
OG0000939	Stapi.1925s0005	Sp1g20070
OG0000941	Stapi.1294s0008	Sp5g25760
OG0000942	Stapi.0064s0038, Stapi.1578s0002	Sp1g21220
OG0000944	Stapi.2638s0008	Sp5g24770
OG0000945	Stapi.12160s0001	Sp1g22760
OG0000945	Stapi.1633s0008, Stapi.0980s0011	Sp5g23600
OG0000947	Stapi.0346s0020	Sp1g29230
OG0000947	Stapi.1090s0009	Sp1g29210
OG0000948	Stapi.0317s0007	Sp1g29440
OG0000948	Stapi.1733s0010, Stapi.4125s0003	Sp5g26860, SpUn0020_0110
OG0000949	Stapi.1079s0020, Stapi.4187s0002	Sp6g32970
OG0000950	Stapi.2407s0001	Sp6g33000
OG0000951	Stapi.0049s0014, Stapi.0387s0004, Stapi.7350s0002	Sp2g28410
OG0000952	Stapi.0901s0006, Stapi.4086s0001, Stapi.14012s0002	Sp5g14240
OG0000953	Stapi.1990s0001	Sp2g24520
OG0000954	Stapi.2713s0007	Sp2g20800
OG0000954	Stapi.14676s0001, Stapi.5270s0001	Sp3g04280
OG0000955	Stapi.1692s0003, Stapi.1692s0004, Stapi.9078s0002	Sp2g20350
OG0000956	Stapi.3844s0003	Sp2g19080
OG0000957	Stapi.1189s0018	Sp2g16010
OG0000957	Stapi.6136s0004	Sp7g00790
OG0000958	Stapi.1511s0003	Sp2g15890
OG0000958	Stapi.1622s0014	Sp2g15900
OG0000959	Stapi.5136s0003	Sp2g15730
OG0000959	Stapi.0741s0004	Sp1g11490
OG0000961	Stapi.18064s0002	Sp6g01310
OG0000962	Stapi.0763s0006, Stapi.3982s0001, Stapi.9117s0001, Stapi.6834s0001, Stapi.6592s0002	Sp7g18890
OG0000963	Stapi.8227s0001	Sp3g02760
OG0000963	Stapi.7652s0001	Sp6g26350
OG0000964	Stapi.1788s0002, Stapi.22807s0001	Sp3g02280
OG0000965	Stapi.8167s0002, Stapi.2217s0008	Sp5g25230
OG0000965	Stapi.0247s0013, Stapi.2532s0002, Stapi.3454s0006	Sp5g25240
OG0000966	Stapi.16444s0002	Sp7g04410
OG0000966	Stapi.0845s0001, Stapi.1359s0002	Sp7g04420, Sp3g29000
OG0000967	Stapi.6946s0001, Stapi.0469s0015	Sp6g25200
OG0000968	Stapi.5105s0002, Stapi.1004s0003	Sp6g25050
OG0000968	Stapi.0250s0019, Stapi.2446s0007	Sp6g31460
OG0000969	Stapi.0426s0004, Stapi.0213s0001	Sp5g17220
OG0000970	Stapi.4256s0006	Sp6g19020
OG0000970	Stapi.2479s0009, Stapi.2432s0007, Stapi.3969s0006	Sp7g23910
OG0000971	Stapi.1742s0019	Sp7g24800
OG0000971	Stapi.11171s0001	Sp6g17100
OG0000973	Stapi.1368s0014	Sp7g23620
OG0000974	Stapi.2832s0006	Sp6g29220
OG0000974	Stapi.15186s0001, Stapi.7248s0001	Sp3g30170
OG0000975	Stapi.5066s0006	Sp3g10580
OG0000975	Stapi.2351s0003, Stapi.0662s0002	Sp6g30150
OG0000976	Stapi.0782s0027, Stapi.0782s0028, Stapi.0851s0006	Sp6g30590
OG0000977	Stapi.2931s0007, Stapi.15197s0001	Sp6g32350
OG0000978	Stapi.0910s0001, Stapi.2735s0006	Sp6g32400
OG0000978	Stapi.2979s0004	Sp1g04370
OG0000979	Stapi.3607s0005, Stapi.12734s0002, Stapi.14930s0001	Sp6g38100
OG0000979	Stapi.5921s0001, Stapi.1433s0001	Sp7g31030
OG0000980	Stapi.1575s0001	Sp5g06260
OG0000981	Stapi.0585s0020, Stapi.0155s0023	Sp7g16920
OG0000981	Stapi.0155s0018	Sp7g16880
OG0000982	Stapi.14558s0001	Sp1g04580
OG0000983	Stapi.3259s0009, Stapi.12535s0001, Stapi.6205s0001, Stapi.10060s0001	Sp3g07170
OG0000984	Stapi.1269s0008	Sp3g11840
OG0000984	Stapi.7513s0002, Stapi.13242s0001	Sp7g17930
OG0000985	Stapi.4457s0003, Stapi.0695s0007	Sp3g13010
OG0000986	Stapi.6561s0003	Sp1g39310
OG0000986	Stapi.4000s0005	Sp3g13890
OG0000987	Stapi.3583s0002	Sp7g17373
OG0000987	Stapi.12274s0001	Sp3g14960
OG0000989	Stapi.1404s0008	Sp3g15460
OG0000989	Stapi.3483s0003, Stapi.2478s0007	Sp1g35010
OG0000990	Stapi.1774s0012	Sp1g35550
OG0000990	Stapi.1887s0006, Stapi.1878s0004	Sp3g16110
OG0000991	Stapi.3225s0001, Stapi.0986s0004	Sp7g11920
OG0000993	Stapi.3845s0002, Stapi.1527s0004, Stapi.8893s0001	Sp1g36500, Sp3g17240
OG0000994	Stapi.0625s0002	Sp1g37200
OG0000994	Stapi.0587s0001, Stapi.4114s0005	Sp3g18000
OG0000995	Stapi.4466s0003	Sp3g18395
OG0000995	Stapi.1519s0011, Stapi.1216s0002	Sp3g18390
OG0000996	Stapi.2412s0008, Stapi.0556s0002	Sp7g13590, Sp4g07860
OG0000996	Stapi.9058s0005	Sp3g19660
OG0000997	Stapi.0025s0043	Sp7g11970
OG0000997	Stapi.1486s0007, Stapi.5339s0004	Sp3g21440
OG0000998	Stapi.0778s0001	Sp1g01780
OG0000999	Stapi.20555s0002	SpUn1022_0010, Sp3g26170
OG0001000	Stapi.5263s0002, Stapi.2159s0005	Sp6g16980
OG0001000	Stapi.2159s0004	Sp6g16990
OG0001001	Stapi.8409s0002, Stapi.5729s0003	Sp7g23220
OG0001001	Stapi.0290s0018, Stapi.1401s0007	Sp6g13600
OG0001003	Stapi.1137s0003	Sp2g01220
OG0001003	Stapi.18221s0001, Stapi.1781s0004	SpUn0010_0240, Sp7g00760
OG0001004	Stapi.5918s0001, Stapi.6193s0004	Sp3g32330
OG0001005	Stapi.0388s0012, Stapi.6535s0002	Sp3g33060
OG0001006	Stapi.2460s0011	Sp3g33190
OG0001006	Stapi.3890s0004	Sp7g27090
OG0001007	Stapi.10552s0001	Sp5g22020
OG0001009	Stapi.4070s0002	Sp6g33030
OG0001009	Stapi.2948s0005	Sp2g28460, Sp2g28465
OG0001010	Stapi.13280s0004	Sp6g03630
OG0001010	Stapi.13236s0001	Sp7g19170
OG0001011	Stapi.5387s0002, Stapi.8404s0003	Sp6g03670
OG0001011	Stapi.0310s0014	Sp7g19180
OG0001012	Stapi.4718s0004	Sp7g19890, Sp1g30090
OG0001012	Stapi.0642s0004	Sp6g04050, SpUn0051_0030
OG0001013	Stapi.7797s0003	Sp5g11500
OG0001014	Stapi.7879s0001	Sp1g05430
OG0001014	Stapi.0681s0014, Stapi.0231s0006	Sp4g13250
OG0001015	Stapi.0883s0008	Sp4g14800
OG0001016	Stapi.0938s0010, Stapi.2211s0006	Sp4g15520
OG0001017	Stapi.5745s0002	Sp1g37940, Sp1g37950
OG0001018	Stapi.10385s0001	Sp7g34370
OG0001018	Stapi.2441s0003	Sp3g32000
OG0001019	Stapi.7875s0001	Sp3g31930
OG0001020	Stapi.4111s0003	SpUn0030_0100, Sp3g31730
OG0001021	Stapi.4266s0002	Sp7g33860
OG0001021	Stapi.1581s0003, Stapi.5711s0001	Sp3g31350
OG0001022	Stapi.5921s0003	Sp7g31010
OG0001023	Stapi.2648s0004	Sp4g05960
OG0001023	Stapi.5683s0002	Sp7g30770
OG0001024	Stapi.4055s0008	Sp1g08400
OG0001024	Stapi.10497s0001, Stapi.6100s0002	Sp2g05490
OG0001025	Stapi.3361s0008	Sp1g08250
OG0001026	Stapi.3361s0012, Stapi.3163s0003, Stapi.11677s0002	Sp1g08190
OG0001026	Stapi.1830s0004	Sp2g05840
OG0001027	Stapi.11899s0004, Stapi.26435s0001	Sp1g07820
OG0001027	Stapi.1283s0006, Stapi.0026s0025	Sp2g06520
OG0001028	Stapi.18804s0001	SpUn0004_0290
OG0001029	Stapi.1844s0001	Sp3g05670, Sp3g05680
OG0001030	Stapi.0355s0004	SpUn0001_0010
OG0001031	Stapi.17856s0001, Stapi.0078s0008, Stapi.16600s0001, Stapi.1698s0003, Stapi.1855s0001, Stapi.15307s0002, Stapi.6429s0001, Stapi.5415s0002, Stapi.4807s0002	Sp2g04860
OG0001032	Stapi.1591s0007, Stapi.1591s0008, Stapi.0781s0004, Stapi.4505s0001	Sp2g03290
OG0001033	Stapi.4371s0003, Stapi.0028s0044	Sp5g16300
OG0001034	Stapi.3153s0003	SpUn0020_0090, Sp5g26880
OG0001035	Stapi.2117s0003, Stapi.0460s0010	Sp1g09990
OG0001035	Stapi.2117s0013	Sp1g10060
OG0001036	Stapi.1810s0004, Stapi.3135s0004	Sp1g09120
OG0001037	Stapi.1019s0002, Stapi.1172s0002	Sp1g14040
OG0001038	Stapi.17107s0002	Sp5g34650
OG0001038	Stapi.0327s0005	Sp1g14450
OG0001039	Stapi.2983s0002, Stapi.0056s0016, Stapi.3265s0003	Sp5g34560
OG0001040	Stapi.9145s0004, Stapi.9145s0003	SpUn0024_0050, Sp1g04090, Sp1g04110, SpUn0024_0030
OG0001041	Stapi.0528s0001, Stapi.0027s0034	Sp2g08140
OG0001042	Stapi.0132s0011	Sp2g08340
OG0001042	Stapi.0045s0053	Sp1g03150
OG0001044	Stapi.1663s0008, Stapi.2505s0005	Sp1g18290
OG0001044	Stapi.7618s0001	Sp5g31440
OG0001045	Stapi.2481s0006	Sp5g31590
OG0001046	Stapi.11555s0001, Stapi.6765s0002, Stapi.1602s0009	Sp5g31700
OG0001047	Stapi.1443s0004, Stapi.9443s0001, Stapi.6844s0002, Stapi.3408s0002	Sp3g32650
OG0001048	Stapi.1126s0025, Stapi.1126s0027, Stapi.1368s0019	Sp7g23680, Sp6g14700
OG0001049	Stapi.22399s0001	Sp3g00680
OG0001049	Stapi.3594s0003, Stapi.6722s0001	Sp7g21640
OG0001050	Stapi.0147s0016	Sp7g20260
OG0001051	Stapi.8237s0001, Stapi.16377s0001	SpUn0266_0010, SpUn0703_0010, Sp6g06900, SpUn0350_0010, SpUn0266_0020, Sp7g19750
OG0001052	Stapi.2298s0013, Stapi.1686s0013	Sp5g08390
OG0001052	Stapi.5090s0006, Stapi.0331s0001	Sp3g28930
OG0001053	Stapi.0605s0002	Sp1g17240
OG0001055	Stapi.3213s0006, Stapi.2295s0009	SpUn1555_0010
OG0001055	Stapi.2295s0010, Stapi.3213s0005	Sp3g07080
OG0001056	Stapi.13070s0001	Sp5g05330
OG0001056	Stapi.5878s0003	Sp5g05340
OG0001057	Stapi.3367s0005, Stapi.10565s0002, Stapi.2388s0001, Stapi.2388s0003, Stapi.13256s0001, Stapi.1028s0009	Sp5g04490
OG0001057	Stapi.20162s0001	Sp5g04510
OG0001058	Stapi.1777s0001	Sp5g01250
OG0001059	Stapi.10211s0002	Sp1g16750
OG0001059	Stapi.1609s0002	Sp1g32530
OG0001061	Stapi.4215s0005, Stapi.0326s0012	Sp5g13600
OG0001061	Stapi.4215s0004, Stapi.0326s0011	Sp5g13610
OG0001062	Stapi.15550s0001	Sp2g28910
OG0001062	Stapi.2655s0001, Stapi.1074s0013, Stapi.2655s0002, Stapi.0576s0011, Stapi.2266s0005	Sp5g12350
OG0001063	Stapi.19631s0001, Stapi.12539s0003, Stapi.1786s0002, Stapi.11105s0001, Stapi.3576s0001, Stapi.7773s0007, Stapi.30456s0001, Stapi.13463s0002	Sp2g30790
OG0001064	Stapi.0125s0006, Stapi.0197s0006	Sp1g33900
OG0001064	Stapi.0090s0005, Stapi.0014s0035	Sp2g07740
OG0001068	Stapi.6272s0001, Stapi.10011s0001, Stapi.21454s0001	Sp2g02050
OG0001069	Stapi.8464s0001	Sp1g19770
OG0001071	Stapi.12773s0002	Sp7g30720
OG0001071	Stapi.1769s0003	SpUn0059_0020, Sp4g05830
OG0001073	Stapi.0297s0013	Sp1g36050, Sp1g35760, Sp1g35770
OG0001074	Stapi.1065s0004, Stapi.2392s0003, Stapi.2392s0004, Stapi.1065s0005	Sp2g12210, SpUn0698_0010
OG0001075	Stapi.3829s0001	Sp2g14240
OG0001075	Stapi.1896s0002	Sp2g10170
OG0001076	Stapi.2869s0003, Stapi.5010s0006, Stapi.3486s0004, Stapi.2869s0001	Sp5g07690, Sp5g07670, Sp5g07680
OG0001077	Stapi.1253s0010	Sp7g15140
OG0001078	Stapi.3660s0003, Stapi.6490s0003	Sp5g07170
OG0001078	Stapi.3660s0001	Sp3g31300, Sp5g07175
OG0001087	Stapi.0243s0019	Sp2g11570, SpUn0036_0040
OG0001087	Stapi.0518s0009	Sp7g16240
OG0001088	Stapi.3114s0004	Sp2g11090
OG0001088	Stapi.3114s0003, Stapi.0581s0012, Stapi.0066s0018	Sp2g11100
OG0001089	Stapi.0039s0025	Sp2g10050
OG0001089	Stapi.1478s0004	Sp2g10100
OG0001089	Stapi.1478s0006	Sp2g10070
OG0001089	Stapi.11421s0001	Sp2g10090
OG0001090	Stapi.1257s0002, Stapi.2508s0003, Stapi.4454s0001, Stapi.31148s0001, Stapi.2765s0001, Stapi.4227s0001, Stapi.0862s0008	Sp2g09850
OG0001090	Stapi.9454s0001	Sp2g09860
OG0001091	Stapi.1364s0004, Stapi.1096s0004	Sp1g27550
OG0001091	Stapi.4869s0001, Stapi.1364s0001	Sp1g27520
OG0001092	Stapi.0981s0005	Sp7g18800
OG0001093	Stapi.2379s0003, Stapi.0246s0004	SpUn0027_0120, Sp3g22640
OG0001095	Stapi.0859s0002	Sp4g04620, Sp4g04610
OG0001096	Stapi.0997s0007, Stapi.0997s0005	Sp6g24880
OG0001097	Stapi.0510s0003, Stapi.20987s0001, Stapi.1158s0001	Sp4g03390
OG0001098	Stapi.2710s0008	Sp7g29050
OG0001099	Stapi.4562s0004, Stapi.2005s0003	Sp4g03040
OG0001101	Stapi.0652s0002	Sp7g28360
OG0001102	Stapi.2439s0004, Stapi.1204s0005	Sp7g35250
OG0001103	Stapi.1703s0004	Sp7g13510, Sp7g13490
OG0001105	Stapi.0351s0004	Sp4g10690
OG0001106	Stapi.2238s0004	SpUn0061_0070, Sp5g06160
OG0001107	Stapi.2982s0009	Sp4g22200, Sp5g06730, Sp4g22190
OG0001108	Stapi.5288s0001, Stapi.5176s0003	Sp4g21780, Sp5g07160
OG0001109	Stapi.7905s0001, Stapi.4482s0004	Sp4g25820
OG0001110	Stapi.2869s0007, Stapi.10110s0001	Sp5g07750
OG0001111	Stapi.0647s0008	Sp5g09200
OG0001111	Stapi.1407s0009	Sp4g18950
OG0001112	Stapi.0647s0015	Sp5g09300
OG0001112	Stapi.2022s0005, Stapi.1752s0002	Sp4g18900
OG0001113	Stapi.7750s0001	Sp4g18870
OG0001113	Stapi.10152s0001	Sp5g09330
OG0001115	Stapi.2641s0002, Stapi.2445s0004	Sp7g17360
OG0001115	Stapi.3249s0002	Sp4g17950
OG0001116	Stapi.1301s0001	Sp3g28400
OG0001116	Stapi.6063s0002, Stapi.3173s0009	Sp4g17460
OG0001117	Stapi.1321s0013	Sp1g15240
OG0001117	Stapi.1419s0013	Sp4g17250
OG0001118	Stapi.1009s0009	Sp1g26230
OG0001118	Stapi.1616s0002, Stapi.1058s0005	Sp4g16940
OG0001119	Stapi.11245s0001	Sp6g06040
OG0001119	Stapi.11443s0001	Sp6g05930
OG0001120	Stapi.0463s0003	Sp6g07110
OG0001121	Stapi.1250s0001	Sp6g07410
OG0001121	Stapi.0134s0040	Sp1g20320
OG0001122	Stapi.1537s0003	Sp5g21040
OG0001122	Stapi.0617s0005	Sp5g21050
OG0001124	Stapi.6412s0001	Sp3g29810
OG0001124	Stapi.2879s0006	Sp7g32520
OG0001125	Stapi.0506s0003	Sp7g36890
OG0001127	Stapi.14702s0001, Stapi.8376s0001	Sp4g01380
OG0001128	Stapi.8331s0002	Sp7g35510, Sp2g28770
OG0001129	Stapi.1959s0003, Stapi.4282s0005	Sp4g01810
OG0001130	Stapi.14122s0002	Sp7g35060
OG0001131	Stapi.6860s0001	Sp3g30050
OG0001131	Stapi.14304s0002, Stapi.10814s0001	Sp1g21630
OG0001132	Stapi.0120s0030, Stapi.12982s0001	Sp5g05810
OG0001133	Stapi.2742s0004	Sp4g23520
OG0001134	Stapi.1265s0006	Sp3g08600
OG0001135	Stapi.9198s0002	Sp4g24010, Sp5g05190
OG0001136	Stapi.2984s0002	Sp5g03920
OG0001137	Stapi.2290s0003	Sp5g02940
OG0001138	Stapi.4819s0002	Sp7g15090
OG0001139	Stapi.4946s0003	Sp4g27560
OG0001139	Stapi.6140s0002	Sp5g02330
OG0001140	Stapi.9455s0001	Sp5g32820
OG0001141	Stapi.4132s0002	Sp5g01520
OG0001142	Stapi.9900s0001, Stapi.8957s0005, Stapi.6300s0003	Sp4g28960, Sp5g01310
OG0001143	Stapi.4809s0003	Sp4g28990
OG0001144	Stapi.9362s0004	Sp5g01140
OG0001145	Stapi.6455s0002	Sp5g01110
OG0001146	Stapi.1990s0002	Sp2g24530
OG0001146	Stapi.7994s0002	Sp4g29320
OG0001147	Stapi.3086s0007	Sp1g19080
OG0001147	Stapi.7270s0001	Sp5g32410
OG0001148	Stapi.1023s0007	Sp1g19500
OG0001149	Stapi.16373s0001	Sp5g33020
OG0001150	Stapi.2447s0003	Sp1g20620
OG0001150	Stapi.0776s0022, Stapi.5572s0004, Stapi.1809s0002	Sp6g30670
OG0001151	Stapi.0056s0005	Sp1g20780
OG0001152	Stapi.14833s0001, Stapi.1421s0003, Stapi.5835s0002	Sp5g25590
OG0001152	Stapi.3499s0007	Sp1g20890
OG0001153	Stapi.6689s0003, Stapi.1042s0003, Stapi.11651s0001	Sp1g22580
OG0001154	Stapi.0728s0002, Stapi.5052s0002	Sp5g23490
OG0001154	Stapi.1632s0006	Sp1g22840
OG0001155	Stapi.1063s0007	Sp1g23400
OG0001155	Stapi.0793s0002	Sp5g22640
OG0001156	Stapi.0287s0028	Sp5g22620
OG0001156	Stapi.1063s0009	Sp1g23420
OG0001157	Stapi.0690s0001, Stapi.1078s0006	Sp1g24010
OG0001158	Stapi.0446s0002, Stapi.0157s0018	Sp3g13710
OG0001158	Stapi.6089s0004	Sp1g39500
OG0001159	Stapi.4277s0005, Stapi.1883s0003	Sp1g26060
OG0001160	Stapi.5356s0005	Sp1g26620
OG0001160	Stapi.0898s0008	Sp1g10400
OG0001160	Stapi.11845s0005	Sp1g00320
OG0001161	Stapi.15898s0001, Stapi.2585s0007, Stapi.9258s0003, Stapi.8494s0001	Sp1g27440
OG0001162	Stapi.7217s0001, Stapi.0816s0003	Sp1g27840
OG0001164	Stapi.3563s0001	Sp5g12190
OG0001165	Stapi.3555s0001	Sp2g28850
OG0001165	Stapi.10477s0001	Sp5g07060
OG0001166	Stapi.31116s0001	Sp2g27930
OG0001167	Stapi.12292s0001	Sp1g39730, Sp2g26780
OG0001167	Stapi.0802s0016	Sp6g34290
OG0001168	Stapi.4549s0003	Sp2g25590
OG0001168	Stapi.0773s0009	Sp5g14420
OG0001169	Stapi.9137s0002	Sp2g25430
OG0001170	Stapi.19297s0001	Sp6g35700
OG0001170	Stapi.3402s0002	Sp2g25400
OG0001171	Stapi.0722s0012, Stapi.1652s0011, Stapi.1652s0009	Sp2g23460
OG0001172	Stapi.6269s0005	Sp6g34660
OG0001173	Stapi.4984s0001, Stapi.3205s0003, Stapi.3763s0001	Sp6g02930
OG0001174	Stapi.2767s0003	Sp3g15700
OG0001174	Stapi.0948s0002	Sp3g04720
OG0001175	Stapi.1404s0001	Sp1g31660
OG0001176	Stapi.2966s0002	Sp2g20990
OG0001176	Stapi.1910s0008, Stapi.0218s0001, Stapi.6677s0003	Sp3g04490
OG0001177	Stapi.2966s0004	Sp2g20970
OG0001178	Stapi.0947s0012	Sp3g04410
OG0001179	Stapi.2679s0009	Sp3g03870
OG0001179	Stapi.2563s0003	Sp2g20420
OG0001180	Stapi.3556s0003	Sp2g20310
OG0001180	Stapi.1692s0006	Sp2g20300
OG0001181	Stapi.1692s0009	Sp2g20260, Sp3g03730
OG0001182	Stapi.4264s0001	Sp3g06280
OG0001183	Stapi.8086s0001	Sp3g06750
OG0001183	Stapi.2578s0001	SpUn1228_0010, Sp2g18540
OG0001184	Stapi.2254s0002	Sp2g17580
OG0001184	Stapi.2254s0003	Sp2g17570
OG0001185	Stapi.9189s0002	Sp2g16890
OG0001186	Stapi.11734s0003	Sp2g16570
OG0001187	Stapi.11538s0002, Stapi.2434s0019	Sp2g16370
OG0001187	Stapi.9313s0001	Sp7g01100
OG0001188	Stapi.7785s0002	Sp7g00830
OG0001189	Stapi.5526s0004, Stapi.14745s0001, Stapi.4626s0001	Sp6g02060
OG0001190	Stapi.1721s0008	Sp6g02480
OG0001191	Stapi.6940s0002, Stapi.0887s0009	Sp7g14660
OG0001191	Stapi.1279s0004	Sp3g15190
OG0001192	Stapi.1497s0007	Sp6g26150
OG0001193	Stapi.1544s0020	Sp6g27220
OG0001194	Stapi.1456s0004	Sp6g27920
OG0001195	Stapi.3193s0001	Sp7g03740
OG0001195	Stapi.1187s0014	Sp6g28000
OG0001196	Stapi.10170s0002	Sp6g28010
OG0001196	Stapi.1187s0013	Sp3g01600
OG0001197	Stapi.1070s0006	Sp6g28320
OG0001197	Stapi.3490s0002	Sp3g01370
OG0001198	Stapi.1642s0001, Stapi.9031s0001, Stapi.2704s0004, Stapi.1642s0004, Stapi.1642s0005, Stapi.1642s0006	Sp7g04910
OG0001199	Stapi.0929s0014, Stapi.3061s0003, Stapi.4240s0001	Sp7g04930
OG0001200	Stapi.9254s0004, Stapi.14143s0002	Sp6g00810, Sp1g00780
OG0001201	Stapi.14328s0001, Stapi.0590s0020	Sp6g25430
OG0001201	Stapi.4929s0003	Sp3g05170
OG0001202	Stapi.2730s0004, Stapi.8386s0002	Sp6g24960
OG0001202	Stapi.4734s0003	Sp6g31120
OG0001203	Stapi.1130s0006	Sp6g17120
OG0001204	Stapi.3169s0001	SpUn0007_0070, SpUn0013_0100
OG0001204	Stapi.2783s0002	Sp6g23910
OG0001205	Stapi.0638s0007, Stapi.0673s0001	Sp5g15930
OG0001206	Stapi.0263s0002	Sp5g15710
OG0001206	Stapi.6725s0002, Stapi.3348s0001	Sp6g21670
OG0001207	Stapi.0015s0001	Sp6g12470, Sp5g15280
OG0001207	Stapi.4925s0005	Sp6g21340
OG0001208	Stapi.1474s0008	Sp6g18820
OG0001209	Stapi.9316s0001, Stapi.3598s0005	Sp6g17840
OG0001210	Stapi.4478s0001, Stapi.4478s0002	Sp6g17340
OG0001211	Stapi.2428s0008	Sp6g24020
OG0001212	Stapi.0013s0013	Sp6g15670
OG0001212	Stapi.1986s0008, Stapi.1761s0014	Sp7g25670
OG0001213	Stapi.1216s0012, Stapi.3489s0002	Sp6g15000
OG0001213	Stapi.3513s0009	Sp7g25950
OG0001214	Stapi.20491s0001, Stapi.3488s0003, Stapi.8701s0002, Stapi.3488s0002	Sp6g38360
OG0001215	Stapi.2617s0001, Stapi.4774s0002	Sp6g14680
OG0001216	Stapi.3466s0003, Stapi.1401s0001, Stapi.2706s0004	Sp6g13660
OG0001216	Stapi.2706s0005, Stapi.1401s0003	Sp6g13650
OG0001217	Stapi.3405s0004, Stapi.1472s0002	Sp6g13500
OG0001219	Stapi.1054s0019, Stapi.5050s0001, Stapi.2491s0003, Stapi.1054s0018, Stapi.10115s0002, Stapi.1054s0024	Sp6g33260
OG0001220	Stapi.0133s0036	Sp5g29540
OG0001221	Stapi.2736s0012	Sp3g10470
OG0001222	Stapi.3737s0003	Sp3g10120
OG0001223	Stapi.6716s0003	Sp3g10010
OG0001224	Stapi.6987s0001	Sp3g09860
OG0001225	Stapi.9274s0002	Sp3g09620
OG0001227	Stapi.8661s0001, Stapi.3857s0006	Sp3g07320
