Orthogroup	C_amplexicaulis	E_salsugineum
OG0000250	Caamp.1031s0715, Caamp.0018s0135, Caamp.0102s0852	Thhalv10016531m.g
OG0000250	Caamp.1031s0713, Caamp.0018s0134	Thhalv10010304m.g
OG0000251	Caamp.1031s0447	Thhalv10017071m.g
OG0000251	Caamp.0076s1519, Caamp.1031s0448	Thhalv10008254m.g
OG0000251	Caamp.0015s0123	Thhalv10023954m.g, Thhalv10023572m.g, Thhalv10024153m.g, Thhalv10023616m.g, Thhalv10023996m.g, Thhalv10024005m.g
OG0000251	Caamp.0015s0121, Caamp.0015s0104	Thhalv10023897m.g
OG0000253	Caamp.1038s0330, Caamp.1037s1283	Thhalv10015966m.g
OG0000253	Caamp.1040s0937	Thhalv10015326m.g, Thhalv10023176m.g, Thhalv10016032m.g
OG0000253	Caamp.0071s0251	Thhalv10027075m.g, Thhalv10027810m.g, Thhalv10028315m.g
OG0000254	Caamp.1039s1112, Caamp.0303s1152, Caamp.0051s0374, Caamp.0053s0001	Thhalv10022155m.g
OG0000254	Caamp.0058s0252	Thhalv10019698m.g
OG0000254	Caamp.0048s0031	Thhalv10000277m.g
OG0000254	Caamp.1040s0971, Caamp.1037s1303	Thhalv10022510m.g, Thhalv10014191m.g, Thhalv10015557m.g
OG0000263	Caamp.0003s0572, Caamp.0190s0965	Thhalv10025627m.g
OG0000263	Caamp.0003s0574	Thhalv10025555m.g
OG0000264	Caamp.0097s0695	Thhalv10024155m.g
OG0000264	Caamp.0097s0696	Thhalv10026954m.g
OG0000264	Caamp.0010s0315	Thhalv10026889m.g
OG0000266	Caamp.0064s0759, Caamp.0008s0182	Thhalv10028040m.g, Thhalv10019835m.g, Thhalv10018463m.g
OG0000266	Caamp.1033s1039	Thhalv10019837m.g
OG0000266	Caamp.0076s0743	Thhalv10000551m.g, Thhalv10012036m.g, Thhalv10001211m.g, Thhalv10000813m.g
OG0000266	Caamp.0064s0822	Thhalv10011360m.g, Thhalv10012244m.g, Thhalv10012084m.g
OG0000267	Caamp.0094s0421, Caamp.1027s0068, Caamp.0105s1083, Caamp.0190s1302	Thhalv10026432m.g
OG0000267	Caamp.0024s0011	Thhalv10008949m.g
OG0000268	Caamp.0190s1290, Caamp.0026s0685	Thhalv10028004m.g
OG0000268	Caamp.1027s0090, Caamp.0094s0043	Thhalv10026626m.g
OG0000269	Caamp.0095s0337	Thhalv10005895m.g
OG0000269	Caamp.0018s0040, Caamp.1031s0621	Thhalv10001416m.g
OG0000269	Caamp.0015s0018, Caamp.0015s0017, Caamp.0015s0016	Thhalv10023359m.g, Thhalv10023064m.g
OG0000270	Caamp.1036s0317	Thhalv10019426m.g
OG0000270	Caamp.1036s0321, Caamp.1036s0310, Caamp.1036s0315, Caamp.1036s0314, Caamp.1036s0312, Caamp.1036s0318, Caamp.1036s0316, Caamp.1036s0313, Caamp.1036s0319, Caamp.1036s0311, Caamp.1036s0320	Thhalv10019509m.g, Thhalv10005269m.g, Thhalv10005483m.g, Thhalv10019337m.g, Thhalv10019338m.g, Thhalv10019830m.g, Thhalv10019601m.g, Thhalv10019664m.g, Thhalv10019422m.g
OG0000271	Caamp.1037s0702	Thhalv10013237m.g
OG0000271	Caamp.0097s0153, Caamp.0005s0095	Thhalv10002793m.g
OG0000271	Caamp.0005s0094, Caamp.0097s0152	Thhalv10002919m.g
OG0000271	Caamp.0303s0571, Caamp.0303s0573, Caamp.0303s0572	Thhalv10007342m.g, Thhalv10007338m.g
OG0000272	Caamp.0094s0829, Caamp.1041s0419	Thhalv10025803m.g
OG0000272	Caamp.1040s0636, Caamp.1037s1003	Thhalv10014326m.g
OG0000272	Caamp.0190s0439, Caamp.0003s0077	Thhalv10025720m.g
OG0000272	Caamp.1041s0420	Thhalv10025934m.g
OG0000273	Caamp.0026s0148, Caamp.0064s0880, Caamp.0190s0200	Thhalv10011856m.g
OG0000273	Caamp.0190s0307	Thhalv10026555m.g
OG0000273	Caamp.0053s0098, Caamp.1039s1250	Thhalv10021749m.g
OG0000274	Caamp.0051s0095, Caamp.1039s0832	Thhalv10021533m.g
OG0000274	Caamp.1041s1950, Caamp.0037s0290	Thhalv10011782m.g
OG0000274	Caamp.1039s1072, Caamp.0051s0334	Thhalv10021531m.g
OG0000274	Caamp.1041s0757, Caamp.0064s0747	Thhalv10011767m.g
OG0000276	Caamp.0064s0365, Caamp.0436s0011, Caamp.0026s0704	Thhalv10028300m.g
OG0000289	Caamp.1039s0182, Caamp.0010s0305, Caamp.0044s0162, Caamp.0010s0303, Caamp.1039s0181, Caamp.1039s0166, Caamp.1039s0167	Thhalv10000461m.g
OG0000290	Caamp.0051s0202, Caamp.1039s0937	Thhalv10020887m.g
OG0000290	Caamp.1031s0853, Caamp.0018s0279	Thhalv10001487m.g
OG0000290	Caamp.0188s1027	Thhalv10007845m.g
OG0000290	Caamp.1037s0141, Caamp.1040s0150	Thhalv10027815m.g, Thhalv10028715m.g
OG0000290	Caamp.0102s0367, Caamp.0105s0696	Thhalv10016774m.g
OG0000291	Caamp.0026s0750	Thhalv10023102m.g
OG0000291	Caamp.0028s0179, Caamp.0102s0768	Thhalv10006462m.g
OG0000291	Caamp.0016s0112, Caamp.0049s0018, Caamp.0016s0111	Thhalv10006436m.g, Thhalv10027744m.g, Thhalv10027779m.g
OG0000292	Caamp.1031s0262	Thhalv10017112m.g
OG0000292	Caamp.0214s0038	Thhalv10021377m.g
OG0000292	Caamp.1038s1152, Caamp.0105s1946	Thhalv10014471m.g
OG0000292	Caamp.0099s0083, Caamp.0095s0656	Thhalv10006176m.g
OG0000293	Caamp.1033s0281, Caamp.0037s0570	Thhalv10010007m.g
OG0000293	Caamp.0044s0238, Caamp.1041s0891, Caamp.0120s0321	Thhalv10004110m.g
OG0000293	Caamp.0303s0468, Caamp.0214s0785, Caamp.1041s1487, Caamp.1036s0291	Thhalv10013414m.g
OG0000294	Caamp.0003s0515	Thhalv10027093m.g
OG0000294	Caamp.0190s0906, Caamp.0003s0514	Thhalv10027353m.g
OG0000294	Caamp.0003s0516	Thhalv10027126m.g
OG0000294	Caamp.0037s0580	Thhalv10007336m.g
OG0000294	Caamp.1033s0292	Thhalv10007352m.g
OG0000296	Caamp.1033s1080	Thhalv10003477m.g, Thhalv10028029m.g, Thhalv10001272m.g, Thhalv10023188m.g, Thhalv10012231m.g, Thhalv10028344m.g
OG0000297	Caamp.0120s0093	Thhalv10004078m.g
OG0000297	Caamp.1040s0662	Thhalv10013314m.g
OG0000297	Caamp.1035s1335, Caamp.1035s1333	Thhalv10004036m.g
OG0000298	Caamp.0064s0811	Thhalv10020718m.g
OG0000298	Caamp.0005s0032	Thhalv10011471m.g
OG0000298	Caamp.1037s0481, Caamp.1037s0480	Thhalv10013523m.g, Thhalv10013521m.g
OG0000298	Caamp.0096s0039	Thhalv10000161m.g
OG0000299	Caamp.1041s0502	Thhalv10026589m.g
OG0000299	Caamp.0095s1299	Thhalv10002308m.g
OG0000299	Caamp.0003s0034	Thhalv10026587m.g
OG0000299	Caamp.0190s0394, Caamp.1040s0717, Caamp.1037s1084	Thhalv10015041m.g
OG0000301	Caamp.0054s0061, Caamp.0054s0067	Thhalv10010892m.g, Thhalv10010894m.g
OG0000301	Caamp.0105s1173, Caamp.1039s0373, Caamp.0005s0015, Caamp.0097s0067, Caamp.0005s0009	Thhalv10001841m.g, Thhalv10026741m.g
OG0000302	Caamp.0058s0143, Caamp.0050s0026, Caamp.0061s0092, Caamp.0014s0037, Caamp.1039s0700, Caamp.0074s0006, Caamp.0028s0254	Thhalv10002194m.g
OG0000305	Caamp.0094s0570, Caamp.0078s0828, Caamp.0105s1231, Caamp.0105s1232, Caamp.0078s0829	Thhalv10026685m.g
OG0000306	Caamp.0022s0028, Caamp.0097s0498	Thhalv10025137m.g
OG0000306	Caamp.0097s0501	Thhalv10027045m.g
OG0000306	Caamp.0097s0500	Thhalv10027015m.g
OG0000306	Caamp.0022s0030	Thhalv10024992m.g, Thhalv10027547m.g
OG0000306	Caamp.0107s0014	Thhalv10027217m.g, Thhalv10027049m.g, Thhalv10027528m.g
OG0000308	Caamp.0303s0700	Thhalv10019715m.g
OG0000308	Caamp.0004s0306	Thhalv10019689m.g
OG0000308	Caamp.0097s0274	Thhalv10028335m.g, Thhalv10028225m.g
OG0000309	Caamp.0008s0061	Thhalv10002195m.g
OG0000313	Caamp.0120s0238, Caamp.0001s0236, Caamp.1035s0003, Caamp.0007s0553, Caamp.0058s0256, Caamp.0058s0239	Thhalv10018407m.g, Thhalv10019472m.g, Thhalv10018369m.g
OG0000314	Caamp.1041s1122, Caamp.1038s0312	Thhalv10013985m.g
OG0000314	Caamp.1035s0696	Thhalv10004502m.g
OG0000314	Caamp.1039s0430, Caamp.0010s0079	Thhalv10000222m.g
OG0000314	Caamp.0094s0642	Thhalv10025602m.g
OG0000316	Caamp.0046s0471, Caamp.0024s0005	Thhalv10008458m.g
OG0000316	Caamp.0059s0096	Thhalv10000727m.g
OG0000316	Caamp.1027s0055	Thhalv10025877m.g
OG0000316	Caamp.0076s0455, Caamp.0006s0266	Thhalv10018988m.g
OG0000317	Caamp.1031s0542	Thhalv10001697m.g
OG0000317	Caamp.1031s0541, Caamp.0076s1423	Thhalv10001746m.g
OG0000318	Caamp.0037s0321, Caamp.0037s0322	Thhalv10011224m.g
OG0000318	Caamp.1041s1921	Thhalv10011227m.g, Thhalv10011248m.g, Thhalv10011230m.g
OG0000318	Caamp.0053s0155	Thhalv10020016m.g
OG0000318	Caamp.1033s0379	Thhalv10005586m.g, Thhalv10016227m.g, Thhalv10017541m.g
OG0000319	Caamp.0026s0080	Thhalv10002667m.g
OG0000319	Caamp.0078s0624, Caamp.0214s0341	Thhalv10021532m.g
OG0000319	Caamp.0107s0023	Thhalv10023853m.g
OG0000319	Caamp.0120s0434, Caamp.1035s0983	Thhalv10004924m.g
OG0000320	Caamp.0078s0595	Thhalv10009589m.g, Thhalv10007942m.g
OG0000320	Caamp.1037s0820	Thhalv10013918m.g
OG0000320	Caamp.1037s1342	Thhalv10015602m.g, Thhalv10027239m.g
OG0000321	Caamp.0003s0419, Caamp.0190s0795	Thhalv10026531m.g
OG0000321	Caamp.1041s1762	Thhalv10029077m.g
OG0000321	Caamp.0303s1239	Thhalv10023763m.g
OG0000321	Caamp.0015s0256	Thhalv10009130m.g
OG0000322	Caamp.0190s0782, Caamp.0003s0411	Thhalv10024476m.g
OG0000322	Caamp.1041s1776, Caamp.0052s0387	Thhalv10028449m.g
OG0000322	Caamp.0303s1224	Thhalv10023297m.g
OG0000322	Caamp.0071s0200	Thhalv10006870m.g
OG0000323	Caamp.0120s0174	Thhalv10011073m.g, Thhalv10028312m.g, Thhalv10009459m.g
OG0000323	Caamp.0188s0562	Thhalv10012265m.g
OG0000323	Caamp.0052s0229	Thhalv10026946m.g, Thhalv10007821m.g, Thhalv10009873m.g
OG0000323	Caamp.0040s0024	Thhalv10009591m.g, Thhalv10005403m.g
OG0000323	Caamp.0071s0216	Thhalv10017550m.g, Thhalv10000283m.g, Thhalv10010027m.g
OG0000325	Caamp.0015s0156	Thhalv10015487m.g, Thhalv10023232m.g
OG0000325	Caamp.0007s0538	Thhalv10023230m.g
OG0000327	Caamp.0046s0270, Caamp.0024s0206	Thhalv10006585m.g
OG0000327	Caamp.0006s0532, Caamp.0076s0191	Thhalv10018024m.g
OG0000327	Caamp.0078s1211	Thhalv10019918m.g
OG0000327	Caamp.0046s0113, Caamp.0037s0109	Thhalv10011189m.g
OG0000331	Caamp.0076s0766	Thhalv10001229m.g
OG0000331	Caamp.0021s0006	Thhalv10001234m.g
OG0000331	Caamp.1033s0832, Caamp.0007s0220	Thhalv10003136m.g
OG0000332	Caamp.0076s0565	Thhalv10001166m.g, Thhalv10000846m.g
OG0000332	Caamp.0001s0261, Caamp.0076s0566	Thhalv10000843m.g
OG0000332	Caamp.0058s0274, Caamp.0076s0564	Thhalv10000844m.g, Thhalv10000841m.g, Thhalv10000851m.g
OG0000332	Caamp.0076s0563	Thhalv10000840m.g, Thhalv10001137m.g
OG0000334	Caamp.1038s0955	Thhalv10013921m.g
OG0000334	Caamp.0190s0370, Caamp.0003s0007	Thhalv10025556m.g
OG0000334	Caamp.0102s0401	Thhalv10016856m.g
OG0000334	Caamp.0095s0934, Caamp.0078s0358	Thhalv10010492m.g
OG0000335	Caamp.0095s0967, Caamp.0105s1528, Caamp.1038s0743, Caamp.0078s0978, Caamp.0078s0326, Caamp.0105s0631, Caamp.0102s0434, Caamp.0214s0002	Thhalv10017372m.g, Thhalv10021700m.g, Thhalv10010797m.g, Thhalv10014925m.g
OG0000336	Caamp.0026s0692, Caamp.0190s1285, Caamp.1027s0094, Caamp.0094s0048, Caamp.0059s0053	Thhalv10000386m.g
OG0000337	Caamp.0015s0035, Caamp.0054s0053	Thhalv10023633m.g, Thhalv10023768m.g, Thhalv10017049m.g
OG0000337	Caamp.0188s0350	Thhalv10008441m.g
OG0000337	Caamp.0023s0141, Caamp.0095s0527	Thhalv10006149m.g
OG0000338	Caamp.0065s0178, Caamp.0023s0564	Thhalv10005908m.g
OG0000338	Caamp.0023s0563	Thhalv10006510m.g
OG0000338	Caamp.0190s0787, Caamp.0003s0412	Thhalv10024994m.g
OG0000339	Caamp.0064s0066	Thhalv10017953m.g
OG0000339	Caamp.1033s0627, Caamp.1033s0625	Thhalv10008481m.g, Thhalv10008479m.g, Thhalv10008476m.g
OG0000340	Caamp.1036s0434	Thhalv10019281m.g
OG0000340	Caamp.0033s0036	Thhalv10005078m.g
OG0000340	Caamp.0188s0560	Thhalv10008589m.g
OG0000341	Caamp.1037s0070	Thhalv10028748m.g
OG0000341	Caamp.0054s0069	Thhalv10024115m.g
OG0000341	Caamp.1040s0158	Thhalv10029467m.g
OG0000341	Caamp.0015s0058	Thhalv10028872m.g
OG0000342	Caamp.0052s0097	Thhalv10006560m.g
OG0000342	Caamp.0011s0179, Caamp.0020s0060	Thhalv10023213m.g
OG0000342	Caamp.0024s0199, Caamp.0046s0277	Thhalv10006551m.g
OG0000342	Caamp.1037s0545	Thhalv10012431m.g
OG0000343	Caamp.0040s0192	Thhalv10012292m.g
OG0000343	Caamp.1040s0777	Thhalv10015573m.g
OG0000343	Caamp.1037s1139, Caamp.1040s0776	Thhalv10015928m.g
OG0000343	Caamp.1037s1140	Thhalv10015456m.g
OG0000344	Caamp.0056s0047	Thhalv10009006m.g
OG0000344	Caamp.1041s0965, Caamp.1038s0463	Thhalv10014917m.g
OG0000344	Caamp.0058s0151, Caamp.0058s0150	Thhalv10003334m.g
OG0000344	Caamp.0064s0406, Caamp.0064s0407	Thhalv10014919m.g
OG0000346	Caamp.1041s0866	Thhalv10026186m.g, Thhalv10027914m.g
OG0000346	Caamp.1041s0865, Caamp.1041s0864	Thhalv10027922m.g, Thhalv10027925m.g, Thhalv10027917m.g, Thhalv10027913m.g, Thhalv10027920m.g, Thhalv10028159m.g
OG0000346	Caamp.0044s0258, Caamp.0044s0257	Thhalv10027915m.g
OG0000348	Caamp.0188s0393, Caamp.0188s0129, Caamp.0052s0205, Caamp.0052s0179, Caamp.0007s0459, Caamp.0011s0041, Caamp.0011s0024, Caamp.0007s0435	Thhalv10008955m.g, Thhalv10008951m.g, Thhalv10023728m.g, Thhalv10023727m.g
OG0000349	Caamp.0095s0305	Thhalv10006372m.g, Thhalv10003109m.g
OG0000349	Caamp.0023s0365	Thhalv10005294m.g, Thhalv10005305m.g
OG0000360	Caamp.0102s0219, Caamp.1038s0651, Caamp.1040s0555	Thhalv10017036m.g, Thhalv10022813m.g
OG0000360	Caamp.1037s0922	Thhalv10014163m.g
OG0000360	Caamp.0105s1442	Thhalv10014417m.g
OG0000362	Caamp.0051s0149	Thhalv10021535m.g
OG0000362	Caamp.1039s0883	Thhalv10026243m.g
OG0000362	Caamp.0188s1008, Caamp.1035s1455	Thhalv10008661m.g
OG0000362	Caamp.1037s0176, Caamp.1040s0190	Thhalv10028960m.g
OG0000363	Caamp.1041s0163, Caamp.1036s0400	Thhalv10009971m.g, Thhalv10019708m.g, Thhalv10027836m.g
OG0000363	Caamp.0097s0245, Caamp.0078s0766, Caamp.0005s0181	Thhalv10002899m.g
OG0000364	Caamp.1036s0418, Caamp.0303s0912	Thhalv10018921m.g
OG0000364	Caamp.0052s0263, Caamp.0188s0318	Thhalv10008290m.g
OG0000364	Caamp.0015s0069, Caamp.0054s0083	Thhalv10023605m.g
OG0000365	Caamp.0046s0110, Caamp.0037s0104	Thhalv10012111m.g
OG0000365	Caamp.0008s0193, Caamp.1037s0034, Caamp.1040s0039, Caamp.0013s0122, Caamp.0013s0117, Caamp.0013s0124, Caamp.0013s0115, Caamp.0013s0120	Thhalv10003076m.g, Thhalv10002959m.g, Thhalv10002768m.g, Thhalv10003010m.g
OG0000366	Caamp.0052s0620, Caamp.1037s0521	Thhalv10015017m.g
OG0000366	Caamp.0003s0386, Caamp.0052s0367, Caamp.1041s1814, Caamp.0190s0756	Thhalv10026563m.g, Thhalv10029067m.g
OG0000367	Caamp.0190s0535	Thhalv10015212m.g
OG0000367	Caamp.0005s0361	Thhalv10010887m.g
OG0000367	Caamp.1040s1302, Caamp.0003s0139	Thhalv10026733m.g
OG0000368	Caamp.0076s0118, Caamp.0303s0748	Thhalv10018412m.g
OG0000368	Caamp.1038s0738, Caamp.1037s1742, Caamp.1037s1743, Caamp.1037s1659, Caamp.1037s1654, Caamp.0105s1522	Thhalv10015600m.g, Thhalv10023799m.g, Thhalv10023916m.g
OG0000369	Caamp.0015s0217	Thhalv10006292m.g
OG0000369	Caamp.1038s0231	Thhalv10015390m.g
OG0000369	Caamp.1038s0230	Thhalv10015241m.g
OG0000369	Caamp.1039s0910	Thhalv10022076m.g
OG0000369	Caamp.0051s0165, Caamp.1039s0899	Thhalv10022192m.g
OG0000369	Caamp.0051s0164	Thhalv10022389m.g
OG0000370	Caamp.1038s1046	Thhalv10014018m.g
OG0000370	Caamp.0097s0711	Thhalv10025165m.g, Thhalv10015785m.g, Thhalv10017536m.g
OG0000370	Caamp.0105s1021	Thhalv10027555m.g
OG0000370	Caamp.0022s0157	Thhalv10027265m.g
OG0000370	Caamp.0011s0031	Thhalv10026908m.g
OG0000371	Caamp.1039s1350, Caamp.0053s0190	Thhalv10020628m.g
OG0000371	Caamp.0053s0188, Caamp.1039s1349	Thhalv10020645m.g
OG0000371	Caamp.0022s0035	Thhalv10025075m.g
OG0000372	Caamp.0044s0156	Thhalv10027813m.g
OG0000372	Caamp.0044s0153	Thhalv10027804m.g
OG0000372	Caamp.0044s0158	Thhalv10027820m.g
OG0000372	Caamp.0044s0150, Caamp.1041s0173, Caamp.0044s0151, Caamp.0044s0152	Thhalv10027803m.g
OG0000373	Caamp.0078s0194, Caamp.0095s1089	Thhalv10011106m.g
OG0000373	Caamp.0095s1147	Thhalv10022820m.g
OG0000373	Caamp.0094s0292	Thhalv10026029m.g
OG0000378	Caamp.0026s0501	Thhalv10011143m.g, Thhalv10010906m.g
OG0000378	Caamp.0078s0094	Thhalv10010280m.g
OG0000391	Caamp.0120s0738, Caamp.1035s0670	Thhalv10003800m.g
OG0000391	Caamp.0010s0207, Caamp.1039s0268	Thhalv10000079m.g
OG0000391	Caamp.1038s0346, Caamp.1041s1088	Thhalv10012938m.g
OG0000392	Caamp.1037s0780	Thhalv10002722m.g
OG0000392	Caamp.1040s0421	Thhalv10015007m.g
OG0000392	Caamp.0024s0479, Caamp.0097s0213, Caamp.0102s0096	Thhalv10017604m.g
OG0000392	Caamp.0005s0149	Thhalv10009092m.g
OG0000395	Caamp.0102s0838, Caamp.0028s0124	Thhalv10028984m.g
OG0000395	Caamp.0007s0282, Caamp.1033s0894, Caamp.0058s0179	Thhalv10029481m.g, Thhalv10008838m.g, Thhalv10008851m.g
OG0000396	Caamp.0076s0473	Thhalv10018462m.g
OG0000396	Caamp.0046s0494, Caamp.0190s0022	Thhalv10007492m.g
OG0000396	Caamp.1027s0036	Thhalv10025037m.g
OG0000397	Caamp.0026s0662, Caamp.0190s1311	Thhalv10022880m.g
OG0000397	Caamp.0094s0407, Caamp.0105s1071	Thhalv10027585m.g
OG0000397	Caamp.1027s0052, Caamp.0016s0026	Thhalv10026397m.g
OG0000397	Caamp.1039s0018, Caamp.0059s0103	Thhalv10000350m.g
OG0000398	Caamp.0076s1505, Caamp.1031s0459	Thhalv10016192m.g
OG0000398	Caamp.0040s0220, Caamp.0037s0196	Thhalv10011967m.g
OG0000398	Caamp.0076s1361, Caamp.1039s0709	Thhalv10019997m.g
OG0000399	Caamp.1031s0471	Thhalv10017938m.g
OG0000400	Caamp.0018s0248	Thhalv10001763m.g
OG0000400	Caamp.0018s0250, Caamp.1031s0825, Caamp.1040s0735, Caamp.0018s0249	Thhalv10002773m.g
OG0000400	Caamp.1031s0826	Thhalv10002834m.g, Thhalv10001364m.g
OG0000401	Caamp.0018s0326, Caamp.1031s0898	Thhalv10001595m.g
OG0000401	Caamp.0003s0137, Caamp.0003s0135, Caamp.0190s0531, Caamp.0190s0529	Thhalv10026044m.g
OG0000403	Caamp.0214s0783, Caamp.0303s0466	Thhalv10022439m.g
OG0000403	Caamp.1038s0573	Thhalv10015994m.g
OG0000403	Caamp.0120s0936, Caamp.1035s0490	Thhalv10005090m.g
OG0000404	Caamp.0065s0201	Thhalv10006143m.g
OG0000404	Caamp.0120s0700	Thhalv10004654m.g
OG0000404	Caamp.1037s0690, Caamp.1040s0340	Thhalv10014246m.g
OG0000404	Caamp.1037s0377, Caamp.0105s0785	Thhalv10014400m.g
OG0000405	Caamp.1036s0389	Thhalv10012222m.g, Thhalv10019658m.g, Thhalv10000587m.g, Thhalv10018064m.g
OG0000405	Caamp.0046s0016	Thhalv10011215m.g
OG0000405	Caamp.0064s0386	Thhalv10016175m.g
OG0000406	Caamp.0052s0020, Caamp.0024s0502, Caamp.1037s0734, Caamp.0024s0504, Caamp.0052s0024, Caamp.1040s0379, Caamp.0013s0245	Thhalv10007619m.g, Thhalv10007618m.g, Thhalv10007620m.g, Thhalv10013526m.g
OG0000407	Caamp.1037s1107	Thhalv10015540m.g
OG0000407	Caamp.1040s0748	Thhalv10028119m.g
OG0000407	Caamp.0044s0284	Thhalv10028200m.g
OG0000409	Caamp.0056s0099, Caamp.0188s0830	Thhalv10008729m.g
OG0000409	Caamp.0013s0191, Caamp.0105s0307	Thhalv10017717m.g
OG0000409	Caamp.0056s0098, Caamp.0188s0831	Thhalv10008733m.g
OG0000409	Caamp.0105s0344	Thhalv10017216m.g
OG0000410	Caamp.0064s0374, Caamp.0064s0371, Caamp.0058s0178	Thhalv10003187m.g, Thhalv10003340m.g, Thhalv10003182m.g, Thhalv10003186m.g, Thhalv10003184m.g, Thhalv10003336m.g
OG0000410	Caamp.0058s0180	Thhalv10003183m.g
OG0000410	Caamp.0105s0322	Thhalv10016483m.g
OG0000411	Caamp.0094s0319, Caamp.0105s0976	Thhalv10026127m.g
OG0000411	Caamp.0093s0178, Caamp.0095s1125	Thhalv10022835m.g
OG0000411	Caamp.0033s0479, Caamp.0436s0030	Thhalv10004883m.g
OG0000412	Caamp.0066s0005, Caamp.0066s0004, Caamp.0013s0001, Caamp.0066s0003, Caamp.0051s0014	Thhalv10016189m.g, Thhalv10016185m.g, Thhalv10016184m.g
OG0000414	Caamp.0006s0656	Thhalv10018618m.g
OG0000414	Caamp.0006s0655, Caamp.0064s0065	Thhalv10018629m.g
OG0000414	Caamp.0006s0653, Caamp.0303s1166, Caamp.0015s0332, Caamp.0064s0067, Caamp.0006s0654	Thhalv10018721m.g
OG0000415	Caamp.0097s0851	Thhalv10027693m.g
OG0000415	Caamp.0077s0013, Caamp.0076s0974	Thhalv10003877m.g
OG0000415	Caamp.0188s0588	Thhalv10007150m.g
OG0000419	Caamp.0303s0708	Thhalv10015932m.g
OG0000420	Caamp.0034s0087, Caamp.0080s0003, Caamp.0034s0084	Thhalv10001921m.g, Thhalv10001919m.g
OG0000422	Caamp.0006s0256	Thhalv10000535m.g, Thhalv10000662m.g, Thhalv10019395m.g
OG0000422	Caamp.0006s0259	Thhalv10019397m.g, Thhalv10019394m.g
OG0000422	Caamp.0076s0463, Caamp.0006s0254	Thhalv10019398m.g, Thhalv10019399m.g
OG0000422	Caamp.0076s0462, Caamp.0006s0258	Thhalv10019396m.g
OG0000427	Caamp.0013s0217, Caamp.0013s0201, Caamp.0105s0222, Caamp.0105s0183, Caamp.0105s0234, Caamp.0094s0108, Caamp.0010s0101, Caamp.1039s0416, Caamp.1039s0415	Thhalv10017854m.g
OG0000428	Caamp.0010s0150	Thhalv10000515m.g
OG0000428	Caamp.1039s0328	Thhalv10028050m.g, Thhalv10000111m.g
OG0000428	Caamp.1039s0331, Caamp.1039s0329	Thhalv10028330m.g
OG0000429	Caamp.0097s0405	Thhalv10027480m.g
OG0000429	Caamp.0010s0203	Thhalv10027310m.g
OG0000430	Caamp.1035s0559, Caamp.0120s0848, Caamp.0026s0397, Caamp.0005s0388, Caamp.0010s0213, Caamp.1039s0263	Thhalv10005057m.g, Thhalv10010781m.g
OG0000433	Caamp.0013s0033, Caamp.0101s0017	Thhalv10016891m.g
OG0000433	Caamp.1037s0837, Caamp.1040s0474	Thhalv10014020m.g
OG0000433	Caamp.0005s0173, Caamp.0097s0234	Thhalv10002602m.g
OG0000434	Caamp.0101s0160, Caamp.0048s0035	Thhalv10002358m.g
OG0000435	Caamp.1031s0269, Caamp.0102s0017	Thhalv10017233m.g
OG0000435	Caamp.0102s0213	Thhalv10017219m.g
OG0000435	Caamp.0105s1590	Thhalv10014647m.g
OG0000436	Caamp.0105s0453, Caamp.0105s0452, Caamp.0102s0607, Caamp.0102s0609	Thhalv10016218m.g
OG0000436	Caamp.0078s0578, Caamp.1033s0578	Thhalv10006794m.g
OG0000437	Caamp.0044s0239	Thhalv10027877m.g
OG0000437	Caamp.0044s0242	Thhalv10028214m.g
OG0000437	Caamp.0044s0240, Caamp.0102s0906, Caamp.0102s0907, Caamp.1041s0889	Thhalv10028120m.g, Thhalv10028333m.g, Thhalv10028249m.g, Thhalv10028217m.g, Thhalv10028134m.g
OG0000439	Caamp.1035s0173	Thhalv10003574m.g
OG0000439	Caamp.1027s0101, Caamp.0094s0053	Thhalv10024277m.g
OG0000439	Caamp.1038s0432, Caamp.1041s0997	Thhalv10012521m.g
OG0000440	Caamp.0095s0548, Caamp.0023s0114	Thhalv10006445m.g, Thhalv10007378m.g
OG0000440	Caamp.0076s1601, Caamp.1031s0370	Thhalv10017666m.g
OG0000440	Caamp.0214s0250	Thhalv10020488m.g
OG0000441	Caamp.1035s1144, Caamp.0120s0279	Thhalv10005142m.g
OG0000441	Caamp.1033s0247, Caamp.0037s0532, Caamp.1036s0448, Caamp.1036s0453, Caamp.1036s0451	Thhalv10019324m.g, Thhalv10009127m.g
OG0000442	Caamp.0097s0783, Caamp.1036s0562	Thhalv10027950m.g
OG0000442	Caamp.0033s0341, Caamp.1035s0051	Thhalv10004984m.g
OG0000442	Caamp.0078s0071, Caamp.0026s0480	Thhalv10010752m.g
OG0000443	Caamp.0303s0867	Thhalv10029221m.g, Thhalv10019497m.g
OG0000443	Caamp.1035s0683, Caamp.1035s1424, Caamp.0190s0316, Caamp.0097s0563, Caamp.0097s0541, Caamp.0097s0562	Thhalv10029391m.g, Thhalv10028916m.g, Thhalv10027538m.g, Thhalv10006011m.g, Thhalv10019507m.g, Thhalv10018915m.g
OG0000444	Caamp.1036s0274, Caamp.1041s1506	Thhalv10013907m.g
OG0000444	Caamp.0078s0748	Thhalv10022220m.g
OG0000444	Caamp.0214s0770, Caamp.0303s0449	Thhalv10021014m.g
