Desc	Orthogroup	Aal	Aar	Aly	Ath	Boh	Cam	Chi	Dni	Esy	Rsq	Spi	Streptanthus	Tar	Tpa
(null)	OG0000454	2	1	5	3	7	0	0	22	5	17	0	1	0	3
(null)	OG0000455	1	5	4	3	9	1	7	1	1	11	7	1	10	5
(null)	OG0000456	6	2	4	2	7	4	5	1	8	10	9	2	4	2
(null)	OG0000457	2	3	4	3	4	8	10	1	3	8	3	3	11	3
(null)	OG0000458	4	16	6	2	5	0	5	3	10	4	4	0	6	1
(null)	OG0000459	3	2	8	5	6	5	4	6	3	8	2	0	8	6
(null)	OG0000460	5	5	5	5	7	8	4	3	3	7	2	4	5	3
(null)	OG0000461	3	4	5	4	3	11	3	1	4	6	6	6	4	6
(null)	OG0000462	0	0	0	0	65	0	0	1	0	0	0	0	0	0
(null)	OG0000463	0	0	0	0	0	0	0	0	2	0	59	0	3	2
(null)	OG0000465	63	0	0	0	0	0	0	2	0	0	0	0	0	0
(null)	OG0000466	3	3	4	3	10	5	3	1	5	12	3	6	3	4
(null)	OG0000467	4	6	3	3	8	4	3	5	2	13	3	6	4	1
(null)	OG0000468	4	4	5	4	11	7	4	4	4	1	5	4	4	4
(null)	OG0000469	6	3	3	3	10	5	5	1	6	6	5	5	4	3
(null)	OG0000470	1	0	2	3	7	6	4	5	23	0	6	0	6	2
(null)	OG0000471	9	3	5	4	6	7	4	1	4	7	4	5	3	3
(null)	OG0000472	1	3	4	2	9	8	1	4	4	1	16	1	8	3
(null)	OG0000473	0	4	0	0	2	51	2	2	1	1	2	0	0	0
(null)	OG0000474	0	0	0	0	59	0	0	0	0	4	2	0	0	0
(null)	OG0000475	0	0	0	0	1	62	0	0	0	0	2	0	0	0
(null)	OG0000476	0	0	0	0	0	0	0	0	1	0	0	0	64	0
(null)	OG0000478	9	2	6	5	4	4	6	4	8	6	1	3	3	3
(null)	OG0000479	3	0	10	4	4	6	4	1	2	2	5	0	22	1
(null)	OG0000480	3	4	4	4	8	7	4	3	3	7	3	6	4	4
(null)	OG0000481	4	3	4	4	4	7	4	2	4	7	6	6	4	5
(null)	OG0000482	12	0	2	2	2	0	1	35	0	0	2	0	0	8
(null)	OG0000483	2	0	14	9	3	4	11	8	4	0	1	1	5	2
(null)	OG0000484	4	2	4	4	10	5	3	2	4	7	3	5	5	6
(null)	OG0000485	3	9	7	3	4	3	7	2	1	2	14	1	6	2
(null)	OG0000486	7	0	7	3	14	2	0	18	1	9	0	0	2	1
(null)	OG0000487	5	2	5	6	7	6	4	5	7	1	6	3	4	3
(null)	OG0000488	10	3	3	3	7	6	3	3	3	6	8	3	2	4
(null)	OG0000489	1	6	5	5	8	10	5	4	4	1	7	0	4	4
(null)	OG0000490	11	2	3	4	6	7	3	3	3	6	6	3	4	3
(null)	OG0000491	2	4	4	4	6	7	4	3	3	9	5	6	4	3
(null)	OG0000492	4	1	4	3	6	8	4	4	4	7	5	6	5	3
(null)	OG0000493	1	0	4	0	5	1	16	10	21	1	2	2	1	0
(null)	OG0000494	6	1	0	0	49	0	1	2	1	1	0	0	3	0
(null)	OG0000495	0	0	27	14	0	5	17	0	0	0	1	0	0	0
(null)	OG0000496	0	0	13	0	7	5	1	0	0	3	33	0	2	0
(null)	OG0000497	0	0	0	0	0	3	0	0	0	0	61	0	0	0
(null)	OG0000499	4	2	4	3	9	5	2	4	4	12	3	2	4	5
(null)	OG0000500	8	1	5	5	6	4	6	1	10	6	2	3	5	1
(null)	OG0000501	6	3	4	4	3	8	2	2	4	4	7	6	6	4
(null)	OG0000502	7	1	5	5	7	4	6	5	5	4	2	2	6	4
(null)	OG0000503	5	1	6	6	9	6	4	2	5	1	9	0	3	6
(null)	OG0000504	3	2	7	5	9	5	4	1	1	6	4	6	5	5
(null)	OG0000505	5	4	3	3	5	7	5	1	5	5	7	5	4	4
(null)	OG0000506	1	0	6	3	6	5	16	6	7	0	6	1	5	1
(null)	OG0000507	4	2	5	4	7	9	5	2	5	6	1	2	5	6
(null)	OG0000508	8	2	6	8	8	5	6	4	0	6	3	2	3	2
(null)	OG0000509	3	3	4	5	6	7	3	2	3	8	8	4	4	3
(null)	OG0000510	5	4	4	4	5	6	5	1	4	5	6	6	4	4
(null)	OG0000511	4	3	4	5	9	6	5	2	9	1	2	5	5	3
(null)	OG0000512	2	0	0	0	0	0	0	0	0	1	0	0	54	6
(null)	OG0000513	2	0	5	2	9	4	5	2	3	5	8	0	18	0
(null)	OG0000514	1	0	0	0	1	1	3	19	0	0	1	0	5	32
(null)	OG0000515	4	3	5	4	12	8	5	2	4	2	2	4	4	4
(null)	OG0000516	2	1	6	7	8	8	7	5	1	0	10	0	8	0
(null)	OG0000517	0	0	1	1	9	0	1	5	0	2	3	24	0	17
(null)	OG0000518	0	0	0	0	0	3	0	0	0	0	0	0	60	0
(null)	OG0000519	4	4	5	4	5	5	5	4	3	3	7	5	4	4
(null)	OG0000520	2	10	1	7	18	3	7	4	2	1	1	0	5	1
(null)	OG0000521	3	3	4	3	6	5	4	5	3	5	9	5	4	3
(null)	OG0000522	5	8	6	4	6	5	2	4	9	5	3	1	4	0
(null)	OG0000523	6	2	1	3	11	4	4	6	3	5	4	3	6	4
(null)	OG0000524	3	9	5	4	7	4	2	4	5	5	2	3	6	3
(null)	OG0000525	3	3	5	4	6	5	4	2	4	11	4	3	6	2
(null)	OG0000526	5	2	4	5	7	4	5	0	5	9	4	3	4	5
(null)	OG0000527	0	0	4	1	12	2	0	21	4	2	2	0	9	5
(null)	OG0000528	0	0	0	1	7	5	4	1	0	1	29	0	10	4
(null)	OG0000530	4	0	6	6	5	5	6	6	4	6	6	1	5	1
(null)	OG0000531	3	5	4	3	7	8	3	3	5	8	2	0	6	4
(null)	OG0000532	6	2	3	3	4	7	6	2	5	5	4	4	6	4
(null)	OG0000533	1	0	3	0	9	2	1	1	0	0	4	33	7	0
(null)	OG0000534	5	4	4	4	7	9	5	4	4	0	2	4	5	4
(null)	OG0000535	3	3	3	3	6	8	3	2	4	8	4	6	4	4
(null)	OG0000536	4	2	4	2	7	6	3	5	6	6	4	2	4	6
(null)	OG0000537	4	5	5	5	5	6	4	1	3	6	4	5	4	4
(null)	OG0000538	1	2	3	4	4	8	4	6	6	5	9	2	4	3
(null)	OG0000539	1	14	4	5	6	1	2	0	7	14	4	0	2	1
(null)	OG0000540	3	3	4	4	5	5	4	4	3	6	9	5	2	4
(null)	OG0000541	5	4	3	4	4	7	4	1	2	6	4	9	4	4
(null)	OG0000542	0	1	0	0	6	3	1	0	0	1	45	0	3	1
(null)	OG0000543	0	23	3	3	9	4	2	5	2	1	0	0	5	4
(null)	OG0000544	0	0	1	0	2	1	0	5	0	2	11	37	0	2
(null)	OG0000545	0	0	0	0	5	2	4	0	0	5	40	0	5	0
(null)	OG0000546	0	0	0	0	60	0	0	0	0	1	0	0	0	0
(null)	OG0000547	0	0	0	0	10	0	1	0	0	50	0	0	0	0
(null)	OG0000548	0	0	0	0	0	3	0	0	0	0	58	0	0	0
(null)	OG0000549	5	4	5	3	5	6	5	1	4	8	3	5	3	3
(null)	OG0000550	4	4	4	4	7	8	4	4	3	1	7	2	4	4
(null)	OG0000551	5	4	5	4	3	9	4	3	2	1	3	7	5	5
(null)	OG0000552	3	3	3	4	7	7	4	1	4	8	1	7	4	4
(null)	OG0000553	0	6	2	5	6	6	5	0	6	7	7	1	4	5
(null)	OG0000554	0	0	1	0	1	1	0	0	0	3	51	1	1	1
(null)	OG0000555	0	0	0	0	58	0	0	0	0	2	0	0	0	0
(null)	OG0000556	0	0	0	0	1	1	0	0	0	0	58	0	0	0
(null)	OG0000558	6	0	1	1	12	1	4	5	2	11	6	1	6	3
(null)	OG0000559	5	2	4	5	7	5	5	3	3	6	5	2	4	3
(null)	OG0000560	10	0	8	4	11	0	0	15	3	6	1	0	0	1
(null)	OG0000561	6	1	4	7	5	2	9	2	3	8	4	1	3	4
(null)	OG0000562	3	4	4	4	5	8	3	1	3	5	5	6	4	4
(null)	OG0000563	6	2	2	3	7	4	3	1	3	12	5	1	7	3
(null)	OG0000564	1	0	2	2	19	4	4	2	7	2	4	0	9	3
(null)	OG0000565	7	1	11	7	0	7	2	5	6	1	6	0	5	1
(null)	OG0000566	3	3	9	4	9	3	5	7	5	2	2	0	5	2
(null)	OG0000567	4	1	4	5	7	5	4	1	3	11	1	5	4	4
(null)	OG0000568	2	9	3	6	5	4	3	1	1	5	7	6	4	3
(null)	OG0000569	6	3	3	3	6	8	3	1	4	7	5	2	4	4
(null)	OG0000570	4	2	5	4	6	5	4	4	9	1	5	4	3	3
(null)	OG0000571	3	2	2	3	7	7	4	5	2	6	5	5	4	4
(null)	OG0000572	3	3	4	4	5	7	4	2	4	5	5	5	4	4
(null)	OG0000573	15	2	3	3	2	7	4	0	2	1	7	6	3	4
(null)	OG0000574	4	3	4	4	11	7	4	2	3	6	1	2	5	3
(null)	OG0000575	0	1	0	0	0	2	0	2	3	0	48	2	0	1
(null)	OG0000576	0	1	2	0	11	1	1	0	1	0	2	37	3	0
(null)	OG0000577	0	0	3	10	6	15	6	5	0	0	3	0	10	1
(null)	OG0000578	0	0	0	2	11	0	8	0	0	20	11	0	1	6
(null)	OG0000579	0	0	0	0	12	22	0	0	0	4	2	7	11	1
(null)	OG0000580	0	0	0	0	0	57	0	0	0	0	2	0	0	0
(null)	OG0000581	0	0	0	0	0	1	0	58	0	0	0	0	0	0
(null)	OG0000583	6	2	6	6	7	6	3	3	4	5	2	2	4	2
(null)	OG0000584	4	1	5	4	7	4	5	4	5	4	4	4	4	3
(null)	OG0000585	3	2	5	3	3	6	7	5	3	4	6	3	5	3
(null)	OG0000586	8	0	0	1	13	2	0	0	8	7	5	0	9	5
(null)	OG0000587	3	7	4	3	6	6	4	2	5	2	4	4	4	4
(null)	OG0000588	3	2	5	3	7	6	3	2	2	11	2	5	4	3
(null)	OG0000589	1	5	2	2	4	7	4	3	6	8	6	2	6	2
(null)	OG0000590	3	3	3	3	6	6	3	3	3	7	6	6	3	3
(null)	OG0000591	3	6	6	7	4	4	5	3	3	4	6	3	3	1
(null)	OG0000592	3	3	3	3	8	6	3	2	5	11	2	3	3	3
(null)	OG0000593	5	3	4	5	4	6	5	2	5	4	4	5	3	3
(null)	OG0000594	5	0	7	7	8	4	5	6	7	0	1	0	6	2
(null)	OG0000595	5	1	5	2	2	5	6	5	3	8	3	3	7	3
(null)	OG0000596	3	1	7	10	0	7	8	4	4	0	3	2	5	4
(null)	OG0000597	4	2	8	7	4	5	3	2	4	5	2	4	4	4
(null)	OG0000598	3	2	5	5	6	5	9	2	4	4	3	2	6	2
(null)	OG0000599	3	4	4	4	5	7	2	1	2	7	6	6	3	4
(null)	OG0000600	3	1	0	0	4	9	0	2	1	0	12	0	23	3
(null)	OG0000601	1	2	4	5	7	8	4	7	4	1	5	5	3	2
(null)	OG0000602	4	4	3	3	4	7	3	3	3	2	8	6	4	4
(null)	OG0000603	4	3	4	3	4	6	3	1	3	9	6	6	3	3
(null)	OG0000604	0	0	0	2	17	2	5	0	0	10	0	0	22	0
(null)	OG0000605	0	0	0	0	1	15	0	0	2	2	28	0	10	0
(null)	OG0000606	0	0	0	0	0	0	0	1	0	0	1	0	55	1
(null)	OG0000608	2	4	7	7	3	4	2	8	4	5	2	1	3	5
(null)	OG0000609	8	2	5	4	4	3	5	6	2	5	3	5	3	2
(null)	OG0000610	5	2	4	7	10	1	4	8	2	6	3	1	2	2
(null)	OG0000611	2	3	5	3	5	6	5	2	0	6	6	4	8	2
(null)	OG0000612	1	6	3	11	1	3	8	1	13	1	1	0	7	1
(null)	OG0000613	2	5	7	5	3	5	7	3	5	3	3	1	5	3
(null)	OG0000614	3	6	5	7	8	3	5	2	4	7	1	3	2	1
(null)	OG0000615	4	3	4	4	7	7	4	4	3	2	6	1	4	4
(null)	OG0000616	3	1	4	4	4	6	3	4	3	6	9	2	6	2
(null)	OG0000617	4	2	4	4	7	7	4	1	4	5	1	5	5	4
(null)	OG0000618	4	3	4	4	5	6	4	1	3	6	4	6	4	3
(null)	OG0000619	8	1	1	1	15	1	2	5	4	2	7	1	7	2
(null)	OG0000620	1	1	3	2	14	5	5	6	5	0	7	0	7	1
(null)	OG0000621	2	3	4	4	7	6	4	4	3	1	5	7	4	3
(null)	OG0000622	4	4	3	4	6	8	4	1	3	5	4	3	4	4
(null)	OG0000623	0	0	0	0	40	2	0	0	0	12	0	0	3	0
(null)	OG0000624	0	0	0	0	20	0	0	0	9	28	0	0	0	0
(null)	OG0000625	0	0	0	0	5	1	0	0	3	3	0	1	2	42
(null)	OG0000626	0	0	0	0	0	2	0	0	1	0	2	0	52	0
(null)	OG0000627	0	0	0	0	0	4	0	0	0	0	2	0	50	1
(null)	OG0000628	3	3	4	3	6	5	2	2	3	9	3	7	3	3
(null)	OG0000629	8	1	2	4	7	3	9	5	1	7	1	2	4	2
(null)	OG0000630	6	1	2	3	8	9	2	5	4	1	7	0	5	3
(null)	OG0000631	2	4	3	3	6	7	4	2	3	4	3	7	4	4
(null)	OG0000632	2	1	4	3	5	6	6	1	4	9	5	2	5	3
(null)	OG0000633	5	1	5	5	9	5	5	1	0	6	1	3	6	4
(null)	OG0000634	3	1	4	4	5	8	4	2	3	5	2	7	4	4
(null)	OG0000635	4	3	4	4	6	8	4	4	3	1	3	5	3	4
(null)	OG0000636	3	1	5	5	5	6	4	6	4	5	3	3	3	3
(null)	OG0000637	2	0	1	2	10	1	4	10	0	16	3	0	0	7
(null)	OG0000638	3	3	3	2	4	8	3	4	0	7	4	7	4	4
(null)	OG0000639	1	2	2	3	13	6	3	2	4	9	3	2	3	3
(null)	OG0000640	4	2	4	3	4	6	3	3	3	9	6	3	3	3
(null)	OG0000641	2	2	3	3	7	6	2	3	3	6	8	6	3	2
(null)	OG0000642	4	4	4	4	8	8	4	4	4	0	5	1	3	3
(null)	OG0000643	14	0	3	4	1	1	8	3	2	14	2	0	4	0
(null)	OG0000644	2	0	1	0	3	4	0	10	8	0	16	0	4	8
(null)	OG0000645	0	19	4	6	3	5	6	3	3	0	3	0	3	1
(null)	OG0000646	0	6	8	11	6	6	1	4	2	1	5	0	3	3
(null)	OG0000647	0	0	9	4	9	3	9	4	1	5	2	0	10	0
(null)	OG0000648	0	0	0	0	4	1	0	0	0	27	1	0	23	0
(null)	OG0000649	0	0	0	0	0	32	0	0	0	0	24	0	0	0
(null)	OG0000651	0	0	0	0	0	0	0	0	0	0	55	0	1	0
(null)	OG0000652	10	2	8	4	5	0	9	3	5	2	3	0	4	0
(null)	OG0000653	4	5	5	6	7	4	3	2	0	6	2	4	3	4
(null)	OG0000654	4	2	4	5	7	4	2	1	4	4	4	5	3	6
(null)	OG0000655	6	2	3	4	5	2	7	2	6	6	3	0	7	2
(null)	OG0000656	1	4	1	0	10	1	3	0	0	0	4	28	3	0
(null)	OG0000657	3	0	8	4	6	2	4	6	9	6	2	0	4	1
(null)	OG0000658	3	1	5	8	7	3	4	3	7	5	1	1	6	1
(null)	OG0000659	49	0	0	0	0	0	0	1	1	0	0	0	2	2
(null)	OG0000660	3	1	4	5	5	5	5	2	5	5	4	4	4	3
(null)	OG0000661	6	3	4	4	5	4	4	4	3	5	4	1	4	4
(null)	OG0000662	1	1	1	14	4	3	9	8	1	1	5	0	7	0
(null)	OG0000663	3	3	4	4	8	5	4	1	3	5	3	4	3	5
(null)	OG0000664	3	3	3	4	5	6	4	2	3	5	5	6	3	3
(null)	OG0000665	5	2	3	3	7	5	3	3	7	4	5	1	4	3
(null)	OG0000666	5	2	4	5	6	8	3	2	3	1	7	3	4	2
(null)	OG0000667	3	0	9	4	1	4	0	1	0	1	17	1	5	9
(null)	OG0000668	5	0	2	3	5	4	8	7	6	3	4	0	7	1
(null)	OG0000669	3	2	4	4	5	6	5	1	5	7	1	5	4	3
(null)	OG0000670	1	2	4	4	5	7	3	6	3	4	5	4	4	3
(null)	OG0000671	2	1	0	2	7	1	7	17	7	3	4	0	3	1
(null)	OG0000672	4	0	6	0	6	0	3	10	10	6	2	1	5	2
(null)	OG0000673	3	3	3	3	6	6	3	1	4	6	3	7	4	3
(null)	OG0000674	6	3	3	3	8	6	3	1	3	6	3	5	2	3
(null)	OG0000675	4	3	4	4	6	6	3	1	3	6	2	6	4	3
(null)	OG0000676	1	0	0	0	46	2	0	0	3	3	0	0	0	0
(null)	OG0000678	0	10	2	1	7	4	2	4	7	8	4	0	3	3
(null)	OG0000679	0	2	4	0	23	2	2	1	0	0	4	11	6	0
(null)	OG0000680	0	0	5	5	8	9	4	2	0	3	5	1	7	6
(null)	OG0000681	0	0	0	0	31	0	0	0	0	24	0	0	0	0
(null)	OG0000682	0	0	0	0	1	0	0	0	0	0	0	0	38	16
(null)	OG0000683	0	0	0	0	1	1	0	0	0	0	48	0	5	0
(null)	OG0000684	3	3	3	4	6	6	3	3	3	5	4	5	3	3
(null)	OG0000685	4	3	3	3	6	6	3	2	2	6	5	5	3	3
(null)	OG0000686	3	3	3	3	5	6	3	2	3	7	4	6	3	3
(null)	OG0000687	3	1	4	6	6	2	5	2	10	4	2	2	5	2
(null)	OG0000688	3	3	1	3	7	5	3	2	4	5	5	6	4	3
(null)	OG0000689	1	0	9	9	3	0	10	12	4	3	1	0	2	0
(null)	OG0000690	2	2	8	9	5	7	4	2	2	2	5	1	2	3
(null)	OG0000691	3	1	4	4	8	4	4	3	1	7	4	4	3	4
(null)	OG0000692	3	3	5	4	4	6	3	3	3	4	3	7	3	3
(null)	OG0000693	3	3	3	3	5	6	3	1	3	8	5	5	3	3
(null)	OG0000694	4	3	5	7	7	6	4	3	3	1	2	3	2	4
(null)	OG0000695	4	3	4	3	4	6	4	1	4	5	3	6	3	4
(null)	OG0000696	9	4	3	3	6	6	3	0	3	5	2	4	3	3
(null)	OG0000697	0	0	0	0	0	3	0	0	0	0	51	0	0	0
(null)	OG0000698	0	0	0	0	0	1	0	48	1	0	4	0	0	0
(null)	OG0000700	2	1	3	5	6	4	5	5	6	5	3	2	3	3
(null)	OG0000701	4	2	3	4	5	5	4	2	3	5	5	4	4	3
(null)	OG0000702	1	0	3	0	10	1	3	0	0	0	2	27	6	0
(null)	OG0000703	8	1	4	4	4	3	6	3	1	5	2	3	6	3
(null)	OG0000704	4	9	3	4	5	5	3	3	5	2	3	3	2	2
(null)	OG0000705	3	3	3	3	7	5	2	4	0	6	4	5	5	3
(null)	OG0000706	2	1	5	4	5	7	3	3	1	1	7	1	4	9
(null)	OG0000707	4	0	0	1	6	0	2	0	5	15	16	0	3	1
(null)	OG0000708	4	0	1	2	3	0	3	9	17	2	6	1	4	1
(null)	OG0000709	5	0	11	11	4	1	3	3	0	2	3	0	1	9
(null)	OG0000710	1	0	4	3	6	4	4	9	11	0	3	0	8	0
(null)	OG0000711	4	2	4	4	4	7	4	2	3	6	1	5	3	4
(null)	OG0000712	3	4	3	6	4	7	2	2	4	3	3	5	3	4
(null)	OG0000713	1	1	3	4	13	6	8	2	3	1	3	0	3	5
(null)	OG0000714	3	3	4	4	9	6	4	3	2	1	4	3	4	3
(null)	OG0000715	1	0	1	1	5	0	3	1	27	6	6	0	2	0
(null)	OG0000716	0	13	5	0	0	1	0	7	2	24	1	0	0	0
(null)	OG0000717	0	7	0	0	0	20	0	0	0	0	26	0	0	0
(null)	OG0000718	0	4	9	5	10	4	5	3	3	0	4	3	3	0
(null)	OG0000719	0	1	1	0	2	1	1	1	1	0	3	40	2	0
(null)	OG0000720	0	1	8	3	9	7	1	2	8	0	8	0	4	2
(null)	OG0000721	0	0	12	4	9	3	4	3	5	3	1	0	8	1
(null)	OG0000722	0	0	2	0	15	4	0	0	2	12	3	0	15	0
(null)	OG0000723	0	0	3	0	6	1	1	3	0	2	1	31	5	0
(null)	OG0000724	0	0	0	0	17	0	5	1	3	1	0	0	2	24
(null)	OG0000725	0	0	0	0	1	0	0	0	0	0	0	0	0	52
(null)	OG0000728	8	3	3	5	3	5	2	1	5	7	3	1	2	4
(null)	OG0000729	4	4	5	1	10	0	5	3	2	3	1	8	0	6
(null)	OG0000730	18	0	3	1	3	2	3	9	6	2	1	1	1	2
(null)	OG0000731	2	1	6	5	5	2	3	3	5	4	4	1	9	2
(null)	OG0000732	3	3	4	3	5	6	4	1	3	5	4	5	3	3
(null)	OG0000733	2	3	3	2	6	6	3	1	3	6	5	6	3	3
(null)	OG0000734	4	1	3	4	12	2	5	2	3	8	1	1	4	2
(null)	OG0000735	3	4	3	3	5	6	3	2	3	4	5	5	3	3
(null)	OG0000736	5	3	5	5	4	5	4	3	1	2	3	3	4	5
(null)	OG0000737	5	5	3	3	4	5	2	4	3	5	5	3	3	2
(null)	OG0000738	2	0	3	6	11	2	2	4	6	5	0	0	10	1
(null)	OG0000739	4	2	4	4	4	6	4	1	2	7	4	4	4	2
(null)	OG0000740	3	4	4	3	2	5	2	5	6	3	2	1	7	5
(null)	OG0000741	3	3	4	4	4	6	3	3	4	4	4	3	4	3
(null)	OG0000742	4	1	4	4	6	5	4	0	3	5	5	4	4	3
(null)	OG0000743	6	6	3	2	8	4	2	3	2	7	1	0	2	6
(null)	OG0000744	1	0	6	6	2	2	6	9	3	2	7	1	4	3
(null)	OG0000745	4	3	3	3	5	7	4	2	3	4	3	3	4	4
(null)	OG0000746	2	4	3	4	6	6	3	3	1	5	4	5	3	3
(null)	OG0000747	1	0	0	0	1	5	0	0	3	3	33	1	5	0
(null)	OG0000748	2	3	3	3	7	7	3	3	3	5	1	7	3	2
(null)	OG0000750	3	3	3	3	4	6	3	2	3	5	6	5	3	3
(null)	OG0000752	0	0	5	0	31	0	0	7	3	4	0	0	2	0
(null)	OG0000753	0	0	3	1	7	6	6	8	6	1	5	0	4	5
(null)	OG0000754	0	0	0	1	3	0	1	43	0	0	0	0	4	0
(null)	OG0000755	0	0	0	0	0	0	0	0	1	0	0	0	51	0
(null)	OG0000756	0	0	0	0	0	0	0	0	1	51	0	0	0	0
(null)	OG0000758	4	3	5	2	6	2	4	1	7	5	2	2	6	2
(null)	OG0000759	5	2	3	2	6	7	2	2	4	4	4	4	2	4
(null)	OG0000760	3	2	4	4	4	3	2	1	3	7	6	3	5	4
(null)	OG0000761	3	4	4	4	5	6	3	1	4	4	1	6	3	3
(null)	OG0000762	6	2	4	3	7	5	2	3	0	4	4	6	3	2
(null)	OG0000763	7	0	6	5	4	7	3	2	4	1	5	0	3	4
(null)	OG0000764	8	1	6	2	10	1	0	5	3	7	0	1	0	7
(null)	OG0000765	4	1	4	3	5	4	3	2	7	4	7	3	2	2
(null)	OG0000766	4	2	3	3	5	4	3	3	3	6	2	5	3	5
(null)	OG0000767	4	0	3	4	6	4	3	3	11	4	4	1	2	2
(null)	OG0000768	3	2	3	3	6	5	3	3	3	6	3	5	3	3
(null)	OG0000769	8	9	2	2	5	5	2	7	5	0	1	0	2	3
(null)	OG0000770	3	4	3	5	7	3	4	4	4	0	9	1	3	1
(null)	OG0000771	1	0	0	0	5	0	0	0	6	38	0	0	1	0
(null)	OG0000772	3	1	0	1	7	5	2	4	8	7	5	1	5	2
(null)	OG0000773	5	2	4	4	6	8	3	5	0	4	4	2	1	3
(null)	OG0000774	4	3	3	3	3	5	4	6	4	1	4	4	3	4
(null)	OG0000775	3	3	3	3	3	6	3	2	3	5	4	6	3	4
(null)	OG0000776	8	2	2	5	5	8	2	0	3	3	2	4	4	3
(null)	OG0000777	2	4	2	4	4	6	1	3	4	7	4	3	4	3
(null)	OG0000778	1	0	0	1	22	1	0	2	0	23	1	0	0	0
(null)	OG0000779	3	2	3	3	5	6	5	1	3	4	5	5	3	3
(null)	OG0000780	2	2	3	3	6	6	3	3	3	5	5	5	2	3
(null)	OG0000781	3	3	3	4	6	6	3	2	3	5	3	4	3	3
(null)	OG0000782	2	3	5	4	4	7	3	2	3	5	2	5	3	3
(null)	OG0000783	3	3	3	3	10	5	3	3	3	4	4	2	2	3
(null)	OG0000784	2	1	4	2	7	3	4	8	4	10	0	0	4	2
(null)	OG0000785	3	3	3	3	4	7	3	1	3	5	3	5	4	4
(null)	OG0000786	4	2	5	3	6	7	5	3	4	0	2	3	4	3
(null)	OG0000787	0	3	3	5	4	7	3	3	1	2	6	0	13	1
(null)	OG0000788	0	8	1	2	6	12	0	2	2	0	10	0	5	3
(null)	OG0000789	0	1	0	0	15	1	0	0	0	18	0	0	16	0
(null)	OG0000790	0	0	0	0	0	23	0	0	0	0	27	0	1	0
(null)	OG0000791	4	1	3	4	6	3	3	5	3	5	4	3	3	3
(null)	OG0000792	6	0	3	8	4	1	3	6	9	1	5	1	1	2
(null)	OG0000793	2	1	3	5	5	6	4	3	4	6	1	4	3	3
(null)	OG0000794	4	3	3	3	6	3	4	4	5	4	4	2	3	2
(null)	OG0000795	5	2	2	2	9	3	4	3	4	4	5	3	2	2
(null)	OG0000796	1	6	3	6	2	4	5	4	0	4	14	0	1	0
(null)	OG0000797	4	3	3	3	5	5	3	3	3	5	3	4	3	3
(null)	OG0000798	3	1	3	3	7	6	3	1	2	6	4	5	3	3
(null)	OG0000799	3	4	3	3	5	6	3	3	1	5	3	4	4	3
(null)	OG0000800	3	3	4	4	4	6	4	1	3	3	4	5	3	3
(null)	OG0000801	3	5	3	4	5	3	7	3	0	5	4	2	5	1
(null)	OG0000802	3	2	4	3	6	3	5	1	3	6	4	3	5	2
(null)	OG0000803	8	4	1	2	5	3	5	2	6	3	3	3	2	3
(null)	OG0000804	4	2	4	5	3	5	5	1	5	4	2	3	3	4
(null)	OG0000805	4	2	3	3	4	6	3	1	4	3	5	6	3	3
(null)	OG0000806	3	3	4	4	4	6	3	2	3	3	3	6	3	3
(null)	OG0000807	0	6	4	5	3	10	4	2	2	0	6	0	5	3
(null)	OG0000808	0	5	0	0	25	11	0	2	0	0	7	0	0	0
(null)	OG0000809	0	1	3	2	11	0	2	2	8	18	0	0	0	3
(null)	OG0000810	0	0	4	0	10	2	2	1	0	0	2	25	4	0
(null)	OG0000811	0	0	2	0	8	1	1	2	0	0	2	29	5	0
(null)	OG0000812	0	0	0	0	0	5	0	0	0	0	36	0	1	8
(null)	OG0000813	3	3	3	3	4	4	3	4	3	5	4	5	2	3
(null)	OG0000814	3	3	3	3	5	6	3	3	0	4	3	6	3	4
(null)	OG0000815	4	4	6	2	3	1	1	6	15	2	0	1	3	1
(null)	OG0000816	3	3	2	3	5	6	3	3	1	5	4	5	3	3
(null)	OG0000817	7	2	6	2	3	5	3	4	0	3	4	4	1	5
(null)	OG0000818	3	3	3	3	4	5	3	4	3	4	3	5	3	3
(null)	OG0000819	4	2	5	4	4	5	4	3	0	4	4	4	3	3
(null)	OG0000820	3	1	1	11	4	4	6	6	1	2	5	0	5	0
(null)	OG0000821	38	1	0	0	3	1	0	0	1	2	2	0	1	0
(null)	OG0000822	5	2	3	3	4	7	3	3	3	4	0	3	6	3
(null)	OG0000823	3	3	3	3	6	5	3	2	3	3	4	4	3	4
(null)	OG0000824	3	1	3	4	4	5	3	2	4	4	2	5	5	4
(null)	OG0000825	8	2	4	4	6	3	2	1	5	5	2	3	2	2
(null)	OG0000826	4	1	2	1	8	3	6	1	3	9	4	1	5	1
(null)	OG0000827	4	7	3	3	8	5	3	4	4	2	2	1	2	1
(null)	OG0000828	3	2	3	3	4	5	3	2	3	3	4	6	4	4
(null)	OG0000829	3	1	3	3	3	6	4	2	2	4	6	5	4	3
(null)	OG0000830	3	2	3	4	6	7	6	3	2	1	3	3	3	3
(null)	OG0000831	3	0	3	5	4	8	5	2	1	2	8	2	4	2
(null)	OG0000832	4	3	5	3	4	5	4	1	0	5	5	3	4	3
(null)	OG0000833	1	0	7	4	2	4	4	8	12	0	1	0	5	1
(null)	OG0000834	3	1	10	5	5	7	4	2	2	2	2	0	3	3
